iso3,scenario,hiv,measure,year,best,lo,hi
MEX,Baseline,a,mort,2021,2.3518,2.1649,2.5697
MEX,COVID,a,mort,2021,3.759,3.3778,4.2073
MEX,Baseline,a,inc,2022,22.3768,17.2996,28.981
MEX,COVID,a,inc,2022,28.0184,20.6047,36.2789
MEX,Baseline,a,mort,2022,2.3356,2.1448,2.5558
MEX,COVID,a,mort,2022,3.9103,3.424,4.4149
MEX,Baseline,a,inc,2023,22.2852,17.166,28.8626
MEX,COVID,a,inc,2023,27.4241,19.67,36.027
MEX,Baseline,a,mort,2023,2.3235,2.1272,2.5431
MEX,COVID,a,mort,2023,3.0283,2.6075,3.4279
MEX,Baseline,a,inc,2024,22.1577,17.0165,28.739
MEX,COVID,a,inc,2024,26.1983,18.5597,34.2414
MEX,Baseline,a,mort,2024,2.3104,2.1143,2.5312
MEX,COVID,a,mort,2024,2.8002,2.4041,3.1544
MMR,Baseline,a,inc,2019,321.2509,211.0536,445.5536
MMR,COVID,a,inc,2019,321.2509,211.0536,445.5536
MMR,Baseline,a,mort,2019,40.2796,26.4918,58.388
MMR,COVID,a,mort,2019,40.2796,26.4918,58.388
MMR,Baseline,a,inc,2020,315.1382,207.7484,432.0494
MMR,COVID,a,inc,2020,311.2546,206.658,426.1668
MMR,Baseline,a,mort,2020,39.4803,25.8366,57.0084
MMR,COVID,a,mort,2020,44.0185,30.9327,62.9807
MMR,Baseline,a,inc,2021,310.6241,204.8507,421.8915
MMR,COVID,a,inc,2021,360.1442,249.7411,490.9561
MMR,Baseline,a,mort,2021,39.2247,25.1384,55.8953
MMR,COVID,a,mort,2021,67.4459,50.5889,93.9272
MMR,Baseline,a,inc,2022,306.8003,205.2423,413.889
MMR,COVID,a,inc,2022,447.2763,311.3718,605.6618
MMR,Baseline,a,mort,2022,38.3793,24.7735,55.0731
MMR,COVID,a,mort,2022,67.518,49.273,94.6225
MMR,Baseline,a,inc,2023,305.8598,206.2824,409.2057
MMR,COVID,a,inc,2023,443.036,307.6173,601.0089
MMR,Baseline,a,mort,2023,37.934,24.8748,54.4138
MMR,COVID,a,mort,2023,55.9848,38.1069,78.5193
MMR,Baseline,a,inc,2024,304.0969,206.0049,407.9107
MMR,COVID,a,inc,2024,426.8878,291.4387,572.9361
MMR,Baseline,a,mort,2024,37.9116,24.5814,53.935
MMR,COVID,a,mort,2024,52.6609,35.8045,73.8468
MYS,Baseline,a,inc,2019,92.3178,78.9174,105.4274
MYS,COVID,a,inc,2019,92.3178,78.9174,105.4274
MYS,Baseline,a,mort,2019,5.7464,3.6924,8.397
MYS,COVID,a,mort,2019,5.7464,3.6924,8.397
MYS,Baseline,a,inc,2020,91.6716,78.0902,105.1033
MYS,COVID,a,inc,2020,90.4317,77.2213,103.7642
MYS,Baseline,a,mort,2020,5.712,3.6545,8.3548
MYS,COVID,a,mort,2020,6.2673,4.076,9.0683
MYS,Baseline,a,inc,2021,91.1635,77.384,104.5407
MYS,COVID,a,inc,2021,96.9779,82.2471,111.2163
MYS,Baseline,a,mort,2021,5.6838,3.6089,8.3202
MYS,COVID,a,mort,2021,7.6147,5.0632,10.8176
MYS,Baseline,a,inc,2022,90.5632,76.8184,104.2164
MYS,COVID,a,inc,2022,109.4168,89.6277,129.6901
MYS,Baseline,a,mort,2022,5.6597,3.5682,8.2919
MYS,COVID,a,mort,2022,8.582,5.4884,12.102
MYS,Baseline,a,inc,2023,90.2401,76.3895,103.9172
MYS,COVID,a,inc,2023,110.151,87.6996,131.3177
MYS,Baseline,a,mort,2023,5.6388,3.5316,8.2687
MYS,COVID,a,mort,2023,7.0429,4.2742,10.3695
MYS,Baseline,a,inc,2024,89.9695,75.7729,103.6349
MYS,COVID,a,inc,2024,105.4959,83.5139,126.7453
MYS,Baseline,a,mort,2024,5.6331,3.5091,8.2498
MYS,COVID,a,mort,2024,6.6706,4.0569,9.7648
NPL,Baseline,a,inc,2019,237.4186,140.3461,359.942
NPL,COVID,a,inc,2019,237.4186,140.3461,359.942
NPL,Baseline,a,mort,2019,59.037,31.593,91.1341
NPL,COVID,a,mort,2019,59.037,31.593,91.1341
NPL,Baseline,a,inc,2020,236.7372,139.625,356.1582
NPL,COVID,a,inc,2020,229.8016,134.8609,346.4448
NPL,Baseline,a,mort,2020,57.9196,30.9703,90.5681
NPL,COVID,a,mort,2020,58.4153,31.7792,91.4425
NPL,Baseline,a,inc,2021,233.0782,138.2624,352.8086
NPL,COVID,a,inc,2021,229.3928,136.709,346.3909
NPL,Baseline,a,mort,2021,57.4051,30.3293,90.0678
NPL,COVID,a,mort,2021,58.2662,31.5734,91.4299
NPL,Baseline,a,inc,2022,232.0206,136.3663,349.8346
NPL,COVID,a,inc,2022,231.7093,136.5658,348.6551
NPL,Baseline,a,mort,2022,56.7272,29.5953,89.6332
NPL,COVID,a,mort,2022,56.9842,30.1184,90.026
NPL,Baseline,a,inc,2023,231.164,134.5945,347.1766
NPL,COVID,a,inc,2023,231.7051,135.1388,347.2014
NPL,Baseline,a,mort,2023,56.0122,28.9424,89.2618
NPL,COVID,a,mort,2023,56.1382,29.3848,89.4715
NPL,Baseline,a,inc,2024,230.4871,133.3001,344.7889
NPL,COVID,a,inc,2024,231.2094,134.2493,345.1151
NPL,Baseline,a,mort,2024,55.6315,28.3803,88.9498
NPL,COVID,a,mort,2024,55.8431,28.735,89.1101
PAK,Baseline,a,inc,2019,260.8952,188.4001,349.3566
PAK,COVID,a,inc,2019,260.8952,188.4001,349.3566
PAK,Baseline,a,mort,2019,19.9348,15.7582,24.8541
PAK,COVID,a,mort,2019,19.9348,15.7582,24.8541
PAK,Baseline,a,inc,2020,258.9063,187.1454,343.4092
PAK,COVID,a,inc,2020,254.9856,185.3046,337.3006
PAK,Baseline,a,mort,2020,19.5544,15.585,24.3963
PAK,COVID,a,mort,2020,21.3917,17.0344,26.5903
PAK,Baseline,a,inc,2021,256.0588,186.6994,338.9877
PAK,COVID,a,inc,2021,264.1962,192.9522,347.8136
PAK,Baseline,a,mort,2021,19.227,15.4159,23.7805
PAK,COVID,a,mort,2021,21.5145,17.2197,26.5585
PAK,Baseline,a,inc,2022,254.2676,183.2421,337.5099
PAK,COVID,a,inc,2022,257.0183,184.9859,341.9334
PAK,Baseline,a,mort,2022,18.99,15.2694,23.4972
PAK,COVID,a,mort,2022,17.7036,13.991,21.8452
PAK,Baseline,a,inc,2023,254.4386,182.1017,338.0236
PAK,COVID,a,inc,2023,251.6052,180.5895,335.6503
PAK,Baseline,a,mort,2023,18.9926,15.1638,23.4473
PAK,COVID,a,mort,2023,18.6388,14.9705,22.9683
PAK,Baseline,a,inc,2024,253.8349,180.4124,338.8547
PAK,COVID,a,inc,2024,252.0415,179.2604,335.2231
PAK,Baseline,a,mort,2024,18.9472,15.0547,23.4706
PAK,COVID,a,mort,2024,18.7977,14.9197,23.177
PER,Baseline,a,inc,2019,118.452,89.7589,149.6459
PER,COVID,a,inc,2019,118.452,89.7589,149.6459
PER,Baseline,a,mort,2019,8.7399,7.1338,10.8576
PER,COVID,a,mort,2019,8.7399,7.1338,10.8576
PER,Baseline,a,inc,2020,117.267,87.9911,146.4094
PER,COVID,a,inc,2020,117.2357,88.3887,145.581
PER,Baseline,a,mort,2020,8.5785,7.061,10.7145
PER,COVID,a,mort,2020,10.2737,8.3021,12.5933
PER,Baseline,a,inc,2021,116.1385,86.6356,144.2239
PER,COVID,a,inc,2021,129.8031,100.7629,160.6369
PER,Baseline,a,mort,2021,8.4402,7.0148,10.6048
PER,COVID,a,mort,2021,13.8241,11.2121,17.0421
PER,Baseline,a,inc,2022,115.5029,85.5992,142.5579
PER,COVID,a,inc,2022,152.2429,117.5119,188.0563
PER,Baseline,a,mort,2022,8.3473,6.9181,10.5044
PER,COVID,a,mort,2022,15.9116,12.9961,19.8981
PER,Baseline,a,inc,2023,114.5682,84.8157,141.1417
PER,COVID,a,inc,2023,154.7723,116.1734,194.3642
PER,Baseline,a,mort,2023,8.2535,6.8409,10.3963
PER,COVID,a,mort,2023,12.2592,9.2784,15.4852
PER,Baseline,a,inc,2024,113.7716,84.0532,139.9661
PER,COVID,a,inc,2024,146.5515,108.4513,184.4491
PER,Baseline,a,mort,2024,8.19,6.7792,10.2998
PER,COVID,a,mort,2024,11.177,8.3827,14.2441
PHL,Baseline,a,inc,2019,544.6878,306.0971,858.9604
PHL,COVID,a,inc,2019,544.6878,306.0971,858.9604
PHL,Baseline,a,mort,2019,26.4918,24.6719,27.9079
PHL,COVID,a,mort,2019,26.4918,24.6719,27.9079
PHL,Baseline,a,inc,2020,533.0334,292.9106,841.1403
PHL,COVID,a,inc,2020,533.1402,290.585,852.3575
PHL,Baseline,a,mort,2020,25.6928,23.8146,27.2544
PHL,COVID,a,mort,2020,33.5239,30.7332,36.2526
PHL,Baseline,a,inc,2021,524.0695,282.317,826.5309
PHL,COVID,a,inc,2021,650.3241,347.3064,1037.9684
PHL,Baseline,a,mort,2021,25.0454,23.0737,26.7068
PHL,COVID,a,mort,2021,53.2004,46.7627,60.0851
PHL,Baseline,a,inc,2022,514.5739,273.9846,816.3016
PHL,COVID,a,inc,2022,850.0852,446.5217,1332.632
PHL,Baseline,a,mort,2022,24.4971,22.5038,26.2842
PHL,COVID,a,mort,2022,60.7804,54.1079,69.4017
PHL,Baseline,a,inc,2023,505.3096,265.6688,807.9096
PHL,COVID,a,inc,2023,873.7692,459.5994,1366.516
PHL,Baseline,a,mort,2023,24.1199,22.0105,26.001
PHL,COVID,a,mort,2023,43.089,39.1168,48.1994
PHL,Baseline,a,inc,2024,498.4108,258.9373,801.0825
PHL,COVID,a,inc,2024,823.8091,432.8029,1295.7219
PHL,Baseline,a,mort,2024,23.77,21.6165,25.8335
PHL,COVID,a,mort,2024,39.4415,35.8212,44.2027
PNG,Baseline,a,inc,2019,432.0355,349.6155,522.3329
PNG,Baseline,pos,inc,2019,45.646,16.8443,88.8892
PNG,COVID,a,inc,2019,432.0355,349.6155,522.3329
PNG,COVID,pos,inc,2019,45.646,16.8443,88.8892
PNG,Baseline,a,mort,2019,50.1399,34.0788,70.4008
PNG,Baseline,pos,mort,2019,3.4211,1.619,6.136
PNG,COVID,a,mort,2019,50.1399,34.0788,70.4008
PNG,COVID,pos,mort,2019,3.4211,1.619,6.136
PNG,Baseline,a,inc,2020,430.1963,345.507,521.1531
PNG,Baseline,pos,inc,2020,44.9677,16.6218,89.2323
PNG,COVID,a,inc,2020,417.6999,336.0726,506.796
PNG,COVID,pos,inc,2020,41.8234,15.9573,80.5921
PNG,Baseline,a,mort,2020,49.9725,33.9586,70.2922
PNG,Baseline,pos,mort,2020,3.3299,1.4497,6.1802
PNG,COVID,a,mort,2020,50.0532,33.8072,70.4162
PNG,COVID,pos,mort,2020,3.3167,1.5282,6.0237
PNG,Baseline,a,inc,2021,428.1453,341.459,519.2582
PNG,Baseline,pos,inc,2021,44.3588,16.3898,89.1095
PNG,COVID,a,inc,2021,424.1708,336.7758,514.1321
PNG,COVID,pos,inc,2021,46.0286,16.2755,92.5708
PNG,Baseline,a,mort,2021,49.7591,33.8347,70.1203
PNG,Baseline,pos,mort,2021,3.318,1.3782,6.1933
PNG,COVID,a,mort,2021,54.5493,36.6194,76.7103
PNG,COVID,pos,mort,2021,3.6935,1.5626,6.8228
PNG,Baseline,a,inc,2022,427.151,337.476,516.0781
PNG,Baseline,pos,inc,2022,44.0691,16.1284,88.6776
PNG,COVID,a,inc,2022,466.1895,367.8969,558.8756
PNG,COVID,pos,inc,2022,53.2453,17.6713,110.2033
PNG,Baseline,a,mort,2022,49.5263,33.7104,69.8929
PNG,Baseline,pos,mort,2022,3.2352,1.3379,6.1686
PNG,COVID,a,mort,2022,63.2144,42.7867,89.3473
PNG,COVID,pos,mort,2022,4.3126,1.4739,8.3223
PNG,Baseline,a,inc,2023,425.8143,333.5997,512.9274
PNG,Baseline,pos,inc,2023,43.722,15.8505,88.0433
PNG,COVID,a,inc,2023,477.6573,372.2418,572.8864
PNG,COVID,pos,inc,2023,49.722,17.2442,101.9038
PNG,Baseline,a,mort,2023,49.3525,33.4387,69.6661
PNG,Baseline,pos,mort,2023,3.1599,1.2897,6.109
PNG,COVID,a,mort,2023,56.7259,38.3923,80.2246
PNG,COVID,pos,mort,2023,3.6452,1.2849,7.0848
PNG,Baseline,a,inc,2024,425.4112,329.8859,511.894
PNG,Baseline,pos,inc,2024,43.3454,15.3017,87.2796
PNG,COVID,a,inc,2024,470.6846,360.7213,566.6463
PNG,COVID,pos,inc,2024,47.7369,16.5338,97.3434
PNG,Baseline,a,mort,2024,49.2623,33.1704,69.5286
PNG,Baseline,pos,mort,2024,3.0628,1.2485,5.9972
PNG,COVID,a,mort,2024,55.1482,36.8925,77.9857
PNG,COVID,pos,mort,2024,3.3736,1.2049,6.5879
PRK,Baseline,a,inc,2019,508.3548,442.7892,580.9087
PRK,COVID,a,inc,2019,508.3548,442.7892,580.9087
PRK,Baseline,a,mort,2019,71.5044,47.4731,95.3379
PRK,COVID,a,mort,2019,71.5044,47.4731,95.3379
PRK,Baseline,a,inc,2020,505.3007,439.1401,577.3268
PRK,COVID,a,inc,2020,487.9422,420.6995,557.527
PRK,Baseline,a,mort,2020,70.6263,46.9454,94.4974
PRK,COVID,a,mort,2020,67.6023,44.7359,91.042
PRK,Baseline,a,inc,2021,503.22,437.3633,574.2639
PRK,COVID,a,inc,2021,476.5307,412.3949,544.977
PRK,Baseline,a,mort,2021,70.2879,46.6789,93.7891
PRK,COVID,a,mort,2021,67.0867,44.6454,89.4127
PRK,Baseline,a,inc,2022,500.3427,436.3232,573.6987
PRK,COVID,a,inc,2022,480.9762,417.517,550.7475
PRK,Baseline,a,mort,2022,69.8914,46.4898,93.1957
PRK,COVID,a,mort,2022,67.2513,44.7507,89.5565
PRK,Baseline,a,inc,2023,499.3485,435.7262,573.3661
PRK,COVID,a,inc,2023,482.3794,418.9619,554.1926
PRK,Baseline,a,mort,2023,69.6768,46.0919,92.7019
PRK,COVID,a,mort,2023,66.8812,44.4242,89.1567
PRK,Baseline,a,inc,2024,498.3867,434.3245,573.2236
PRK,COVID,a,inc,2024,481.6061,419.3072,556.6434
PRK,Baseline,a,mort,2024,69.3311,45.803,92.3928
PRK,COVID,a,mort,2024,66.9288,44.3727,89.0964
ROU,Baseline,a,inc,2019,65.1687,55.6526,75.1669
ROU,COVID,a,inc,2019,65.1687,55.6526,75.1669
ROU,Baseline,a,mort,2019,4.9471,4.8593,5.0601
ROU,COVID,a,mort,2019,4.9471,4.8593,5.0601
ROU,Baseline,a,inc,2020,64.4317,55.0863,74.1859
ROU,COVID,a,inc,2020,64.3603,55.0091,74.0236
ROU,Baseline,a,mort,2020,4.8647,4.7599,4.9952
ROU,COVID,a,mort,2020,6.0633,5.5727,6.3518
ROU,Baseline,a,inc,2021,63.6679,54.5451,73.3002
ROU,COVID,a,inc,2021,72.8061,60.6467,84.5059
ROU,Baseline,a,mort,2021,4.7937,4.6507,4.9552
ROU,COVID,a,mort,2021,9.3942,7.9102,10.522
ROU,Baseline,a,inc,2022,63.3084,54.1157,72.4328
ROU,COVID,a,inc,2022,84.5643,64.6861,104.5065
ROU,Baseline,a,mort,2022,4.7372,4.5619,4.9107
ROU,COVID,a,mort,2022,9.6979,8.1895,11.264
ROU,Baseline,a,inc,2023,62.8038,53.7021,71.6737
ROU,COVID,a,inc,2023,81.2699,60.9617,101.8011
ROU,Baseline,a,mort,2023,4.6882,4.4859,4.8858
ROU,COVID,a,mort,2023,6.5633,5.2189,7.7799
ROU,Baseline,a,inc,2024,62.2956,53.1357,71.0099
ROU,COVID,a,inc,2024,75.6316,55.6052,94.1372
ROU,Baseline,a,mort,2024,4.6426,4.4185,4.869
ROU,COVID,a,mort,2024,5.8792,4.7905,7.032
RUS,Baseline,a,inc,2019,49.7465,31.5228,70.748
RUS,COVID,a,inc,2019,49.7465,31.5228,70.748
RUS,Baseline,a,mort,2019,6.4151,5.6439,7.2929
RUS,COVID,a,mort,2019,6.4151,5.6439,7.2929
RUS,Baseline,a,inc,2020,48.8702,30.7694,69.772
RUS,COVID,a,inc,2020,48.4456,30.7829,69.0333
RUS,Baseline,a,mort,2020,6.2932,5.5416,7.1576
RUS,COVID,a,mort,2020,6.8724,5.9786,7.8484
RUS,Baseline,a,inc,2021,48.2473,30.1624,69.0986
RUS,COVID,a,inc,2021,51.5699,33.8975,72.0548
RUS,Baseline,a,mort,2021,6.1849,5.4275,7.0715
RUS,COVID,a,mort,2021,8.5383,7.1672,9.7825
RUS,Baseline,a,inc,2022,48.0815,29.9003,68.5282
RUS,COVID,a,inc,2022,56.589,35.9821,79.3609
RUS,Baseline,a,mort,2022,6.0765,5.3042,6.9978
RUS,COVID,a,mort,2022,8.9937,7.5087,10.3781
RUS,Baseline,a,inc,2023,47.5928,29.7646,68.0352
RUS,COVID,a,inc,2023,55.0546,33.6968,79.8443
RUS,Baseline,a,mort,2023,6.011,5.2021,6.9337
RUS,COVID,a,mort,2023,7.2975,6.1287,8.6317
RUS,Baseline,a,inc,2024,47.3934,29.5539,67.601
RUS,COVID,a,inc,2024,52.3202,31.3625,77.6127
RUS,Baseline,a,mort,2024,5.9576,5.1124,6.8766
RUS,COVID,a,mort,2024,6.8333,5.7121,8.0539
THA,Baseline,a,inc,2019,148.6236,114.2801,190.9341
THA,Baseline,pos,inc,2019,14.4252,10.5889,18.4952
THA,COVID,a,inc,2019,148.6236,114.2801,190.9341
THA,COVID,pos,inc,2019,14.4252,10.5889,18.4952
THA,Baseline,a,mort,2019,15.7721,12.7959,20.419
THA,Baseline,pos,mort,2019,2.6887,1.9221,3.5596
THA,COVID,a,mort,2019,15.7721,12.7959,20.419
THA,COVID,pos,mort,2019,2.6887,1.9221,3.5596
THA,Baseline,a,inc,2020,147.326,114.1134,189.3467
THA,Baseline,pos,inc,2020,13.4203,9.7786,17.2174
THA,COVID,a,inc,2020,143.8385,111.6159,184.1201
THA,COVID,pos,inc,2020,12.7358,9.498,16.1943
THA,Baseline,a,mort,2020,15.3657,12.4634,19.5737
THA,Baseline,pos,mort,2020,2.4821,1.766,3.2765
THA,COVID,a,mort,2020,15.1872,12.3239,19.433
THA,COVID,pos,mort,2020,2.424,1.7328,3.2007
THA,Baseline,a,inc,2021,145.7607,113.5251,185.0239
THA,Baseline,pos,inc,2021,12.5287,9.0693,16.0756
THA,COVID,a,inc,2021,143.271,112.078,181.26
THA,COVID,pos,inc,2021,12.4623,8.9859,15.8228
THA,Baseline,a,mort,2021,15.0499,12.1517,19.1016
THA,Baseline,pos,mort,2021,2.3113,1.6546,3.0609
THA,COVID,a,mort,2021,15.8864,13.0685,19.8677
THA,COVID,pos,mort,2021,2.4298,1.7026,3.2396
THA,Baseline,a,inc,2022,145.0514,112.9996,181.2345
THA,Baseline,pos,inc,2022,11.7487,8.2438,14.9702
THA,COVID,a,inc,2022,152.7988,120.4573,193.5911
THA,COVID,pos,inc,2022,13.2559,8.8195,17.0152
THA,Baseline,a,mort,2022,14.8119,11.8538,18.7274
THA,Baseline,pos,mort,2022,2.1479,1.523,2.8761
THA,COVID,a,mort,2022,18.6985,15.462,23.326
THA,COVID,pos,mort,2022,2.7957,1.9943,3.7955
THA,Baseline,a,inc,2023,143.819,112.9405,180.4319
THA,Baseline,pos,inc,2023,11.0825,7.475,14.164
THA,COVID,a,inc,2023,153.557,119.7858,194.332
THA,COVID,pos,inc,2023,11.9315,7.9653,15.4611
THA,Baseline,a,mort,2023,14.617,11.5116,18.4145
THA,Baseline,pos,mort,2023,1.9887,1.419,2.7243
THA,COVID,a,mort,2023,16.1282,12.7254,20.2787
THA,COVID,pos,mort,2023,2.233,1.6128,3.0579
THA,Baseline,a,inc,2024,143.6456,113.3532,178.9605
THA,Baseline,pos,inc,2024,10.4139,6.7,13.5934
THA,COVID,a,inc,2024,150.1346,117.7635,189.9217
THA,COVID,pos,inc,2024,10.9435,7.1535,14.316
THA,Baseline,a,mort,2024,14.4884,11.4737,18.1722
THA,Baseline,pos,mort,2024,1.8694,1.3265,2.5807
THA,COVID,a,mort,2024,15.3815,12.1961,19.37
THA,COVID,pos,mort,2024,1.9704,1.409,2.741
TLS,Baseline,a,inc,2019,494.0032,321.157,705.4244
TLS,COVID,a,inc,2019,494.0032,321.157,705.4244
TLS,Baseline,a,mort,2019,88.2811,53.8912,133.0557
TLS,COVID,a,mort,2019,88.2811,53.8912,133.0557
TLS,Baseline,a,inc,2020,486.653,321.3026,696.6832
TLS,COVID,a,inc,2020,472.5459,314.52,676.9799
TLS,Baseline,a,mort,2020,86.0928,52.734,131.4389
TLS,COVID,a,mort,2020,89.5571,55.7676,135.4113
TLS,Baseline,a,inc,2021,481.5923,320.5008,691.3826
TLS,COVID,a,inc,2021,486.4055,332.344,695.626
TLS,Baseline,a,mort,2021,84.5735,51.0462,129.9487
TLS,COVID,a,mort,2021,95.1272,60.1843,143.9069
TLS,Baseline,a,inc,2022,477.4029,312.135,687.9791
TLS,COVID,a,inc,2022,512.098,348.984,737.1361
TLS,Baseline,a,mort,2022,83.409,49.5551,128.6056
TLS,COVID,a,mort,2022,92.7156,57.424,141.8525
TLS,Baseline,a,inc,2023,474.3048,303.7495,681.0982
TLS,COVID,a,inc,2023,508.9312,339.9233,740.6668
TLS,Baseline,a,mort,2023,82.0971,48.3797,127.4178
TLS,COVID,a,mort,2023,88.5869,53.2681,137.5849
TLS,Baseline,a,inc,2024,471.4775,299.4455,675.3168
TLS,COVID,a,inc,2024,505.4349,329.0918,732.7503
TLS,Baseline,a,mort,2024,80.6829,47.3693,126.3171
TLS,COVID,a,mort,2024,86.4644,51.5241,135.0221
TUR,Baseline,a,inc,2019,15.8479,12.9315,17.9532
TUR,COVID,a,inc,2019,15.8479,12.9315,17.9532
TUR,Baseline,a,mort,2019,0.52582,0.50755,0.55038
TUR,COVID,a,mort,2019,0.52582,0.50755,0.55038
TUR,Baseline,a,inc,2020,15.5875,12.7268,17.6399
TUR,COVID,a,inc,2020,15.6503,12.8314,17.671
TUR,Baseline,a,mort,2020,0.51646,0.49795,0.54058
TUR,COVID,a,mort,2020,0.69783,0.64994,0.73106
TUR,Baseline,a,inc,2021,15.3601,12.5467,17.369
TUR,COVID,a,inc,2021,17.7109,14.1037,20.5078
TUR,Baseline,a,mort,2021,0.50878,0.48903,0.53145
TUR,COVID,a,mort,2021,1.2468,1.1036,1.3864
TUR,Baseline,a,inc,2022,15.1339,12.383,17.1197
TUR,COVID,a,inc,2022,20.5113,14.7616,25.9512
TUR,Baseline,a,mort,2022,0.50152,0.48148,0.52431
TUR,COVID,a,mort,2022,1.172,0.98286,1.399
TUR,Baseline,a,inc,2023,14.9045,12.2304,16.8853
TUR,COVID,a,inc,2023,18.961,13.2529,23.6186
TUR,Baseline,a,mort,2023,0.49499,0.47434,0.51808
TUR,COVID,a,mort,2023,0.63728,0.51475,0.79922
TUR,Baseline,a,inc,2024,14.7145,12.0856,16.6854
TUR,COVID,a,inc,2024,17.2282,12.6454,21.1658
TUR,Baseline,a,mort,2024,0.48855,0.46757,0.51189
TUR,COVID,a,mort,2024,0.57344,0.49193,0.68991
VNM,Baseline,a,inc,2019,175.7536,111.1643,250.3915
VNM,COVID,a,inc,2019,175.7536,111.1643,250.3915
VNM,Baseline,a,mort,2019,11.8733,7.9573,15.8487
VNM,COVID,a,mort,2019,11.8733,7.9573,15.8487
VNM,Baseline,a,inc,2020,173.5843,109.3384,245.8799
VNM,COVID,a,inc,2020,170.5004,106.8395,241.3688
VNM,Baseline,a,mort,2020,11.6792,7.8079,15.4748
VNM,COVID,a,mort,2020,12.0661,8.1533,16.0537
VNM,Baseline,a,inc,2021,172.3825,108.3491,244.4832
VNM,COVID,a,inc,2021,173.2361,109.9529,245.5858
VNM,Baseline,a,mort,2021,11.5485,7.7943,15.1852
VNM,COVID,a,mort,2021,14.6723,10.5291,19.5254
VNM,Baseline,a,inc,2022,172.1594,107.8559,243.5905
VNM,COVID,a,inc,2022,199.423,124.4844,282.2238
VNM,Baseline,a,mort,2022,11.5101,7.8032,14.9646
VNM,COVID,a,mort,2022,18.7607,13.2672,24.8248
VNM,Baseline,a,inc,2023,171.7055,107.1635,243.1091
VNM,COVID,a,inc,2023,204.5608,125.7962,294.7034
VNM,Baseline,a,mort,2023,11.4292,7.8153,14.8009
VNM,COVID,a,mort,2023,14.3321,9.7075,19.5487
VNM,Baseline,a,inc,2024,171.5804,106.6761,241.4318
VNM,COVID,a,inc,2024,197.9576,121.3689,288.4775
VNM,Baseline,a,mort,2024,11.2741,7.8293,14.7269
VNM,COVID,a,mort,2024,13.4522,9.1036,18.423
ZAF,Baseline,a,inc,2019,599.9083,409.9444,810.3863
ZAF,Baseline,pos,inc,2019,342.0715,236.2934,471.3227
ZAF,COVID,a,inc,2019,599.9082,409.9444,810.3863
ZAF,COVID,pos,inc,2019,342.0715,236.2934,471.3227
ZAF,Baseline,a,mort,2019,95.8179,57.2097,142.6806
ZAF,Baseline,pos,mort,2019,60.1788,23.0413,111.295
ZAF,COVID,a,mort,2019,95.8179,57.2097,142.6806
ZAF,COVID,pos,mort,2019,60.1788,23.0413,111.295
ZAF,Baseline,a,inc,2020,568.3872,383.0329,775.1195
ZAF,Baseline,pos,inc,2020,309.011,211.4281,431.666
ZAF,COVID,a,inc,2020,543.1149,367.1869,738.5392
ZAF,COVID,pos,inc,2020,289.0059,204.5915,399.1265
ZAF,Baseline,a,mort,2020,87.9637,53.8449,130.1597
ZAF,Baseline,pos,mort,2020,54.1574,19.6107,101.4087
ZAF,COVID,a,mort,2020,90.4644,56.1489,131.269
ZAF,COVID,pos,mort,2020,55.1194,21.5756,101.923
ZAF,Baseline,a,inc,2021,533.2505,359.3686,740.2682
ZAF,Baseline,pos,inc,2021,284.0233,188.8063,393.2865
ZAF,COVID,a,inc,2021,528.4644,352.5104,731.0433
ZAF,COVID,pos,inc,2021,279.5652,189.7727,388.3894
ZAF,Baseline,a,mort,2021,82.9362,51.2386,119.2441
ZAF,Baseline,pos,mort,2021,48.2871,17.1545,92.3467
ZAF,COVID,a,mort,2021,85.4402,55.8868,120.8496
ZAF,COVID,pos,mort,2021,49.8007,21.1128,92.7925
ZAF,Baseline,a,inc,2022,495.0166,338.7248,706.316
ZAF,Baseline,pos,inc,2022,257.1095,166.3889,357.093
ZAF,COVID,a,inc,2022,503.3968,341.4019,714.8674
ZAF,COVID,pos,inc,2022,261.4749,170.9547,363.1637
ZAF,Baseline,a,mort,2022,77.2764,47.7509,108.9372
ZAF,Baseline,pos,mort,2022,42.4447,15.4134,84.1434
ZAF,COVID,a,mort,2022,80.7224,52.0054,111.6144
ZAF,COVID,pos,mort,2022,46.4254,18.4686,86.297
ZAF,Baseline,a,inc,2023,466.1396,316.5197,672.1318
ZAF,Baseline,pos,inc,2023,235.5153,144.2572,327.4387
ZAF,COVID,a,inc,2023,474.2605,319.2572,681.5763
ZAF,COVID,pos,inc,2023,238.2328,147.239,330.9731
ZAF,Baseline,a,mort,2023,72.6954,44.9984,102.7903
ZAF,Baseline,pos,mort,2023,39.8821,14.1679,76.7724
ZAF,COVID,a,mort,2023,74.9871,48.0661,103.7507
ZAF,COVID,pos,mort,2023,41.5402,16.3354,77.7181
ZAF,Baseline,a,inc,2024,445.7299,288.8707,638.546
ZAF,Baseline,pos,inc,2024,214.8744,125.6314,302.2413
ZAF,COVID,a,inc,2024,450.9706,291.1285,647.3702
ZAF,COVID,pos,inc,2024,217.1195,127.642,305.0538
ZAF,Baseline,a,mort,2024,69.1026,44.0692,96.3016
ZAF,Baseline,pos,mort,2024,35.908,13.251,69.5504
ZAF,COVID,a,mort,2024,71.0235,46.7142,96.7563
ZAF,COVID,pos,mort,2024,36.6712,14.8533,70.1188
