inc,inc.sd,inc.H,inc.H.sd,inc.H.lo,inc.H.hi,prop.H,prop.H.sd,prop.H.lo,prop.H.hi
10563933.4691637,372081.117182043,1490051.62683164,187676.285305353,1122206.10763315,1857897.14603014,0.141050834064899,0.0184473268402473,0.104894073458014,0.177207594671783
