iso3,e_inc_hr_num,e_inc_hr_num_lo,e_inc_hr_num_hi
MCO,0,0,0
MDA,1124.32409492881,871.728067900846,1376.92012195677
MDG,10374.112716146,0,23547.5058207627
MDV,18.4908595181707,0,66.8055192828899
MEX,5893.37205864123,1388.50259611276,10398.2415211697
MHL,35.7953028641593,5.91620569248005,65.6744000358385
MKD,24.5880731936902,0,55.3623186023873
MLI,1609.00138769491,0,3627.28530892849
MLT,14.1537549102686,0,35.3275144832574
MMR,20428.4538762991,0,76381.636070558
MNE,2.78524931378987,0,10.3792100630977
MNG,2010.8547537642,25.1812099764438,3996.52829755195
MNP,3.7423855403878,0,12.2818059568597
MOZ,16456.0756050528,0,37663.9998900584
MRT,532.312880597343,0,1215.50822237103
MSR,0,0,0
MUS,0,0,2.87943302866013
MWI,2545.68130770805,1002.44322358415,4088.91939183194
MYS,994.851760991586,777.596813970997,1212.10670801218
NAM,1567.27567030052,0,3473.41621565139
NCL,0.0716770786410808,0,2.22666445028497
NER,2836.47488131712,0,6439.23670906122
NGA,66649.7946010562,0,150256.66269285
NIC,3.45530915038291,0,11.39561352829
NIU,0.143729301605253,0,0.383760733549906
NLD,65.8075400920077,35.1305405315382,96.4845396524771
NOR,24.1911899626803,9.38918139010481,38.9931985352558
NPL,6413.26233494948,0,24047.6385825555
NRU,29.133121616477,23.1958254525963,35.0704177803577
NZL,49.9849268084456,10.4300933001331,89.5397603167581
OMN,18.6320945939713,6.20702724909039,31.0571619388523
PAK,88404.4483338599,0,193806.334517044
PAN,59.0878605886623,27.5686788235102,90.6070423538145
PER,2894.56319779252,2191.03749047393,3598.0889051111
PHL,104668.456519262,46041.4876116535,163295.425426871
PLW,0,0,1.98507818492973
PNG,6677.8078728516,1353.73554808367,12001.8801976195
POL,375.847079857958,0,809.834381068997
PRI,0,0,2.88365625124424
PRK,16033.0120939336,0,55537.2958000398
PRT,169.623080692427,0,369.967991144092
PRY,11.8006053741566,0.295433280320781,23.3057774679925
PSE,34.9146796667968,14.6732077806661,55.1561515529274
PYF,1.31709294886334,0,4.77952679943125
QAT,14.1468383440161,0,28.3024148413277
ROU,721.389196029641,557.951780180004,884.826611879279
RUS,42438.3070194596,34392.2253944205,50484.3886444988
RWA,1086.18806197521,0,2403.36695880476
SAU,433.338884451264,0,929.050321581571
SDN,4394.19519835294,0,9734.9200355042
SEN,2881.10655490891,0,6414.13935987234
SGP,207.581656260968,151.309780264367,263.853532257569
SLB,68.9858058653047,11.7998870060432,126.171724724566
SLE,3322.73598252953,0,7567.3805800703
SLV,665.744916752493,130.708196276024,1200.78163722896
SMR,0,0,0
SOM,6359.68264854269,0,14422.5873516563
SRB,119.726982793648,0,264.12759081706
SSD,3617.54589885877,0,8160.78422278305
STP,38.5601802647007,0,96.258087278131
SUR,189.460693370197,139.854425045264,239.06696169513
SVK,18.4054279598454,1.31191353876996,35.4989423809209
SVN,7.70413613961865,0,16.2702355563753
SWE,33.1859523906254,14.1670139559686,52.2048908252821
SWZ,488.046304161437,253.228844142901,722.863764179974
SXM,0.204499448244724,0.056762024346377,0.352236872143071
SYC,13.2094113258761,8.57335165432217,17.84547099743
SYR,650.979932577634,0,1403.37929317542
TCA,0,0,0
TCD,3237.46891668906,0,7309.7144465224
TGO,2.56940004465043,0,8.06154141601835
THA,11920.4003919729,0,43286.0702339274
TJK,2543.93327057621,1863.09976572966,3224.76677542275
TKM,1479.57835750195,1056.78877573282,1902.36793927107
TLS,864.002821297414,168.235924144914,1559.76971844991
TON,0.0222591220623177,0,2.55950593916816
TTO,37.6950983942454,10.1807288933305,65.2094678951603
TUN,693.076700261447,0,1530.44859509
TUR,1883.2635489612,1494.23838483845,2272.28871308396
TUV,5.54338742611125,0.246537592213242,10.8402372600093
TZA,1636.18612439698,210.395258488698,3061.97699030525
UGA,14435.7862818801,0,32942.6437122862
UKR,9871.68565602392,6073.52241089549,13669.8489011524
URY,25.1632346860809,1.4337950402608,48.892674331901
USA,963.709161373432,784.377878987761,1143.0404437591
UZB,4887.76662786713,3120.79496062528,6654.73829510899
VCT,9.75439902272969,1.80395011134978,17.7048479341096
VEN,2340.84518300388,544.709385654003,4136.98098035375
VGB,0.228819323394384,0.0624087648424216,0.395229881946346
VNM,27440.518273988,3203.8660566279,51677.1704913482
VUT,111.97058950869,77.3240728918546,146.617106125526
WLF,0.0179444340275352,0,0.11175144630382
WSM,0.0413383695443043,0,2.13337433744586
YEM,2550.50743763307,0,5574.23929266552
ZAF,53029.7056006087,0,118225.756010087
ZMB,10978.4087315224,0,24928.1627362481
ZWE,4710.73120324741,0,10516.1498917606
