iso3,source_new,source_ret,year,e_rr_prop_new,e_rr_prop_new_lo,e_rr_prop_new_hi,e_rr_prop_new_se,e_rr_prop_ret,e_rr_prop_ret_lo,e_rr_prop_ret_hi,e_rr_prop_ret_se,e_inc_rr_num,e_inc_rr_num_lo,e_inc_rr_num_hi
AIA,Model,Model,2018,0.0328861077011937,0.00249185064720867,0.140774985691761,0.0352763099603449,0.162412708704131,0.0100852333175265,0.597386237830921,0.149821684824846,0.531273541167323,0,1.51396812505235
AIA,Model,Model,2019,0.0329820553523006,0.00254241777605321,0.138288803560103,0.0346291800469515,0.154613423916378,0.00994264317314497,0.57550612031124,0.144276397229106,0.512838017881417,0,1.47195266132471
AIA,Model,Model,2020,0.0331592421683384,0.00265365403050915,0.149480845671834,0.0374559162350318,0.147692611659779,0.00980081620954109,0.541418562699685,0.135616772063812,0.496845245952768,0,1.41185944107873
AIA,Model,Model,2021,0.0334196167241173,0.00271914060055777,0.142673902155812,0.0357027452947078,0.141655351037591,0.00911646425177632,0.512815574272574,0.128494670923673,0.482092862218992,0,1.35961673722621
ALB,Surveillance,Surveillance,2015,0.0203361853742628,0.0120342567672972,0.029854377477939,0.00454594916087801,0.149306253836961,0.0743500812340378,0.246990736473115,0.0440409834793564,14.3776979973637,8.21793597427713,20.5374600204502
ALB,Surveillance,Surveillance,2016,0.0200126078104645,0.0115591830225928,0.0303259420599897,0.00478743852994819,0.149360846000631,0.0702640122688511,0.259405734620605,0.0482504393754474,14.2056242334702,7.79236272178083,20.6188857451595
ALB,Surveillance,Surveillance,2017,0.0197177401604648,0.0111283641030568,0.0307295873134811,0.00500031204347559,0.149695965663547,0.0647214040382603,0.269855718964156,0.052330182379055,17.0225567819551,8.78423979146624,25.260873772444
ALB,Surveillance,Surveillance,2018,0.019450512583496,0.0104524922679325,0.0317470982129643,0.00543229743495708,0.150304730452328,0.0600406233616885,0.279484381604775,0.055980550572216,14.7341978261046,7.18783704563744,22.2805586065718
ALB,Surveillance,Surveillance,2019,0.0192099508154261,0.00963604827213112,0.0328707153976915,0.00592721100141846,0.151178817361957,0.0553805399297928,0.295745692014677,0.0613176408379806,13.6683468705359,6.12205868660634,21.2146350544655
ALB,Surveillance,Surveillance,2020,0.0189951718443369,0.00906420409226434,0.0339100387477503,0.00633822312639949,0.1523084241521,0.051009597070293,0.308587866708729,0.0657087422547031,12.8017589279863,5.32137479652803,20.2821430594445
ALB,Surveillance,Surveillance,2021,0.0188053797042952,0.00858216185006156,0.0346400068947555,0.00664740945017703,0.153682272246095,0.0468807234801502,0.327225410402448,0.0715165017658924,13.5979348185142,5.1626046876402,22.0332649493882
AND,Surveillance,Model,2015,0.0228463670074253,0.00373350426814228,0.0654201945932219,0.0157364005931326,0.200341790354535,0.0210895054372564,0.543695362553503,0.13331782069292,0.163915915309625,0,0.346290488807887
AND,Surveillance,Model,2016,0.023613074213255,0.00385398636666143,0.0709383017705379,0.017113345766295,0.207158284631048,0.0229001204565528,0.553934752536024,0.13546801838762,0.169432947337262,0,0.366763738950963
AND,Surveillance,Model,2017,0.0244506558742029,0.00389610793261122,0.0746616855532665,0.0180524432705753,0.21458757495114,0.0246190367495722,0.582175343824919,0.142233751804935,0.0438642436347188,0,0.095870736115047
AND,Surveillance,Model,2018,0.0253642574976674,0.00405070131813447,0.0785449798366238,0.0190036424792065,0.222610841894508,0.0255824842563738,0.597107229493737,0.145797128887082,0.0910069207477747,0,0.200314874658148
AND,Surveillance,Model,2019,0.0263594503050205,0.00417565186011512,0.0825915201465122,0.0200040480322442,0.231197718511483,0.0274643221767573,0.61972078896308,0.151085833363858,0.236412251178864,0,0.523766127858872
AND,Surveillance,Model,2020,0.0274422424498889,0.0041787446667609,0.0878194538960474,0.0213369156197159,0.240305267018128,0.0285753467212104,0.645833100853209,0.157463712788775,0.0984157000069297,0,0.22081962701257
AND,Surveillance,Model,2021,0.0286190834873967,0.00417095369150656,0.0963691629617414,0.0235199513444477,0.249877833358351,0.0285168217657186,0.671026364419649,0.163905495574982,0.10257274016462,0,0.237016592959895
ARE,Surveillance,Surveillance,2015,0.0160761754518077,0.00195619414662566,0.0550580457175449,0.0135463907068671,0.138496111213535,0.0287247587794733,0.34942968608087,0.0818124814544379,1.32592365744015,0,3.34114705352954
ARE,Surveillance,Surveillance,2016,0.0165426279398238,0.00211581653350732,0.0550939002640715,0.0135148172782051,0.13332974338622,0.0293173443813949,0.338197796229756,0.078796033634786,1.42128501055373,0,3.52648126526059
ARE,Surveillance,Surveillance,2017,0.0170670160628124,0.00228480518315036,0.0550484031051507,0.0134601015107144,0.128997512825796,0.0277227798418863,0.320238019053057,0.0746212344926456,1.50234859620644,0,3.66115186764928
ARE,Surveillance,Surveillance,2018,0.0176538435632844,0.00238085318385708,0.0574182804936633,0.0140401600280118,0.125479267220297,0.0261721191707038,0.308421767588761,0.0720024613311371,1.91940322708937,0,4.7070801146786
ARE,Surveillance,Surveillance,2019,0.0183081474099181,0.00257651523096711,0.0579397586944702,0.0141232763937508,0.122744562750271,0.0269964755995463,0.315519259897842,0.0736027510965041,1.93172821931006,0,4.66519261444404
