year,g.whoregion,inc.num,inc.lo.num,inc.hi.num,inc.num.f,inc.num.f.lo,inc.num.f.hi,inc.num.m,inc.num.m.lo,inc.num.m.hi,inc.num.15plus,inc.num.15plus.lo,inc.num.15plus.hi,inc.num.014,inc.num.014.lo,inc.num.014.hi,inc.num.15plus.f,inc.num.15plus.f.lo,inc.num.15plus.f.hi,inc.num.15plus.m,inc.num.15plus.m.lo,inc.num.15plus.m.hi,inc.num.014.f,inc.num.014.f.lo,inc.num.014.f.hi,inc.num.014.m,inc.num.014.m.lo,inc.num.014.m.hi
2020,Global,9943991.66050922,8914760.78587466,10973222.5351438,,,,,,,,,,,,,,,,,,,,,,,,
