"","iso3","g.whoregion","year","country","inc.num","inc.num.lo","inc.num.hi","inc.num.f","inc.num.f.lo","inc.num.f.hi","inc.num.m","inc.num.m.lo","inc.num.m.hi","inc.num.15plus","inc.num.15plus.lo","inc.num.15plus.hi","inc.num.15plus.f","inc.num.15plus.f.lo","inc.num.15plus.f.hi","inc.num.15plus.m","inc.num.15plus.m.lo","inc.num.15plus.m.hi","inc.num.014","inc.num.014.lo","inc.num.014.hi","inc.num.014.f","inc.num.014.f.lo","inc.num.014.f.hi","inc.num.014.m","inc.num.014.m.lo","inc.num.014.m.hi","e.pop.m014","e.pop.f014","e.pop.014","e.pop.m15plus","e.pop.f15plus","e.pop.15plus","e.pop.f","e.pop.m","e.pop.num"
"30","BRN","WPR",2020,"Brunei Darussalam",361.1,308.964488025605,417.236877949734,135.7,107.77759155067,163.62240844933,225.4,179.020406304503,271.779593695497,359.95,305.814081328296,414.085918671704,134.55,106.802125492614,162.297874507386,225.4,178.916381167114,271.883618832886,1.15,0.977041793381136,1.32295820661886,1.15,0.912838679424052,1.38716132057595,0,0,0,50.295,47.369,97.664,176.692,163.127,339.819,210.496,226.987,437.483
"31","BTN","SEA",2020,"Bhutan",1270.27283008384,972.682164148776,1606.90269948884,653.960436124393,423.18524991783,884.735622330957,616.31239395945,398.822772843669,833.80201507523,1225.65292825872,908.75258893817,1542.55326757928,624.678625551659,396.319860121686,853.037390981632,600.974302707065,381.28093685814,820.66766855599,44.6199018251185,33.0831431695352,56.1566604807019,29.281810572734,18.577493443204,39.986127702264,15.3380912523845,9.73106799405926,20.9451145107097,97.564,94.527,192.091,312.523,266.998,579.521,361.525,410.087,771.612
"32","BWA","AFR",2020,"Botswana",5451.88156837037,4207.53025974539,6854.56222593074,2113.46684902584,1405.52307399774,2821.41062405393,3338.41471934454,2220.15259940095,4456.67683928813,5451.88156837037,4128.3655852777,6775.39755146304,2113.46684902584,1405.52307399774,2821.41062405393,3338.41471934454,2220.15259940095,4456.67683928813,NA,NA,NA,NA,NA,NA,NA,NA,NA,397.261,388.272,785.533,741.838,824.254,1566.092,1212.526,1139.099,2351.625
"33","CAF","AFR",2020,"Central African Republic",26080.7256000048,16849.2228774197,37283.9041061121,10464.4483560502,4776.73560041938,16152.161111681,15616.2772439546,7128.40514082987,24104.1493470793,26080.7256000048,15863.3849856586,36298.0662143509,10464.4483560502,4776.73560041938,16152.161111681,15616.2772439546,7128.40514082987,24104.1493470793,NA,NA,NA,NA,NA,NA,NA,NA,NA,1057.587,1045.376,2102.963,1336.455,1390.346,2726.801,2435.722,2394.042,4829.764
"34","CAN","AMR",2020,"Canada",2228.08898031345,1906.40750532169,2574.4788337944,987.534307530077,779.495130385999,1195.57348467415,1240.55467278337,979.21289320147,1501.89645236528,2228.08898031345,1894.0533160771,2562.1246445498,987.534307530077,779.495130385999,1195.57348467415,1240.55467278337,979.21289320147,1501.89645236528,NA,NA,NA,NA,NA,NA,NA,NA,NA,3046.92,2907.002,5953.922,15685.258,16102.977,31788.235,19009.979,18732.178,37742.157
"35","CHE","EUR",2020,"Switzerland",403.65,345.372854210767,466.403474981761,174.8,138.066884277557,211.533115722443,228.85,180.758618231802,276.941381768198,385.25,324.803593447921,445.696406552079,165.6,129.210174023946,201.989825976054,219.65,171.382939156761,267.917060843239,18.4,15.5130074482589,21.2869925517411,9.2,7.17834300133031,11.2216569986697,9.2,7.17834300133031,11.2216569986697,663.713,630.901,1294.614,3629.935,3730.069,7360.004,4360.97,4293.648,8654.618
"36","CHL","AMR",2020,"Chile",2783,2381.20164637908,3215.6577613302,1036.3611045336,823.457214568937,1249.26499449827,1746.6388954664,1387.81974104074,2105.45804989205,2783,2365.77194252444,3200.22805747556,1036.3611045336,823.457214568937,1249.26499449827,1746.6388954664,1387.81974104074,2105.45804989205,NA,NA,NA,NA,NA,NA,NA,NA,NA,1871.435,1806.281,3677.716,7554.234,7884.259,15438.493,9690.54,9425.669,19116.209
"37","CHN","WPR",2020,"China",788900.293548382,674235.271976067,912432.264440219,254526.050055104,203311.417557908,305740.6825523,534374.243493279,426849.766173373,641898.720813185,751338.944957521,632388.999084495,870288.890830546,236463.997297182,186812.346048803,286115.648545562,514874.947660338,406763.811800488,622986.083520188,37561.3485908618,31614.7376614184,43507.9595203051,18062.0527579215,14269.4638030834,21854.6417127595,19499.2958329403,15404.9210132955,23593.6706525851,136126.399,118803.972,254930.371,602120.941,582272.462,1184393.403,701076.434,738247.34,1439323.774
"38","CIV","AFR",2020,"C<U+00F4>te d'Ivoire",34935.6268904523,22451.4313387271,50131.3796312686,13440.540856981,6102.96991490421,20778.1117990578,21495.0860334713,9760.31134285908,33229.8607240834,34935.6268904523,21095.6527441816,48775.601036723,13440.540856981,6102.96991490421,20778.1117990578,21495.0860334713,9760.31134285908,33229.8607240834,NA,NA,NA,NA,NA,NA,NA,NA,NA,5501.89,5447.329,10949.219,7798.49,7630.566,15429.056,13077.895,13300.38,26378.275
"39","CMR","AFR",2020,"Cameroon",45408.4987333732,29341.7717646345,64920.2716055065,17716.7639260338,8129.68585133562,27303.842000732,27691.7348073394,12706.897580283,42676.5720343957,45408.4987333732,27619.2488129372,63197.7486538092,17716.7639260338,8129.68585133562,27303.842000732,27691.7348073394,12706.897580283,42676.5720343957,NA,NA,NA,NA,NA,NA,NA,NA,NA,5632.324,5533.911,11166.235,7644.751,7734.878,15379.629,13268.789,13277.075,26545.864
"40","COD","AFR",2020,"Democratic Republic of the Congo",285755.020031469,184632.199624399,408526.710855445,121919.942192522,55087.5785295627,188752.305855482,163835.077838947,74026.263087447,253643.892590446,285755.020031469,173807.764415946,397702.275646992,121919.942192522,55087.5785295627,188752.305855482,163835.077838947,74026.263087447,253643.892590446,NA,NA,NA,NA,NA,NA,NA,NA,NA,20686.119,20328.697,41014.816,24024.053,24522.535,48546.588,44851.232,44710.172,89561.404
"41","COG","AFR",2020,"Congo",20525.6644372411,12999.4269942682,29735.7156653662,8356.87126726396,3619.60829602975,13094.1342384982,12168.7931699771,5270.66449895667,19066.9218409975,20525.6644372411,12157.5201016921,28893.8087727901,8356.87126726396,3619.60829602975,13094.1342384982,12168.7931699771,5270.66449895667,19066.9218409975,NA,NA,NA,NA,NA,NA,NA,NA,NA,1149.015,1128.317,2277.332,1607.663,1633.097,3240.76,2761.414,2756.678,5518.092
"42","COK","WPR",2020,"Cook Islands",2.3022283011341,1.96984201583304,2.66014330565974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.65,2.478,5.128,6.255,6.179,12.434,8.657,8.905,17.564
"43","COL","AMR",2020,"Colombia",18442.5969359378,14094.1832267849,23366.4884365112,6825.54416954532,4476.97101536985,9174.1173237208,11617.0527663924,7619.78931309525,15614.3162196896,18442.5969359378,13806.4443310746,23078.7495408009,6825.54416954532,4476.97101536985,9174.1173237208,11617.0527663924,7619.78931309525,15614.3162196896,NA,NA,NA,NA,NA,NA,NA,NA,NA,5771.394,5516.246,11287.64,19213.17,20382.074,39595.244,25898.32,24984.564,50882.884
"44","COM","AFR",2020,"Comoros",303.481418770392,196.116424024996,433.900858118484,110.35687955287,51.3698212084081,169.343937897332,193.124539217522,89.8971871147141,296.35189132033,285.92464247789,167.255928674402,404.593356281378,100.324435957154,43.8887691627233,156.760102751585,185.600206520736,81.1942229510381,290.006190090433,17.556776292502,10.2701008835159,24.8434517014881,10.0324435957154,4.38887691627233,15.6760102751585,7.52433269678658,3.29165768720425,11.7570077063689,172.71,166.604,339.314,265.943,264.338,530.281,430.942,438.653,869.595
