"","iso3","g.whoregion","year","country","inc.num","inc.num.lo","inc.num.hi","inc.num.f","inc.num.f.lo","inc.num.f.hi","inc.num.m","inc.num.m.lo","inc.num.m.hi","inc.num.15plus","inc.num.15plus.lo","inc.num.15plus.hi","inc.num.15plus.f","inc.num.15plus.f.lo","inc.num.15plus.f.hi","inc.num.15plus.m","inc.num.15plus.m.lo","inc.num.15plus.m.hi","inc.num.014","inc.num.014.lo","inc.num.014.hi","inc.num.014.f","inc.num.014.f.lo","inc.num.014.f.hi","inc.num.014.m","inc.num.014.m.lo","inc.num.014.m.hi","e.pop.m014","e.pop.f014","e.pop.014","e.pop.m15plus","e.pop.f15plus","e.pop.15plus","e.pop.f","e.pop.m","e.pop.num"
"45","CPV","AFR",2020,"Cabo Verde",218.614743294319,167.069441391712,276.981434501148,71.8154712271194,47.6655021135192,95.9654403407196,146.7992720672,97.4338940261643,196.164650108236,212.278084068397,157.346555901604,267.209612235191,67.5910317431712,44.3412112986823,90.8408521876602,144.687052325226,94.9179054362419,194.45619921421,6.3366592259223,4.69691211646578,7.97640633537883,4.2244394839482,2.77132570616765,5.67755326172876,2.1122197419741,1.38566285308382,2.83877663086438,79.034,77.095,156.129,200.083,199.776,399.859,276.871,279.117,555.988
"46","CRI","AMR",2020,"Costa Rica",526.900240473588,402.669250910677,667.57666000871,161.322542762284,107.84828514261,214.796800381958,365.577697711304,244.398130040914,486.757265381695,508.686405000427,376.317524564495,641.055285436359,153.516613273786,100.99422361865,206.039002928922,355.169791726641,233.656127524504,476.683455928778,18.2138354731611,13.4742847670152,22.953386179307,7.8059294884976,5.13529950603304,10.4765594709622,10.4079059846635,6.84706600804406,13.9687459612829,542.852,518.152,1061.004,2002.224,2030.886,4033.11,2549.038,2545.076,5094.114
"47","CUB","AMR",2020,"Cuba",705.107733613821,601.437564857789,816.899176574971,162.904200524572,131.905537391481,193.902863657664,542.203533089249,439.028878183586,645.378187994912,694.166406712917,586.448980413479,801.883833012355,155.609982590636,125.708784208464,185.511180972809,538.556424122281,435.070245346481,642.04260289808,10.9413269009041,9.24350406956447,12.6391497322438,7.29421793393608,5.89259925977175,8.69583660810041,3.64710896696804,2.94629962988588,4.34791830405021,926.641,876.638,1803.279,4696.827,4826.51,9523.337,5703.148,5623.468,11326.616
"48","CUW","AMR",2020,"Cura<U+00E7>ao",13.0918937452114,11.2017434677744,15.1272235032758,7.27327430289524,5.74063184198806,8.80591676380242,5.81861944231619,4.59250547359045,7.04473341104193,13.0918937452114,11.1291537274607,15.0546337629621,7.27327430289524,5.74063184198806,8.80591676380242,5.81861944231619,4.59250547359045,7.04473341104193,0,0,0,0,0,0,0,0,0,15.238,14.59,29.828,60.231,74.041,134.272,88.631,75.469,164.1
"49","CYM","AMR",2020,"Cayman Islands",2.3,1.96793663786672,2.657569806292,0,0,0,2.3,1.95518341578736,2.64481658421264,2.3,1.95518341578736,2.64481658421264,0,0,0,2.3,1.95518341578736,2.64481658421264,0,0,0,0,0,0,0,0,0,8.029,7.705,15.734,24.421,25.567,49.988,33.272,32.45,65.72
"50","CYP","EUR",2020,"Cyprus",69.4010328170533,59.3812241447617,80.1904649856023,31.5459240077515,24.8850483301679,38.2067996853351,37.8551088093018,29.8620579962015,45.8481596224021,67.2979712165365,56.8984274592242,77.6975149738489,29.4428624072347,23.0611766519548,35.8245481625147,37.8551088093018,29.650084266799,46.0601333518046,2.10306160051677,1.77807585810076,2.42804734293278,2.10306160051677,1.64722690371106,2.55889629732248,0,0,0,103.064,97.084,200.148,500.45,506.763,1007.213,603.847,603.514,1207.361
"51","CZE","EUR",2020,"Czechia",507.19378970718,433.967461860681,586.044705042668,127.352152437392,103.180553054334,151.523751820451,379.841637269788,307.747214762057,451.936059777518,502.764149622401,426.72847915388,578.799820090922,125.137332395003,101.219588367633,149.055076422373,377.626817227398,305.450262242148,449.803372212648,4.42964008477886,3.7597222832941,5.09955788626363,2.21482004238943,1.79149713925014,2.63814294552873,2.21482004238943,1.79149713925014,2.63814294552873,866.54,820.719,1687.259,4405.982,4615.741,9021.723,5436.46,5272.522,10708.982
"52","DEU","EUR",2020,"Germany",5234.45835268421,4478.73067828225,6048.2333211094,1861.65212017951,1482.4326254256,2240.87161493342,3372.80623250471,2685.76386753808,4059.84859747134,5234.45835268421,4449.70703127064,6019.20967409779,1861.65212017951,1482.4326254256,2240.87161493342,3372.80623250471,2685.76386753808,4059.84859747134,NA,NA,NA,NA,NA,NA,NA,NA,NA,6032.028,5660.521,11692.549,35383.883,36707.513,72091.396,42368.034,41415.911,83783.945
"53","DJI","EMR",2020,"Djibouti",2172.47909026894,1660.18921172558,2752.43602725873,904.592985940711,587.406704721312,1221.77926716011,1267.88610432823,823.314805753093,1712.45740290337,2172.47909026894,1626.35568250237,2718.60249803552,904.592985940711,587.406704721312,1221.77926716011,1267.88610432823,823.314805753093,1712.45740290337,NA,NA,NA,NA,NA,NA,NA,NA,NA,148.359,137.294,285.653,370.634,331.715,702.349,469.009,518.993,988.002
"54","DMA","AMR",2020,"Dominica",33.9494168072359,28.9578427068061,39.3318537658582,13.5797667228944,10.7025337378449,16.4569997079438,20.3696500843416,16.0538006067674,24.6854995619157,33.9494168072359,28.7624112777099,39.136422336762,13.5797667228944,10.7025337378449,16.4569997079438,20.3696500843416,16.0538006067674,24.6854995619157,0,0,0,0,0,0,0,0,0,8.794,8.44,17.234,26.752,28.005,54.757,36.445,35.546,71.991
"55","DNK","EUR",2020,"Denmark",281.018477166329,240.446308383707,324.707031105196,103.760668492183,82.4772861781512,125.044050806214,177.257808674146,140.898697221008,213.616920127283,263.725032417631,221.684958567812,305.765106267451,101.598987898596,79.298224281332,123.899751515859,162.126044519036,126.53971959787,197.712369440201,17.2934447486971,14.5367185946106,20.0501709027837,2.16168059358714,1.68719626130494,2.63616492586935,15.13176415511,11.8103738291346,18.4531544810854,484.301,458.773,943.074,2395.06,2454.069,4849.129,2912.842,2879.361,5792.203
"56","DOM","AMR",2020,"Dominican Republic",4392.21169614125,3356.60886018475,5564.86220651598,1609.43195869263,1056.64922162838,2162.21469575688,2782.77973744862,1826.99369653804,3738.5657783592,4392.21169614125,3288.08502297563,5496.33836930686,1609.43195869263,1056.64922162838,2162.21469575688,2782.77973744862,1826.99369653804,3738.5657783592,NA,NA,NA,NA,NA,NA,NA,NA,NA,1518.28,1458.313,2976.593,3899.926,3971.385,7871.311,5429.698,5418.206,10847.904
"57","DZA","AFR",2020,"Algeria",25438.3810786935,19440.4104921333,32229.9544316435,9690.03885666981,6338.86855376118,13041.2091595784,15748.3422220237,10301.9887496471,21194.6956944003,25438.3810786935,19043.6091089384,31833.1530484486,9690.03885666981,6338.86855376118,13041.2091595784,15748.3422220237,10301.9887496471,21194.6956944003,NA,NA,NA,NA,NA,NA,NA,NA,NA,6889.992,6608.9,13498.892,15263.816,15088.335,30352.151,21697.235,22153.808,43851.043
"58","ECU","AMR",2020,"Ecuador",8313.56561287195,6353.3711933582,10533.1465900057,2516.79247055933,1684.48537371513,3349.09956740352,5796.77314231263,3879.77145004739,7713.77483457787,8313.56561287195,6223.67791454819,10403.4533111957,2516.79247055933,1684.48537371513,3349.09956740352,5796.77314231263,3879.77145004739,7713.77483457787,NA,NA,NA,NA,NA,NA,NA,NA,NA,2469.629,2363.146,4832.775,6354.198,6456.087,12810.285,8819.233,8823.827,17643.06
"59","EGY","EMR",2020,"Egypt",11205.7949289343,9884.85481782391,12608.3620083662,4548.46272811703,3780.25651818897,5316.66893804509,6657.33220081725,5532.95144979831,7781.71295183618,11205.7949289343,9844.04133366311,12567.5485242054,4548.46272811703,3780.25651818897,5316.66893804509,6657.33220081725,5532.95144979831,7781.71295183618,NA,NA,NA,NA,NA,NA,NA,NA,NA,17869.409,16843.47,34712.879,33833.453,33788.071,67621.524,50631.541,51702.862,102334.403
"60","ERI","AFR",2020,"Eritrea",2822.98439221595,1295.45719556586,4934.71296749533,1158.58832281395,119.011469616353,2198.16517601154,1664.396069402,170.968598891207,3157.8235399128,2822.98439221595,1003.35650625122,4642.61227818068,1158.58832281395,119.011469616353,2198.16517601154,1664.396069402,170.968598891207,3157.8235399128,NA,NA,NA,NA,NA,NA,NA,NA,NA,744.875,713.588,1458.463,1032.673,1055.291,2087.964,1768.879,1777.548,3546.427
"61","ESP","EUR",2020,"Spain",4167.58252429065,3565.88499956872,4815.49504701765,1622.3056439594,1286.48250681725,1958.12878110155,2545.27688033125,2018.39535832527,3072.15840233722,4167.58252429065,3542.77750056618,4792.38754801511,1622.3056439594,1286.48250681725,1958.12878110155,2545.27688033125,2018.39535832527,3072.15840233722,NA,NA,NA,NA,NA,NA,NA,NA,NA,3473.016,3259.425,6732.441,19505.322,20517.02,40022.342,23776.445,22978.338,46754.783
"62","EST","EUR",2020,"Estonia",138,118.076146102398,159.454135624715,35.65,28.8447246961245,42.4552753038755,102.35,82.8122741275832,121.887725872417,136.85,116.161735692167,157.538264307833,34.5,27.8918922229456,41.1081077770544,102.35,82.7459469280719,121.954053071928,1.15,0.976149039429976,1.32385096057002,1.15,0.929729740764853,1.37027025923515,0,0,0,112.644,106.21,218.854,515.812,591.873,1107.685,698.083,628.456,1326.539
"63","ETH","AFR",2020,"Ethiopia",148386.593793187,104314.626725242,200091.368868583,66983.7010623364,36555.3289775377,97412.0731471351,81402.8927308503,44424.3819960051,118381.403465695,148386.593793187,100498.222721516,196274.964864857,66983.7010623364,36555.3289775377,97412.0731471351,81402.8927308503,44424.3819960051,118381.403465695,NA,NA,NA,NA,NA,NA,NA,NA,NA,23239.887,22650.86,45890.747,34276.948,34795.888,69072.836,57446.748,57516.835,114963.583
"64","FIN","EUR",2020,"Finland",200.1,171.210486269945,231.208571909258,83.95,66.3770557940805,101.522944205919,116.15,91.8367484274264,140.463251572574,194.35,164.364077940783,224.335922059217,81.65,64.0574664496356,99.2425335503644,112.7,88.4173480572435,136.982651942756,5.75,4.86284254262672,6.63715745737328,2.3,1.80443567463762,2.79556432536238,3.45,2.70665351195643,4.19334648804356,449.735,429.306,879.041,2282.671,2379.006,4661.677,2808.312,2732.406,5540.718
"65","FJI","WPR",2020,"Fiji",594.301914141726,455.081759996879,751.804385707013,247.162945600998,161.112701910906,333.21318929109,347.138968540728,226.281884706329,467.996052375127,437.395100361317,297.747382303648,577.042818418987,174.958040144527,97.3521176816763,252.563962607378,262.43706021679,146.028176522514,378.845943911066,156.906813780409,106.810965715277,207.002661845541,72.2049054564714,40.1770644400569,104.232746472886,84.7019083239376,47.1307871316052,122.27302951627,133.123,126.944,260.067,320.895,315.482,636.377,442.426,454.018,896.444
"66","FRA","EUR",2020,"France",4997.9,4276.32517631713,5774.89803858718,1760.35156671549,1402.42949555414,2118.27363787683,3237.54843328451,2579.27649338533,3895.8203731837,4997.9,4248.61356886497,5747.18643113503,1760.35156671549,1402.42949555414,2118.27363787683,3237.54843328451,2579.27649338533,3895.8203731837,NA,NA,NA,NA,NA,NA,NA,NA,NA,5891.064,5632.098,11523.162,25698.131,28052.219,53750.35,33684.317,31589.195,65273.512
"67","FSM","WPR",2020,"Micronesia (Federated States of)",85.8912144375409,65.6391983561767,108.822345594006,32.6760054925427,21.3779331862051,43.9740777988804,53.2152089449981,34.8154911889625,71.6149267010337,75.6216127113131,54.2264261100019,97.0167993126244,26.1408043940342,16.144937229306,36.1366715587623,49.480808317279,30.5600597554721,68.4015568790858,10.2696017262277,7.3640825581484,13.175120894307,6.53520109850854,4.03623430732651,9.03416788969058,3.73440062771917,2.30641960418658,5.16238165125176,18.385,17.492,35.877,40.095,39.049,79.144,56.541,58.48,115.021
"68","GAB","AFR",2020,"Gabon",11501.5195529545,7430.55159718093,16442.1860364671,4416.99958806697,2033.12403992838,6800.87513620555,7084.51996488753,3260.9710652631,10908.068864512,11501.5195529545,6995.7023333114,16007.3367725976,4416.99958806697,2033.12403992838,6800.87513620555,7084.51996488753,3260.9710652631,10908.068864512,NA,NA,NA,NA,NA,NA,NA,NA,NA,418.539,410.857,829.396,714.315,682.017,1396.332,1092.874,1132.854,2225.728
"69","GBR","EUR",2020,"United Kingdom of Great Britain and Northern Ireland",4812.75,4117.90646866125,5560.96386301598,1961.86174751739,1552.82937883637,2370.89411619842,2850.88825248261,2256.50101992991,3445.27548503531,4812.75,4091.22130282263,5534.27869717737,1961.86174751739,1552.82937883637,2370.89411619842,2850.88825248261,2256.50101992991,3445.27548503531,NA,NA,NA,NA,NA,NA,NA,NA,NA,6140.283,5860.113,12000.396,27402.132,28483.476,55885.608,34343.589,33542.415,67886.004
"70","GEO","EUR",2020,"Georgia",2749.48085399716,2294.47362893424,3245.00417528919,946.068619508916,725.281456054537,1166.8557829633,1803.41223448825,1382.54395540056,2224.28051357594,2749.48085399716,2274.21558081968,3224.74612717464,946.068619508916,725.281456054537,1166.8557829633,1803.41223448825,1382.54395540056,2224.28051357594,NA,NA,NA,NA,NA,NA,NA,NA,NA,419.458,387.167,806.625,1481.769,1700.781,3182.55,2087.948,1901.227,3989.175
"71","GHA","AFR",2020,"Ghana",43524.9344702604,21052.5610562228,74006.3316044928,18309.2683801966,2752.65539749216,33865.8813629009,25215.6660900639,3790.97831343435,46640.3538666934,43524.9344702604,17048.0491961254,70001.8197443954,18309.2683801966,2752.65539749216,33865.8813629009,25215.6660900639,3790.97831343435,46640.3538666934,NA,NA,NA,NA,NA,NA,NA,NA,NA,5890.642,5647.1,11537.742,9859.357,9675.846,19535.203,15322.946,15749.999,31072.945
"72","GIN","AFR",2020,"Guinea",23036.0345768074,14885.2408742576,32934.4502842033,9347.1627373753,4258.12752635642,14436.1979483942,13688.8718394321,6236.00590061178,21141.7377782523,23036.0345768074,14011.4298718345,32060.6392817802,9347.1627373753,4258.12752635642,14436.1979483942,13688.8718394321,6236.00590061178,21141.7377782523,NA,NA,NA,NA,NA,NA,NA,NA,NA,2846.499,2807.031,5653.53,3506.735,3972.527,7479.262,6779.558,6353.234,13132.792
"73","GMB","AFR",2020,"Gambia",3708.64220621401,2754.71404669933,4801.96850898388,1055.45077136831,677.086248732137,1433.81529400449,2653.19143484569,1702.05895388087,3604.32391581052,3708.64220621401,2685.01497507173,4732.26943735629,1055.45077136831,677.086248732137,1433.81529400449,2653.19143484569,1702.05895388087,3604.32391581052,NA,NA,NA,NA,NA,NA,NA,NA,NA,536.052,526.078,1062.13,662.488,692.046,1354.534,1218.124,1198.54,2416.664
"74","GNB","AFR",2020,"Guinea-Bissau",7109.08413405459,4593.21802464922,10163.3177512196,2774.10822283925,1272.92289482615,4275.29355085234,4334.97591121535,1989.1401642068,6680.81165822389,7109.08413405459,4324.03427076939,9894.1339973398,2774.10822283925,1272.92289482615,4275.29355085234,4334.97591121535,1989.1401642068,6680.81165822389,NA,NA,NA,NA,NA,NA,NA,NA,NA,415.377,409.75,825.127,547.318,595.553,1142.871,1005.303,962.695,1967.998
"75","GNQ","AFR",2020,"Equatorial Guinea",3856.4062125169,2491.7644985244,5513.33425689515,1519.89139068123,696.090523970417,2343.69225739205,2336.51482183567,1070.09345310342,3602.93619056793,3856.4062125169,2345.62133333153,5367.19109170228,1519.89139068123,696.090523970417,2343.69225739205,2336.51482183567,1070.09345310342,3602.93619056793,NA,NA,NA,NA,NA,NA,NA,NA,NA,261.447,254.562,516.009,518.933,368.043,886.976,622.605,780.38,1402.985
"76","GRC","EUR",2020,"Greece",472.790643196048,404.531290033865,546.293076372732,118.742350480114,96.2038168073318,141.280884152895,354.048292715935,286.846242774154,421.250342657715,455.360573400802,384.531549445967,526.189597355637,108.937936220288,87.6873280203312,130.188544420244,346.422637180515,278.845703104653,413.999571256376,17.430069795246,14.7189109835777,20.1412286069143,9.80441425982589,7.89185952182981,11.716968997822,7.62565553542013,6.13811296142319,9.11319810941708,734.151,689.213,1423.364,4381.675,4618.017,8999.692,5307.23,5115.826,10423.056
"77","GRD","AMR",2020,"Grenada",3.06130324999775,2.61120835054209,3.54665878691686,3.06130324999775,2.59357803181037,3.52902846818514,0,0,0,3.06130324999775,2.59357803181037,3.52902846818514,3.06130324999775,2.59357803181037,3.52902846818514,0,0,0,0,0,0,0,0,0,0,0,0,13.71,13.044,26.754,42.956,42.809,85.765,55.853,56.666,112.519
"78","GRL","EUR",2020,"Greenland",85.1,72.812972401205,98.3293919672115,35.65,28.1889788199219,43.1110211800781,49.45,39.100841588924,59.7991584110761,79.35,66.6251555384724,92.0748444615276,33.35,25.8812064036185,40.8187935963815,46,35.6982157291289,56.3017842708711,5.75,4.82790982162843,6.67209017837157,2.3,1.78491078645645,2.81508921354355,3.45,2.67736617968467,4.22263382031533,5.254,5.025,10.279,22.847,23.647,46.494,28.672,28.101,56.772
"79","GTM","AMR",2020,"Guatemala",4817.28031502425,3681.46404230334,6103.42749560728,1978.18553887473,1285.89110456253,2670.47997318692,2839.09477614952,1845.51279236291,3832.67675993614,4817.28031502425,3606.29858837227,6028.26204167622,1978.18553887473,1285.89110456253,2670.47997318692,2839.09477614952,1845.51279236291,3832.67675993614,NA,NA,NA,NA,NA,NA,NA,NA,NA,3051.556,2921.932,5973.488,5775.553,6166.526,11942.079,9088.458,8827.109,17915.567
"80","GUM","WPR",2020,"Guam",65.55,56.086067294976,75.7406111755979,13.8,11.2678790640823,16.3321209359177,51.75,42.2545464903086,61.2454535096914,65.55,55.722728059689,75.377271940311,13.8,11.2678790640823,16.3321209359177,51.75,42.2545464903086,61.2454535096914,0,0,0,0,0,0,0,0,0,20.685,19.585,40.27,64.455,64.058,128.513,83.643,85.14,168.783
"81","GUY","AMR",2020,"Guyana",607.395092001328,464.179101608574,769.556449873761,151.018998284483,103.050987656789,198.987008912178,456.376093716845,311.417819841944,601.334367591746,599.09734484284,446.423314043773,751.771375641907,146.04034998939,99.1993109217843,192.881389056996,453.05699485345,307.743316836899,598.37067287,8.29774715848809,6.18314839395807,10.4123459230181,4.97864829509285,3.38179469051537,6.57550189967033,3.31909886339523,2.25452979367692,4.38366793311355,111.737,106.39,218.127,283.812,284.62,568.432,391.01,395.549,786.559
"82","HKG","WPR",2020,"China, Hong Kong SAR",4217.05,3608.19963811455,4872.64191601445,1352.50657104213,1082.57525786479,1622.43788421946,2864.53512648448,2292.83533227292,3436.23492069603,4100.58665378859,3469.49766363574,4731.67564394143,1296.45080917243,1031.55573469041,1561.34588365444,2804.13584461616,2231.18562686633,3377.08606236599,245.732236929722,207.913524061236,283.550949798209,118.283479314384,94.1154115085744,142.451547120193,127.448757615338,101.408010135913,153.489505094763,500.114,449.937,950.051,2939.552,3607.385,6546.937,4057.322,3439.666,7496.988
"83","HND","AMR",2020,"Honduras",2918.38095465628,2230.28521327778,3697.54712211143,1084.86216666333,711.280413335291,1458.44391999136,1833.51878799295,1202.13059451854,2464.90698146737,2918.38095465628,2184.75000023946,3652.0119090731,1084.86216666333,711.280413335291,1458.44391999136,1833.51878799295,1202.13059451854,2464.90698146737,NA,NA,NA,NA,NA,NA,NA,NA,NA,1547.625,1482.015,3029.64,3401.255,3473.713,6874.968,4955.728,4948.88,9904.608
"84","HRV","EUR",2020,"Croatia",271.333247362864,232.15936186353,313.516060076617,105.975275064284,84.0259872834866,127.92456284508,165.35797229858,131.109514640613,199.606429956548,270.419667405413,229.74155043684,311.097784373986,105.061695106833,83.2472776404356,126.87611257323,165.35797229858,131.023976112338,199.691968484823,0.91357995745072,0.776153886610947,1.05100602829049,0.91357995745072,0.723889370786396,1.10327054411504,0,0,0,307.299,289.671,596.97,1671.993,1836.305,3508.298,2125.976,1979.292,4105.268
"85","HTI","AMR",2020,"Haiti",18735.4633967514,14336.4312241209,23713.0592591143,8482.34321261965,5493.85242295964,11470.8340022797,10253.1201841317,6640.75099940361,13865.4893688598,18735.4633967514,14047.1493792547,23423.7774142481,8482.34321261965,5493.85242295964,11470.8340022797,10253.1201841317,6640.75099940361,13865.4893688598,NA,NA,NA,NA,NA,NA,NA,NA,NA,1883.31,1819.538,3702.848,3743.135,3956.55,7699.685,5776.088,5626.445,11402.533
"86","HUN","EUR",2020,"Hungary",441.6,377.843808558221,510.25337660625,171.35,135.89869473244,206.80130526756,270.25,214.33686753103,326.16313246897,435.85,369.650976530364,502.049023469636,169.05,133.618576724127,204.481423275873,266.8,210.881019047602,322.718980952398,5.75,4.87666195950349,6.62333804049651,2.3,1.81793981937588,2.78206018062412,3.45,2.72690972906382,4.17309027093618,714.14,677.787,1391.927,3884.148,4384.275,8268.423,5062.062,4598.288,9660.35
"87","IDN","SEA",2020,"Indonesia",850276.422870874,771826.523260966,932456.585624061,360543.497555143,312927.437279606,408159.557830679,489732.925315731,425055.146770628,554410.703860835,747279.638063362,667716.772443524,826842.5036832,311182.142118116,264957.260803818,357407.023432414,436097.495945246,371316.930922077,500878.060968415,102996.784807512,92030.7167768712,113962.852838153,49361.3554370269,42028.9205451706,56693.7903288831,53635.4293704851,45668.0976334633,61602.7611075068,36313.89,34627.215,70941.105,101403.971,101178.545,202582.516,135805.76,137717.861,273523.621
"88","IND","SEA",2020,"India",2833575.64539033,2004015.19167232,3804231.88960204,1110474.33036238,622874.738825866,1598073.92189888,1723101.31502796,966502.558612326,2479700.07144359,2508072.05060272,1615449.73901689,3400694.36218854,953297.332471629,486508.819631395,1420085.84531186,1554774.71813109,793468.71867304,2316080.71758913,325503.594787616,209656.934346185,441350.255229047,157176.997890746,80214.2134592715,234139.782322221,168326.596896869,85904.3355933264,250748.858200412,189408.211,171609.375,361017.586,527692.759,491294.04,1018986.799,662903.415,717100.97,1380004.385
"89","IRL","EUR",2020,"Ireland",263.35,225.328718592787,304.291716081917,100.488815789474,79.7567915159209,121.220840063026,162.861184210526,129.261006939596,196.461361481457,257.574780701754,218.103202380567,297.046359022942,95.8686403508772,75.7406865944067,115.996594107348,161.706140350877,127.755374978517,195.656905723237,5.77521929824561,4.89020633140284,6.66023226508838,4.62017543859649,3.65015357081478,5.5901973063782,1.15504385964912,0.912538392703695,1.39754932659455,527.484,501.17,1028.654,1923.865,1985.277,3909.142,2486.447,2451.349,4937.796
"90","IRN","EMR",2020,"Iran (Islamic Republic of)",10383.8460628456,7935.57018905771,13156.2125684256,4572.13825189608,2958.16074515123,6186.11575864093,5811.70781094957,3760.15880567703,7863.25681622211,10383.8460628456,7773.52487316169,12994.1672525296,4572.13825189608,2958.16074515123,6186.11575864093,5811.70781094957,3760.15880567703,7863.25681622211,NA,NA,NA,NA,NA,NA,NA,NA,NA,10665.826,10117.975,20783.801,31742.58,31466.572,63209.152,41584.547,42408.406,83992.953
"91","IRQ","EMR",2020,"Iraq",10523.4032895927,9180.16039206511,11956.9962855203,4700.98475649187,3828.78539471773,5573.184118266,5822.41853310083,4742.1534415071,6902.68362469456,10523.4032895927,9134.98534286512,11911.8212363203,4700.98475649187,3828.78539471773,5573.184118266,5822.41853310083,4742.1534415071,6902.68362469456,NA,NA,NA,NA,NA,NA,NA,NA,NA,7796.53,7372.881,15169.411,12561.248,12491.844,25053.092,19864.725,20357.778,40222.503
"92","ISL","EUR",2020,"Iceland",9.68761841418683,8.28896522488198,11.1937056555265,4.47120849885546,3.52601849165936,5.41639850605156,5.21640991533137,4.11368824026926,6.31913159039349,9.68761841418683,8.2352481988646,11.1399886295091,4.47120849885546,3.52601849165936,5.41639850605156,5.21640991533137,4.11368824026926,6.31913159039349,0,0,0,0,0,0,0,0,0,33.955,32.328,66.283,137.45,137.517,274.967,169.845,171.405,341.25
"93","ISR","EUR",2020,"Israel",181.7,155.467008325327,209.948028786655,67.85,53.9044543519221,81.795545648078,113.85,90.4498471328861,137.250152867114,177.1,149.868674027935,204.331325972065,65.55,51.7534546849059,79.3465453150941,111.55,88.071668498875,135.028331501125,4.6,3.89269283189441,5.30730716810559,2.3,1.81591069069845,2.78408930930155,2.3,1.81591069069845,2.78408930930155,1236.236,1172.469,2408.705,3071.881,3174.955,6246.836,4347.424,4308.117,8655.541
"94","ITA","EUR",2020,"Italy",4000.78302580074,3423.16779383682,4622.7646011007,2330.20987088984,1842.74184353445,2817.67789824524,1670.57315491089,1321.09776621283,2020.04854360896,4000.78302580074,3400.9846221688,4600.58142943267,2330.20987088984,1842.74184353445,2817.67789824524,1670.57315491089,1321.09776621283,2020.04854360896,NA,NA,NA,NA,NA,NA,NA,NA,NA,4042.194,3810.158,7852.352,25395.531,27213.945,52609.476,31024.103,29437.725,60461.828
"95","JAM","AMR",2020,"Jamaica",68.6381216327474,52.4549106055194,86.9638107864928,21.3790870659377,14.2673571266147,28.4908170052607,47.2590345668097,31.5383683851483,62.9797007484711,60.7616158716125,43.6503344657992,77.8728972774257,16.8782266310035,10.7281135507768,23.0283397112301,43.883389240609,27.8930952320198,59.8736832491982,7.87650576113495,5.65837669001101,10.0946348322589,4.50086043493426,2.86083028020716,6.14089058966136,3.37564532620069,2.14562271015537,4.60566794224602,352.439,339.232,691.671,1117.202,1152.288,2269.49,1491.52,1469.641,2961.161
"96","JOR","EMR",2020,"Jordan",472.756649662536,361.291885894001,598.977758240895,280.579149799716,182.530168309672,378.628131289761,192.17749986282,125.020663225803,259.334336499836,443.930024683113,325.336853268483,562.523196097743,270.970274806576,171.017935065984,370.922614547167,172.959749876538,109.160384084671,236.759115668404,28.8266249794229,21.1257696927586,36.5274802660872,9.60887499314097,6.06446578248171,13.1532842038002,19.2177499862819,12.1289315649634,26.3065684076005,1707.578,1644.544,3352.122,3458.401,3392.617,6851.018,5037.161,5165.979,10203.14
"97","JPN","WPR",2020,"Japan",15346.4767170122,13130.8161321785,17732.3114260646,6265.5566456917,4958.94319875455,7572.17009262885,9080.92007132052,7187.19331299528,10974.6468296458,15346.4767170122,13045.7290700692,17647.2243639553,6265.5566456917,4958.94319875455,7572.17009262885,9080.92007132052,7187.19331299528,10974.6468296458,NA,NA,NA,NA,NA,NA,NA,NA,NA,8084.204,7660.291,15744.495,53668.841,57063.122,110731.963,64723.413,61753.045,126476.458
"98","KAZ","EUR",2020,"Kazakhstan",12736.8428903054,8230.68077709743,18210.2755820631,6082.3425763108,2715.91521746161,9448.76993515999,6654.50031399459,2971.39768775455,10337.6029402346,12736.8428903054,7747.04548782254,17726.6402927883,6082.3425763108,2715.91521746161,9448.76993515999,6654.50031399459,2971.39768775455,10337.6029402346,NA,NA,NA,NA,NA,NA,NA,NA,NA,2816.969,2655.348,5472.317,6295.97,7008.42,13304.39,9663.768,9112.939,18776.707
"99","KEN","AFR",2020,"Kenya",122924.596629475,72290.0092992734,186744.029206714,41660.3624577628,15553.4751955089,67767.2497200168,81264.2341717121,30339.1803600651,132189.287983359,122924.596629475,65697.5866757549,180151.606583195,41660.3624577628,15553.4751955089,67767.2497200168,81264.2341717121,30339.1803600651,132189.287983359,NA,NA,NA,NA,NA,NA,NA,NA,NA,10461.92,10288.213,20750.133,16256.607,16764.56,33021.167,27052.773,26718.527,53771.3
"100","KGZ","EUR",2020,"Kyrgyzstan",6726.64311292922,5737.60506535817,7793.08254588466,2899.0869707119,2278.55747144817,3519.61646997563,3827.55614221732,3008.29424344417,4646.81804099047,6726.64311292922,5698.90437266598,7754.38185319247,2899.0869707119,2278.55747144817,3519.61646997563,3827.55614221732,3008.29424344417,4646.81804099047,NA,NA,NA,NA,NA,NA,NA,NA,NA,1090.669,1039.407,2130.076,2136.601,2257.514,4394.115,3296.921,3227.27,6524.191
"101","KHM","WPR",2020,"Cambodia",44915.6113427289,29021.7123414445,64213.9761790818,18497.8071087051,8405.13119742225,28590.483019988,26417.8042340238,12003.8612809565,40831.747187091,44915.6113427289,27319.4794239103,62511.7432615475,18497.8071087051,8405.13119742225,28590.483019988,26417.8042340238,12003.8612809565,40831.747187091,NA,NA,NA,NA,NA,NA,NA,NA,NA,2639.388,2530.943,5170.331,5523.036,6025.604,11548.64,8556.547,8162.424,16718.971
