"","iso3","g.whoregion","year","country","inc","inc.sd","inc.f","inc.f.sd","inc.m","inc.m.sd","inc.15plus","inc.15plus.sd","inc.15plus.f","inc.15plus.f.sd","inc.15plus.m","inc.15plus.m.sd","inc.014","inc.014.sd","inc.014.f","inc.014.f.sd","inc.014.m","inc.014.m.sd","e.pop.m014","e.pop.f014","e.pop.014","e.pop.m15plus","e.pop.f15plus","e.pop.15plus","e.pop.f","e.pop.m","e.pop.num"
"105","KWT","EMR",2020,"Kuwait",18.6076168411519,1.42329518223859,17.776521827866,1.86149806863691,19.1340727634076,2.00365627422162,23.2468208921448,1.81190878006272,23.3488125809087,2.48933600068668,23.1876574954032,2.47215443504379,1.63110600988919,0.127132020083225,1.62432819904377,0.173177914242902,1.63696074344453,0.174524734234203,491.765,424.791,916.556,2122.681,1231.326,3354.007,1656.117,2614.446,4270.563
"106","LAO","WPR",2020,"Lao People's Democratic Republic",149.239758532905,29.829714204017,106.844325454549,29.0310276304772,191.30975463972,51.9814107983499,219.300155746141,43.833232076434,155.934586987044,42.3695061399742,283.042925417855,76.9065362475644,NA,NA,NA,NA,NA,NA,1183.533,1140.808,2324.341,2468.261,2482.954,4951.215,3623.762,3651.794,7275.556
"107","LBN","EMR",2020,"Lebanon",12.6981760748597,0.97128252387441,15.1547957621448,1.61186954457219,10.2744829591545,1.09279771420313,15.8389938481269,1.29307475460024,18.977473448929,2.1473166844644,12.6736653211976,1.43403562496152,3.31017706454123,0.270238528814201,3.20634692395756,0.362800784020263,3.40608864269176,0.385401723306296,889.443,821.61,1711.053,2546.303,2568.086,5114.389,3389.696,3435.746,6825.442
"108","LBR","AFR",2020,"Liberia",308.289401518478,61.6200679116537,246.938178776446,68.4019744670114,368.979440752862,102.207452935329,517.023025015335,103.341190960222,410.085285658542,113.593788444949,624.905657996388,173.099117659149,NA,NA,NA,NA,NA,NA,1041.281,1000.615,2041.896,1501.258,1514.523,3015.781,2515.138,2542.539,5057.677
"109","LBY","EMR",2020,"Libya",58.76129691736,12.8728831676739,47.0082402606532,14.2593792852491,70.2900934007134,21.3216469333632,81.369652430887,17.8257132515328,64.6693582866763,19.6166651384999,97.9660662482227,29.7168174764991,NA,NA,NA,NA,NA,NA,979.938,929.232,1909.17,2488.799,2473.318,4962.117,3402.55,3468.737,6871.287
"110","LCA","AMR",2020,"Saint Lucia",2.19643922516048,0.171217264359475,1.08181235979324,0.106669508287191,3.34539662756569,0.329864795921045,2.67699823102242,0.208677894912993,1.31058508415,0.129227093062171,4.10288430254103,0.40455504797055,0,0,0,0,0,0,16.694,16.27,32.964,73.728,76.937,150.665,93.207,90.422,183.629
"111","LKA","SEA",2020,"Sri Lanka",63.1482620165401,9.14835330737267,38.0639311568267,7.30794021176788,90.3789876676793,17.3519712284644,82.7466911424506,11.9875977804251,49.1086083700047,9.42842115735473,120.47576709301,23.1302883366183,NA,NA,NA,NA,NA,NA,2564.949,2506.747,5071.696,7702.402,8639.152,16341.554,11145.899,10267.351,21413.25
"112","LSO","AFR",2020,"Lesotho",637.39602463211,137.989637874571,387.138692459368,110.628097378077,894.366347846775,255.572613506341,940.639203269825,203.638645384939,567.531634012718,162.176878972871,1328.97583488914,379.765884782128,NA,NA,NA,NA,NA,NA,345.65,344.969,690.619,711.3,740.333,1451.633,1085.302,1056.95,2142.252
"113","LTU","EUR",2020,"Lithuania",29.0637554912388,2.22308437654263,13.054741011445,1.25421310866828,47.6433487012168,4.57725759779789,33.7362708045769,2.62969527327895,14.5423744989502,1.41715657482907,56.8621739097105,5.54122737115852,3.54807703717768,0.276567658231801,3.92790225622609,0.38277466366298,3.1883776702663,0.310707881906237,216.411,204.944,421.355,1043.576,1257.36,2300.936,1462.304,1259.987,2722.291
"114","LUX","EUR",2020,"Luxembourg",5.87881963525758,0.449670473821375,0.743400702675273,0.0605191704244895,10.8974784182547,0.887147874918855,6.96193072500563,0.532517559996158,0.878536587229134,0.0715203863210416,12.9315191723828,1.05273617555731,0,0,0,0,0,0,49.797,47.59,97.387,266.79,261.799,528.589,309.389,316.587,625.976
"115","LVA","EUR",2020,"Latvia",22.9197687380355,1.75313133400465,12.9187002177469,1.30094586483399,34.6180609311023,3.48612650327012,26.9214025116365,2.09748131078783,14.589793791447,1.49085824976439,42.0208435734767,4.29390039359586,2.5687365944661,0.20013359247909,3.20144541521627,0.327139737317164,1.98136438060441,0.202465742479863,160.729,149.212,309.941,708.607,867.654,1576.261,1016.866,869.336,1886.202
"116","MAC","WPR",2020,"China, Macao SAR",64.2881563182422,4.91739567664659,44.3301842593746,4.61321716493554,85.8538929830183,8.93437867229354,74.4426243362649,5.74136165035975,50.0315159155374,5.23461657972714,101.412853828482,10.61046015364,3.70135931079617,0.285466056451945,7.61152539381371,0.796366376160471,0,0,47.883,45.326,93.209,264.217,291.916,556.133,337.242,312.1,649.342
"117","MAR","EMR",2020,"Morocco",95.7474755540366,7.46372464299256,75.9312051715094,8.2065714019262,115.863186915894,12.5223814653317,130.74540497052,10.1918896074265,102.429653613739,11.0704981457494,160.208323166625,17.3151610102863,NA,NA,NA,NA,NA,NA,5070.054,4810.164,9880.218,13246.833,13783.507,27030.34,18593.671,18316.887,36910.558
"118","MCO","EUR",2020,"Monaco",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.143,2.975,6.118,16.139,16.987,33.126,19.962,19.282,39.244
"119","MDA","EUR",2020,"Republic of Moldova",72.7559075531931,5.67148202717393,40.1245117564,4.07058680624933,108.259628543723,10.9828181405657,86.499148727025,6.74279771731934,47.0990870563256,4.77814966377223,130.53292500949,13.2424191364774,NA,NA,NA,NA,NA,NA,329.656,311.272,640.928,1602.297,1790.738,3393.035,2102.01,1931.953,4033.963
"120","MDG","AFR",2020,"Madagascar",233.074579197921,46.5863784479494,188.778977643179,52.4410332276488,277.568277172091,77.1058696675213,388.86299047981,77.72498614493,312.506126521187,86.8112772372224,466.778106946519,129.666589584934,NA,NA,NA,NA,NA,NA,5599.795,5493.932,11093.727,8214.824,8382.468,16597.292,13876.4,13814.619,27691.019
"121","MDV","SEA",2020,"Maldives",36.7084060545842,4.70809375487536,32.844414845485,5.63027679796789,38.9350505945312,6.67434974930691,44.3770887582076,5.85340007512126,41.819887213039,7.32721486195758,45.6752191936404,8.0027031922378,5.25107091910084,0.69262359862773,7.23243773970942,1.26718718834944,3.39235927677709,0.594371409546764,54.665,51.281,105.946,288.263,146.333,434.596,197.614,342.928,540.542
"122","MEX","AMR",2020,"Mexico",23.4533579864018,3.00804716256596,17.5236236736225,3.09303285695759,29.64537659229,5.23260060616672,31.6233302962,4.05589975744725,23.2778844835478,4.10869708737547,40.6101117830581,7.16794724705211,NA,NA,NA,NA,NA,NA,17029.309,16280.814,33310.123,46042.177,49580.453,95622.63,65861.267,63071.486,128932.753
"123","MHL","WPR",2020,"Marshall Islands",482.641900971237,61.4725807689357,517.489213392153,93.0379819466078,448.485858967315,80.6320560314556,432.158200968897,75.2391184623475,456.396445351152,112.173359312399,408.026355979865,100.28493320767,604.1632657169,105.185349758396,668.742381159538,164.363855532489,543.303063888592,133.533313902591,8.943,8.428,17.371,20.958,20.866,41.824,29.294,29.901,59.194
"124","MKD","EUR",2020,"North Macedonia",11.6483455286496,1.49397690131466,7.82318027433896,1.34804138466625,15.47027338214,2.66574053261064,12.9451535882867,1.78011112942407,8.12684788169278,1.48334314206023,17.8219610332422,3.25293201762478,4.99424092628374,0.686766966129098,6.20118653888183,1.13186411988932,3.86566983359964,0.705576740282821,175.603,164.2,339.803,866.528,877.049,1743.577,1041.249,1042.131,2083.38
"125","MLI","AFR",2020,"Mali",51.1554905153766,9.94214699278457,38.2976766383628,10.205222392781,63.9632250485037,17.044348218388,96.5330958710351,18.7613532613847,71.3240426424349,19.0057930665467,122.317450235247,32.5940603122178,NA,NA,NA,NA,NA,NA,4839.978,4679.393,9519.371,5305.196,5426.267,10731.463,10105.66,10145.174,20250.834
"126","MLT","EUR",2020,"Malta",36.4633701666218,2.78908028010995,13.5031855146884,1.23544118839917,59.2886474017356,5.42447090909792,40.2914707332913,3.25202149311709,14.3814845086401,1.38157815539137,66.3160208593065,6.37074466941522,13.6594305217369,1.10248548469403,8.07709866602451,0.775938191166293,18.8784113054715,1.81358194645785,32.801,30.666,63.467,188.619,189.453,378.072,220.119,221.42,441.539
"127","MMR","SEA",2020,"Myanmar",385.794474722445,59.1668054017646,274.465798469389,57.5733497586914,505.485113784094,106.033142985389,451.577076698176,78.5642771680847,302.562683218037,71.4436011431836,616.582462338501,145.59254645243,193.460301341547,33.6577508467667,187.536515405956,44.2826718217274,199.303316358411,47.0611461036091,6980.923,6885.738,13866.661,19239.267,21303.866,40543.133,28189.604,26220.19,54409.794
"128","MNE","EUR",2020,"Montenegro",15.5237475364785,1.21011020028784,8.44480102124835,0.848965861720757,22.7607926437161,2.28816947748089,18.9417285280744,1.47654932219452,10.1873000678035,1.0241413573759,28.1017581669983,2.82510307561839,0,0,0,0,0,0,59.025,54.307,113.332,251.538,263.192,514.73,317.499,310.563,628.062
"129","MNG","WPR",2020,"Mongolia",428.134440056482,123.388527457335,257.516096666082,97.79517825227,603.846278283988,229.31869186541,621.321213577145,179.06503763438,369.304699598159,140.248393767146,887.230860391282,336.937773079832,NA,NA,NA,NA,NA,NA,515.849,503.467,1019.316,1099.19,1159.786,2258.976,1663.253,1615.039,3278.292
"130","MNP","WPR",2020,"Northern Mariana Islands",81.9187935437914,6.26596141043321,56.5249447038585,5.82850676389747,106.800123826231,11.0125759055149,113.116608468991,8.86581642147873,79.3572555205047,8.42301439649557,146.726862302483,15.5736544241642,6.80876258140912,0.533654959437321,0,0,13.2259919493962,1.4038126680038,8.695,8.195,16.89,20.378,20.288,40.666,28.483,29.073,57.557
"131","MOZ","AFR",2020,"Mozambique",360.987356153172,79.0313811954464,308.399039812021,94.7862708033523,416.619033982528,128.047624924414,645.343919101587,141.285893822386,538.583940450741,165.533470081546,763.924094406886,234.791639201577,NA,NA,NA,NA,NA,NA,6905.072,6866.946,13772.018,8283.163,9200.254,17483.417,16067.2,15188.235,31255.435
"132","MRT","AFR",2020,"Mauritania",85.1274491699403,17.015102304946,65.6217973140542,18.0674190166479,104.463504894647,28.7615699680783,141.138329785684,28.2104437977289,107.957193492079,29.723474981155,174.545460422772,48.0569886834926,NA,NA,NA,NA,NA,NA,937.521,907.701,1845.222,1397.46,1406.978,2804.438,2314.679,2334.981,4649.66
"133","MSR","AMR",2020,"Montserrat",5.82621463896876e-06,1.16453337316681e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.611,0.586,1.197,1.858,1.946,3.804,2.532,2.469,4.999
"134","MUS","AFR",2020,"Mauritius",12.1519201514354,1.55856365316143,7.36229830808514,1.24574330044292,17.0698316204648,2.88831387849775,14.1692320486939,1.87205175950816,8.50693579865311,1.48200910157605,20.0598231023906,3.49465907788504,2.15046196483468,0.284120980670595,1.46175863740086,0.254655689922858,2.81317051488908,0.490087665644671,108.784,104.678,213.462,518.696,539.609,1058.305,644.287,627.48,1271.767
"135","MWI","AFR",2020,"Malawi",138.455295577935,37.8582713794255,116.459129402898,44.5528270534574,161.062056983209,61.6162082478045,242.870179645198,66.408764883985,201.035135368748,76.9083854883198,287.300120004315,109.910082830065,NA,NA,NA,NA,NA,NA,4145.263,4079.098,8224.361,5288.774,5616.82,10905.594,9695.918,9434.037,19129.955
"136","MYS","WPR",2020,"Malaysia",90.5546356336983,7.05893151850419,71.4041478614258,7.66581076956193,108.673802023035,11.6670085263698,118.291836184343,9.22110684869958,93.2251304808668,10.0084691245243,142.033555966891,15.2484469821447,NA,NA,NA,NA,NA,NA,3906.118,3683.097,7589.215,12724.695,12052.088,24776.783,15735.185,16630.813,32365.998
"137","NAM","AFR",2020,"Namibia",451.10376104661,71.0672968620866,325.20757054045,70.1732861342201,584.92670671116,126.21547859226,714.237408558453,112.521611050781,506.179622399106,109.223433571654,943.406032375697,203.568143695519,NA,NA,NA,NA,NA,NA,468.02,468.084,936.104,763.663,841.149,1604.812,1309.233,1231.683,2540.916
"138","NCL","WPR",2020,"New Caledonia",10.3005675162752,0.787889631121567,9.00448344449594,0.965861226048564,11.5830583217509,1.24245071702329,13.2244426891618,1.01153662219961,11.5064491597609,1.23423327516976,14.9403669422087,1.60257067730385,0,0,0,0,0,0,32.246,30.875,63.121,111.252,111.118,222.37,141.993,143.498,285.491
"139","NER","AFR",2020,"Niger",81.5507420490392,16.3001981362054,59.4414753240774,16.2003340877361,103.417129872562,28.1855732078654,162.038455148849,32.3879201862147,116.695823366624,31.8045828249654,207.975546397042,56.6821956444069,NA,NA,NA,NA,NA,NA,6118.475,5905.441,12023.916,6051.69,6131.03,12182.72,12036.471,12170.165,24206.636
"140","NGA","AFR",2020,"Nigeria",219.045602705047,43.0371553790571,160.977830208609,43.1271987313388,275.557214077107,73.8238968555924,387.606347712554,76.1552590255659,282.918248970459,75.7959747144039,490.87366428423,131.508829781918,NA,NA,NA,NA,NA,NA,45824.482,43820.702,89645.184,58645.155,57849.248,116494.403,101669.95,104469.637,206139.587
"141","NIC","AMR",2020,"Nicaragua",41.4143591565628,5.31166295105042,32.3970047549831,5.7547816592082,50.6937012240701,9.00488129220608,58.7443073091404,7.5343423651561,45.1958986747141,8.02828936599983,73.1689468501619,12.9972297297677,NA,NA,NA,NA,NA,NA,1002.861,951.425,1954.286,2261.988,2408.28,4670.268,3359.705,3264.849,6624.554
"142","NIU","WPR",2020,"Niue",47.6190476405563,9.51800387345533,0,0,93.960511076122,18.7806466673789,67.2317793040315,13.4381590464666,0,0,133.763227573646,26.7363372695325,0,0,0,0,0,0,0.244,0.228,0.472,0.576,0.57,1.146,0.798,0.82,1.618
"143","NLD","EUR",2020,"Netherlands",4.12083591165222,0.315202431533966,3.55791669613182,0.381483856154967,4.68774982737203,0.50262584359547,4.73712668084055,0.373722571997187,3.96047510334075,0.436504054476289,5.52811759071891,0.60928188639162,0.812127875387991,0.0640705935959383,1.31733591149335,0.145190274265081,0.33309147995441,0.0367117019341853,1381.002,1309.461,2690.463,7156.143,7288.267,14444.41,8597.728,8537.145,17134.873
"144","NOR","EUR",2020,"Norway",3.05465057638084,0.233649995267886,3.47411421276348,0.372903652191943,2.64417698941928,0.283820046207408,3.40972955572305,0.281419835504553,3.92570270752212,0.453625825727385,2.90128975718573,0.335252070732705,1.35214724188685,0.111598602813249,1.26399739726449,0.146058401710527,1.43557692507745,0.165884891585303,480.643,454.906,935.549,2259.34,2226.353,4485.693,2681.259,2739.983,5421.242
"145","NPL","SEA",2020,"Nepal",230.799366601584,53.9196417033493,142.225828289741,44.5942775802248,335.563113122968,105.214325641368,324.200660091204,75.7401707357506,192.916229212766,60.4880279390499,492.076600713543,154.288435418703,NA,NA,NA,NA,NA,NA,4245.701,4148.531,8394.232,9102.734,11639.842,20742.576,15788.373,13348.435,29136.808
"146","NRU","WPR",2020,"Nauru",180.450433819457,13.8026352240404,252.464379492919,25.4895211565855,109.89010989011,11.0948177583287,255.355276907001,19.5320990095681,354.402078675449,35.7814409323003,156.773120025661,15.8282596844126,0,0,0,0,0,0,1.637,1.542,3.179,3.837,3.819,7.656,5.361,5.474,10.834
"147","NZL","WPR",2020,"New Zealand",7.53592785748843,0.576422555741039,7.12867087807444,0.770574936570624,7.95725863579847,0.860141276463686,9.17574761108832,0.715302515410777,8.58398984449127,0.945643559878182,9.80104643308609,1.07971894275513,0.736399816006771,0.0574066183011762,0.756724982014073,0.0833635778704664,0.717137933686567,0.0790025245626604,481.079,455.912,936.991,1889.084,1996.158,3885.242,2452.07,2370.163,4822.233
"148","OMN","EMR",2020,"Oman",7.04869089586032,0.539153837682367,6.15932347073702,0.617387122871533,7.50690605685665,0.752463668149422,8.94829040158169,0.695473693705311,8.88729986590496,0.904128517683921,8.97411692783487,0.912960646980412,0.500729759196882,0.0389174199258521,0.411545460564104,0.0418676080287161,0.585286408631702,0.059542734130851,589.455,558.869,1148.324,2780.775,1177.523,3958.298,1736.392,3370.23,5106.622
"149","PAK","EMR",2020,"Pakistan",237.595254499468,42.2764076803119,202.956452738284,50.3429316089607,270.268061515234,67.0394380339958,364.51928638556,64.8605797747819,310.000595475527,76.8950115465713,416.389001791568,103.284437410559,NA,NA,NA,NA,NA,NA,39890.248,37023.502,76913.75,73781.759,70196.822,143978.581,107220.324,113672.007,220892.331
"150","PAN","AMR",2020,"Panama",31.8072613545817,4.07948992768198,20.9836290217334,3.60231432956983,42.6058776807048,7.31426215809184,43.2721356562524,5.54993526764422,28.3364972218873,4.86460039331119,58.3961934709485,10.0250268585502,NA,NA,NA,NA,NA,NA,584.031,559.159,1143.19,1575.849,1595.729,3171.578,2154.888,2159.88,4314.768
"151","PER","AMR",2020,"Peru",102.141448318749,15.2122055811993,76.9025193937954,15.7422803395266,127.711121647156,26.1430223000877,135.63185952983,20.2000242261044,101.786405131852,20.8361200253151,170.146135771263,34.8296543352841,NA,NA,NA,NA,NA,NA,4084.879,4056.576,8141.455,12293.727,12536.664,24830.391,16593.24,16378.606,32971.846
"152","PHL","WPR",2020,"Philippines",568.838528548099,141.877154106042,340.999983719202,111.555827385492,794.703927918841,259.981989554843,813.122244708148,202.805302787702,483.100330252576,158.042990101457,1146.19105538834,374.968614752157,NA,NA,NA,NA,NA,NA,16874.956,16046.139,32921.095,38153.869,38506.121,76659.99,54552.26,55028.825,109581.085
"153","PLW","WPR",2020,"Palau",63.5640061905815,4.86200550142798,12.8448564726907,1.08499194580119,113.263296126067,9.56723528308413,89.9702706931623,6.88181845813137,18.0335580994198,1.52327628834218,161.592505854801,13.6495544132432,0,0,0,0,0,0,2.733,2.576,5.309,6.405,6.377,12.782,8.953,9.138,18.092
"154","PNG","WPR",2020,"Papua New Guinea",432.23995944582,43.6723559422571,424.020317572199,60.539733493215,440.119310270567,62.8382760089341,487.59885693166,63.2194125287832,474.340505734037,86.902981983883,500.479025406126,91.6917682601758,330.087619771913,42.7973632594661,329.342884820526,60.338255831194,330.784153570063,60.6023078163414,1624.843,1519.679,3144.522,2943.229,2859.276,5802.505,4378.955,4568.072,8947.027
"155","POL","EUR",2020,"Poland",9.57153224179553,0.732125779144538,5.12271236638732,0.505664381469406,14.3044008165058,1.4119914361442,11.2895414436028,0.863536173392415,5.98373714612226,0.590656380147939,17.0491180835767,1.68292325114684,NA,NA,NA,NA,NA,NA,2952.194,2807.191,5759.385,15385.689,16701.531,32087.22,19508.722,18337.883,37846.605
"156","PRI","AMR",2020,"Puerto Rico",1.08534556284168,0.0830180016667211,0.687560535221036,0.0705588402227816,1.52709148827238,0.156713189322219,1.24056455229934,0.0984675285182038,0.804402686316372,0.0862490979742297,1.74006073746533,0.186571566181632,0.25518865098403,0.0202551295873467,0,0,0.49570247506401,0.0531498614626069,231.994,218.653,450.647,1123.524,1286.669,2410.193,1505.322,1355.518,2860.84
"157","PRK","SEA",2020,"Democratic People's Republic of Korea",512.810581546269,35.9777180359286,373.710026269139,35.9259926264219,658.111968888917,63.2665009759084,587.624144590379,44.7085934633944,412.002800299919,42.7467422524067,775.179236354212,80.4275771711485,210.601877500148,16.0233608684428,210.206424383941,21.8096572071822,210.979655483418,21.8898826582879,2616.146,2499.215,5115.361,9992.233,10671.221,20663.454,13170.436,12608.379,25778.815
"158","PRT","EUR",2020,"Portugal",15.6879078706488,1.19996687461444,10.5358895559379,1.09393367254126,21.4258669511514,2.22463202530857,18.0432709140194,1.38012841387384,11.9805033040673,1.24392685674317,24.9611574029524,2.59169863576475,NA,NA,NA,NA,NA,NA,683.236,647.839,1331.075,4140.798,4724.834,8865.632,5372.673,4824.034,10196.707
"159","PRY","AMR",2020,"Paraguay",47.2502898941431,3.68326357920836,29.8505971953309,3.07764235885314,64.0921819620369,6.60800227167789,66.4500217538152,5.17992472663684,41.8758753135539,4.31746697848996,90.3531776303074,9.31555120697925,NA,NA,NA,NA,NA,NA,1053.414,1007.423,2060.837,2570.946,2500.747,5071.693,3508.17,3624.36,7132.53
"160","PSE","EMR",2020,"occupied Palestinian territory, including east Jerusalem",0.481378731932241,0.0617399913637333,0.375631625871689,0.0663880885948306,0.584161206918788,0.103243026645032,0.600743253450878,0.0959397696534051,0.363758754913775,0.0764128148228614,0.833450204986755,0.17507833232172,0.289583204830839,0.0462469545972809,0.394968956114538,0.0829689713214273,0.18882076387834,0.0396645465436753,1000.425,956.536,1956.961,1586.546,1557.909,3144.455,2514.445,2586.971,5101.416
"161","PYF","WPR",2020,"French Polynesia",19.6924250049167,1.5062720719815,19.2105042491373,2.07663572100887,20.1620894902186,2.17950110536249,24.3811968199665,1.93521255907308,23.6725123580942,2.65529324502878,25.0762983289714,2.81275280612441,3.28202409898207,0.26050461355241,3.36305108921301,0.377225987034731,3.20480966641936,0.35947639735571,31.964,30.46,62.424,110.297,108.183,218.48,138.643,142.261,280.904
"162","QAT","EMR",2020,"Qatar",34.3675591622528,2.62877187456758,27.7892237315361,2.57977578258869,36.5427559944299,3.39239835751492,39.4717909928275,3.04383940525197,37.4747024319967,3.50517940680164,40.005561916559,3.74190220834742,2.04858583956392,0.157975256421451,1.20311135057095,0.1125324780834,2.84959585297077,0.266535664150123,201.783,191.171,392.954,1963.352,524.754,2488.106,715.925,2165.135,2881.06
"163","ROU","EUR",2020,"Romania",62.7350827114619,4.89033693113025,38.2628788592853,3.95178518971133,88.5935293451299,9.14992827533625,74.2608250252741,5.78879375719622,44.8491880183763,4.63201834951811,105.977043688628,10.9452953929126,NA,NA,NA,NA,NA,NA,1534.331,1451.477,2985.808,7819.581,8432.293,16251.874,9883.77,9353.912,19237.682
"164","RUS","EUR",2020,"Russian Federation",51.9321047978055,9.17285593507271,31.6313727681845,7.46600533151052,75.4303566601311,17.8039520797757,63.612866490906,11.2360487257345,37.9557142962515,8.9587501425841,94.6783052436491,22.3470772801378,NA,NA,NA,NA,NA,NA,13751.165,13045.704,26796.869,53889.134,65248.457,119137.591,78294.161,67640.299,145934.46
"165","RWA","AFR",2020,"Rwanda",56.935706311889,7.30237678336616,31.9385312397164,5.32263989073986,82.7861393165641,13.7965269667361,94.0685876906973,12.0649117275138,52.0881610295564,8.68062847506384,138.651221805279,23.1065892962193,NA,NA,NA,NA,NA,NA,2565.553,2547.236,5112.789,3801.878,4037.542,7839.42,6584.778,6367.431,12952.209
"166","SAU","EMR",2020,"Saudi Arabia",8.08643291479226,0.618530645526529,6.45036305661626,0.663165544380748,9.27968335936301,0.954049595763559,10.7384180561663,0.821380789552361,9.06564623091178,0.932044315198543,11.8466038163119,1.21795616773063,NA,NA,NA,NA,NA,NA,4362.049,4235.666,8597.715,15769.259,10446.893,26216.152,14682.559,20131.308,34813.867
"167","SDN","EMR",2020,"Sudan",62.1573793762286,10.8252540054235,50.04311528023,12.0993238994383,74.2908202151607,17.961885296403,103.250369233408,17.9819594120931,82.3314363901827,19.9059293253943,124.611728097386,30.1283733331973,NA,NA,NA,NA,NA,NA,8846.639,8605.091,17451.73,13060.656,13336.883,26397.539,21941.974,21907.295,43849.269
"168","SEN","AFR",2020,"Senegal",114.888449040611,18.422829111606,85.7066128023544,18.9161420792236,145.507307991963,32.1146387839248,200.12464574978,32.0907992096372,145.361331239247,32.0824205348965,260.862309120088,57.5744197686268,NA,NA,NA,NA,NA,NA,3613.174,3518.326,7131.5,4557.611,5054.819,9612.43,8573.145,8170.785,16743.93
"169","SGP","WPR",2020,"Singapore",46.331471505175,3.543890494022,41.4682118263122,4.43810604203582,50.7593122203736,5.4324794905162,52.8302188344978,4.04097914964273,47.3977646939113,5.07271224397396,57.753822062958,6.18106195950407,NA,NA,NA,NA,NA,NA,370.867,348.795,719.662,2691.39,2439.291,5130.681,2788.086,3062.257,5850.343
"170","SLB","WPR",2020,"Solomon Islands",64.2095301082583,8.23529192253608,58.6021483966968,10.573655114272,69.6299359466563,12.5634118965218,86.3901273340511,13.3551564856508,78.6356621066737,17.1088224345578,94.0301941207353,20.4582227910322,30.9809447181234,4.78938250876673,27.8530483223421,6.06000948223295,33.9194327600025,7.3798774833811,141.773,133.188,274.961,207.489,204.428,411.917,337.616,349.262,686.878
"171","SLE","AFR",2020,"Sierra Leone",291.706987743843,58.9596249127118,237.043169804094,66.6149266774244,346.569991918544,97.3946417411207,488.978640880474,98.832041973423,396.320299114283,111.375694512067,582.458822634189,163.685170909849,NA,NA,NA,NA,NA,NA,1612.354,1605.85,3218.204,2368.885,2389.896,4758.781,3995.746,3981.239,7976.985
"172","SLV","AMR",2020,"El Salvador",54.4093921876896,6.97836057235706,27.8958403386982,4.60614301766583,84.532274024007,13.9579141203697,74.1177335159903,9.50608430794928,36.9154583210217,6.09545647396845,119.129500263888,19.6705856205131,NA,NA,NA,NA,NA,NA,881.829,842.89,1724.719,2154.595,2606.887,4761.482,3449.777,3036.424,6486.201
"173","SMR","EUR",2020,"San Marino",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.426,2.279,4.705,14.156,15.077,29.233,17.356,16.582,33.938
"174","SOM","EMR",2020,"Somalia",253.969815531189,50.7628532643308,218.5956309403,61.2197500630186,289.545087028987,81.0898085366152,471.623793671937,94.2669875318133,402.64332874679,112.764028468402,542.142834029549,151.832169083059,NA,NA,NA,NA,NA,NA,3692.028,3642.679,7334.707,4232.059,4326.453,8558.512,7969.132,7924.087,15893.219
"175","SRB","EUR",2020,"Serbia",12.973450521412,1.01130895468015,14.0117126587052,1.53668642606225,11.891988304892,1.30421294328107,14.9467337024831,1.19454558481509,15.992267354862,1.79812531388668,13.8359535605933,1.55567548909816,2.1057985988179,0.168295794171394,2.37814815733367,0.267392253205083,1.85137190053017,0.208163020658213,694.183,648.5,1342.683,3585.468,3809.219,7394.687,4457.719,4279.651,8737.37
"176","SSD","AFR",2020,"South Sudan",227.011832388529,45.3745752925975,177.076354782059,48.8765754855668,276.837698196942,76.4126789814874,386.914967554531,77.3356267046417,299.412033487944,82.6436419140886,475.631601683324,131.283727359354,NA,NA,NA,NA,NA,NA,2341.823,2284.29,4626.113,3261.191,3306.425,6567.616,5590.715,5603.014,11193.729
"177","STP","AFR",2020,"Sao Tome and Principe",115.370424190906,43.6337869351335,92.8780460352498,48.0697636548082,137.824041831664,71.3319174940872,191.628251461024,74.8754055553726,149.780112897044,78.6785181729077,234.004259074407,122.920913825047,9.00926611025336,3.52021400090214,12.143587348475,6.37894737426207,5.94196417250093,3.12127509511381,46.253,45.264,91.517,63.422,64.222,127.644,109.486,109.675,219.161
"178","SUR","AMR",2020,"Suriname",28.5965911143296,3.64226739356726,17.8603967595188,3.00864179746203,39.2231737542481,6.60727091201114,37.1014476191,4.9601527020689,22.576055620706,3.98020636223933,51.8069640178689,9.13367734632545,5.20604732618337,0.696004910028722,4.32122232362227,0.761840636561742,6.02906570337896,1.06293703710309,81.043,75.382,156.425,213.779,216.43,430.209,291.812,294.822,586.634
"179","SVK","EUR",2020,"Slovakia",3.22273819002451,0.246507004242256,2.54537042458064,0.270523992962176,3.93646141271005,0.418370249463121,2.94329759948812,0.279858087874461,2.4094477168702,0.319337123407023,3.51613013458415,0.466011723284611,4.73993367625723,0.450687954734788,3.32750617879318,0.441012371347568,6.08825553639948,0.806909399173915,434.443,414.725,849.168,2224.036,2386.439,4610.475,2801.164,2658.479,5459.643
"180","SVN","EUR",2020,"Slovenia",4.14876484656545,0.317338713664337,3.30554123686646,0.350626829763456,4.99888913574761,0.530244375855286,4.88874907538876,0.373940052132842,3.87237982995202,0.410752783318213,5.9255951358593,0.628542343921162,0,0,0,0,0,0,161.9,152.777,314.677,873.33,890.925,1764.255,1043.702,1035.23,2078.932
