iso3,year,measure,unit,age_group,sex,best,lo,hi,analysed
DJI,2020,inc,num,15plus,m,1267.88610432823,823.314805753093,1712.45740290337,TRUE
DJI,2020,inc,num,15plus,f,904.592985940711,587.406704721312,1221.77926716011,TRUE
DJI,2020,inc,num,15plus,a,2172.47909026894,1626.35568250237,2718.60249803552,TRUE
DJI,2020,inc,num,a,m,1267.88610432823,823.314805753093,1712.45740290337,TRUE
DJI,2020,inc,num,a,f,904.592985940711,587.406704721312,1221.77926716011,TRUE
DJI,2020,inc,num,a,a,2172.47909026894,1626.35568250237,2718.60249803552,TRUE
DMA,2020,inc,num,0-4,m,0,0,0,TRUE
DMA,2020,inc,num,0-4,f,0,0,0,TRUE
DMA,2020,inc,num,15-24,m,0,0,0,TRUE
DMA,2020,inc,num,15-24,f,0,0,0,TRUE
DMA,2020,inc,num,25-34,m,6.78988336144719,4.19638059668415,9.38338612621022,TRUE
DMA,2020,inc,num,25-34,f,3.39494168072359,2.09819029834208,4.69169306310511,TRUE
DMA,2020,inc,num,35-44,m,3.39494168072359,2.09819029834208,4.69169306310511,TRUE
DMA,2020,inc,num,35-44,f,0,0,0,TRUE
DMA,2020,inc,num,45-54,m,0,0,0,TRUE
DMA,2020,inc,num,45-54,f,6.78988336144719,4.19638059668415,9.38338612621022,TRUE
DMA,2020,inc,num,55-64,m,3.39494168072359,2.09819029834208,4.69169306310511,TRUE
DMA,2020,inc,num,55-64,f,3.39494168072359,2.09819029834208,4.69169306310511,TRUE
DMA,2020,inc,num,5-14,m,0,0,0,TRUE
DMA,2020,inc,num,5-14,f,0,0,0,TRUE
DMA,2020,inc,num,65plus,m,6.78988336144719,4.19638059668415,9.38338612621022,TRUE
DMA,2020,inc,num,65plus,f,0,0,0,TRUE
DMA,2020,inc,num,0-14,m,0,0,0,TRUE
DMA,2020,inc,num,0-14,f,0,0,0,TRUE
DMA,2020,inc,num,15plus,m,20.3696500843416,16.0538006067674,24.6854995619157,TRUE
DMA,2020,inc,num,15plus,f,13.5797667228944,10.7025337378449,16.4569997079438,TRUE
DMA,2020,inc,num,0-14,a,0,0,0,TRUE
DMA,2020,inc,num,15plus,a,33.9494168072359,28.7624112777099,39.136422336762,TRUE
DMA,2020,inc,num,a,m,20.3696500843416,16.0538006067674,24.6854995619157,TRUE
DMA,2020,inc,num,a,f,13.5797667228944,10.7025337378449,16.4569997079438,TRUE
DMA,2020,inc,num,a,a,33.9494168072359,28.7624112777099,39.136422336762,TRUE
DNK,2020,inc,num,0-4,m,4.32336118717429,2.15065369617268,6.49606867817589,TRUE
DNK,2020,inc,num,0-4,f,2.16168059358714,1.07532684808634,3.24803433908795,TRUE
DNK,2020,inc,num,15-24,m,21.6168059358714,10.7532684808634,32.4803433908795,TRUE
DNK,2020,inc,num,15-24,f,7.565882077555,3.76364396830218,11.3681201868078,TRUE
DNK,2020,inc,num,25-34,m,30.26352831022,15.0545758732087,45.4724807472313,TRUE
DNK,2020,inc,num,25-34,f,30.26352831022,15.0545758732087,45.4724807472313,TRUE
DNK,2020,inc,num,35-44,m,30.26352831022,15.0545758732087,45.4724807472313,TRUE
DNK,2020,inc,num,35-44,f,28.1018477166329,13.9792490251224,42.2244464081433,TRUE
DNK,2020,inc,num,45-54,m,35.6677297941879,17.7428929934246,53.5925665949511,TRUE
DNK,2020,inc,num,45-54,f,20.5359656390779,10.2156050568202,30.8563262213355,TRUE
DNK,2020,inc,num,55-64,m,24.8593268262521,12.3662587529929,37.3523948995114,TRUE
DNK,2020,inc,num,55-64,f,10.8084029679357,5.37663424043169,16.2401716954397,TRUE
DNK,2020,inc,num,5-14,m,10.8084029679357,5.37663424043169,16.2401716954397,TRUE
DNK,2020,inc,num,5-14,f,0,0,0,TRUE
DNK,2020,inc,num,65plus,m,19.4551253422843,9.67794163277705,29.2323090517915,TRUE
DNK,2020,inc,num,65plus,f,4.32336118717429,2.15065369617268,6.49606867817589,TRUE
DNK,2020,inc,num,0-14,m,15.13176415511,11.8103738291346,18.4531544810854,TRUE
DNK,2020,inc,num,0-14,f,2.16168059358714,1.68719626130494,2.63616492586935,TRUE
DNK,2020,inc,num,15plus,m,162.126044519036,126.53971959787,197.712369440201,TRUE
DNK,2020,inc,num,15plus,f,101.598987898596,79.298224281332,123.899751515859,TRUE
DNK,2020,inc,num,0-14,a,17.2934447486971,14.5367185946106,20.0501709027837,TRUE
DNK,2020,inc,num,15plus,a,263.725032417631,221.684958567812,305.765106267451,TRUE
DNK,2020,inc,num,a,m,177.257808674146,140.898697221008,213.616920127283,TRUE
DNK,2020,inc,num,a,f,103.760668492183,82.4772861781513,125.044050806214,TRUE
DNK,2020,inc,num,a,a,281.018477166329,238.888115805584,323.148838527073,TRUE
DOM,2020,inc,num,,m,65.6143866671754,10.261148924808,120.967624409543,TRUE
DOM,2020,inc,num,,f,54.4249637467697,8.51128367724663,100.338643816293,TRUE
DOM,2020,inc,num,,m,63.0533339872322,9.86063702051363,116.246030953951,TRUE
DOM,2020,inc,num,,f,64.935130481725,10.154923000418,119.715337963032,TRUE
DOM,2020,inc,num,,m,320.860610504061,50.1779971698501,591.543223838273,TRUE
DOM,2020,inc,num,,f,267.419757722312,41.8206143317873,493.018901112837,TRUE
DOM,2020,inc,num,,m,658.362215350478,102.95840716221,1213.76602353875,TRUE
DOM,2020,inc,num,,f,353.898640272062,55.3446711395587,652.452609404565,TRUE
DOM,2020,inc,num,,m,598.635575161946,93.6180173348748,1103.65313298902,TRUE
DOM,2020,inc,num,,f,285.47228685799,44.643770949409,526.30080276657,TRUE
DOM,2020,inc,num,,m,475.747876451237,74.4001439149235,877.095608987551,TRUE
DOM,2020,inc,num,,f,243.541739016773,38.0864347042353,448.997043329311,TRUE
DOM,2020,inc,num,,m,319.772398456865,50.0078164146037,589.536980499127,TRUE
DOM,2020,inc,num,,f,176.048938328478,27.5315287698416,324.566347887115,TRUE
DOM,2020,inc,num,,m,280.733340869625,43.9026677706216,517.564013968629,TRUE
DOM,2020,inc,num,,f,163.690502266519,25.5988466348591,301.782157898178,TRUE
DOM,2020,inc,num,15plus,m,2782.77973744862,1826.99369653804,3738.5657783592,TRUE
DOM,2020,inc,num,15plus,f,1609.43195869263,1056.64922162838,2162.21469575688,TRUE
DOM,2020,inc,num,15plus,a,4392.21169614125,3288.08502297564,5496.33836930686,TRUE
DOM,2020,inc,num,a,m,2782.77973744862,1826.99369653804,3738.5657783592,TRUE
DOM,2020,inc,num,a,f,1609.43195869263,1056.64922162838,2162.21469575688,TRUE
DOM,2020,inc,num,a,a,4392.21169614125,3288.08502297564,5496.33836930686,TRUE
DZA,2020,inc,num,,m,600.44865815307,73.9988012282071,1126.89851507793,TRUE
DZA,2020,inc,num,,f,498.0354366985,61.3774796303409,934.693393766659,TRUE
DZA,2020,inc,num,,m,379.743689922359,46.7993015667077,712.688078278009,TRUE
DZA,2020,inc,num,,f,391.102550704541,48.1991582734994,734.005943135583,TRUE
DZA,2020,inc,num,,m,1588.84350072117,195.80777273154,2981.8792287108,TRUE
DZA,2020,inc,num,,f,1015.56802621078,125.157772417132,1905.97828000444,TRUE
DZA,2020,inc,num,,m,2987.86548906004,368.222097625556,5607.50888049453,TRUE
DZA,2020,inc,num,,f,1736.25285417946,213.974380813055,3258.53132754586,TRUE
DZA,2020,inc,num,,m,3473.5708780057,428.080032261653,6519.06172374974,TRUE
DZA,2020,inc,num,,f,2039.20432839373,251.309872562059,3827.0987842254,TRUE
DZA,2020,inc,num,,m,2476.84056361502,305.243804032592,4648.43732319746,TRUE
DZA,2020,inc,num,,f,1469.0952741742,181.050099292921,2757.14044905547,TRUE
DZA,2020,inc,num,,m,1992.77173170913,245.58755734673,3739.95590607153,TRUE
DZA,2020,inc,num,,f,1163.11992885008,143.341948143053,2182.8979095571,TRUE
DZA,2020,inc,num,,m,2248.25771083722,277.073440326709,4219.44198134773,TRUE
DZA,2020,inc,num,,f,1377.66045745852,169.781747310435,2585.53916760661,TRUE
DZA,2020,inc,num,15plus,m,15748.3422220237,10301.9887496471,21194.6956944003,TRUE
DZA,2020,inc,num,15plus,f,9690.03885666981,6338.86855376118,13041.2091595784,TRUE
DZA,2020,inc,num,15plus,a,25438.3810786935,19043.6091089384,31833.1530484486,TRUE
DZA,2020,inc,num,a,m,15748.3422220237,10301.9887496471,21194.6956944003,TRUE
DZA,2020,inc,num,a,f,9690.03885666981,6338.86855376118,13041.2091595784,TRUE
DZA,2020,inc,num,a,a,25438.3810786935,19043.6091089384,31833.1530484486,TRUE
ECU,2020,inc,num,,m,145.361098927574,28.6040735598078,262.11812429534,TRUE
ECU,2020,inc,num,,f,120.566980899269,23.7251012545314,217.408860544007,TRUE
ECU,2020,inc,num,,m,132.363761754402,26.0464650158035,238.681058493001,TRUE
ECU,2020,inc,num,,f,136.318861980684,26.8247473667462,245.812976594622,TRUE
ECU,2020,inc,num,,m,1214.22775318731,238.935039888733,2189.52046648589,TRUE
ECU,2020,inc,num,,f,420.864972755793,82.8175676179456,758.912377893641,TRUE
ECU,2020,inc,num,,m,1509.51010634559,297.040531749805,2721.97968094137,TRUE
ECU,2020,inc,num,,f,491.430501405193,96.7034118167422,886.157590993644,TRUE
ECU,2020,inc,num,,m,984.132611505285,193.657050062127,1774.60817294844,TRUE
ECU,2020,inc,num,,f,373.477933016132,73.4927731543994,673.463092877864,TRUE
ECU,2020,inc,num,,m,648.512827076662,127.613981643207,1169.41167251012,TRUE
ECU,2020,inc,num,,f,316.216277860295,62.2248575406768,570.207698179913,TRUE
ECU,2020,inc,num,,m,544.186922517099,107.084790062851,981.289054971348,TRUE
ECU,2020,inc,num,,f,291.609685199954,57.3827863696043,525.836584030304,TRUE
ECU,2020,inc,num,,m,618.478060998709,121.703757624651,1115.25236437277,TRUE
ECU,2020,inc,num,,f,366.307257442006,72.0817317333519,660.532783150661,TRUE
ECU,2020,inc,num,15plus,m,5796.77314231263,3879.77145004739,7713.77483457787,TRUE
ECU,2020,inc,num,15plus,f,2516.79247055933,1684.48537371513,3349.09956740352,TRUE
ECU,2020,inc,num,15plus,a,8313.56561287196,6223.67791454819,10403.4533111957,TRUE
ECU,2020,inc,num,a,m,5796.77314231263,3879.77145004739,7713.77483457787,TRUE
ECU,2020,inc,num,a,f,2516.79247055933,1684.48537371513,3349.09956740352,TRUE
ECU,2020,inc,num,a,a,8313.56561287196,6223.67791454819,10403.4533111957,TRUE
EGY,2020,inc,num,,m,257.038882329451,144.71408952854,369.363675130363,TRUE
EGY,2020,inc,num,,f,213.050973699107,119.948691818999,306.153255579216,TRUE
EGY,2020,inc,num,,m,252.308726973373,142.050990002586,362.566463944161,TRUE
EGY,2020,inc,num,,f,260.059796180096,146.414878115381,373.704714244812,TRUE
EGY,2020,inc,num,,m,917.551919403485,516.58600989966,1318.51782890731,TRUE
EGY,2020,inc,num,,f,806.201723501113,453.895330291962,1158.50811671026,TRUE
EGY,2020,inc,num,,m,1480.89705393968,833.751947970648,2128.04215990872,TRUE
EGY,2020,inc,num,,f,773.428116263483,435.443636567739,1111.41259595923,TRUE
EGY,2020,inc,num,,m,1196.83236964281,673.822205891606,1719.84253339401,TRUE
EGY,2020,inc,num,,f,674.870055386568,379.95498863929,969.785122133846,TRUE
EGY,2020,inc,num,,m,914.390024641204,514.805848402062,1313.97420088035,TRUE
EGY,2020,inc,num,,f,592.041240351197,333.321979477632,850.760501224762,TRUE
EGY,2020,inc,num,,m,817.140600708752,460.053969176561,1174.22723224094,TRUE
EGY,2020,inc,num,,f,533.254945721859,300.225021433995,766.284870009723,TRUE
EGY,2020,inc,num,,m,821.172623178491,462.324016631557,1180.02122972543,TRUE
EGY,2020,inc,num,,f,695.555877013608,391.601202689777,999.510551337439,TRUE
EGY,2020,inc,num,15plus,m,6657.33220081725,5532.95144979831,7781.71295183618,TRUE
EGY,2020,inc,num,15plus,f,4548.46272811703,3780.25651818897,5316.66893804509,TRUE
EGY,2020,inc,num,15plus,a,11205.7949289343,9844.04133366311,12567.5485242054,TRUE
EGY,2020,inc,num,a,m,6657.33220081725,5532.95144979831,7781.71295183618,TRUE
EGY,2020,inc,num,a,f,4548.46272811703,3780.25651818897,5316.66893804509,TRUE
EGY,2020,inc,num,a,a,11205.7949289343,9844.04133366311,12567.5485242054,TRUE
ERI,2020,inc,num,,m,97.5184044180104,0,330.298729874411,TRUE
ERI,2020,inc,num,,f,80.8818781781539,0,273.950151169282,TRUE
ERI,2020,inc,num,,m,92.7282841510273,0,314.074401250778,TRUE
ERI,2020,inc,num,,f,95.5211059125491,0,323.533800080174,TRUE
ERI,2020,inc,num,,m,244.462225158503,0,828.003318491677,TRUE
ERI,2020,inc,num,,f,153.328353256984,0,519.329255198144,TRUE
ERI,2020,inc,num,,m,345.128025418049,0,1168.96240376336,TRUE
ERI,2020,inc,num,,f,214.850960392795,0,727.708782291471,TRUE
ERI,2020,inc,num,,m,285.433714101436,0,966.775387617275,TRUE
ERI,2020,inc,num,,f,190.945439925633,0,646.739829872558,TRUE
ERI,2020,inc,num,,m,220.402406025259,0,746.511750329277,TRUE
ERI,2020,inc,num,,f,148.066609954552,0,501.507520520567,TRUE
ERI,2020,inc,num,,m,173.326279159746,0,587.063028789145,TRUE
ERI,2020,inc,num,,f,125.272946269752,0,424.304471422244,TRUE
ERI,2020,inc,num,,m,205.396730969972,0,695.686929709529,TRUE
ERI,2020,inc,num,,f,149.721028923529,0,507.111103632846,TRUE
ERI,2020,inc,num,15plus,m,1664.396069402,170.968598891207,3157.8235399128,TRUE
ERI,2020,inc,num,15plus,f,1158.58832281395,119.011469616353,2198.16517601154,TRUE
ERI,2020,inc,num,15plus,a,2822.98439221595,1003.35650625122,4642.61227818068,TRUE
ERI,2020,inc,num,a,m,1664.396069402,170.968598891207,3157.8235399128,TRUE
ERI,2020,inc,num,a,f,1158.58832281395,119.011469616353,2198.16517601154,TRUE
ERI,2020,inc,num,a,a,2822.98439221595,1003.35650625122,4642.61227818068,TRUE
ESP,2020,inc,num,,m,85.2650405772439,40.0167186787137,130.513362475774,TRUE
ESP,2020,inc,num,,f,70.3038134935979,32.9950928020188,107.612534185177,TRUE
ESP,2020,inc,num,,m,87.4394249714437,41.0372040735838,133.841645869304,TRUE
ESP,2020,inc,num,,f,90.9019153991925,42.6622253535472,139.141605444838,TRUE
ESP,2020,inc,num,,m,277.873813901468,130.412161464965,425.335466337972,TRUE
ESP,2020,inc,num,,f,144.401094675137,67.7705416357411,221.031647714533,TRUE
ESP,2020,inc,num,,m,391.340278220012,183.66441527689,599.016141163134,TRUE
ESP,2020,inc,num,,f,296.546811031201,139.175800911685,453.917821150717,TRUE
ESP,2020,inc,num,,m,384.790236547254,180.590339745135,588.990133349373,TRUE
ESP,2020,inc,num,,f,283.743984155628,133.167158707288,434.320809603968,TRUE
ESP,2020,inc,num,,m,474.855362663259,222.859841878098,726.850883448419,TRUE
ESP,2020,inc,num,,f,203.886218350255,95.6881904582879,312.084246242223,TRUE
ESP,2020,inc,num,,m,331.85997062583,155.749026744782,507.970914506879,TRUE
ESP,2020,inc,num,,f,197.774179939041,92.819679284198,302.728680593884,TRUE
ESP,2020,inc,num,,m,511.852752824737,240.223513365444,783.481992284029,TRUE
ESP,2020,inc,num,,f,334.747626915348,157.104265991678,512.390987839019,TRUE
ESP,2020,inc,num,15plus,m,2545.27688033125,2018.39535832527,3072.15840233722,TRUE
ESP,2020,inc,num,15plus,f,1622.3056439594,1286.48250681725,1958.12878110155,TRUE
ESP,2020,inc,num,15plus,a,4167.58252429065,3542.77750056618,4792.38754801511,TRUE
ESP,2020,inc,num,a,m,2545.27688033125,2018.39535832527,3072.15840233722,TRUE
ESP,2020,inc,num,a,f,1622.3056439594,1286.48250681725,1958.12878110155,TRUE
ESP,2020,inc,num,a,a,4167.58252429065,3542.77750056618,4792.38754801511,TRUE
EST,2020,inc,num,0-4,m,0,0,0,TRUE
EST,2020,inc,num,0-4,f,0,0,0,TRUE
EST,2020,inc,num,15-24,m,3.45,2.07715913374732,4.82284086625268,TRUE
EST,2020,inc,num,15-24,f,0,0,0,TRUE
EST,2020,inc,num,25-34,m,10.35,6.23147740124195,14.4685225987581,TRUE
EST,2020,inc,num,25-34,f,2.3,1.38477275583154,3.21522724416846,TRUE
EST,2020,inc,num,35-44,m,8.05,4.84670464541041,11.2532953545896,TRUE
EST,2020,inc,num,35-44,f,4.6,2.76954551166309,6.43045448833691,TRUE
EST,2020,inc,num,45-54,m,27.6,16.6172730699785,38.5827269300215,TRUE
EST,2020,inc,num,45-54,f,6.9,4.15431826749463,9.64568173250537,TRUE
EST,2020,inc,num,55-64,m,25.3,15.232500314147,35.367499685853,TRUE
EST,2020,inc,num,55-64,f,4.6,2.76954551166309,6.43045448833691,TRUE
EST,2020,inc,num,5-14,m,0,0,0,TRUE
EST,2020,inc,num,5-14,f,1.15,0.692386377915772,1.60761362208423,TRUE
EST,2020,inc,num,65plus,m,27.6,16.6172730699785,38.5827269300215,TRUE
EST,2020,inc,num,65plus,f,16.1,9.69340929082081,22.5065907091792,TRUE
EST,2020,inc,num,0-14,m,0,0,0,TRUE
EST,2020,inc,num,0-14,f,1.15,0.929729740764853,1.37027025923515,TRUE
EST,2020,inc,num,15plus,m,102.35,82.7459469280719,121.954053071928,TRUE
EST,2020,inc,num,15plus,f,34.5,27.8918922229456,41.1081077770544,TRUE
EST,2020,inc,num,0-14,a,1.15,0.976149039429976,1.32385096057002,TRUE
EST,2020,inc,num,15plus,a,136.85,116.161735692167,157.538264307833,TRUE
EST,2020,inc,num,a,m,102.35,82.8122741275832,121.887725872417,TRUE
EST,2020,inc,num,a,f,35.65,28.8447246961245,42.4552753038755,TRUE
EST,2020,inc,num,a,a,138,117.311005238842,158.688994761159,TRUE
ETH,2020,inc,num,,m,3377.01280050645,0,7033.18928019475,TRUE
ETH,2020,inc,num,,f,2800.37965502798,0,5832.25511234796,TRUE
ETH,2020,inc,num,,m,4926.48544327297,0,10260.2230597014,TRUE
ETH,2020,inc,num,,f,5074.30429021029,0,10568.0803261987,TRUE
ETH,2020,inc,num,,m,23432.1094807092,0,48801.2545251113,TRUE
ETH,2020,inc,num,,f,18764.0521718568,0,39079.2509191339,TRUE
ETH,2020,inc,num,,m,17271.2172044955,0,35970.1744927812,TRUE
ETH,2020,inc,num,,f,14268.1988464662,0,29715.89067107,TRUE
ETH,2020,inc,num,,m,12201.3725875885,0,25411.3821759337,TRUE
ETH,2020,inc,num,,f,9892.86010429155,0,20603.522031523,TRUE
ETH,2020,inc,num,,m,8969.90482638712,0,18681.3145807004,TRUE
ETH,2020,inc,num,,f,7286.62354975471,0,15175.6021272006,TRUE
ETH,2020,inc,num,,m,6162.56405768737,0,12834.5617945364,TRUE
ETH,2020,inc,num,,f,5034.21717987478,0,10484.5922699368,TRUE
ETH,2020,inc,num,,m,5062.22633020316,0,10542.9259711912,TRUE
ETH,2020,inc,num,,f,3863.065264854,0,8045.4741555582,TRUE
ETH,2020,inc,num,15plus,m,81402.8927308503,44424.3819960051,118381.403465695,TRUE
ETH,2020,inc,num,15plus,f,66983.7010623364,36555.3289775378,97412.0731471351,TRUE
ETH,2020,inc,num,15plus,a,148386.593793187,100498.222721516,196274.964864857,TRUE
ETH,2020,inc,num,a,m,81402.8927308503,44424.3819960051,118381.403465695,TRUE
ETH,2020,inc,num,a,f,66983.7010623364,36555.3289775378,97412.0731471351,TRUE
ETH,2020,inc,num,a,a,148386.593793187,100498.222721516,196274.964864857,TRUE
FIN,2020,inc,num,0-4,m,2.3,1.41652809288353,3.18347190711647,TRUE
FIN,2020,inc,num,0-4,f,0,0,0,TRUE
FIN,2020,inc,num,15-24,m,9.2,5.66611237153411,12.7338876284659,TRUE
FIN,2020,inc,num,15-24,f,2.3,1.41652809288353,3.18347190711647,TRUE
FIN,2020,inc,num,25-34,m,11.5,7.08264046441764,15.9173595355824,TRUE
FIN,2020,inc,num,25-34,f,12.65,7.79090451085941,17.5090954891406,TRUE
FIN,2020,inc,num,35-44,m,9.2,5.66611237153411,12.7338876284659,TRUE
FIN,2020,inc,num,35-44,f,10.35,6.37437641797588,14.3256235820241,TRUE
FIN,2020,inc,num,45-54,m,6.9,4.24958427865059,9.55041572134941,TRUE
FIN,2020,inc,num,45-54,f,5.75,3.54132023220882,7.95867976779118,TRUE
FIN,2020,inc,num,55-64,m,19.55,12.04048878951,27.05951121049,TRUE
FIN,2020,inc,num,55-64,f,8.05,4.95784832509235,11.1421516749076,TRUE
FIN,2020,inc,num,5-14,m,1.15,0.708264046441764,1.59173595355824,TRUE
FIN,2020,inc,num,5-14,f,2.3,1.41652809288353,3.18347190711647,TRUE
FIN,2020,inc,num,65plus,m,56.35,34.7049382756465,77.9950617243535,TRUE
FIN,2020,inc,num,65plus,f,42.55,26.2057697183453,58.8942302816547,TRUE
FIN,2020,inc,num,0-14,m,3.45,2.70665351195643,4.19334648804356,TRUE
FIN,2020,inc,num,0-14,f,2.3,1.80443567463762,2.79556432536238,TRUE
FIN,2020,inc,num,15plus,m,112.7,88.4173480572435,136.982651942756,TRUE
FIN,2020,inc,num,15plus,f,81.65,64.0574664496356,99.2425335503644,TRUE
FIN,2020,inc,num,0-14,a,5.75,4.86284254262672,6.63715745737328,TRUE
FIN,2020,inc,num,15plus,a,194.35,164.364077940783,224.335922059217,TRUE
FIN,2020,inc,num,a,m,116.15,91.8367484274265,140.463251572574,TRUE
FIN,2020,inc,num,a,f,83.95,66.3770557940805,101.52294420592,TRUE
FIN,2020,inc,num,a,a,200.1,170.100957180343,230.099042819657,TRUE
FJI,2020,inc,num,0-4,m,30.5482292315841,1.69421558364654,59.4022428795216,TRUE
FJI,2020,inc,num,0-4,f,22.2168939866066,1.23215678810657,43.2016311851066,TRUE
FJI,2020,inc,num,15-24,m,49.9880114698648,2.77235277323979,97.2036701664899,TRUE
FJI,2020,inc,num,15-24,f,31.936785105747,1.7712253829032,62.1023448285908,TRUE
FJI,2020,inc,num,25-34,m,65.2621260856569,3.61946056506306,126.904791606251,TRUE
FJI,2020,inc,num,25-34,f,40.2681203507245,2.23328417844316,78.3029565230057,TRUE
FJI,2020,inc,num,35-44,m,44.4337879732132,2.46431357621315,86.4032623702132,TRUE
FJI,2020,inc,num,35-44,f,29.1596733574212,1.61720578438988,56.7021409304524,TRUE
FJI,2020,inc,num,45-54,m,45.8223438473761,2.54132337546981,89.1033643192824,TRUE
FJI,2020,inc,num,45-54,f,20.8283381124437,1.15514698884991,40.5015292360374,TRUE
FJI,2020,inc,num,55-64,m,26.3825616090953,1.46318618587656,51.3019370323141,TRUE
FJI,2020,inc,num,55-64,f,30.5482292315841,1.69421558364654,59.4022428795216,TRUE
FJI,2020,inc,num,5-14,m,54.1536790923536,3.00338217100977,105.303976013697,TRUE
FJI,2020,inc,num,5-14,f,49.9880114698648,2.77235277323979,97.2036701664899,TRUE
FJI,2020,inc,num,65plus,m,30.5482292315841,1.69421558364654,59.4022428795216,TRUE
FJI,2020,inc,num,65plus,f,22.2168939866066,1.23215678810657,43.2016311851066,TRUE
FJI,2020,inc,num,0-14,m,84.7019083239376,47.1307871316052,122.27302951627,TRUE
FJI,2020,inc,num,0-14,f,72.2049054564714,40.1770644400569,104.232746472886,TRUE
FJI,2020,inc,num,15plus,m,262.43706021679,146.028176522514,378.845943911066,TRUE
FJI,2020,inc,num,15plus,f,174.958040144527,97.3521176816763,252.563962607378,TRUE
FJI,2020,inc,num,0-14,a,156.906813780409,106.810965715277,207.002661845541,TRUE
FJI,2020,inc,num,15plus,a,437.395100361317,297.747382303648,577.042818418987,TRUE
FJI,2020,inc,num,a,m,347.138968540728,226.281884706329,467.996052375127,TRUE
FJI,2020,inc,num,a,f,247.162945600998,161.112701910906,333.21318929109,TRUE
FJI,2020,inc,num,a,a,594.301914141726,445.940601286659,742.663226996793,TRUE
FRA,2020,inc,num,,m,44.8176308386542,22.7228102638219,66.9124514134865,TRUE
FRA,2020,inc,num,,f,37.1673460249274,18.8440695309096,55.4906225189451,TRUE
FRA,2020,inc,num,,m,40.0399458849316,20.3004950572331,59.77939671263,TRUE
FRA,2020,inc,num,,f,41.2346395990829,20.9062120057208,61.5630671924449,TRUE
FRA,2020,inc,num,,m,636.945512005993,322.935232114551,950.955791897434,TRUE
FRA,2020,inc,num,,f,305.019404368239,154.646685301038,455.39212343544,TRUE
FRA,2020,inc,num,,m,756.232699230694,383.41455847542,1129.05083998597,TRUE
FRA,2020,inc,num,,f,374.530354874444,189.889158186243,559.171551562644,TRUE
FRA,2020,inc,num,,m,565.685988583175,286.806222170757,844.565754995594,TRUE
FRA,2020,inc,num,,f,305.282541946279,154.780097646742,455.784986245816,TRUE
FRA,2020,inc,num,,m,363.996448737491,184.548403978405,543.444493496576,TRUE
FRA,2020,inc,num,,f,196.062814870526,99.4050345528613,292.720595188191,TRUE
FRA,2020,inc,num,,m,299.619009935259,151.908652617156,447.329367253363,TRUE
FRA,2020,inc,num,,f,173.530694383436,87.9811130048232,259.080275762049,TRUE
FRA,2020,inc,num,,m,530.211198068316,268.820288534061,791.602107602572,TRUE
FRA,2020,inc,num,,f,327.523770648553,166.056535298153,488.991005998952,TRUE
FRA,2020,inc,num,15plus,m,3237.54843328451,2579.27649338533,3895.8203731837,TRUE
FRA,2020,inc,num,15plus,f,1760.35156671549,1402.42949555414,2118.27363787684,TRUE
FRA,2020,inc,num,15plus,a,4997.9,4248.61356886497,5747.18643113503,TRUE
FRA,2020,inc,num,a,m,3237.54843328451,2579.27649338533,3895.8203731837,TRUE
FRA,2020,inc,num,a,f,1760.35156671549,1402.42949555414,2118.27363787684,TRUE
FRA,2020,inc,num,a,a,4997.9,4248.61356886497,5747.18643113503,TRUE
FSM,2020,inc,num,0-4,m,0,0,0,TRUE
FSM,2020,inc,num,0-4,f,0.933600156929792,0.15950473879543,1.70769557506415,TRUE
FSM,2020,inc,num,15-24,m,8.40240141236813,1.43554264915887,15.3692601755774,TRUE
FSM,2020,inc,num,15-24,f,10.2696017262277,1.75455212674973,18.7846513257057,TRUE
FSM,2020,inc,num,25-34,m,7.46880125543834,1.27603791036344,13.6615646005132,TRUE
FSM,2020,inc,num,25-34,f,3.73440062771917,0.638018955181718,6.83078230025662,TRUE
FSM,2020,inc,num,35-44,m,11.2032018831575,1.91405686554515,20.4923469007699,TRUE
FSM,2020,inc,num,35-44,f,4.66800078464896,0.797523693977148,8.53847787532077,TRUE
FSM,2020,inc,num,45-54,m,12.1368020400873,2.07356160434058,22.200042475834,TRUE
FSM,2020,inc,num,45-54,f,3.73440062771917,0.638018955181718,6.83078230025662,TRUE
FSM,2020,inc,num,55-64,m,7.46880125543834,1.27603791036344,13.6615646005132,TRUE
FSM,2020,inc,num,55-64,f,3.73440062771917,0.638018955181718,6.83078230025662,TRUE
FSM,2020,inc,num,5-14,m,3.73440062771917,0.638018955181718,6.83078230025662,TRUE
FSM,2020,inc,num,5-14,f,5.60160094157875,0.957028432772577,10.2461734503849,TRUE
FSM,2020,inc,num,65plus,m,2.80080047078938,0.478514216386289,5.12308672519246,TRUE
FSM,2020,inc,num,65plus,f,0,0,0,TRUE
FSM,2020,inc,num,0-14,m,3.73440062771917,2.30641960418658,5.16238165125176,TRUE
FSM,2020,inc,num,0-14,f,6.53520109850854,4.03623430732651,9.03416788969058,TRUE
FSM,2020,inc,num,15plus,m,49.480808317279,30.5600597554722,68.4015568790858,TRUE
FSM,2020,inc,num,15plus,f,26.1408043940342,16.144937229306,36.1366715587623,TRUE
FSM,2020,inc,num,0-14,a,10.2696017262277,7.36408255814841,13.175120894307,TRUE
FSM,2020,inc,num,15plus,a,75.6216127113132,54.2264261100019,97.0167993126244,TRUE
FSM,2020,inc,num,a,m,53.2152089449981,34.8154911889625,71.6149267010337,TRUE
