g.whoregion,mid,hi,lo
EMR,0.546365211743227,0.599088288534361,0.492581204898682
AFR,0.531680572263524,0.581687812195001,0.481028780652736
EUR,0.536550887408264,0.592764570374232,0.479392630490534
AMR,0.538185042037195,0.592090912584572,0.483371247308013
SEA,0.571519032517849,0.623194972116376,0.518234756698984
WPR,0.566346026302257,0.61962693744228,0.511485874295927
