g.whoregion,mid,hi,lo
EMR,0.473194582932548,0.548457143383846,0.399130824061368
AFR,0.505916965600863,0.578009169497132,0.433577867299466
EUR,0.477832399188904,0.553683302240913,0.402990215549463
AMR,0.485123486887343,0.560397276330144,0.410518636581927
SEA,0.501163415131761,0.576755189685066,0.425518419730726
WPR,0.504325456351813,0.580037677003493,0.428414339819931
