Region,ISO3,Scenario,xx,xx,2019,2020,2021,2022,2023,2024
xx,xx,xx,xx,hi,0.21458,0.21174,0.21025,0.20914,0.20838,0.20784
xx,xx,With COVID,xx,lo,0.17778,0.20025,0.27158,0.28663,0.20556,0.1877
xx,xx,xx,xx,md,0.19829,0.22216,0.31282,0.33046,0.23788,0.21641
xx,xx,xx,xx,hi,0.21458,0.24451,0.35937,0.40957,0.31087,0.28311
xx,PRT,Baseline,xx,lo,2.5914,2.5529,2.5102,2.4709,2.4341,2.4013
xx,xx,xx,xx,md,2.6869,2.6447,2.6121,2.5799,2.5525,2.525
xx,xx,xx,xx,hi,2.7952,2.7713,2.7511,2.7369,2.7313,2.7334
xx,xx,With COVID,xx,lo,2.5914,2.8612,3.7578,3.9978,2.8431,2.6212
xx,xx,xx,xx,md,2.6869,3.0274,4.293,4.5003,3.2225,2.9209
xx,xx,xx,xx,hi,2.7952,3.2037,4.7908,5.4666,4.1189,3.804
xx,SRB,Baseline,xx,lo,0.97904,0.96657,0.95601,0.94447,0.93294,0.92222
xx,xx,xx,xx,md,1.0951,1.0793,1.0665,1.0526,1.0414,1.0307
xx,xx,xx,xx,hi,1.2178,1.2024,1.1914,1.1776,1.1707,1.1702
xx,xx,With COVID,xx,lo,0.97904,1.1043,1.5104,1.5929,1.1194,1.0228
xx,xx,xx,xx,md,1.0951,1.2337,1.731,1.8383,1.3177,1.1931
xx,xx,xx,xx,hi,1.2178,1.3777,1.9975,2.2908,1.7381,1.6013
xx,SVK,Baseline,xx,lo,0.63584,0.62422,0.61479,0.60376,0.59572,0.58835
xx,xx,xx,xx,md,0.65501,0.64587,0.6377,0.63028,0.62316,0.61693
xx,xx,xx,xx,hi,0.67744,0.67242,0.66772,0.66753,0.66759,0.66772
xx,xx,With COVID,xx,lo,0.63584,0.6954,0.91577,0.98159,0.70244,0.64346
xx,xx,xx,xx,md,0.65501,0.73791,1.0431,1.0914,0.78056,0.70723
xx,xx,xx,xx,hi,0.67744,0.77466,1.1676,1.3323,1.009,0.93098
xx,SVN,Baseline,xx,lo,0.67117,0.65815,0.64708,0.63634,0.62769,0.62002
xx,xx,xx,xx,md,0.70538,0.69556,0.68665,0.67879,0.67177,0.66447
xx,xx,xx,xx,hi,0.73783,0.72942,0.7208,0.71804,0.7185,0.71959
xx,xx,With COVID,xx,lo,0.67117,0.7427,0.98236,1.0685,0.74745,0.68476
xx,xx,xx,xx,md,0.70538,0.79531,1.1291,1.1765,0.83986,0.76089
xx,xx,xx,xx,hi,0.73783,0.83169,1.2346,1.4288,1.0775,0.99196
xx,SWE,Baseline,xx,lo,0.22929,0.22553,0.22219,0.21857,0.21553,0.21177
xx,xx,xx,xx,md,0.2387,0.23509,0.23209,0.22938,0.22709,0.22458
xx,xx,xx,xx,hi,0.24938,0.24535,0.24178,0.24034,0.24026,0.24055
xx,xx,With COVID,xx,lo,0.22929,0.25337,0.33344,0.36098,0.253,0.23317
xx,xx,xx,xx,md,0.2387,0.26864,0.38094,0.39871,0.28371,0.25909
xx,xx,xx,xx,hi,0.24938,0.28159,0.41622,0.48077,0.36323,0.33564
xx,TJK,Baseline,xx,lo,7.5345,7.4076,7.3009,7.2143,7.1627,7.108
xx,xx,xx,xx,md,8.4672,8.3294,8.209,8.125,8.0529,7.9636
xx,xx,xx,xx,hi,9.3232,9.1822,9.0584,8.9608,8.8547,8.8088
xx,xx,With COVID,xx,lo,7.5345,8.4014,11.3593,12.1155,8.6834,7.8583
xx,xx,xx,xx,md,8.4672,9.5009,13.4147,14.1632,10.1765,9.2157
xx,xx,xx,xx,hi,9.3232,10.6561,15.6639,17.5556,12.9897,11.9989
