ISO3,Scenario,xx,xx,Jan 2019,Feb 2019,Mar 2019,Apr 2019,May 2019,Jun 2019,Jul 2019,Aug 2019,Sep 2019,Oct 2019,Nov 2019,Dec 2019,Jan 2020,Feb 2020,Mar 2020,Apr 2020,May 2020,Jun 2020,Jul 2020,Aug 2020,Sep 2020,Oct 2020,Nov 2020,Dec 2020,Jan 2021,Feb 2021,Mar 2021,Apr 2021,May 2021,Jun 2021,Jul 2021,Aug 2021,Sep 2021,Oct 2021,Nov 2021,Dec 2021,Jan 2022,Feb 2022,Mar 2022,Apr 2022,May 2022,Jun 2022,Jul 2022,Aug 2022,Sep 2022,Oct 2022,Nov 2022,Dec 2022,Jan 2023,Feb 2023,Mar 2023,Apr 2023,May 2023,Jun 2023,Jul 2023,Aug 2023,Sep 2023,Oct 2023,Nov 2023,Dec 2023,Jan 2024,Feb 2024,Mar 2024,Apr 2024,May 2024,Jun 2024,Jul 2024,Aug 2024,Sep 2024,Oct 2024,Nov 2024,Dec 2024
CHN,Baseline,xx,lo,4.1588,4.1549,4.151,4.1471,4.1431,4.1392,4.1353,4.1315,4.1276,4.1237,4.1198,4.1159,4.112,4.1082,4.1043,4.1004,4.0966,4.0927,4.0888,4.085,4.0811,4.0773,4.0734,4.0696,4.0658,4.0619,4.0581,4.0543,4.0505,4.0466,4.0428,4.039,4.0352,4.0314,4.0276,4.0238,4.02,4.0162,4.0124,4.0086,4.0049,4.0011,3.997,3.9926,3.9882,3.9839,3.9795,3.9751,3.9707,3.9664,3.962,3.9576,3.9533,3.9489,3.9446,3.9402,3.9358,3.9315,3.9271,3.9228,3.9184,3.9141,3.9098,3.9054,3.9011,3.8968,3.8924,3.8881,3.8838,3.8795,3.8752,3.8709
xx,xx,xx,md,4.8363,4.8326,4.8289,4.8252,4.8216,4.8179,4.8142,4.8106,4.807,4.8033,4.7996,4.7943,4.789,4.7838,4.7785,4.7733,4.769,4.7649,4.7609,4.7569,4.7536,4.7505,4.7474,4.7442,4.7411,4.7372,4.7327,4.7282,4.7236,4.7191,4.7146,4.7101,4.7055,4.7013,4.6973,4.6934,4.6895,4.6855,4.6816,4.6776,4.6728,4.668,4.6642,4.6605,4.6568,4.653,4.6493,4.6456,4.641,4.6372,4.6334,4.6295,4.6257,4.6219,4.6181,4.6143,4.6104,4.6066,4.6028,4.599,4.5952,4.5914,4.5876,4.5838,4.58,4.5762,4.5724,4.5686,4.5648,4.561,4.5572,4.5534
xx,xx,xx,hi,5.566,5.5614,5.5568,5.5522,5.5476,5.543,5.5384,5.5339,5.5293,5.5248,5.5203,5.5158,5.5113,5.5068,5.5023,5.4978,5.4934,5.4889,5.4845,5.48,5.4756,5.4712,5.4667,5.4623,5.4579,5.4535,5.4492,5.4448,5.4404,5.436,5.4317,5.4273,5.423,5.4187,5.4143,5.41,5.4057,5.4014,5.3971,5.3928,5.3885,5.3842,5.3799,5.3756,5.3714,5.3671,5.3628,5.3587,5.3551,5.3516,5.348,5.3444,5.3408,5.3373,5.3337,5.3301,5.3266,5.323,5.3195,5.3159,5.312,5.3081,5.3043,5.3004,5.2966,5.2927,5.2888,5.285,5.2812,5.2773,5.2735,5.2696
xx,COVID,xx,lo,4.1588,4.1549,4.151,4.1471,4.1431,4.1392,4.1353,4.1315,4.1276,4.1237,4.1198,4.1159,4.112,4.109,4.1143,4.1237,4.1177,4.1023,4.089,4.0896,4.0923,4.096,4.1014,4.1094,4.1204,4.1346,4.151,4.1689,4.1883,4.2066,4.225,4.2443,4.265,4.2889,4.3074,4.3183,4.3295,4.3417,4.3615,4.3847,4.3962,4.3809,4.3546,4.3233,4.2907,4.2681,4.2484,4.2296,4.2118,4.195,4.179,4.1605,4.1404,4.119,4.1012,4.085,4.0701,4.0563,4.0434,4.0313,4.0201,4.0096,3.9998,3.9894,3.9792,3.9695,3.9603,3.9514,3.943,3.9349,3.9271,3.9196
xx,xx,xx,md,4.8363,4.8326,4.8289,4.8252,4.8216,4.8179,4.8142,4.8106,4.807,4.8033,4.7996,4.7943,4.789,4.7842,4.7871,4.8032,4.789,4.7591,4.7287,4.739,4.7492,4.7604,4.7724,4.7862,4.8033,4.8307,4.8534,4.8756,4.9011,4.9219,4.9395,4.9641,4.9875,5.0172,5.0511,5.0833,5.1208,5.1616,5.2027,5.2434,5.2678,5.2687,5.269,5.2492,5.2215,5.1941,5.164,5.1385,5.1096,5.082,5.0555,5.0325,5.0054,4.984,4.9565,4.9335,4.913,4.8929,4.8742,4.853,4.8325,4.8191,4.8012,4.7869,4.7694,4.7515,4.74,4.7295,4.7192,4.7091,4.6971,4.6853
xx,xx,xx,hi,5.566,5.5614,5.5568,5.5522,5.5476,5.543,5.5384,5.5339,5.5293,5.5248,5.5203,5.5158,5.5113,5.5073,5.5093,5.5161,5.501,5.4663,5.4395,5.4469,5.4591,5.4713,5.4843,5.505,5.5307,5.5609,5.5949,5.6292,5.6626,5.696,5.7302,5.7654,5.8024,5.8496,5.9075,5.9619,6.0164,6.0862,6.1621,6.2289,6.2718,6.2837,6.2756,6.2556,6.2237,6.1904,6.1586,6.1304,6.0966,6.0586,6.0211,5.9844,5.9488,5.9144,5.8813,5.849,5.8178,5.7882,5.7665,5.7456,5.7255,5.7062,5.6877,5.6698,5.6527,5.6361,5.6202,5.6048,5.5899,5.5756,5.5617,5.5483
COL,Baseline,All,lo,2.2658,2.2662,2.2665,2.2669,2.2672,2.2676,2.2679,2.2683,2.2687,2.269,2.2694,2.2698,2.2702,2.2705,2.2709,2.2713,2.2717,2.2721,2.2725,2.2729,2.2733,2.2737,2.2741,2.2744,2.2741,2.2738,2.2735,2.2733,2.2736,2.2744,2.2751,2.2758,2.2765,2.2772,2.2779,2.2787,2.2794,2.2801,2.2809,2.2816,2.2823,2.2831,2.2838,2.2845,2.2853,2.286,2.2869,2.2878,2.2886,2.2895,2.2904,2.2913,2.2922,2.2923,2.2921,2.2919,2.2916,2.2914,2.2912,2.291,2.2908,2.2906,2.2904,2.2902,2.29,2.2898,2.2896,2.2894,2.2892,2.289,2.2888,2.2886
xx,xx,xx,md,2.9079,2.9086,2.9093,2.9101,2.9108,2.9116,2.9123,2.9124,2.9123,2.9123,2.9122,2.9121,2.912,2.912,2.9119,2.9118,2.9117,2.912,2.9128,2.9136,2.9144,2.9152,2.916,2.9168,2.9175,2.9183,2.9191,2.9194,2.9189,2.9184,2.9179,2.9181,2.9191,2.9201,2.9211,2.922,2.923,2.9226,2.922,2.9214,2.9227,2.9232,2.923,2.9229,2.9228,2.9231,2.9238,2.9246,2.9253,2.9257,2.9265,2.9275,2.9282,2.9289,2.9298,2.9312,2.9327,2.9341,2.9355,2.9367,2.9365,2.9362,2.936,2.9361,2.9368,2.9376,2.9383,2.939,2.9398,2.9405,2.9412,2.942
xx,xx,xx,hi,3.7464,3.7472,3.748,3.7488,3.7496,3.7504,3.7512,3.752,3.7528,3.7536,3.7543,3.7551,3.7559,3.7566,3.7574,3.7582,3.7589,3.7597,3.7604,3.7611,3.7619,3.7626,3.7633,3.7641,3.7648,3.7655,3.7662,3.767,3.7683,3.7698,3.7713,3.7728,3.7743,3.7758,3.7773,3.7788,3.7803,3.7818,3.7833,3.7848,3.7863,3.7878,3.7893,3.7908,3.7923,3.7938,3.7953,3.7967,3.7982,3.7997,3.8012,3.8027,3.8041,3.8056,3.8071,3.8081,3.8083,3.8085,3.8087,3.8088,3.809,3.8091,3.8093,3.8095,3.8096,3.8098,3.8099,3.8101,3.8102,3.8104,3.8105,3.8107
xx,xx,HIV +ve,lo,0.28481,0.28473,0.28465,0.28456,0.28448,0.2844,0.28431,0.28423,0.28415,0.28406,0.28385,0.28344,0.28303,0.28262,0.28221,0.28181,0.2814,0.281,0.2806,0.28019,0.2798,0.2794,0.279,0.27861,0.27821,0.27782,0.27743,0.27704,0.27679,0.27658,0.27638,0.27659,0.27685,0.27712,0.27739,0.27766,0.27793,0.2782,0.27847,0.27874,0.27877,0.27868,0.27858,0.27848,0.27839,0.27829,0.2782,0.27812,0.27804,0.27797,0.2779,0.2776,0.27725,0.2769,0.27656,0.27622,0.27588,0.27554,0.2752,0.27486,0.27453,0.27421,0.27388,0.27356,0.27324,0.27292,0.27261,0.27229,0.27198,0.27167,0.27136,0.27105
xx,xx,xx,md,0.36375,0.36391,0.36407,0.36423,0.36439,0.36456,0.36472,0.36487,0.36535,0.36583,0.36631,0.36651,0.36634,0.36619,0.36648,0.36694,0.36705,0.36733,0.36762,0.36791,0.3682,0.36846,0.36844,0.36843,0.36842,0.36841,0.36828,0.3683,0.36858,0.36858,0.36855,0.36862,0.36878,0.36893,0.36909,0.36888,0.36858,0.36833,0.3683,0.3683,0.36844,0.36871,0.36898,0.36925,0.36952,0.36979,0.37006,0.37033,0.37061,0.37088,0.37104,0.37125,0.3717,0.37198,0.37226,0.37253,0.37254,0.37254,0.37254,0.37255,0.37256,0.37266,0.37294,0.37323,0.37352,0.3738,0.37409,0.37438,0.37467,0.37496,0.37533,0.37576
xx,xx,xx,hi,0.46589,0.4661,0.46631,0.46652,0.46674,0.46695,0.46716,0.46737,0.46758,0.46779,0.468,0.4682,0.46841,0.46862,0.46884,0.4693,0.46977,0.47023,0.47068,0.47114,0.4716,0.47206,0.47252,0.47298,0.47344,0.47389,0.47435,0.47481,0.47527,0.47573,0.47618,0.47664,0.4771,0.47762,0.47822,0.47882,0.47943,0.48003,0.48064,0.48124,0.48185,0.48246,0.48307,0.48368,0.4843,0.48491,0.48553,0.48614,0.48676,0.48738,0.488,0.48863,0.48925,0.48987,0.4905,0.49113,0.49176,0.49239,0.49302,0.49366,0.49429,0.49493,0.49557,0.4962,0.49685,0.49749,0.49813,0.49878,0.49943,0.50007,0.50072,0.50138
xx,COVID,All,lo,2.2658,2.2662,2.2665,2.2669,2.2672,2.2676,2.2679,2.2683,2.2687,2.269,2.2694,2.2698,2.2702,2.2705,2.2709,2.2725,2.2069,2.1033,2.0547,2.1267,2.2066,2.2714,2.3265,2.3736,2.4236,2.4882,2.5495,2.6009,2.6591,2.7203,2.7858,2.8476,2.8902,2.9253,2.9624,2.9999,3.0403,3.0845,3.1182,3.1456,3.1644,3.1736,3.1749,3.1666,3.1522,3.143,3.1295,3.1121,3.0913,3.0706,3.0502,3.0303,3.011,2.9923,2.9743,2.9579,2.9425,2.9276,2.9132,2.8993,2.886,2.8731,2.8606,2.8486,2.8371,2.8259,2.8151,2.8044,2.792,2.7801,2.7685,2.7573
xx,xx,xx,md,2.9079,2.9086,2.9093,2.9101,2.9108,2.9116,2.9123,2.9124,2.9123,2.9123,2.9122,2.9121,2.912,2.912,2.9119,2.9126,2.8753,2.7765,2.7266,2.7689,2.8273,2.883,2.9318,2.9888,3.0449,3.1148,3.1834,3.2558,3.3198,3.3844,3.4419,3.5017,3.5559,3.6154,3.6669,3.7263,3.7785,3.8397,3.8941,3.9306,3.97,3.9884,3.9994,4.0099,4.0057,3.9981,3.9908,3.9718,3.9554,3.9371,3.9245,3.9007,3.8871,3.8737,3.8604,3.8414,3.8287,3.8124,3.8,3.7915,3.7733,3.7545,3.739,3.7239,3.714,3.7029,3.6915,3.6759,3.6592,3.6431,3.6273,3.6146
xx,xx,xx,hi,3.7464,3.7472,3.748,3.7488,3.7496,3.7504,3.7512,3.752,3.7528,3.7536,3.7543,3.7551,3.7559,3.7566,3.7574,3.7591,3.7149,3.6229,3.5596,3.6,3.672,3.7332,3.7904,3.8478,3.9208,3.9986,4.0755,4.1467,4.2172,4.2861,4.3587,4.4397,4.5179,4.5885,4.6559,4.7246,4.798,4.8777,4.9561,5.0253,5.0751,5.1052,5.1215,5.1279,5.1235,5.124,5.1215,5.1165,5.1089,5.0997,5.0882,5.0714,5.0543,5.0372,5.02,5.0028,4.9858,4.969,4.9523,4.9359,4.9197,4.9038,4.8882,4.8728,4.8576,4.8428,4.8282,4.8139,4.7998,4.786,4.7725,4.7592
xx,xx,HIV +ve,lo,0.28481,0.28473,0.28465,0.28456,0.28448,0.2844,0.28431,0.28423,0.28415,0.28406,0.28385,0.28344,0.28303,0.28262,0.28221,0.282,0.26274,0.23788,0.22914,0.26373,0.28206,0.29015,0.29755,0.30474,0.31154,0.31876,0.32659,0.33307,0.3398,0.3467,0.35312,0.35889,0.36399,0.36809,0.37197,0.37604,0.38072,0.38592,0.39071,0.39413,0.39532,0.39467,0.39302,0.38611,0.38051,0.37562,0.3713,0.36749,0.36403,0.36081,0.35776,0.35484,0.3521,0.34945,0.34693,0.34506,0.34324,0.34147,0.33973,0.33803,0.33635,0.33471,0.3331,0.33153,0.32998,0.32847,0.32699,0.32555,0.32415,0.32278,0.32145,0.32016
xx,xx,xx,md,0.36375,0.36391,0.36407,0.36423,0.36439,0.36456,0.36471,0.36487,0.36535,0.36583,0.36631,0.36651,0.36634,0.36619,0.36648,0.3673,0.35075,0.32732,0.318,0.33807,0.35863,0.37412,0.38779,0.40108,0.41198,0.42575,0.4393,0.45055,0.46191,0.47307,0.48574,0.49626,0.50513,0.5121,0.51814,0.52569,0.53306,0.54433,0.5539,0.55794,0.56169,0.55823,0.55365,0.54615,0.53819,0.53094,0.5244,0.51867,0.51264,0.50789,0.50368,0.49976,0.49616,0.4925,0.48976,0.48743,0.48546,0.48238,0.47991,0.47689,0.47411,0.47237,0.46998,0.46787,0.46596,0.46407,0.46255,0.4611,0.45969,0.45832,0.45698,0.45517
xx,xx,xx,hi,0.46589,0.4661,0.46631,0.46652,0.46674,0.46695,0.46716,0.46737,0.46758,0.46779,0.468,0.4682,0.46841,0.46862,0.46884,0.46961,0.4506,0.41502,0.3984,0.42513,0.45755,0.48449,0.5057,0.52447,0.54272,0.5655,0.58699,0.60409,0.62095,0.63781,0.65608,0.67312,0.68722,0.69768,0.70703,0.71743,0.73067,0.74681,0.76162,0.77151,0.77223,0.76506,0.75401,0.74152,0.72884,0.71686,0.70588,0.69598,0.68713,0.67926,0.67225,0.666,0.66032,0.65519,0.65087,0.64701,0.64347,0.6402,0.63716,0.63432,0.63164,0.62911,0.62671,0.62442,0.62224,0.62014,0.61813,0.6162,0.61433,0.61253,0.61079,0.60934
ETH,Baseline,xx,lo,8.1626,8.1481,8.1341,8.1205,8.1074,8.0946,8.086,8.0821,8.0783,8.0747,8.0713,8.068,8.0648,8.0617,8.0588,8.056,8.0534,8.0508,8.0488,8.0474,8.0388,8.0229,8.0075,7.9924,7.978,7.9641,7.9505,7.9396,7.9376,7.9358,7.9347,7.9338,7.933,7.9324,7.9318,7.9314,7.931,7.9308,7.9306,7.9305,7.9305,7.9306,7.9308,7.931,7.9313,7.9316,7.932,7.9325,7.933,7.9336,7.9342,7.928,7.9208,7.916,7.9115,7.9071,7.9029,7.8988,7.8949,7.8912,7.8875,7.884,7.8807,7.8775,7.8744,7.8714,7.8686,7.8659,7.8633,7.8608,7.8585,7.8562
xx,xx,xx,md,11.7396,11.7169,11.7101,11.7034,11.6968,11.6904,11.6841,11.649,11.6095,11.571,11.5335,11.4969,11.4677,11.4586,11.4696,11.4412,11.4167,11.3846,11.3533,11.3227,11.2928,11.2637,11.2506,11.2422,11.2343,11.2233,11.2081,11.1893,11.171,11.1532,11.1494,11.158,11.1665,11.1596,11.1525,11.1455,11.1386,11.1291,11.1049,11.0813,11.0581,11.0353,11.0177,11.0007,10.9745,10.9686,10.9628,10.9571,10.9516,10.9462,10.9456,10.9501,10.9438,10.9258,10.921,10.9146,10.9042,10.894,10.8841,10.8744,10.865,10.8558,10.8486,10.8475,10.8465,10.8375,10.8355,10.8334,10.8315,10.8295,10.8276,10.8257
xx,xx,xx,hi,15.5803,15.5348,15.4897,15.4432,15.391,15.3429,15.3086,15.275,15.2407,15.207,15.1739,15.1412,15.1091,15.0774,15.0463,15.0156,14.9854,14.9557,14.9185,14.8901,14.8622,14.8347,14.8077,14.7808,14.753,14.7256,14.6987,14.6723,14.6493,14.6367,14.6241,14.6118,14.5996,14.5876,14.5758,14.564,14.5475,14.5312,14.5152,14.4994,14.4839,14.4686,14.4535,14.4387,14.4241,14.4097,14.3955,14.3815,14.3678,14.3542,14.3409,14.3278,14.3149,14.3022,14.2896,14.2773,14.2652,14.2533,14.2415,14.2299,14.2186,14.2074,14.1963,14.1855,14.1748,14.1664,14.1586,14.151,14.1437,14.1366,14.1296,14.1229
xx,COVID,xx,lo,8.1626,8.1481,8.1341,8.1205,8.1074,8.0946,8.086,8.0821,8.0783,8.0747,8.0713,8.068,8.0648,8.0617,8.0588,8.0564,7.9891,7.8484,7.6903,7.7362,7.8074,7.8708,7.8891,7.9053,7.9182,7.9179,7.9173,7.9164,7.9189,7.9327,7.9449,7.9561,7.9669,7.9774,7.9874,7.998,8.008,8.0149,8.0168,8.0149,8.0113,8.0079,8.0047,8.0017,7.9989,7.9964,7.994,7.9918,7.9898,7.9879,7.9862,7.9842,7.9756,7.9671,7.9589,7.9508,7.9433,7.9385,7.9337,7.9292,7.9248,7.9206,7.9165,7.9126,7.9088,7.9051,7.9016,7.8983,7.895,7.8919,7.889,7.8861
xx,xx,xx,md,11.7396,11.7169,11.7101,11.7034,11.6968,11.6904,11.6841,11.649,11.6095,11.571,11.5335,11.4969,11.4677,11.4586,11.4696,11.4414,11.3198,11.0981,10.9264,10.9455,10.9904,11.002,11.012,11.0199,11.04,11.0314,11.044,11.07,11.0773,11.1047,11.1295,11.1467,11.1619,11.1676,11.1688,11.167,11.1652,11.1752,11.1652,11.1472,11.1305,11.1166,11.1037,11.0909,11.078,11.0653,11.0526,11.0401,11.0277,11.0155,11.0156,11.0161,10.9934,10.971,10.9575,10.9465,10.9358,10.9253,10.9179,10.9155,10.9131,10.9108,10.9086,10.9065,10.8921,10.8771,10.8673,10.8649,10.8626,10.8603,10.8579,10.8532
xx,xx,xx,hi,15.5803,15.5348,15.4897,15.4432,15.391,15.3429,15.3086,15.275,15.2407,15.207,15.1739,15.1412,15.1091,15.0774,15.0463,15.0161,14.827,14.5045,14.2728,14.2576,14.2754,14.315,14.3619,14.3847,14.3943,14.4021,14.4071,14.4104,14.4126,14.4308,14.4513,14.4704,14.4891,14.5073,14.5246,14.5352,14.5452,14.5509,14.5496,14.5422,14.5317,14.5203,14.5086,14.4964,14.4841,14.4715,14.4587,14.4459,14.433,14.4201,14.4073,14.3944,14.3816,14.3689,14.3563,14.3438,14.3314,14.3192,14.307,14.295,14.2832,14.2715,14.2599,14.2485,14.2373,14.2262,14.2152,14.2045,14.1938,14.186,14.1785,14.1713
IND,Baseline,xx,lo,16.4596,16.3532,16.2783,16.2128,16.1508,16.0661,15.9627,15.8535,15.7471,15.6435,15.5425,15.4578,15.3787,15.3016,15.2264,15.1458,15.0552,14.9666,14.8802,14.7838,14.6879,14.5939,14.5019,14.421,14.3548,14.295,14.2368,14.1802,14.1251,14.0715,14.0088,13.9535,13.9016,13.8509,13.8013,13.7528,13.7054,13.6594,13.6184,13.5784,13.5394,13.5014,13.4642,13.428,13.3926,13.3581,13.3245,13.2916,13.2549,13.2172,13.1824,13.1543,13.127,13.1004,13.0697,13.0397,13.0051,12.9699,12.9355,12.9017,12.8686,12.8362,12.8044,12.7733,12.7428,12.7129,12.6836,12.6549,12.6268,12.5992,12.5722,12.5435
xx,xx,xx,md,18.1234,18.0536,18.0183,17.9639,17.8864,17.8471,17.8011,17.7494,17.7076,17.6593,17.6211,17.5878,17.5552,17.5059,17.4522,17.3909,17.3475,17.3136,17.2709,17.2388,17.2012,17.1679,17.1257,17.08,17.0649,17.0444,17.0158,16.9881,16.9651,16.9442,16.9102,16.8859,16.8376,16.8177,16.7985,16.7798,16.7564,16.7199,16.7015,16.6835,16.651,16.6293,16.6088,16.5849,16.5574,16.5304,16.5039,16.4778,16.4523,16.4272,16.4026,16.3785,16.3548,16.3343,16.3088,16.2865,16.2708,16.2647,16.2449,16.2343,16.2185,16.2136,16.2052,16.1964,16.1879,16.1799,16.1722,16.1606,16.146,16.1317,16.1178,16.1088
xx,xx,xx,hi,20.026,19.9627,19.8926,19.8512,19.8191,19.7877,19.7568,19.7266,19.697,19.668,19.6408,19.6205,19.6007,19.566,19.529,19.5058,19.4807,19.456,19.4319,19.4082,19.3851,19.3624,19.3402,19.3184,19.2971,19.2762,19.2552,19.2334,19.2122,19.1914,19.1728,19.1694,19.1603,19.1516,19.1433,19.1352,19.1275,19.12,19.1129,19.1047,19.0926,19.089,19.0864,19.0839,19.0818,19.0798,19.0781,19.0767,19.0754,19.0744,19.0736,19.0731,19.0727,19.0726,19.0726,19.0729,19.0734,19.074,19.0749,19.076,19.0772,19.0787,19.0803,19.0821,19.0841,19.0862,19.0885,19.091,19.0937,19.0965,19.0995,19.1026
xx,COVID,xx,lo,16.4596,16.3532,16.2783,16.2128,16.1508,16.0661,15.9627,15.8535,15.7471,15.6435,15.5425,15.4578,15.3787,15.3016,15.227,15.1552,14.9443,14.6268,14.3379,14.2318,14.2439,14.2727,14.2763,14.2881,14.3122,14.3414,14.366,14.3691,14.375,14.3961,14.4185,14.433,14.44,14.4395,14.433,14.4215,14.4063,14.3834,14.3536,14.3165,14.2717,14.2215,14.1667,14.1102,14.0537,13.9977,13.9422,13.8873,13.8332,13.7799,13.7295,13.682,13.6353,13.5894,13.5444,13.5004,13.4596,13.4228,13.3868,13.3515,13.3169,13.2831,13.25,13.2176,13.1859,13.1483,13.1089,13.0702,13.0323,12.995,12.9584,12.9224
xx,xx,xx,md,18.1234,18.0536,18.0183,17.9639,17.8864,17.8471,17.8011,17.7494,17.7076,17.6593,17.6211,17.5878,17.5552,17.5059,17.453,17.4007,17.227,16.8545,16.5264,16.4452,16.5763,16.7039,16.8193,16.9678,17.0528,17.1539,17.2181,17.2858,17.3556,17.4668,17.5721,17.612,17.6671,17.7208,17.7622,17.7902,17.8093,17.8018,17.8048,17.7764,17.7313,17.7352,17.6937,17.646,17.5999,17.5376,17.4998,17.455,17.4056,17.3582,17.3223,17.2895,17.2673,17.2386,17.2133,17.1806,17.1461,17.1166,17.0888,17.0614,17.0345,17.008,16.9819,16.9562,16.9309,16.9061,16.8816,16.8575,16.8338,16.8105,16.7875,16.7647
xx,xx,xx,hi,20.026,19.9627,19.8926,19.8512,19.8191,19.7877,19.7568,19.7266,19.697,19.668,19.6408,19.6205,19.6007,19.566,19.53,19.5192,19.3031,18.7783,18.3865,18.3127,18.4967,18.7108,18.8844,19.0356,19.1959,19.3404,19.4637,19.5832,19.7078,19.8663,20.0222,20.1537,20.2633,20.3464,20.414,20.4707,20.5192,20.5541,20.5737,20.5762,20.5974,20.5739,20.5392,20.5017,20.4665,20.4338,20.4139,20.3968,20.3776,20.358,20.3393,20.3214,20.3043,20.2879,20.2721,20.2569,20.2423,20.2282,20.2146,20.2015,20.1888,20.1766,20.1647,20.1533,20.1422,20.1316,20.1207,20.1089,20.0976,20.0866,20.076,20.0658
IDN,Baseline,xx,lo,23.728,23.7002,23.6746,23.6499,23.6229,23.5846,23.5472,23.5107,23.4751,23.4404,23.4065,23.3735,23.3413,23.3099,23.2793,23.2494,23.2204,23.1921,23.1645,23.1378,23.112,23.0869,23.0626,23.0389,23.0096,22.9843,22.9768,22.9697,22.9581,22.9456,22.9339,22.9226,22.9119,22.9016,22.8918,22.8825,22.8736,22.8651,22.8571,22.8494,22.8469,22.8448,22.843,22.8415,22.8403,22.8394,22.8362,22.8265,22.8149,22.8037,22.7929,22.7815,22.7702,22.7594,22.7492,22.7398,22.7315,22.7238,22.7165,22.7098,22.7035,22.6977,22.6925,22.6877,22.6834,22.6795,22.6761,22.6732,22.6707,22.6687,22.6671,22.6659
xx,xx,xx,md,25.9222,25.8988,25.8635,25.8279,25.7895,25.749,25.7121,25.6749,25.6385,25.6031,25.5862,25.5713,25.5436,25.5157,25.4884,25.4619,25.436,25.404,25.3822,25.3607,25.336,25.3118,25.294,25.2725,25.2515,25.2434,25.2388,25.2258,25.1947,25.1675,25.1652,25.1633,25.1528,25.1358,25.1195,25.104,25.0974,25.0934,25.0812,25.0649,25.0495,25.0342,25.0241,25.0251,25.0118,24.9958,24.9946,24.9908,24.9837,24.9885,24.9853,24.9758,24.9668,24.9581,24.9537,24.9539,24.9346,24.9275,24.9209,24.9178,24.9169,24.9164,24.9163,24.9167,24.9162,24.9194,24.9225,24.9362,24.9546,24.9736,24.9889,24.9943
xx,xx,xx,hi,28.4505,28.4041,28.3585,28.3139,28.2699,28.2306,28.1999,28.17,28.1406,28.1118,28.0838,28.0565,28.0365,28.0201,28.004,27.9883,27.9732,27.9588,27.9449,27.9317,27.919,27.9068,27.8953,27.8843,27.868,27.8463,27.8161,27.7866,27.7578,27.729,27.7001,27.6719,27.6443,27.6174,27.6002,27.5868,27.5693,27.5522,27.5356,27.5195,27.5039,27.4888,27.4742,27.46,27.4463,27.4331,27.4203,27.408,27.3961,27.3846,27.3736,27.3629,27.3527,27.3438,27.339,27.3346,27.3304,27.3261,27.3223,27.3189,27.3159,27.315,27.3153,27.316,27.317,27.3184,27.32,27.3221,27.3244,27.3271,27.3365,27.3542
xx,COVID,xx,lo,23.728,23.7002,23.6746,23.6499,23.6229,23.5846,23.5472,23.5107,23.4751,23.4404,23.4065,23.3735,23.3413,23.3113,23.2977,23.3078,22.9535,22.4074,21.9566,22.2364,22.6368,23.0229,23.4477,23.8663,24.2555,24.7602,25.1946,25.5328,25.9179,26.2686,26.5921,26.9275,27.2629,27.5725,27.8846,28.1888,28.4888,28.7875,29.0871,29.3885,29.6759,29.973,30.2581,30.504,30.7103,30.8799,31.0162,31.1435,31.2108,31.2509,31.2703,31.2721,31.2589,31.2333,31.1973,31.1527,31.0633,30.961,30.8554,30.7511,30.6464,30.5405,30.4744,30.419,30.3618,30.303,30.2432,30.1826,30.1002,30.0135,29.9292,29.8294
xx,xx,xx,md,25.9222,25.8988,25.8635,25.8279,25.7895,25.749,25.7121,25.6749,25.6385,25.6031,25.5862,25.5713,25.5436,25.5171,25.5064,25.519,25.1249,24.4174,23.8976,24.2083,24.6613,25.1215,25.6728,26.1541,26.7241,27.2355,27.7769,28.3056,28.7522,29.2229,29.7019,30.2585,30.8571,31.353,31.8345,32.3322,32.8139,33.3236,33.7962,34.2409,34.7377,35.2772,35.7422,36.0976,36.3573,36.5393,36.6584,36.7147,36.6688,36.5999,36.5774,36.5317,36.4677,36.3564,36.2157,36.0683,35.8883,35.7037,35.5351,35.3663,35.1979,35.0276,34.9054,34.7392,34.5674,34.3865,34.2284,34.0973,33.9628,33.8334,33.7065,33.5819
xx,xx,xx,hi,28.4505,28.4041,28.3585,28.3139,28.2699,28.2306,28.1999,28.17,28.1406,28.1118,28.0838,28.0565,28.0365,28.0216,28.0237,28.0509,27.6673,26.9437,26.4764,26.7598,27.2676,27.7643,28.3049,28.8889,29.4875,30.0724,30.6394,31.1856,31.7071,32.2095,32.724,33.3607,33.9898,34.6088,35.2075,35.7824,36.3342,36.8767,37.4483,38.0963,38.7935,39.5355,40.1908,40.6284,40.9114,41.0736,41.1417,41.1304,41.052,40.9413,40.8074,40.6471,40.4671,40.2726,40.0678,39.856,39.6397,39.421,39.2012,38.9888,38.8035,38.6156,38.4418,38.2773,38.0926,37.8965,37.7034,37.5134,37.3246,37.1391,36.9569,36.778
