Region,ISO3,Scenario,xx,xx,2019,2020,2021,2022,2023,2024
xx,xx,xx,xx,hi,16.4286,16.1808,15.963,15.7822,15.642,15.4721
xx,xx,With COVID,xx,lo,11.8625,11.5859,12.4421,13.4127,13.0111,12.3333
xx,xx,xx,xx,md,13.8687,13.5531,14.6463,16.2434,15.7738,14.8365
xx,xx,xx,xx,hi,16.4286,15.8902,17.3479,21.1978,20.9119,19.6666
xx,SVK,Baseline,xx,lo,3.88,3.8255,3.7727,3.7252,3.682,3.642
xx,xx,xx,xx,md,4.4314,4.367,4.308,4.2657,4.2213,4.1748
xx,xx,xx,xx,hi,5.153,5.0822,5.0218,4.96,4.9137,4.8881
xx,xx,With COVID,xx,lo,3.88,3.7962,4.0644,4.3155,4.1673,3.9438
xx,xx,xx,xx,md,4.4314,4.3301,4.6954,5.1978,5.0045,4.707
xx,xx,xx,xx,hi,5.153,5.0702,5.6069,6.5649,6.5221,6.1599
xx,SVN,Baseline,xx,lo,4.5854,4.5152,4.4669,4.4307,4.3867,4.346
xx,xx,xx,xx,md,5.3241,5.2407,5.1737,5.1184,5.0672,5.0189
xx,xx,xx,xx,hi,6.278,6.1995,6.137,6.0621,5.9946,5.9324
xx,xx,With COVID,xx,lo,4.5854,4.4473,4.8104,5.1742,4.9965,4.7432
xx,xx,xx,xx,md,5.3241,5.1921,5.6377,6.2721,6.0726,5.7007
xx,xx,xx,xx,hi,6.278,6.1785,6.8072,7.9109,7.8779,7.483
xx,SWE,Baseline,xx,lo,4.5974,4.547,4.5076,4.4733,4.4011,4.3281
xx,xx,xx,xx,md,5.4084,5.3508,5.2848,5.2224,5.1694,5.1131
xx,xx,xx,xx,hi,6.3702,6.3113,6.3099,6.2984,6.2611,6.2036
xx,xx,With COVID,xx,lo,4.5974,4.5129,4.8546,5.1983,5.0835,4.8136
xx,xx,xx,xx,md,5.4084,5.2774,5.7001,6.3001,6.1328,5.8086
xx,xx,xx,xx,hi,6.3702,6.2473,7.1191,8.7958,8.5606,8.0001
xx,TJK,Baseline,xx,lo,63.8696,62.9585,62.183,61.4414,60.6255,59.8409
xx,xx,xx,xx,md,81.9952,81.0564,80.0928,79.0604,78.2152,77.9994
xx,xx,xx,xx,hi,101.8522,100.6762,99.8739,99.4858,99.6373,99.2911
xx,xx,With COVID,xx,lo,63.8697,62.1081,65.6016,70.6489,67.2215,63.6879
xx,xx,xx,xx,md,81.9952,80.1336,88.1401,98.2641,93.8929,88.1525
xx,xx,xx,xx,hi,101.8523,99.8536,110.2438,131.7006,132.9979,126.8098
