ISO3,Scenario,xx,xx,Jan 2019,Feb 2019,Mar 2019,Apr 2019,May 2019,Jun 2019,Jul 2019,Aug 2019,Sep 2019,Oct 2019,Nov 2019,Dec 2019,Jan 2020,Feb 2020,Mar 2020,Apr 2020,May 2020,Jun 2020,Jul 2020,Aug 2020,Sep 2020,Oct 2020,Nov 2020,Dec 2020,Jan 2021,Feb 2021,Mar 2021,Apr 2021,May 2021,Jun 2021,Jul 2021,Aug 2021,Sep 2021,Oct 2021,Nov 2021,Dec 2021,Jan 2022,Feb 2022,Mar 2022,Apr 2022,May 2022,Jun 2022,Jul 2022,Aug 2022,Sep 2022,Oct 2022,Nov 2022,Dec 2022,Jan 2023,Feb 2023,Mar 2023,Apr 2023,May 2023,Jun 2023,Jul 2023,Aug 2023,Sep 2023,Oct 2023,Nov 2023,Dec 2023,Jan 2024,Feb 2024,Mar 2024,Apr 2024,May 2024,Jun 2024,Jul 2024,Aug 2024,Sep 2024,Oct 2024,Nov 2024,Dec 2024
xx,COVID,xx,lo,0.17471,0.17453,0.17434,0.17416,0.17397,0.17379,0.1736,0.17342,0.17324,0.17308,0.17293,0.17277,0.17262,0.18228,0.21331,0.21368,0.21484,0.2106,0.2089,0.20896,0.21038,0.21634,0.22417,0.23574,0.24664,0.26022,0.26843,0.2721,0.27403,0.27891,0.28477,0.2928,0.30092,0.31342,0.32527,0.3407,0.35345,0.36975,0.3781,0.37255,0.32097,0.27128,0.23872,0.21878,0.20587,0.19724,0.1916,0.18768,0.18464,0.18206,0.18006,0.17845,0.17713,0.17601,0.17505,0.17439,0.17381,0.17329,0.17279,0.17233,0.17188,0.17146,0.17105,0.17066,0.17029,0.16992,0.16957,0.16923,0.1689,0.16858,0.1682,0.1678
xx,xx,xx,md,0.19285,0.19264,0.19243,0.19222,0.19201,0.19181,0.19163,0.19146,0.19129,0.19112,0.19094,0.19077,0.19059,0.20198,0.2423,0.23801,0.23809,0.23207,0.23081,0.2308,0.23246,0.23914,0.24763,0.26204,0.27507,0.29282,0.3017,0.30344,0.30481,0.31005,0.31657,0.32604,0.33676,0.35349,0.36952,0.38764,0.40296,0.42288,0.4339,0.42725,0.3659,0.31036,0.27474,0.25294,0.23821,0.22784,0.22094,0.21663,0.21317,0.21052,0.20876,0.20693,0.20516,0.20394,0.20242,0.20111,0.20031,0.19911,0.19822,0.19746,0.19653,0.19576,0.19491,0.19418,0.19358,0.19288,0.19225,0.19164,0.19099,0.19037,0.18976,0.18919
xx,xx,xx,hi,0.21606,0.21585,0.21565,0.21545,0.21525,0.21505,0.21485,0.21465,0.21445,0.21425,0.21405,0.21386,0.21366,0.22567,0.27132,0.26586,0.26549,0.26005,0.25847,0.25858,0.26041,0.26782,0.27722,0.29281,0.30746,0.32763,0.33675,0.33775,0.33893,0.34472,0.35158,0.36122,0.37318,0.39298,0.41084,0.43223,0.45039,0.47388,0.48659,0.47885,0.40775,0.35546,0.32185,0.29793,0.28048,0.2677,0.25823,0.25109,0.24533,0.24069,0.2371,0.23455,0.23244,0.23065,0.22885,0.22768,0.22641,0.22524,0.22385,0.22272,0.22172,0.22077,0.21986,0.21899,0.21816,0.21736,0.21658,0.21584,0.21517,0.21455,0.21394,0.21335
COL,Baseline,All,lo,0.23462,0.23469,0.23475,0.23482,0.23489,0.23495,0.23502,0.23509,0.23515,0.23522,0.23526,0.23531,0.23536,0.23541,0.23546,0.23551,0.23555,0.2356,0.23565,0.23569,0.23574,0.23579,0.23584,0.23588,0.23593,0.23598,0.23602,0.23607,0.23612,0.23616,0.23621,0.23626,0.23631,0.23637,0.23642,0.23647,0.23653,0.23658,0.23663,0.23669,0.23674,0.2368,0.23685,0.23691,0.23693,0.23691,0.23688,0.23686,0.23684,0.23681,0.23679,0.23677,0.23674,0.23672,0.2367,0.23667,0.23665,0.23663,0.23659,0.23655,0.23651,0.23646,0.23642,0.23638,0.23634,0.23629,0.23625,0.23621,0.23617,0.23613,0.23609,0.23605
xx,xx,xx,md,0.26629,0.26629,0.2663,0.26642,0.26646,0.26648,0.26656,0.26663,0.2667,0.26683,0.26691,0.26693,0.267,0.26707,0.26715,0.26722,0.26729,0.26736,0.26739,0.26733,0.26722,0.26711,0.267,0.2669,0.26681,0.26687,0.267,0.26681,0.2669,0.267,0.2671,0.26721,0.26731,0.26741,0.26751,0.26761,0.26764,0.26754,0.26744,0.26747,0.26763,0.26778,0.26794,0.26806,0.26808,0.26809,0.2681,0.26812,0.26829,0.26846,0.26864,0.26872,0.26869,0.26866,0.26863,0.2686,0.26857,0.26859,0.26865,0.26872,0.26876,0.26866,0.26857,0.26863,0.26874,0.26886,0.26894,0.26905,0.26903,0.26916,0.26935,0.26954
xx,xx,xx,hi,0.29397,0.29406,0.29416,0.29425,0.29435,0.29444,0.29453,0.29462,0.29471,0.2948,0.29489,0.29498,0.29507,0.29515,0.29524,0.29533,0.29541,0.2955,0.29558,0.29567,0.29575,0.29583,0.29591,0.29598,0.29604,0.29611,0.29617,0.29623,0.29629,0.29641,0.29653,0.29664,0.29676,0.29688,0.297,0.29711,0.29723,0.29735,0.29747,0.29759,0.29772,0.29784,0.29796,0.29808,0.29821,0.29833,0.29847,0.2986,0.29878,0.29898,0.29919,0.29939,0.2996,0.29981,0.30001,0.30019,0.30033,0.30048,0.30062,0.30076,0.3009,0.30104,0.30118,0.30133,0.30147,0.30161,0.30176,0.3019,0.30205,0.30219,0.30234,0.30249
xx,xx,HIV +ve,lo,0.059658,0.059692,0.059726,0.05976,0.059795,0.059829,0.059863,0.059897,0.059931,0.059965,0.059998,0.060032,0.060067,0.060101,0.060137,0.060173,0.060209,0.060246,0.060283,0.06032,0.060357,0.060394,0.060431,0.060468,0.060506,0.060522,0.060528,0.060534,0.060541,0.060548,0.060555,0.060562,0.060569,0.06051,0.060421,0.060334,0.060255,0.060176,0.060098,0.060087,0.060106,0.060125,0.060145,0.060109,0.060062,0.060015,0.059968,0.059927,0.059889,0.059851,0.059813,0.059776,0.059739,0.059703,0.059667,0.059631,0.059596,0.059561,0.059527,0.059493,0.05946,0.059427,0.059395,0.059363,0.059331,0.0593,0.05927,0.05924,0.05921,0.059181,0.059112,0.059031
xx,xx,xx,md,0.083571,0.083572,0.083613,0.083653,0.083693,0.083733,0.083773,0.083813,0.083852,0.083862,0.083898,0.083952,0.084007,0.084048,0.084087,0.084126,0.084165,0.084203,0.084242,0.084281,0.084246,0.084192,0.084137,0.084092,0.084138,0.084185,0.084232,0.08428,0.084329,0.084418,0.084583,0.084748,0.084788,0.084828,0.084868,0.084908,0.084948,0.084989,0.085029,0.08507,0.085111,0.085153,0.085194,0.08532,0.08545,0.085502,0.085461,0.085421,0.08547,0.085536,0.085602,0.085669,0.085737,0.085806,0.085875,0.085946,0.086062,0.086186,0.08631,0.086349,0.086334,0.086386,0.086463,0.08654,0.086618,0.086697,0.086777,0.086858,0.086939,0.086972,0.086982,0.087029
xx,xx,xx,hi,0.11674,0.11674,0.11675,0.11675,0.11675,0.11675,0.11675,0.11676,0.11676,0.11676,0.11676,0.11675,0.1167,0.11666,0.11662,0.11658,0.11653,0.11649,0.11645,0.11642,0.11643,0.11644,0.11645,0.11646,0.11647,0.11648,0.11649,0.1165,0.11651,0.11652,0.11653,0.11654,0.11654,0.11655,0.11656,0.11657,0.11658,0.11659,0.1166,0.11661,0.11662,0.11663,0.11664,0.11665,0.11666,0.11667,0.11668,0.11669,0.1167,0.11671,0.11672,0.11673,0.11674,0.11676,0.11678,0.11681,0.11684,0.11687,0.11689,0.11692,0.11695,0.11698,0.11701,0.11704,0.11706,0.11715,0.11727,0.11738,0.11749,0.11761,0.11772,0.11783
xx,COVID,All,lo,0.23462,0.23469,0.23475,0.23482,0.23489,0.23495,0.23502,0.23509,0.23515,0.23522,0.23526,0.23531,0.23536,0.23541,0.23546,0.23947,0.25166,0.25815,0.2668,0.27403,0.28085,0.28252,0.28862,0.29688,0.30997,0.32682,0.33187,0.3373,0.34575,0.35414,0.36715,0.37117,0.37576,0.37373,0.38185,0.38752,0.40019,0.40754,0.41064,0.40468,0.38767,0.37339,0.35997,0.35013,0.34231,0.33549,0.32862,0.32337,0.31892,0.31497,0.31143,0.30821,0.30519,0.3024,0.29983,0.29745,0.29523,0.29317,0.29126,0.28946,0.28778,0.28619,0.28468,0.28326,0.28192,0.28064,0.27942,0.27826,0.27716,0.2761,0.2751,0.27413
xx,xx,xx,md,0.26629,0.26629,0.2663,0.26642,0.26646,0.26648,0.26656,0.26663,0.2667,0.26683,0.26691,0.26693,0.267,0.26707,0.26714,0.27075,0.28504,0.2923,0.30402,0.31458,0.32539,0.32768,0.33527,0.34551,0.36255,0.38355,0.38888,0.39637,0.40769,0.41808,0.43306,0.43734,0.44224,0.4386,0.44822,0.45449,0.47175,0.48148,0.48559,0.47703,0.45934,0.44187,0.42735,0.41677,0.40668,0.39826,0.3911,0.38573,0.38078,0.3766,0.3728,0.36929,0.36607,0.3631,0.36017,0.3578,0.35517,0.35248,0.34995,0.34777,0.34604,0.34438,0.3428,0.34137,0.34019,0.33874,0.33765,0.33659,0.33558,0.33441,0.33327,0.33216
xx,xx,xx,hi,0.29397,0.29406,0.29416,0.29425,0.29435,0.29444,0.29453,0.29462,0.29471,0.2948,0.29489,0.29498,0.29507,0.29515,0.29524,0.29931,0.31812,0.32649,0.33922,0.3508,0.3634,0.36645,0.37662,0.39135,0.413,0.44083,0.44803,0.45802,0.47443,0.48867,0.50939,0.51405,0.51977,0.51506,0.52707,0.53501,0.55815,0.57086,0.57578,0.56485,0.54095,0.51934,0.50205,0.48806,0.47716,0.46836,0.46078,0.4542,0.44843,0.44333,0.43878,0.43469,0.431,0.42764,0.42456,0.42171,0.41908,0.41661,0.4143,0.41212,0.41005,0.40808,0.4062,0.4044,0.40279,0.40139,0.40003,0.3987,0.39742,0.39617,0.39497,0.39363
xx,xx,HIV +ve,lo,0.059658,0.059692,0.059726,0.05976,0.059795,0.059829,0.059863,0.059897,0.059931,0.059965,0.059998,0.060032,0.060066,0.060101,0.060137,0.061196,0.064011,0.065274,0.067319,0.069255,0.071571,0.07229,0.074345,0.077044,0.080776,0.085346,0.086845,0.088473,0.090698,0.092744,0.09522,0.095515,0.096034,0.095146,0.096719,0.09774,0.10086,0.10244,0.10296,0.10111,0.097504,0.093989,0.090528,0.087817,0.085615,0.083763,0.08216,0.080741,0.079463,0.078299,0.077228,0.076237,0.075327,0.074488,0.073703,0.072964,0.072269,0.071613,0.070992,0.070404,0.069846,0.069314,0.068808,0.068422,0.068069,0.067733,0.067414,0.067109,0.066817,0.066538,0.066271,0.066014
xx,xx,xx,md,0.083571,0.083572,0.083613,0.083653,0.083693,0.083733,0.083773,0.083813,0.083852,0.083862,0.083898,0.083952,0.084007,0.084048,0.084087,0.085035,0.089385,0.090783,0.093075,0.095323,0.098291,0.099242,0.10232,0.10733,0.11387,0.12079,0.12357,0.12666,0.13134,0.13526,0.14071,0.14276,0.14553,0.14532,0.14913,0.15164,0.15718,0.1611,0.16285,0.16003,0.15404,0.14913,0.14474,0.14114,0.13754,0.13452,0.13187,0.12957,0.12728,0.12525,0.12329,0.12176,0.1202,0.11876,0.11744,0.11629,0.11531,0.11438,0.11349,0.11268,0.11193,0.11126,0.11072,0.11021,0.10973,0.10927,0.10884,0.10843,0.10805,0.10768,0.10733,0.107
xx,xx,xx,hi,0.11674,0.11674,0.11675,0.11675,0.11675,0.11675,0.11675,0.11676,0.11676,0.11676,0.11676,0.11675,0.1167,0.11666,0.11662,0.11776,0.12362,0.12609,0.1292,0.13148,0.13593,0.13834,0.14227,0.14742,0.15487,0.16569,0.16985,0.17498,0.18215,0.18864,0.19741,0.20106,0.20493,0.20483,0.21032,0.2142,0.22337,0.22869,0.23156,0.22826,0.21955,0.21138,0.20452,0.19857,0.19332,0.18866,0.18475,0.18124,0.17806,0.17517,0.17255,0.17021,0.16817,0.16628,0.16452,0.16288,0.16136,0.15993,0.15863,0.1575,0.15646,0.15549,0.15459,0.15375,0.15297,0.15227,0.15166,0.15109,0.15055,0.15004,0.14955,0.14908
ETH,Baseline,xx,lo,1.1736,1.1702,1.1669,1.1639,1.1609,1.158,1.1551,1.1542,1.1542,1.1547,1.1551,1.1555,1.1559,1.1563,1.155,1.153,1.1511,1.1492,1.1473,1.1465,1.146,1.1454,1.1436,1.1419,1.1403,1.1388,1.1373,1.1359,1.1345,1.1332,1.1319,1.1306,1.1279,1.1248,1.1218,1.1188,1.1159,1.113,1.1102,1.1074,1.1047,1.1021,1.0995,1.0969,1.0946,1.0924,1.0903,1.0882,1.0862,1.0842,1.0822,1.0803,1.0784,1.0766,1.0748,1.0731,1.0714,1.0697,1.0681,1.0666,1.065,1.0635,1.0621,1.0606,1.0592,1.0578,1.0565,1.0552,1.0542,1.0531,1.0521,1.0511
xx,xx,xx,md,1.8216,1.8192,1.8168,1.8131,1.8088,1.8046,1.8004,1.7963,1.7923,1.7883,1.7844,1.7806,1.7768,1.7729,1.7695,1.766,1.7628,1.7601,1.7574,1.7544,1.7505,1.7467,1.7429,1.7396,1.7365,1.7335,1.7306,1.7277,1.7248,1.7216,1.7181,1.7147,1.7114,1.7082,1.7051,1.7025,1.6994,1.6964,1.6935,1.6906,1.6878,1.685,1.6838,1.6841,1.6808,1.6776,1.6745,1.6714,1.6683,1.666,1.6638,1.6618,1.6597,1.6578,1.6558,1.654,1.6521,1.6515,1.6515,1.6514,1.6514,1.6514,1.6517,1.6521,1.6515,1.6515,1.6516,1.6517,1.6518,1.6519,1.652,1.6521
xx,xx,xx,hi,2.5056,2.4968,2.4882,2.4798,2.4715,2.4634,2.4554,2.4476,2.4399,2.4344,2.4296,2.4246,2.4201,2.4168,2.4136,2.4105,2.4074,2.4043,2.4013,2.3983,2.3954,2.3925,2.3897,2.3869,2.3842,2.3814,2.3788,2.3761,2.3736,2.371,2.3685,2.366,2.3636,2.3612,2.3588,2.3565,2.3542,2.352,2.3498,2.3476,2.3455,2.3434,2.3413,2.3393,2.3373,2.3353,2.3334,2.3315,2.3296,2.3278,2.3259,2.3242,2.3224,2.3207,2.319,2.3174,2.3157,2.3141,2.3126,2.311,2.3095,2.308,2.3066,2.3051,2.3037,2.3024,2.301,2.2997,2.2984,2.2971,2.2958,2.2946
xx,COVID,xx,lo,1.1736,1.1702,1.1669,1.1639,1.1609,1.158,1.1551,1.1542,1.1542,1.1547,1.1551,1.1555,1.1559,1.1563,1.155,1.1571,1.1742,1.1927,1.2046,1.2043,1.2024,1.2003,1.1951,1.1902,1.1871,1.1872,1.1883,1.1889,1.1861,1.1826,1.1804,1.1806,1.1798,1.1789,1.1779,1.1769,1.1721,1.1535,1.1342,1.1198,1.1151,1.1122,1.1094,1.1066,1.1039,1.1013,1.0987,1.0963,1.0939,1.0915,1.0893,1.0871,1.0849,1.0828,1.0808,1.0788,1.0769,1.0751,1.0733,1.0716,1.0699,1.0682,1.0666,1.065,1.0635,1.062,1.0605,1.0591,1.0577,1.0563,1.055,1.0538
xx,xx,xx,md,1.8216,1.8192,1.8168,1.8131,1.8088,1.8046,1.8004,1.7963,1.7923,1.7883,1.7844,1.7806,1.7768,1.7729,1.7695,1.7714,1.7902,1.803,1.8117,1.809,1.8046,1.8001,1.7938,1.7872,1.7812,1.7781,1.7759,1.7735,1.7692,1.7647,1.7621,1.7609,1.7612,1.7616,1.7619,1.7622,1.7591,1.7429,1.7254,1.7118,1.7069,1.7034,1.6995,1.6971,1.696,1.6926,1.6887,1.6853,1.6828,1.6803,1.6778,1.6754,1.673,1.6707,1.6684,1.6663,1.6641,1.6621,1.6601,1.6592,1.659,1.6588,1.6588,1.6587,1.6584,1.6584,1.6583,1.6583,1.6582,1.6582,1.6582,1.6583
xx,xx,xx,hi,2.5056,2.4968,2.4882,2.4798,2.4715,2.4634,2.4554,2.4476,2.4399,2.4344,2.4296,2.4246,2.4201,2.4168,2.4136,2.4168,2.4429,2.4678,2.4816,2.4783,2.4729,2.4676,2.4579,2.4487,2.4421,2.4401,2.4396,2.4386,2.4346,2.4306,2.4281,2.4296,2.4319,2.4341,2.4362,2.4382,2.435,2.4121,2.3876,2.3692,2.3638,2.3614,2.3589,2.3565,2.354,2.3515,2.3491,2.3468,2.3445,2.3422,2.34,2.3378,2.3357,2.3337,2.3317,2.3297,2.3278,2.326,2.3242,2.3224,2.3207,2.319,2.3173,2.3157,2.3141,2.3126,2.3111,2.3096,2.3082,2.3068,2.3054,2.304
IND,Baseline,xx,lo,2.4939,2.4858,2.4783,2.4717,2.4617,2.4481,2.4366,2.4315,2.4234,2.4121,2.4028,2.3921,2.3817,2.3716,2.3626,2.3524,2.34,2.3249,2.3138,2.3038,2.294,2.2844,2.2751,2.2664,2.2579,2.2496,2.2415,2.2336,2.2259,2.217,2.2082,2.1979,2.1875,2.1777,2.1682,2.1603,2.151,2.1389,2.1287,2.1198,2.1113,2.1031,2.0951,2.0873,2.0802,2.0733,2.0676,2.0622,2.0569,2.0517,2.0467,2.0417,2.0368,2.032,2.0274,2.0205,2.0137,2.007,2.0005,1.9941,1.9878,1.9817,1.9758,1.9699,1.9648,1.9601,1.9557,1.9513,1.9471,1.9429,1.9389,1.935
xx,xx,xx,md,2.7638,2.7548,2.747,2.7359,2.7249,2.7187,2.7105,2.696,2.6825,2.6686,2.6596,2.6485,2.6405,2.631,2.6208,2.6102,2.6029,2.5972,2.5918,2.5857,2.5823,2.5757,2.5699,2.5632,2.5568,2.5508,2.5424,2.5312,2.5282,2.5206,2.5187,2.5112,2.5044,2.4973,2.4903,2.4879,2.4851,2.4819,2.4777,2.469,2.4667,2.4619,2.4566,2.4513,2.4471,2.444,2.4413,2.4386,2.4357,2.4329,2.4303,2.4262,2.4217,2.4174,2.4149,2.4118,2.4093,2.4068,2.4041,2.4019,2.3996,2.3973,2.395,2.393,2.3907,2.3886,2.3872,2.3845,2.3817,2.379,2.377,2.375
xx,xx,xx,hi,3.0918,3.0784,3.0648,3.0417,3.0295,3.0266,3.0235,3.0153,3.006,2.9969,2.988,2.9793,2.9706,2.9619,2.9534,2.9449,2.9363,2.9309,2.9234,2.9161,2.909,2.902,2.8983,2.8965,2.8923,2.8877,2.8833,2.879,2.8748,2.8708,2.8669,2.8631,2.8594,2.8566,2.854,2.8517,2.8508,2.8511,2.8515,2.8519,2.8524,2.853,2.8537,2.8544,2.8552,2.856,2.8569,2.8579,2.8581,2.8569,2.8557,2.8534,2.851,2.8486,2.8463,2.8441,2.8407,2.8374,2.8342,2.8311,2.8281,2.8283,2.8287,2.8291,2.8296,2.8301,2.8306,2.8308,2.8305,2.8303,2.8302,2.8301
xx,COVID,xx,lo,2.4939,2.4858,2.4783,2.4717,2.4617,2.4481,2.4366,2.4315,2.4234,2.4121,2.4028,2.3921,2.3817,2.3716,2.3802,2.479,2.573,2.5843,2.64,2.6481,2.6845,2.696,2.7107,2.7,2.6857,2.6535,2.6161,2.5801,2.6507,2.7289,2.6841,2.6465,2.5891,2.5578,2.524,2.5079,2.4905,2.4489,2.4052,2.3581,2.313,2.277,2.249,2.2327,2.2194,2.2067,2.195,2.1841,2.1735,2.1632,2.1533,2.1458,2.1387,2.1319,2.1253,2.1194,2.1135,2.1078,2.1022,2.0967,2.0914,2.0861,2.0792,2.0712,2.0632,2.0555,2.0479,2.0405,2.0332,2.0261,2.0191,2.0122
xx,xx,xx,md,2.7638,2.7548,2.747,2.7359,2.7249,2.7187,2.7105,2.696,2.6825,2.6686,2.6596,2.6485,2.6405,2.631,2.6407,2.7384,2.87,2.8825,2.9517,2.9627,3.0087,3.0254,3.0522,3.0427,3.0282,2.9928,2.9487,2.9214,3.0144,3.1087,3.0664,3.0374,2.9908,2.9693,2.9352,2.9252,2.9005,2.8665,2.8222,2.7659,2.7007,2.6543,2.6269,2.619,2.6139,2.6088,2.604,2.5965,2.5901,2.5836,2.5771,2.5709,2.5677,2.5626,2.5585,2.5544,2.5494,2.545,2.538,2.5333,2.5279,2.5247,2.5201,2.5163,2.5125,2.5089,2.5053,2.5017,2.4985,2.4958,2.4932,2.4907
xx,xx,xx,hi,3.0918,3.0784,3.0648,3.0417,3.0295,3.0266,3.0235,3.0153,3.006,2.9969,2.988,2.9793,2.9706,2.9619,2.9691,3.0535,3.2048,3.2267,3.299,3.3123,3.3626,3.385,3.4178,3.4182,3.4144,3.3873,3.3448,3.3203,3.4308,3.5327,3.4982,3.4791,3.4368,3.4197,3.3935,3.3873,3.3652,3.3258,3.2798,3.2285,3.1656,3.1161,3.0825,3.0722,3.0666,3.0607,3.0527,3.0449,3.0377,3.0337,3.0303,3.0269,3.0243,3.0217,3.0192,3.0166,3.0141,3.0117,3.0093,3.0069,3.0046,3.0015,2.9982,2.995,2.9919,2.9889,2.9861,2.9838,2.9816,2.9795,2.9774,2.9755
IDN,Baseline,xx,lo,2.7542,2.7489,2.743,2.7373,2.7317,2.7262,2.7209,2.7162,2.7131,2.7102,2.7073,2.7045,2.7018,2.6992,2.6988,2.6985,2.6983,2.6982,2.6961,2.6927,2.6895,2.6864,2.6833,2.6794,2.6754,2.6716,2.6678,2.6647,2.6614,2.6582,2.6551,2.6521,2.6492,2.6463,2.6435,2.6406,2.6371,2.6338,2.6305,2.6273,2.6243,2.6214,2.6185,2.6147,2.6109,2.6073,2.6037,2.6002,2.5967,2.5934,2.5901,2.5869,2.5838,2.5807,2.5777,2.5748,2.572,2.5692,2.5665,2.5638,2.5612,2.5587,2.5562,2.5538,2.5516,2.5498,2.548,2.5463,2.5447,2.5431,2.5416,2.5401
xx,xx,xx,md,3.0009,2.9941,2.987,2.9803,2.9736,2.9705,2.9679,2.9654,2.9631,2.9583,2.9528,2.9474,2.9446,2.9383,2.9319,2.927,2.9234,2.9174,2.9128,2.9083,2.9039,2.8993,2.8946,2.8902,2.8876,2.8853,2.8832,2.8811,2.8762,2.8742,2.8697,2.8654,2.8611,2.8572,2.8575,2.8551,2.853,2.8519,2.8483,2.8473,2.8465,2.8456,2.844,2.8397,2.8373,2.837,2.8351,2.8329,2.8303,2.8289,2.8269,2.8254,2.8255,2.825,2.8241,2.8233,2.8215,2.8192,2.8174,2.8171,2.8169,2.8154,2.8146,2.8147,2.815,2.8138,2.814,2.8139,2.8121,2.812,2.8131,2.8139
xx,xx,xx,hi,3.194,3.1848,3.1745,3.1645,3.1569,3.1496,3.1425,3.1356,3.1292,3.1236,3.1181,3.1129,3.1082,3.1047,3.1009,3.0968,3.0928,3.0887,3.0847,3.0815,3.0792,3.0771,3.0751,3.0726,3.07,3.0666,3.0646,3.0624,3.0614,3.0594,3.0574,3.0555,3.0536,3.0522,3.0511,3.05,3.0489,3.0482,3.0478,3.0473,3.047,3.0467,3.0451,3.0431,3.0413,3.0394,3.0377,3.0358,3.0341,3.0324,3.0327,3.0332,3.0336,3.0342,3.0348,3.0354,3.036,3.0366,3.0374,3.0381,3.0389,3.0398,3.0407,3.0416,3.0433,3.0449,3.0467,3.0483,3.0493,3.0504,3.0515,3.0526
xx,COVID,xx,lo,2.7542,2.7489,2.743,2.7373,2.7317,2.7262,2.7209,2.7162,2.7131,2.7102,2.7073,2.7045,2.7018,2.7095,2.7509,2.7992,2.9108,3.0142,3.0776,3.1904,3.2524,3.3547,3.4471,3.5606,3.6382,3.7074,3.7325,3.7761,3.8043,3.881,3.9529,4.0353,4.0687,4.107,4.1315,4.1712,4.1949,4.2502,4.297,4.378,4.4557,4.5298,4.4637,4.3694,4.2854,4.2117,4.1346,4.0606,3.9957,3.9388,3.8918,3.8519,3.816,3.7837,3.7544,3.7277,3.7033,3.6809,3.6601,3.6409,3.6229,3.606,3.5901,3.575,3.5606,3.5469,3.5337,3.5211,3.5088,3.497,3.4818,3.466
xx,xx,xx,md,3.0009,2.9941,2.987,2.9803,2.9736,2.9705,2.9679,2.9654,2.9631,2.9583,2.9528,2.9474,2.9446,2.9478,2.9794,3.0311,3.1857,3.3302,3.4048,3.534,3.6319,3.7788,3.8979,4.067,4.1723,4.2632,4.2864,4.348,4.3799,4.4823,4.5817,4.725,4.7983,4.8796,4.9085,4.9669,4.9924,5.0804,5.16,5.3055,5.449,5.5698,5.4322,5.2551,5.1015,4.9734,4.865,4.773,4.6869,4.6223,4.5588,4.5003,4.4487,4.4027,4.3632,4.3293,4.2936,4.2602,4.2287,4.2007,4.1763,4.152,4.1263,4.1038,4.0796,4.0613,4.04,4.0205,3.9971,3.9754,3.9558,3.9393
xx,xx,xx,hi,3.194,3.1848,3.1745,3.1645,3.1569,3.1496,3.1425,3.1356,3.1292,3.1236,3.1181,3.1129,3.1082,3.1155,3.1577,3.2156,3.3843,3.5479,3.6338,3.7916,3.9043,4.0848,4.2411,4.4552,4.5812,4.6882,4.7133,4.7912,4.8268,4.9553,5.078,5.2633,5.35,5.4488,5.4784,5.5512,5.5821,5.7009,5.8059,6.0029,6.1742,6.3395,6.1297,5.8756,5.6727,5.5063,5.3676,5.2559,5.1605,5.0781,5.0072,4.9455,4.8901,4.8391,4.7922,4.7483,4.7071,4.6684,4.632,4.5974,4.5645,4.5329,4.5026,4.4734,4.4451,4.4177,4.3911,4.3652,4.34,4.3155,4.2916,4.2682
KAZ,Baseline,xx,lo,0.27493,0.27418,0.2734,0.27263,0.27187,0.27114,0.27042,0.2698,0.26923,0.26867,0.26812,0.26758,0.26706,0.26655,0.26605,0.26557,0.26509,0.26463,0.26417,0.26367,0.26311,0.26256,0.26202,0.26149,0.26097,0.26047,0.25997,0.25945,0.25885,0.25828,0.25772,0.25734,0.25698,0.25662,0.25627,0.25592,0.25551,0.25511,0.25472,0.25434,0.25396,0.25359,0.25323,0.25287,0.25252,0.25218,0.25184,0.25151,0.25118,0.25086,0.25054,0.25023,0.24993,0.24963,0.24933,0.24904,0.24876,0.24848,0.2482,0.24793,0.24766,0.24739,0.24713,0.24688,0.24663,0.24638,0.24613,0.24589,0.24565,0.24542,0.24518,0.24496
xx,xx,xx,md,0.30046,0.29968,0.29905,0.29808,0.29736,0.29655,0.29582,0.2951,0.29441,0.2939,0.29356,0.29315,0.29247,0.29198,0.29151,0.29083,0.29013,0.28947,0.28884,0.28833,0.28779,0.2875,0.2871,0.2867,0.28631,0.28575,0.28517,0.28471,0.28429,0.28401,0.28334,0.28267,0.28214,0.28182,0.28133,0.28058,0.28001,0.27955,0.27931,0.27906,0.27882,0.27858,0.27834,0.2781,0.27787,0.27761,0.27715,0.27671,0.27627,0.27584,0.27552,0.27511,0.27471,0.27431,0.27395,0.27366,0.27338,0.2731,0.27282,0.27254,0.27227,0.27198,0.27165,0.27136,0.2711,0.27075,0.27041,0.27009,0.26979,0.26949,0.26919,0.26888
xx,xx,xx,hi,0.32505,0.32436,0.32366,0.32274,0.32192,0.32101,0.32011,0.31924,0.31838,0.31755,0.31672,0.31592,0.31532,0.31473,0.31416,0.31366,0.31319,0.31272,0.31226,0.31181,0.31136,0.31093,0.31049,0.31007,0.30965,0.30924,0.30883,0.30843,0.30803,0.30764,0.30725,0.30687,0.3065,0.30613,0.30576,0.3054,0.30504,0.30468,0.30433,0.30398,0.30364,0.3033,0.30296,0.30262,0.30224,0.30187,0.30149,0.30113,0.30076,0.30041,0.30005,0.2997,0.29936,0.29902,0.29868,0.29834,0.29801,0.29768,0.29736,0.29703,0.29672,0.2964,0.29609,0.29578,0.29548,0.29517,0.29487,0.29458,0.29428,0.29399,0.29375,0.29352
