Region,ISO3,Scenario,xx,xx,Jan 2019,Feb 2019,Mar 2019,Apr 2019,May 2019,Jun 2019,Jul 2019,Aug 2019,Sep 2019,Oct 2019,Nov 2019,Dec 2019,Jan 2020,Feb 2020,Mar 2020,Apr 2020,May 2020,Jun 2020,Jul 2020,Aug 2020,Sep 2020,Oct 2020,Nov 2020,Dec 2020,Jan 2021,Feb 2021,Mar 2021,Apr 2021,May 2021,Jun 2021,Jul 2021,Aug 2021,Sep 2021,Oct 2021,Nov 2021,Dec 2021,Jan 2022,Feb 2022,Mar 2022,Apr 2022,May 2022,Jun 2022,Jul 2022,Aug 2022,Sep 2022,Oct 2022,Nov 2022,Dec 2022,Jan 2023,Feb 2023,Mar 2023,Apr 2023,May 2023,Jun 2023,Jul 2023,Aug 2023,Sep 2023,Oct 2023,Nov 2023,Dec 2023,Jan 2024,Feb 2024,Mar 2024,Apr 2024,May 2024,Jun 2024,Jul 2024,Aug 2024,Sep 2024,Oct 2024,Nov 2024,Dec 2024
xx,xx,xx,xx,hi,0.044176,0.044171,0.044166,0.044162,0.044157,0.044152,0.044148,0.044143,0.044139,0.044135,0.04413,0.044126,0.044122,0.044117,0.044113,0.044109,0.044105,0.044101,0.044097,0.044093,0.044089,0.044085,0.044081,0.044077,0.044073,0.04407,0.044066,0.044062,0.044058,0.044054,0.04405,0.044046,0.044042,0.044038,0.044034,0.04403,0.044027,0.044023,0.044019,0.044015,0.044011,0.044007,0.044004,0.044,0.043996,0.043993,0.043989,0.043985,0.043982,0.043978,0.043974,0.043971,0.043967,0.043949,0.04393,0.043912,0.043893,0.043875,0.043857,0.043839,0.04382,0.043801,0.043781,0.043762,0.043743,0.043724,0.043705,0.043686,0.043667,0.043648,0.043631,0.043626
xx,xx,With COVID,xx,lo,0.03475,0.03475,0.03475,0.034736,0.034716,0.034682,0.034649,0.034616,0.034584,0.034537,0.034483,0.03443,0.034378,0.034327,0.034277,0.034604,0.036504,0.038449,0.039875,0.040774,0.04148,0.042066,0.042385,0.042659,0.043012,0.043617,0.044189,0.044729,0.045505,0.046302,0.046974,0.047246,0.047434,0.047723,0.048526,0.049378,0.050212,0.050854,0.051336,0.051569,0.050231,0.047331,0.045105,0.043452,0.042131,0.040989,0.040022,0.039232,0.038582,0.038041,0.037587,0.037202,0.036872,0.036586,0.036343,0.036165,0.036023,0.035894,0.035774,0.035625,0.035485,0.035381,0.035283,0.03519,0.035102,0.035018,0.034937,0.034849,0.034752,0.034662,0.034575,0.034491
xx,xx,xx,xx,md,0.03897,0.038946,0.038922,0.038897,0.038829,0.038767,0.038736,0.038706,0.038672,0.038613,0.038556,0.038556,0.038556,0.038531,0.038502,0.038934,0.041611,0.044295,0.046314,0.047365,0.048251,0.049097,0.049677,0.050036,0.0504,0.051142,0.051876,0.052589,0.053921,0.05527,0.056146,0.056072,0.055971,0.056236,0.057516,0.058807,0.059978,0.060992,0.061762,0.061711,0.058501,0.055517,0.053185,0.051484,0.050031,0.04889,0.047917,0.047096,0.046371,0.045795,0.045281,0.044837,0.044444,0.044088,0.043791,0.043467,0.043216,0.042961,0.042707,0.042475,0.042266,0.042133,0.042005,0.041853,0.041697,0.041547,0.041406,0.041271,0.041142,0.041019,0.040899,0.040756
xx,xx,xx,xx,hi,0.044176,0.044171,0.044166,0.044162,0.044157,0.044152,0.044148,0.044143,0.044139,0.044135,0.04413,0.044126,0.044122,0.044117,0.044113,0.044798,0.048296,0.051578,0.053903,0.05529,0.056458,0.057502,0.0582,0.058832,0.059567,0.060635,0.061744,0.062956,0.064684,0.066456,0.067739,0.067756,0.067595,0.067878,0.069658,0.071819,0.073817,0.075424,0.076892,0.077027,0.072576,0.0687,0.066182,0.06436,0.062828,0.061361,0.060077,0.058998,0.058076,0.057275,0.05657,0.05594,0.055435,0.054982,0.054561,0.054167,0.053802,0.053528,0.053264,0.053011,0.052736,0.052459,0.052213,0.051971,0.051739,0.051582,0.05144,0.051301,0.051166,0.051034,0.050906,0.05078
xx,DOM,Baseline,xx,lo,0.20462,0.20445,0.20428,0.20412,0.20395,0.20379,0.20363,0.20348,0.20332,0.20316,0.20301,0.20286,0.20271,0.20256,0.20241,0.20226,0.20211,0.20197,0.20182,0.20168,0.20154,0.20139,0.20125,0.20111,0.20097,0.20084,0.2007,0.20056,0.20043,0.20029,0.20016,0.20002,0.19989,0.19976,0.19962,0.19949,0.19936,0.19923,0.1991,0.19897,0.19884,0.19872,0.19859,0.19847,0.19834,0.19822,0.19809,0.19797,0.19785,0.19772,0.1976,0.19748,0.19736,0.19724,0.19712,0.197,0.19688,0.19676,0.19664,0.19652,0.1964,0.19628,0.19616,0.19604,0.19593,0.19581,0.19569,0.19558,0.19546,0.19534,0.19523,0.19511
xx,xx,xx,xx,md,0.33167,0.3312,0.33074,0.3304,0.33033,0.33026,0.33019,0.33013,0.33006,0.32963,0.32915,0.32869,0.32822,0.32777,0.32732,0.32688,0.32644,0.32601,0.32583,0.32583,0.32583,0.32584,0.32584,0.32584,0.32584,0.32585,0.32585,0.32585,0.32585,0.32584,0.32551,0.32516,0.32481,0.32447,0.32412,0.32378,0.32344,0.3231,0.32277,0.32243,0.3221,0.32176,0.32143,0.3211,0.32077,0.32045,0.32012,0.3198,0.31947,0.31915,0.31883,0.31867,0.31853,0.3185,0.3185,0.3185,0.3185,0.31845,0.3182,0.31795,0.31769,0.31744,0.31723,0.31711,0.31699,0.31686,0.31674,0.31662,0.3165,0.31639,0.31627,0.31615
xx,xx,xx,xx,hi,0.5079,0.50762,0.50734,0.50707,0.5068,0.50653,0.50626,0.506,0.50573,0.50547,0.50521,0.50495,0.50469,0.50444,0.50418,0.50393,0.50368,0.50342,0.50316,0.50289,0.50263,0.50237,0.5021,0.50184,0.50159,0.50133,0.50107,0.50081,0.50056,0.5003,0.50005,0.4998,0.49954,0.49929,0.49904,0.49879,0.49854,0.4983,0.49805,0.4978,0.49755,0.49731,0.49706,0.49682,0.49657,0.49633,0.49609,0.49584,0.4956,0.49536,0.49512,0.49488,0.49464,0.4944,0.49416,0.49394,0.4939,0.49387,0.49383,0.49379,0.49376,0.49372,0.49369,0.49365,0.49362,0.49358,0.49355,0.49352,0.49348,0.49345,0.49341,0.49338
xx,xx,With COVID,xx,lo,0.20462,0.20445,0.20428,0.20412,0.20395,0.20379,0.20363,0.20348,0.20332,0.20316,0.20301,0.20286,0.20271,0.20256,0.20241,0.20538,0.21989,0.23245,0.24047,0.24535,0.24949,0.25318,0.2556,0.25777,0.26027,0.26392,0.26789,0.27232,0.27811,0.28402,0.28917,0.28979,0.29028,0.2914,0.29589,0.3017,0.30708,0.31128,0.31549,0.31646,0.30198,0.29033,0.27895,0.26913,0.26117,0.25467,0.24931,0.24484,0.24107,0.23786,0.23509,0.23268,0.23054,0.22864,0.22692,0.22535,0.22392,0.22259,0.22135,0.22019,0.21909,0.21806,0.21708,0.21614,0.21525,0.2144,0.21359,0.2128,0.21205,0.21133,0.21064,0.20997
xx,xx,xx,xx,md,0.33167,0.3312,0.33074,0.3304,0.33033,0.33026,0.33019,0.33013,0.33006,0.32963,0.32915,0.32869,0.32822,0.32777,0.32732,0.33143,0.35463,0.3785,0.39651,0.40621,0.41487,0.42203,0.42549,0.42733,0.4312,0.4379,0.44499,0.45205,0.46455,0.474,0.48251,0.48185,0.48067,0.48186,0.49349,0.50669,0.51869,0.52835,0.53527,0.53446,0.50632,0.47731,0.46102,0.44682,0.43218,0.42093,0.4122,0.40559,0.39989,0.39446,0.39145,0.38883,0.38624,0.38399,0.382,0.37986,0.37714,0.37465,0.37234,0.3702,0.36821,0.36634,0.36458,0.36292,0.36136,0.35988,0.35847,0.35714,0.35587,0.35465,0.3535,0.35239
xx,xx,xx,xx,hi,0.5079,0.50762,0.50734,0.50707,0.5068,0.50653,0.50626,0.506,0.50573,0.50547,0.50521,0.50495,0.50469,0.50444,0.50418,0.51114,0.54475,0.58051,0.60884,0.62396,0.63601,0.64637,0.65198,0.65699,0.66372,0.67404,0.68469,0.69645,0.71405,0.73186,0.74549,0.74714,0.7469,0.75102,0.76855,0.78794,0.80513,0.81838,0.83025,0.83106,0.79353,0.75926,0.73561,0.71416,0.69449,0.67892,0.66644,0.65627,0.64785,0.64076,0.63469,0.62941,0.62473,0.62053,0.6167,0.61318,0.60991,0.60683,0.60393,0.60117,0.59854,0.59601,0.59358,0.59124,0.58897,0.58678,0.58466,0.5826,0.5806,0.57866,0.57677,0.57494
xx,ECU,Baseline,xx,lo,0.32788,0.32754,0.32721,0.32688,0.32656,0.32625,0.32594,0.32563,0.32533,0.32503,0.32473,0.32444,0.32416,0.32387,0.32359,0.32331,0.32298,0.32264,0.32232,0.32199,0.32167,0.32135,0.32104,0.32073,0.32043,0.32012,0.31982,0.31953,0.31923,0.31894,0.31866,0.31839,0.31814,0.31789,0.31764,0.3174,0.31715,0.31691,0.31666,0.31642,0.31618,0.31594,0.3157,0.31547,0.31523,0.31499,0.31476,0.31453,0.3143,0.31406,0.31383,0.3136,0.31337,0.31315,0.31292,0.31269,0.31246,0.31222,0.31198,0.31175,0.31152,0.31129,0.31106,0.31083,0.3106,0.31038,0.31015,0.30993,0.30971,0.30949,0.30934,0.30922
xx,xx,xx,xx,md,0.38723,0.38678,0.38635,0.38592,0.38579,0.38571,0.38551,0.38493,0.38461,0.38381,0.38325,0.38275,0.38238,0.38202,0.38167,0.38132,0.38097,0.38063,0.3803,0.37997,0.37965,0.37933,0.37925,0.37921,0.37918,0.37914,0.37911,0.37908,0.37904,0.37901,0.3787,0.37836,0.37803,0.3777,0.37736,0.37703,0.3767,0.37637,0.37604,0.37572,0.37539,0.37506,0.37474,0.37441,0.37409,0.37394,0.3737,0.37361,0.37355,0.37329,0.37312,0.37278,0.37245,0.37218,0.3719,0.37164,0.37137,0.37132,0.37109,0.37083,0.37066,0.37049,0.37033,0.37023,0.37022,0.37021,0.3702,0.37012,0.36985,0.36957,0.3693,0.36918
xx,xx,xx,xx,hi,0.45126,0.45096,0.45067,0.45038,0.4501,0.44982,0.44954,0.44927,0.44899,0.44873,0.44846,0.44846,0.44843,0.44832,0.44822,0.44812,0.44802,0.44792,0.44782,0.44772,0.44762,0.44752,0.44743,0.44733,0.44724,0.44715,0.44705,0.44696,0.44687,0.44678,0.44669,0.4466,0.44651,0.44643,0.44634,0.44625,0.44617,0.44608,0.446,0.44591,0.44583,0.44574,0.44566,0.44558,0.4455,0.44542,0.44533,0.44525,0.44517,0.44509,0.44501,0.44493,0.44486,0.44478,0.4447,0.44462,0.44454,0.44447,0.44439,0.44431,0.44424,0.44416,0.44408,0.44401,0.44393,0.44386,0.44378,0.44371,0.44364,0.44356,0.44349,0.44341
xx,xx,With COVID,xx,lo,0.32788,0.32754,0.32721,0.32688,0.32656,0.32625,0.32594,0.32563,0.32533,0.32503,0.32473,0.32444,0.32416,0.32387,0.32359,0.32819,0.35191,0.37266,0.38622,0.39505,0.40163,0.40764,0.41208,0.41609,0.42044,0.42616,0.43205,0.43836,0.44676,0.45436,0.46084,0.46377,0.46446,0.46596,0.47523,0.48442,0.49212,0.49974,0.50438,0.50296,0.47872,0.45419,0.43383,0.41848,0.40379,0.39207,0.38285,0.37548,0.3695,0.36456,0.36035,0.35646,0.35308,0.3501,0.34746,0.3451,0.34297,0.34137,0.33997,0.33867,0.33748,0.33638,0.33535,0.33438,0.33345,0.33256,0.33172,0.3309,0.33012,0.32936,0.32863,0.32792
xx,xx,xx,xx,md,0.38723,0.38678,0.38635,0.38592,0.38579,0.38571,0.38551,0.38493,0.38461,0.38381,0.38325,0.38275,0.38238,0.38202,0.38167,0.38776,0.41329,0.43908,0.45711,0.46919,0.47755,0.48533,0.48907,0.49268,0.49677,0.50379,0.51096,0.52114,0.53333,0.5461,0.55601,0.5569,0.55626,0.55844,0.57167,0.58589,0.59831,0.60814,0.61637,0.61561,0.58351,0.55135,0.52537,0.50854,0.49574,0.48398,0.47337,0.46513,0.45858,0.45279,0.44732,0.4427,0.4391,0.43586,0.43262,0.42966,0.42777,0.42543,0.42322,0.42112,0.41912,0.4172,0.41552,0.41432,0.4132,0.41214,0.41097,0.4093,0.40771,0.40618,0.40472,0.40331
xx,xx,xx,xx,hi,0.45126,0.45096,0.45067,0.45038,0.4501,0.44982,0.44954,0.44927,0.44899,0.44873,0.44846,0.44846,0.44843,0.44832,0.44822,0.45486,0.4856,0.51366,0.53843,0.55348,0.56474,0.5742,0.57955,0.58404,0.58956,0.59964,0.61109,0.62337,0.63938,0.65562,0.66798,0.66923,0.6687,0.6722,0.69049,0.71177,0.73228,0.7479,0.76205,0.76274,0.72078,0.6826,0.65312,0.63041,0.61633,0.60587,0.59692,0.58921,0.58198,0.57523,0.56932,0.56409,0.55942,0.5552,0.55167,0.54914,0.54658,0.54305,0.5397,0.53649,0.53343,0.53049,0.52805,0.52572,0.52346,0.52129,0.51919,0.51716,0.51519,0.51328,0.51142,0.50962
xx,GRD,Baseline,xx,lo,0.15255,0.15255,0.15255,0.15255,0.15252,0.1524,0.15229,0.15218,0.15204,0.15189,0.15174,0.15157,0.15134,0.1511,0.15087,0.15065,0.15043,0.15021,0.15006,0.14997,0.14987,0.14978,0.14968,0.1496,0.14951,0.14943,0.14935,0.14927,0.14919,0.14912,0.14912,0.14911,0.14911,0.14911,0.1491,0.1491,0.1491,0.14909,0.14909,0.14909,0.14908,0.14908,0.14908,0.14907,0.14907,0.14907,0.14906,0.14906,0.14906,0.14906,0.14905,0.14905,0.14905,0.14905,0.14904,0.14904,0.14904,0.14899,0.14894,0.14888,0.14883,0.14878,0.14873,0.14868,0.14863,0.14858,0.14852,0.14842,0.14832,0.14822,0.14813,0.14803
xx,xx,xx,xx,md,0.17611,0.17593,0.17576,0.17555,0.17537,0.17523,0.17508,0.17492,0.17475,0.17459,0.17443,0.17428,0.17412,0.17395,0.1738,0.17374,0.17368,0.17356,0.17343,0.17329,0.17316,0.17303,0.17289,0.17276,0.17272,0.17269,0.17266,0.17263,0.1726,0.17244,0.17223,0.17202,0.17188,0.1718,0.17172,0.17164,0.17156,0.17148,0.1714,0.17132,0.17125,0.17117,0.17109,0.17101,0.17094,0.17086,0.17079,0.17078,0.17078,0.17072,0.17062,0.17061,0.17059,0.17055,0.17041,0.17027,0.17013,0.16999,0.1699,0.1699,0.16984,0.16982,0.16977,0.16965,0.16953,0.16941,0.16933,0.16923,0.1692,0.16913,0.16906,0.16899
xx,xx,xx,xx,hi,0.20363,0.20336,0.20316,0.2031,0.20304,0.20298,0.20293,0.20287,0.20281,0.20275,0.2027,0.20264,0.20259,0.20253,0.20248,0.20242,0.20237,0.20231,0.20226,0.2022,0.20214,0.20204,0.20192,0.20181,0.2017,0.20159,0.20147,0.20136,0.20125,0.20114,0.20103,0.20092,0.20081,0.20067,0.20054,0.2004,0.20027,0.20013,0.2,0.19987,0.19974,0.19961,0.19948,0.19936,0.19923,0.1991,0.19898,0.19886,0.19873,0.19861,0.19849,0.19841,0.19834,0.19827,0.19821,0.19814,0.19806,0.19799,0.19792,0.19785,0.19778,0.19771,0.19764,0.19757,0.19751,0.19744,0.19737,0.1973,0.19724,0.19717,0.1971,0.19704
xx,xx,With COVID,xx,lo,0.15255,0.15255,0.15255,0.15255,0.15252,0.1524,0.15229,0.15218,0.15204,0.15189,0.15174,0.15157,0.15134,0.1511,0.15087,0.15247,0.16305,0.17358,0.18041,0.18443,0.18761,0.19026,0.1921,0.19363,0.19538,0.19786,0.20022,0.20273,0.20608,0.20952,0.21244,0.21371,0.21453,0.21569,0.21889,0.22248,0.22631,0.22946,0.23239,0.23307,0.22628,0.21854,0.20939,0.20108,0.19408,0.18857,0.18421,0.18071,0.17798,0.17564,0.17362,0.17196,0.17061,0.16944,0.1684,0.16747,0.16656,0.1657,0.1649,0.16416,0.16347,0.16283,0.16215,0.16149,0.16086,0.16027,0.1597,0.15916,0.15864,0.15821,0.15782,0.15744
xx,xx,xx,xx,md,0.17611,0.17593,0.17576,0.17555,0.17537,0.17523,0.17508,0.17492,0.17475,0.17459,0.17443,0.17428,0.17412,0.17395,0.1738,0.17672,0.18792,0.19902,0.20777,0.21304,0.21708,0.22076,0.22262,0.22407,0.22605,0.22989,0.23356,0.23753,0.2441,0.25026,0.25498,0.25522,0.25479,0.2552,0.26102,0.26705,0.2729,0.27738,0.28143,0.2821,0.26746,0.25286,0.2426,0.23365,0.22705,0.22233,0.21796,0.21393,0.21093,0.20826,0.20601,0.20403,0.20227,0.20047,0.1992,0.19784,0.19657,0.19537,0.19424,0.19323,0.19234,0.19154,0.19077,0.19003,0.18928,0.18853,0.18782,0.18714,0.18651,0.18594,0.1853,0.18471
xx,xx,xx,xx,hi,0.20363,0.20336,0.20316,0.2031,0.20304,0.20298,0.20293,0.20287,0.20281,0.20275,0.2027,0.20264,0.20259,0.20253,0.20248,0.20593,0.21888,0.23384,0.24568,0.25212,0.2573,0.26203,0.26488,0.26743,0.27057,0.2755,0.27997,0.28491,0.29255,0.30024,0.30585,0.30572,0.30477,0.30594,0.31346,0.32185,0.32954,0.33516,0.34008,0.33939,0.3215,0.30398,0.29136,0.28187,0.27488,0.26911,0.26428,0.26018,0.25666,0.2536,0.25089,0.24848,0.2463,0.24431,0.24248,0.24078,0.23931,0.23804,0.237,0.23602,0.23507,0.23415,0.23318,0.23211,0.23107,0.23007,0.2291,0.22816,0.22725,0.22638,0.22552,0.2247
xx,GTM,Baseline,xx,lo,0.21321,0.21318,0.2131,0.21294,0.2128,0.21265,0.2125,0.21222,0.21194,0.21167,0.2114,0.21113,0.21087,0.21061,0.21036,0.2101,0.20985,0.2096,0.20936,0.20912,0.20888,0.20864,0.2084,0.20817,0.208,0.20786,0.20772,0.20758,0.20746,0.20733,0.2072,0.20708,0.20695,0.20683,0.20671,0.20659,0.20647,0.20635,0.20624,0.20612,0.20601,0.20589,0.20578,0.20567,0.20556,0.20545,0.20529,0.20512,0.20495,0.20478,0.20462,0.20445,0.20429,0.20413,0.20397,0.20381,0.20365,0.2035,0.20334,0.20319,0.20304,0.20288,0.20273,0.20258,0.20244,0.20229,0.20214,0.202,0.20185,0.20171,0.20156,0.20142
xx,xx,xx,xx,md,0.25129,0.25107,0.25095,0.25082,0.2507,0.25046,0.25021,0.24997,0.24987,0.24975,0.24937,0.24922,0.24909,0.24896,0.24878,0.24864,0.24842,0.24818,0.24795,0.24771,0.24749,0.24726,0.24711,0.24698,0.2466,0.24639,0.24618,0.24609,0.24585,0.24557,0.24535,0.24515,0.24495,0.24475,0.24456,0.24438,0.24434,0.24429,0.24424,0.2442,0.24403,0.24383,0.24364,0.24346,0.24335,0.24325,0.24317,0.24308,0.24299,0.24291,0.24282,0.24282,0.24282,0.24282,0.24267,0.24249,0.24232,0.24224,0.24216,0.24208,0.242,0.24187,0.24169,0.2415,0.24132,0.24114,0.24096,0.24078,0.24075,0.24073,0.24055,0.24036
xx,xx,xx,xx,hi,0.287,0.28683,0.28665,0.28646,0.28628,0.2861,0.28593,0.28576,0.28559,0.28542,0.28526,0.2851,0.28493,0.28473,0.28453,0.28433,0.28414,0.28395,0.28377,0.28358,0.2834,0.28323,0.28305,0.28288,0.28268,0.28248,0.28228,0.28208,0.28189,0.2817,0.28151,0.28132,0.28113,0.28095,0.28076,0.28058,0.2804,0.28023,0.28005,0.27988,0.2797,0.27953,0.27939,0.27932,0.27925,0.27918,0.27911,0.27904,0.27897,0.27891,0.27884,0.27877,0.2787,0.27863,0.27856,0.2785,0.27843,0.27836,0.27829,0.27823,0.27816,0.27809,0.27802,0.27796,0.27789,0.27782,0.27776,0.27769,0.27763,0.27756,0.27749,0.27743
xx,xx,With COVID,xx,lo,0.21321,0.21318,0.2131,0.21294,0.2128,0.21265,0.2125,0.21222,0.21194,0.21167,0.2114,0.21113,0.21087,0.21061,0.21036,0.21242,0.22536,0.2374,0.24724,0.25397,0.2584,0.26219,0.26445,0.26637,0.26867,0.27226,0.27596,0.28003,0.2867,0.29427,0.29911,0.29815,0.2964,0.29756,0.30558,0.31349,0.31986,0.32453,0.32866,0.32817,0.31196,0.29702,0.2834,0.27286,0.26464,0.25763,0.25198,0.24775,0.24397,0.24082,0.23816,0.23618,0.23446,0.23293,0.23155,0.23031,0.22916,0.22795,0.22683,0.2258,0.22499,0.22424,0.22353,0.22279,0.22203,0.2213,0.22061,0.21993,0.21927,0.21873,0.2182,0.2177
xx,xx,xx,xx,md,0.25129,0.25107,0.25095,0.25082,0.2507,0.25046,0.25021,0.24997,0.24987,0.24975,0.24937,0.24922,0.24909,0.24896,0.24878,0.25228,0.26916,0.28475,0.29674,0.30388,0.30965,0.31425,0.31716,0.31962,0.32252,0.32749,0.33231,0.33789,0.34622,0.35392,0.36072,0.35966,0.35937,0.3608,0.36845,0.37667,0.38461,0.3909,0.39577,0.39615,0.37841,0.3597,0.34545,0.33358,0.3255,0.31824,0.31201,0.30657,0.30212,0.29769,0.2938,0.2905,0.28817,0.28615,0.28447,0.28284,0.2815,0.27992,0.2783,0.27682,0.27558,0.27438,0.27312,0.2719,0.27093,0.26964,0.26871,0.26783,0.26686,0.26592,0.26508,0.26417
xx,xx,xx,xx,hi,0.287,0.28683,0.28665,0.28646,0.28628,0.2861,0.28593,0.28576,0.28559,0.28542,0.28526,0.2851,0.28493,0.28473,0.28453,0.28723,0.30437,0.32697,0.34426,0.35354,0.36053,0.36616,0.36845,0.37023,0.37357,0.37976,0.38615,0.39327,0.40456,0.41623,0.42535,0.42631,0.42564,0.42875,0.43872,0.45099,0.46265,0.47144,0.47934,0.47939,0.45258,0.43222,0.41677,0.40333,0.39325,0.3851,0.37792,0.37198,0.36712,0.36308,0.35965,0.3567,0.35407,0.35171,0.34957,0.3476,0.34543,0.34329,0.34125,0.33932,0.33747,0.33569,0.33399,0.33235,0.33076,0.32924,0.32776,0.32634,0.32496,0.32363,0.32234,0.32109
xx,GUY,Baseline,xx,lo,1.191,1.1902,1.1894,1.1883,1.1872,1.1861,1.185,1.184,1.183,1.182,1.1813,1.1807,1.1801,1.1796,1.179,1.1785,1.1779,1.1774,1.1768,1.1761,1.1752,1.174,1.1729,1.1717,1.1705,1.1694,1.1683,1.1671,1.166,1.1649,1.1638,1.1627,1.1617,1.1606,1.1595,1.1584,1.1574,1.1563,1.1554,1.1547,1.1539,1.1532,1.1522,1.1511,1.1501,1.149,1.148,1.147,1.146,1.145,1.144,1.143,1.142,1.1411,1.1401,1.1392,1.1382,1.1373,1.1363,1.1354,1.1345,1.1336,1.1327,1.1318,1.1309,1.13,1.1291,1.1282,1.1273,1.1265,1.1256,1.1247
xx,xx,xx,xx,md,1.3358,1.3342,1.3333,1.3321,1.331,1.3298,1.3278,1.3258,1.3246,1.324,1.3234,1.3228,1.3221,1.3211,1.3201,1.3192,1.3185,1.3175,1.3163,1.3152,1.3141,1.3132,1.3122,1.3113,1.3104,1.309,1.3075,1.3064,1.3058,1.3048,1.3039,1.3029,1.3019,1.3014,1.3009,1.2999,1.299,1.298,1.2971,1.2961,1.2951,1.2942,1.2933,1.2927,1.2928,1.2924,1.2916,1.2908,1.29,1.2892,1.2886,1.2885,1.2883,1.288,1.2872,1.2864,1.2856,1.2849,1.2841,1.2831,1.2822,1.2813,1.281,1.2803,1.2794,1.2785,1.2776,1.2766,1.2757,1.2748,1.2739,1.273
xx,xx,xx,xx,hi,1.5215,1.5202,1.519,1.5177,1.5165,1.515,1.5133,1.5116,1.5099,1.5083,1.5067,1.5052,1.504,1.5028,1.5017,1.5007,1.4996,1.4986,1.4976,1.4966,1.4959,1.4952,1.4947,1.4943,1.4939,1.4935,1.493,1.4926,1.4922,1.4918,1.4914,1.491,1.4906,1.4902,1.4898,1.4894,1.489,1.4886,1.4882,1.4878,1.4874,1.487,1.4866,1.4862,1.4858,1.4854,1.485,1.4846,1.4843,1.4839,1.4835,1.4831,1.4828,1.4824,1.482,1.4817,1.4813,1.481,1.4806,1.4802,1.4799,1.4795,1.479,1.4785,1.4781,1.4776,1.4771,1.4766,1.4761,1.4757,1.4752,1.4747
xx,xx,With COVID,xx,lo,1.191,1.1902,1.1894,1.1883,1.1872,1.1861,1.185,1.184,1.183,1.182,1.1813,1.1807,1.1801,1.1796,1.179,1.1956,1.2756,1.3422,1.3901,1.4216,1.4483,1.4696,1.4818,1.4916,1.5039,1.5244,1.546,1.5689,1.6006,1.6332,1.6595,1.6658,1.6681,1.677,1.7036,1.7327,1.7609,1.7824,1.8013,1.8099,1.7436,1.6466,1.5692,1.5043,1.4546,1.4149,1.3829,1.3572,1.3382,1.3223,1.3083,1.2967,1.2868,1.2782,1.2707,1.2641,1.2573,1.2506,1.2445,1.239,1.2339,1.2293,1.2249,1.2209,1.2168,1.2129,1.2092,1.2057,1.2024,1.1993,1.1958,1.1924
xx,xx,xx,xx,md,1.3358,1.3342,1.3333,1.3321,1.331,1.3298,1.3278,1.3258,1.3246,1.324,1.3234,1.3228,1.3221,1.3211,1.3201,1.3342,1.4124,1.4971,1.5657,1.6014,1.6282,1.6479,1.6665,1.6786,1.6944,1.7157,1.7391,1.7661,1.8172,1.8671,1.9048,1.9088,1.9064,1.918,1.9661,2.0138,2.0569,2.0823,2.114,2.1134,2.0135,1.9276,1.8371,1.7754,1.7268,1.6838,1.6544,1.6305,1.6057,1.5899,1.5725,1.5547,1.5384,1.5239,1.5127,1.5036,1.4921,1.483,1.4756,1.4694,1.4627,1.4548,1.4477,1.4413,1.4359,1.4313,1.4255,1.4219,1.4169,1.4112,1.406,1.4018
xx,xx,xx,xx,hi,1.5215,1.5202,1.519,1.5177,1.5165,1.515,1.5133,1.5116,1.5099,1.5083,1.5067,1.5052,1.504,1.5028,1.5017,1.522,1.6328,1.7481,1.8405,1.8905,1.926,1.9527,1.9607,1.9693,1.9892,2.0248,2.0557,2.0886,2.1518,2.2189,2.2693,2.2727,2.2705,2.287,2.3575,2.4348,2.5076,2.5615,2.6103,2.616,2.4747,2.3411,2.2411,2.1645,2.1059,2.0601,2.0237,1.994,1.9694,1.9484,1.9315,1.9169,1.9038,1.8917,1.8804,1.8699,1.86,1.8506,1.8415,1.8329,1.8245,1.8164,1.8085,1.8008,1.7938,1.7879,1.782,1.7763,1.7706,1.765,1.7595,1.7541
xx,HND,Baseline,xx,lo,0.35191,0.35159,0.35128,0.351,0.35082,0.35064,0.35047,0.3503,0.35013,0.34996,0.34979,0.34963,0.34947,0.34931,0.34915,0.349,0.34885,0.3487,0.34855,0.3484,0.34826,0.34812,0.34798,0.34784,0.3477,0.34756,0.34743,0.3473,0.34716,0.34703,0.34691,0.34678,0.34665,0.34653,0.3464,0.34628,0.34616,0.34604,0.34592,0.34574,0.34551,0.34523,0.34496,0.34468,0.34441,0.34414,0.34387,0.3436,0.34333,0.34307,0.3428,0.34254,0.34228,0.34202,0.34176,0.3415,0.34125,0.34099,0.34074,0.34049,0.34024,0.33999,0.33974,0.33949,0.33924,0.339,0.33875,0.33851,0.33826,0.33802,0.33778,0.33754
xx,xx,xx,xx,md,0.41991,0.41961,0.4193,0.419,0.4187,0.41821,0.41782,0.41767,0.41747,0.41719,0.41691,0.41664,0.41641,0.41623,0.41598,0.41573,0.41572,0.41541,0.41499,0.41478,0.41463,0.41434,0.41403,0.41371,0.41362,0.4134,0.41314,0.41271,0.41228,0.41202,0.41178,0.41154,0.4113,0.41106,0.41082,0.41059,0.41035,0.41003,0.40969,0.40936,0.40903,0.40871,0.40838,0.40806,0.40773,0.40756,0.40741,0.40726,0.40711,0.40697,0.40682,0.40667,0.40653,0.40617,0.40574,0.4053,0.40487,0.40444,0.40414,0.40395,0.40375,0.40355,0.40335,0.40316,0.40296,0.40277,0.40258,0.40253,0.40246,0.40214,0.40181,0.40162
