iso3,year,hiv,tb,ill_def,tb_seq,total,tb.imp,garbage,garbage.imp,totaltb,seq.prop,tb.prop,codqual,min.coverage,max.coverage,min.usability,max.usability,use.ghe,keep.vr,ghe.env,env,env.nm,vr.coverage,tb.adj,tb.adj.sd,pop,ihme.env,env.ratio
SWE,2000,26,18,2537,51,93516,18,0.0271290474357329,0.0271290474357329,69,0.739130434782609,0.000758416777498104,high,100,100,85,88,yes,TRUE,93797.25,93797.25,19,0.997001511238336,71.137408083184,0.550904605267242,8881642,92724.151,1.01157302588837
SWE,2001,35,27,2433,59,93808,27,0.0259359542896128,0.0259359542896128,86,0.686046511627907,0.000941176470588235,high,100,100,85,88,yes,TRUE,94941.48,94941.48,19,0.98806127732578,89.3566870588236,0.871925683342145,8897802,92690.925,1.0242802086612
SWE,2002,27,21,2697,75,95071,21,0.0283682721334582,0.0283682721334582,96,0.78125,0.00103925346959101,high,100,100,85,88,yes,TRUE,96711.14,96711.14,19,0.983040836867397,100.507387793102,1.17975461681039,8920703,92866.684,1.04139758021294
SWE,2003,29,16,2542,41,93003,16,0.0273324516413449,0.0273324516413449,57,0.719298245614035,0.000630105791446038,high,100,100,85,88,yes,TRUE,94599.63,94599.63,19,0.98312223842736,59.6077747316523,0.681770389277306,8951439,91823.496,1.03023337294847
SWE,2004,20,16,2569,33,91079,16,0.0282062824580858,0.0282062824580858,49,0.673469387755102,0.000553609761608858,high,100,100,85,88,yes,TRUE,91690.77,91690.77,19,0.993327899852952,50.7609053214326,0.456046675006362,8990653,91178.516,1.00561814364252
SWE,2005,31,15,2898,43,91775,15,0.0315772269136475,0.0315772269136475,58,0.741379310344828,0.000652587283549175,high,100,100,85,88,yes,TRUE,91993.69,91993.69,14,0.997622771735757,60.0339122607649,0.526309095727813,9051738,90494.535,1.01656624900056
SWE,2006,24,17,2857,47,91271,17,0.0313023852045009,0.0313023852045009,64,0.734375,0.000723867260841043,high,100,100,85,88,yes,TRUE,91687.91,91687.91,14,0.995452944668495,66.3698762639401,0.614407790619348,9104719,90806.134,1.00971053343159
SWE,2007,27,24,2992,37,91820,24,0.0325854933565672,0.0325854933565672,61,0.60655737704918,0.000686720403476381,high,100,100,85,88,yes,TRUE,92620.62,92620.62,14,0.99135592052828,63.6044695366326,0.678917636482932,9164272,90779.06,1.02028617612916
SWE,2008,18,17,2937,45,91542,17,0.032083633741889,0.032083633741889,62,0.725806451612903,0.000699734777947069,high,100,100,85,88,yes,TRUE,92617.44,92617.44,14,0.988388364005742,64.8076438124259,0.733696694144605,9229271,90137.713,1.02751042729473
SWE,2009,28,18,3284,41,90177,18,0.0364172682613083,0.0364172682613083,59,0.694915254237288,0.000678996006582809,high,100,100,85,88,yes,TRUE,90999.7,90999.7,14,0.990959310854871,61.7884329002336,0.730054657427497,9301413,89933.407,1.01185647286775
SWE,2010,11,14,4233,20,90519,14,0.046763662877407,0.046763662877407,34,0.588235294117647,0.000394038430336323,high,100,100,85,88,yes,TRUE,90666.19,90666.19,14,0.998376572347421,35.7259631921749,0.453394834372705,9381729,89964.017,1.00780504276504
SWE,2011,23,8,3600,37,89941,8,0.0400262394236221,0.0400262394236221,45,0.822222222222222,0.000521189238021334,high,100,100,85,88,yes,TRUE,90811.07,90811.07,14,0.990418899369867,47.329752377202,0.61259223951761,9467388,90481.117,1.00364665038342
SWE,2012,14,16,3414,22,91990,16,0.0371127296445266,0.0371127296445266,38,0.578947368421053,0.000429010115606936,high,100,100,85,88,yes,TRUE,93328.5,93328.5,14,0.98565818587034,40.038870574422,0.53706628320578,9555987,90593.321,1.03019183941827
SWE,2013,15,24,3093,18,90505,24,0.034174907463676,0.034174907463676,42,0.428571428571429,0.000480483228847298,high,100,100,85,88,yes,TRUE,91723.68,91723.68,14,0.986713572765506,44.0716899281563,0.543469500839224,9648932,90249.563,1.0163337854611
SWE,2014,9,11,2957,18,89062,11,0.0332015899036626,0.0332015899036626,29,0.620689655172414,0.000336798095348702,high,100,100,85,88,yes,TRUE,89578.69,89578.69,14,0.994231998704156,30.1699321758318,0.304282537889395,9747508,89800.598,0.997528880598323
SWE,2015,15,12,3019,12,91002,12,0.033175095052856,0.033175095052856,24,0.5,0.00027277996885762,high,100,100,85,88,yes,TRUE,91811.94,91811.94,14,0.991178271584284,25.0444581339577,0.272478000089324,9849349,90657.847,1.01273020525184
SWE,2016,13,16,3102,9,91071,16,0.0340613367592318,0.0340613367592318,25,0.36,0.000284191021837238,high,100,100,85,88,yes,TRUE,91217.42,91217.42,14,0.998394824146528,25.9231717991565,0.23931541149671,9953317,91764.802,0.994034945991602
SWE,2017,13,14,2784,8,92075,14,0.0302362204724409,0.0302362204724409,22,0.363636363636364,0.000246385413983492,high,100,100,85,88,yes,TRUE,92391.97,92391.97,14,0.996569290599605,22.7640337772004,0.197641939898996,10058190,92758.117,0.996052668900125
SWE,2018,10,15,2865,6,92250,15,0.0310569105691057,0.0310569105691057,21,0.285714285714286,0.000234938748112099,high,100,100,85,88,yes,TRUE,92755.37,92755.37,14,0.994551582296529,21.7918305084746,0.205421859906157,10162298,93565.936,0.991336954081237
SYC,2001,10,2,23,,554,2,0.0415162454873646,0.0415162454873646,2,,0.00376647834274953,medium,100,100,,,no,TRUE,578.4999,578.4999,18,0.957649258020615,2.17890734463277,0.0487278159036357,82413,585.37374,0.988257348202876
SYC,2002,2,4,29,,647,4,0.044822256568779,0.044822256568779,4,,0.00647249190938511,medium,100,100,,,no,TRUE,600.2439,600.2439,18,1,3.88507378640777,0.0455773219279229,84077,607.70427,0.987723683429113
SYC,2003,0,0,29,,668,0,0.0434131736526946,0.0434131736526946,0,,0,medium,100,100,,,no,TRUE,619.4895,619.4895,18,1,0,0,85807,630.66125,0.982285656523213
SYC,2004,3,0,25,,611,0,0.0409165302782324,0.0409165302782324,0,,0,medium,100,100,,,no,TRUE,620.3401,620.3401,18,0.984943581754589,0,0,87388,636.12191,0.975190588860553
SYC,2005,0,2,23,,673,2,0.0341753343239227,0.0341753343239227,2,,0.00307692307692308,medium,100,100,,,no,TRUE,623.8544,623.8544,14,1,1.919552,0.0169806523076923,85883,646.60453,0.964816005851366
SYC,2006,3,1,15,,664,1,0.0225903614457831,0.0225903614457831,1,,0.00154083204930663,medium,100,100,,,no,TRUE,636.3332,636.3332,14,1,0.980482588597843,0.00566534623612002,87093,652.17492,0.975709400171353
SYC,2007,5,1,20,,630,1,0.0317460317460317,0.0317460317460317,1,,0.00163934426229508,medium,100,100,,,no,TRUE,646.3641,646.3641,14,0.974682845164204,1.05961327868852,0.0157917554211301,88325,658.72375,0.98123697528744
SYC,2008,2,2,22,,663,2,0.0331825037707391,0.0331825037707391,2,,0.0031201248049922,medium,100,100,,,no,TRUE,658.0176,658.0176,14,1,2.05309703588144,0.0176162772189514,89644,666.96579,0.986583734677007
SYC,2009,1,2,30,,684,2,0.043859649122807,0.043859649122807,2,,0.00305810397553517,medium,100,100,,,no,TRUE,666.7949,666.7949,14,1,2.03912813455658,0.023384496955924,91030,675.98299,0.986407808871049
SYC,2010,1,0,13,,664,0,0.0195783132530121,0.0195783132530121,0,,0,medium,100,100,,,no,TRUE,664.4147,664.4147,14,0.999375841624214,0,0,92409,670.03975,0.991604901052512
SYC,2011,1,1,13,,688,1,0.0188953488372093,0.0188953488372093,1,,0.00148148148148148,medium,100,100,,,no,TRUE,666.312,666.312,14,1,0.987128888888889,0.00475284279835392,93827,670.23615,0.994145123327054
SYC,2012,8,0,16,,651,0,0.0245775729646697,0.0245775729646697,0,,0,medium,100,100,,,no,TRUE,686.7456,686.7456,14,0.947949284276448,0,0,95309,689.57362,0.995898886039173
SYC,2013,3,2,15,,717,2,0.0209205020920502,0.0209205020920502,2,,0.00284900284900285,medium,100,100,,,no,TRUE,698.0414,698.0414,14,1,1.98872193732194,0.0106235146224462,96714,700.75324,0.996130107083058
SYC,2014,15,0,13,,725,0,0.0179310344827586,0.0179310344827586,0,,0,medium,100,100,,,no,TRUE,706.0781,706.0781,14,1,0,0,98001,712.13814,0.991490358878967
SYC,2015,5,1,17,,703,1,0.0241820768136558,0.0241820768136558,1,,0.00145772594752187,medium,100,100,,,no,TRUE,714.8402,714.8402,14,0.983436577853344,1.04204110787172,0.0109521406557005,99240,730.19554,0.978970920583821
SYC,2016,4,0,13,,743,0,0.0174966352624495,0.0174966352624495,0,,0,medium,100,100,,,no,TRUE,735.3488,735.3488,14,1,0,0,100508,751.34709,0.978707191106576
SYC,2017,9,2,16,,754,2,0.0212201591511936,0.0212201591511936,2,,0.002710027100271,medium,100,100,,,no,TRUE,750.7763,750.7763,14,1,2.03462411924119,0.0110277730040174,101811,766.69335,0.979239352995562
SYC,2019,15,1,26,,795,1,0.0327044025157233,0.0327044025157233,1,,0.00130039011703511,medium,100,100,,,no,TRUE,769.2253,769.2253,14,1,1.00029297789337,0.00845501216684904,104373,797.24201,0.964857960758992
SYR,2000,0,61,13337,,60675,61,0.219810465595385,0.219810465595385,61,,0.00128860534876843,low,81,90,53,53,no,FALSE,68951.57,68951.57,11,0.879965459814766,88.8513619079809,10.1419321168695,16410847,66625.443,1.03491349393354
SYR,2001,0,53,13805,,52832,53,0.261299969715324,0.261299969715324,53,,0.00135803418146411,low,81,90,53,53,no,FALSE,67396.25,67396.25,11,0.783901181445555,91.5264112025008,16.63294412206,16766555,63927.301,1.054263967753
SYR,2002,0,50,15607,,58354,50,0.267453816362203,0.267453816362203,50,,0.00116967272557139,low,81,90,53,53,no,FALSE,67873.53,67873.53,11,0.859746060062001,79.3898168292512,11.6662608735975,17084628,63775.814,1.06425188081488
SYR,2003,8,41,9778,,49998,41,0.195567822712909,0.195567822712909,41,,0.00101939333664843,low,81,90,53,53,no,FALSE,65875.79,65875.79,11,0.758973820276007,67.1533413724515,10.7090503732591,17415214,60057.652,1.09687588186098
SYR,2004,1,35,6825,,53325,35,0.127988748241913,0.127988748241913,35,,0.000752688172043011,low,81,90,53,53,no,FALSE,66366.67,66366.67,11,0.803490667830705,49.9534075268817,5.33552614361331,17827827,60409.536,1.09861247734133
SYR,2005,2,49,6268,,56903,49,0.110152364550199,0.110152364550199,49,,0.000967710081959119,low,81,90,53,53,no,FALSE,66504.71,66504.71,6,0.855623609215047,64.3572783647674,5.04261550329877,18583557,61379.22,1.08350529706959
SYR,2006,3,46,6040,,57160,46,0.105668299510147,0.105668299510147,46,,0.000899843505477308,low,81,90,53,53,no,FALSE,69244.97,69244.97,6,0.825475121153204,62.3096365414711,5.52308437512259,19432009,64002.05,1.08191800106403
SYR,2007,9,34,5905,,58260,34,0.101355990387916,0.101355990387916,34,,0.000649412663546939,low,81,90,53,53,no,FALSE,71811.96,71811.96,6,0.811285473895992,46.6355962181263,4.33285708238102,20703005,65170.882,1.1019025337113
SYR,2008,2,42,6685,,67028,42,0.0997344393387838,0.0997344393387838,42,,0.00069602107949555,low,81,90,53,53,no,FALSE,75074.3,75074.3,6,0.892822177496161,52.2532953283728,3.18909802906243,21474059,68321.778,1.09883410821071
SYR,2009,11,39,6272,,63336,39,0.099027409372237,0.099027409372237,39,,0.000683443151549138,low,81,90,53,53,no,FALSE,75982.3,75982.3,6,0.833562553384143,51.9295825739521,4.30402452513317,21827220,68714.32,1.10577096593548
SYR,2010,,23,2828,,67024,23,0.0421938410121747,0.0421938410121747,23,,0.000358277774316157,low,81,90,53,53,no,FALSE,77268.99,77268.99,6,0.867411363860198,27.6837617608574,1.4093928775238,22337563,70594.995,1.09453920918898
THA,2000,8695,6237,148496,2,364044,6237,0.407906736548329,0.407906736548329,6239,0.000320564192979644,0.028944828994006,low,91,100,34,65,no,FALSE,412606.1,412606.1,19,0.882303969815279,11942.8130063837,2729.58695939334,62952639,398653.11,1.03500032898276
THA,2002,15581,6743,142465,12,379123,6743,0.375775144214411,0.375775144214411,6755,0.00177646188008882,0.0285432987686873,low,91,100,34,65,no,FALSE,405147.2,405147.2,19,0.935766062310192,11564.2375748971,2058.29629423509,64069093,389450.63,1.0403043898016
THA,2003,16888,6892,126986,11,383149,6892,0.331427199340205,0.331427199340205,6903,0.00159351006808634,0.0269476856532755,low,91,100,34,65,no,FALSE,404696.6,404696.6,19,0.946756162517797,10905.6367617494,1580.88159542457,64549867,388636.99,1.04132290649946
THA,2004,11471,6072,148729,3,392822,6072,0.378616778082694,0.378616778082694,6075,0.000493827160493827,0.0248880549626577,low,91,100,34,65,no,FALSE,412286.2,412286.2,19,0.952789591308174,10261.0016059453,1767.59544037424,64995303,396202.19,1.04059545960612
