iso3,year,saved.hivneg,saved.hivneg.lo,saved.hivneg.hi,saved.hivpos,saved.hivpos.lo,saved.hivpos.hi,saved,saved.lo,saved.hi
ABW,2000,0,0,0,6.06e-09,2.61e-09,9.66e-09,6.06e-09,2.61e-09,9.66e-09
ABW,2001,0,0,0,6.17e-09,2.64e-09,9.83e-09,6.17e-09,2.64e-09,9.83e-09
ABW,2002,0,0,0,6.25e-09,2.69e-09,9.96e-09,6.25e-09,2.69e-09,9.96e-09
ABW,2003,0,0,0,6.31e-09,2.71e-09,1.01e-08,6.31e-09,2.71e-09,1.01e-08
ABW,2004,0,0,0,6.37e-09,2.73e-09,1.01e-08,6.37e-09,2.73e-09,1.01e-08
ABW,2005,0,0,0,6.43e-09,2.78e-09,1.02e-08,6.43e-09,2.78e-09,1.02e-08
ABW,2006,0,0,0,6.5e-09,2.79e-09,1.04e-08,6.5e-09,2.79e-09,1.04e-08
ABW,2007,0,0,0,6.58e-09,2.83e-09,1.05e-08,6.58e-09,2.83e-09,1.05e-08
ABW,2008,0,0,0,6.67e-09,2.88e-09,1.06e-08,6.67e-09,2.88e-09,1.06e-08
ABW,2009,0,0,0,6.75e-09,2.89e-09,1.08e-08,6.75e-09,2.89e-09,1.08e-08
ABW,2010,0,0,0,6.83e-09,2.93e-09,1.09e-08,6.83e-09,2.93e-09,1.09e-08
ABW,2011,0,0,0,6.89e-09,2.96e-09,1.1e-08,6.89e-09,2.96e-09,1.1e-08
ABW,2012,0,0,0,6.95e-09,2.98e-09,1.11e-08,6.95e-09,2.98e-09,1.11e-08
ABW,2013,0,0,0,6.99e-09,3e-09,1.11e-08,6.99e-09,3e-09,1.11e-08
ABW,2014,0,0,0,7.04e-09,3.02e-09,1.12e-08,7.04e-09,3.02e-09,1.12e-08
ABW,2015,0,0,0,7.09e-09,3.05e-09,1.13e-08,7.09e-09,3.05e-09,1.13e-08
ABW,2016,0,0,0,7.13e-09,3.06e-09,1.14e-08,7.13e-09,3.06e-09,1.14e-08
ABW,2017,0,0,0,7.17e-09,3.1e-09,1.14e-08,7.17e-09,3.1e-09,1.14e-08
ABW,2018,0,0,0,7.21e-09,3.11e-09,1.15e-08,7.21e-09,3.11e-09,1.15e-08
ABW,2019,0,0,0,7.24e-09,3.11e-09,1.15e-08,7.24e-09,3.11e-09,1.15e-08
ABW,2020,0,0,0,7.25e-09,4.05e-09,1.12e-08,7.25e-09,4.05e-09,1.12e-08
ABW,2021,0,0,0,7.24e-09,4.05e-09,1.12e-08,7.24e-09,4.05e-09,1.12e-08
ABW,Cumulative,0,0,0,1.49e-07,1.31e-07,1.67e-07,1.49e-07,1.31e-07,1.67e-07
AFG,2000,3.64,0,13.2,3.88e-06,0,0,3.64,0,13.2
AFG,2001,4.35,0,14,1.31e-05,0,0,4.35,0,14
AFG,2002,5.54,0,15.8,1.7e-05,0,0,5.54,0,15.8
AFG,2003,5.78,0,16.9,1.64e-05,0,0,5.78,0,16.9
AFG,2004,7.27,0,18.8,2.08e-05,0,0,7.27,0,18.8
AFG,2005,8.47,0,20.3,2.63e-05,0,0,8.47,0,20.3
AFG,2006,9.91,0,22.1,3.27e-05,0,0,9.91,0,22.1
AFG,2007,11.1,0.79,23.4,4.14e-05,0,0,11.1,0.79,23.4
AFG,2008,10.9,0.234,23.5,4.07e-05,0,0,10.9,0.234,23.5
AFG,2009,10.2,0,23.5,3.67e-05,0,0,10.2,0,23.5
AFG,2010,11,0,24.5,4.58e-05,0,0,11,0,24.5
AFG,2011,11,0,25.2,5.57e-05,0,0,11,0,25.2
AFG,2012,11.4,0,26.1,6.83e-05,0,0,11.4,0,26.1
AFG,2013,12.1,0,27.2,9.09e-05,0,0,12.1,0,27.2
AFG,2014,12.6,0,28.3,0.000117,0,0,12.6,0,28.3
AFG,2015,14.2,0.783,30.2,0.000175,0,0,14.2,0.784,30.2
AFG,2016,16.5,3.33,32.7,0.000316,0,0,16.5,3.33,32.7
AFG,2017,18.4,5.12,34.9,0.000528,0,0.00583,18.4,5.12,34.9
AFG,2018,19.2,5.58,36.2,0.000249,0,0.004,19.2,5.58,36.2
AFG,2019,20.9,7.11,38.2,0.000422,0,0.00756,20.9,7.11,38.2
AFG,2020,18.3,3.16,37,0.00572,0,0.017,18.4,3.17,37.1
AFG,2021,20.1,4.88,39.2,0.00243,0,0.00909,20.1,4.88,39.2
AFG,Cumulative,263,203,323,0.0105,-0.00613,0.0271,263,203,323
AGO,2000,4.82,0,14.7,6,0,13.7,10.8,1.54,23
AGO,2001,6.66,0,17.5,4.2,0,11.8,10.9,0.893,23.7
AGO,2002,9.43,0,21.1,4.72,0,12.6,14.1,2.92,27.8
AGO,2003,11.5,0.893,24.3,5.25,0,13.7,16.8,4.47,31.6
AGO,2004,11.3,0,25.6,5.38,0,14.9,16.7,3.16,33.3
AGO,2005,11.7,0,27.6,6.01,0,17.2,17.7,2.74,36.6
AGO,2006,15.6,4.46,29.1,8.02,0,19.7,23.6,9.16,40.9
AGO,2007,15.1,0,34.4,2.59,0,5.96,17.7,2.56,37.2
AGO,2008,13.4,0,31.7,8.23,0,23.6,21.6,3.53,44.7
AGO,2009,15.2,0,36.6,2.6,0,6.33,17.8,1.85,39.4
AGO,2010,13.5,0,33.4,8.44,0,25.4,21.9,2.43,47.2
AGO,2011,16.4,0,37.9,4.64,0,10.8,21,3.71,43.3
AGO,2012,15.7,0,36.6,9.52,0,27.7,25.2,4.19,51.9
AGO,2013,18,0.897,39.2,10.1,0,28.2,28,6.58,55
AGO,2014,16.9,0,38.8,8.79,0,26.5,25.7,4.18,52.9
AGO,2015,19.2,1.02,41.5,8.88,0,26.1,28.1,6.23,55.3
AGO,2016,19.5,0.604,42.5,8.43,0,25.3,27.9,5.72,55.6
AGO,2017,18.3,0,42.1,7.51,0,24,25.8,3.42,53.8
AGO,2018,24.3,3.69,49.5,4.52,0.916,8.77,28.8,7.88,54.3
AGO,2019,27.9,6.98,53.7,4.05,1.23,7.41,31.9,10.8,58
AGO,2020,23.2,4.2,46.5,7.78,2.3,13.6,31,11.2,54.9
AGO,2021,24.5,5.05,48.2,7.8,3.46,13,32.3,12.3,56.4
AGO,Cumulative,352,269,435,143,96.4,190,495,400,591
AIA,2000,0,0,0,7.52e-10,3.23e-10,1.2e-09,7.52e-10,3.23e-10,1.2e-09
AIA,2001,0,0,0,7.72e-10,3.31e-10,1.23e-09,7.72e-10,3.31e-10,1.23e-09
AIA,2002,0,0,0,7.86e-10,3.37e-10,1.25e-09,7.86e-10,3.37e-10,1.25e-09
AIA,2003,0,0,0,7.99e-10,3.43e-10,1.27e-09,7.99e-10,3.43e-10,1.27e-09
AIA,2004,0,0,0,8.12e-10,3.5e-10,1.29e-09,8.12e-10,3.5e-10,1.29e-09
AIA,2005,0,0,0,8.25e-10,3.55e-10,1.31e-09,8.25e-10,3.55e-10,1.31e-09
AIA,2006,0,0,0,8.38e-10,3.61e-10,1.34e-09,8.38e-10,3.61e-10,1.34e-09
AIA,2007,0,0,0,8.52e-10,3.65e-10,1.36e-09,8.52e-10,3.65e-10,1.36e-09
AIA,2008,0,0,0,8.66e-10,3.72e-10,1.38e-09,8.66e-10,3.72e-10,1.38e-09
AIA,2009,0,0,0,8.81e-10,3.79e-10,1.4e-09,8.81e-10,3.79e-10,1.4e-09
AIA,2010,0,0,0,8.96e-10,3.84e-10,1.43e-09,8.96e-10,3.84e-10,1.43e-09
AIA,2011,0,0,0,9.08e-10,3.9e-10,1.45e-09,9.08e-10,3.9e-10,1.45e-09
AIA,2012,0,0,0,9.15e-10,3.93e-10,1.46e-09,9.15e-10,3.93e-10,1.46e-09
AIA,2013,0,0,0,9.32e-10,4.01e-10,1.48e-09,9.32e-10,4.01e-10,1.48e-09
AIA,2014,4.66e-10,2.04e-10,8.04e-10,0.000855,0,0.0029,0.000855,2.82e-10,0.0029
AIA,2015,0,0,0,9.88e-10,4.24e-10,1.57e-09,9.88e-10,4.24e-10,1.57e-09
AIA,2016,0,0,0,1.01e-09,4.35e-10,1.61e-09,1.01e-09,4.35e-10,1.61e-09
AIA,2017,0,0,0,1.02e-09,4.39e-10,1.63e-09,1.02e-09,4.39e-10,1.63e-09
AIA,2018,0,0,0,1.03e-09,4.43e-10,1.65e-09,1.03e-09,4.43e-10,1.65e-09
AIA,2019,0,0,0,1.05e-09,4.49e-10,1.67e-09,1.05e-09,4.49e-10,1.67e-09
AIA,2020,0,0,0,1.06e-09,5.87e-10,1.65e-09,1.06e-09,5.87e-10,1.65e-09
AIA,2021,0,0,0,1.07e-09,5.93e-10,1.66e-09,1.07e-09,5.93e-10,1.66e-09
AIA,Cumulative,4.66e-10,1.65e-10,7.67e-10,0.000855,-0.000815,0.00253,0.000855,-0.000815,0.00253
ALB,2000,0.28,0.182,0.394,0.000639,0,0.00156,0.281,0.183,0.395
ALB,2001,0.255,0.168,0.356,0.000515,0,0.00129,0.256,0.168,0.357
ALB,2002,0.273,0.179,0.383,0.000521,0,0.0014,0.274,0.18,0.384
ALB,2003,0.253,0.167,0.352,0.000498,0,0.00145,0.254,0.167,0.353
ALB,2004,0.24,0.156,0.337,0.000543,0,0.00168,0.241,0.157,0.338
ALB,2005,0.233,0.157,0.32,0.000587,0,0.00191,0.234,0.158,0.321
ALB,2006,0.216,0.147,0.295,0.000645,0,0.00217,0.217,0.147,0.295
ALB,2007,0.196,0.132,0.269,0.000641,0,0.00237,0.197,0.132,0.269
ALB,2008,0.191,0.128,0.261,0.000794,0,0.00279,0.192,0.129,0.262
ALB,2009,0.211,0.145,0.285,0.00104,0,0.00351,0.212,0.146,0.286
ALB,2010,0.201,0.137,0.273,0.00106,0,0.00384,0.202,0.138,0.274
ALB,2011,0.197,0.134,0.267,0.00124,0,0.00434,0.198,0.135,0.268
ALB,2012,0.19,0.13,0.257,0.00144,0,0.00477,0.192,0.131,0.259
ALB,2013,0.222,0.15,0.304,0.00169,0,0.00583,0.224,0.152,0.306
ALB,2014,0.191,0.13,0.258,0.00151,0,0.00515,0.192,0.131,0.26
ALB,2015,0.194,0.132,0.263,0.00166,0,0.00544,0.196,0.134,0.265
ALB,2016,0.194,0.133,0.264,0.00172,0,0.00556,0.196,0.134,0.266
ALB,2017,0.237,0.16,0.327,0.0021,0,0.00686,0.24,0.162,0.329
ALB,2018,0.207,0.14,0.281,0.00193,0,0.00607,0.208,0.142,0.283
ALB,2019,0.19,0.13,0.258,0.0064,0.00135,0.0136,0.197,0.136,0.265
ALB,2020,0.181,0.124,0.244,0.00158,0,0.00769,0.182,0.125,0.245
ALB,2021,0.191,0.129,0.262,8.06e-06,0,5.54e-05,0.191,0.129,0.262
ALB,Cumulative,4.75,4.38,5.11,0.0288,0.0162,0.0413,4.77,4.41,5.13
AND,2000,0,0,0,4.49e-09,1.94e-09,7.16e-09,4.49e-09,1.94e-09,7.16e-09
AND,2001,0,0,0,4.61e-09,1.98e-09,7.35e-09,4.61e-09,1.98e-09,7.35e-09
AND,2002,0,0,0,4.82e-09,2.07e-09,7.69e-09,4.82e-09,2.07e-09,7.69e-09
AND,2003,0,0,0,5.03e-09,2.16e-09,8.01e-09,5.03e-09,2.16e-09,8.01e-09
AND,2004,0,0,0,5.23e-09,2.25e-09,8.34e-09,5.23e-09,2.25e-09,8.34e-09
AND,2005,0,0,0,5.43e-09,2.33e-09,8.65e-09,5.43e-09,2.33e-09,8.65e-09
AND,2006,0,0,0,5.46e-09,2.34e-09,8.7e-09,5.46e-09,2.34e-09,8.7e-09
AND,2007,0,0,0,5.31e-09,2.29e-09,8.47e-09,5.31e-09,2.29e-09,8.47e-09
AND,2008,0,0,0,5.17e-09,2.22e-09,8.24e-09,5.17e-09,2.22e-09,8.24e-09
AND,2009,0,0,0,5.02e-09,2.16e-09,8.01e-09,5.02e-09,2.16e-09,8.01e-09
AND,2010,0,0,0,4.86e-09,2.08e-09,7.75e-09,4.86e-09,2.08e-09,7.75e-09
AND,2011,0,0,0,4.8e-09,2.06e-09,7.65e-09,4.8e-09,2.06e-09,7.65e-09
AND,2012,0,0,0,4.83e-09,2.08e-09,7.69e-09,4.83e-09,2.08e-09,7.69e-09
AND,2013,0,0,0,4.86e-09,2.08e-09,7.73e-09,4.86e-09,2.08e-09,7.73e-09
AND,2014,0,0,0,4.87e-09,2.1e-09,7.77e-09,4.87e-09,2.1e-09,7.77e-09
AND,2015,0,0,0,4.88e-09,2.09e-09,7.78e-09,4.88e-09,2.09e-09,7.78e-09
AND,2016,0,0,0,4.93e-09,2.12e-09,7.86e-09,4.93e-09,2.12e-09,7.86e-09
AND,2017,0,0,0,5.03e-09,2.16e-09,8.01e-09,5.03e-09,2.16e-09,8.01e-09
AND,2018,0,0,0,5.1e-09,2.19e-09,8.13e-09,5.1e-09,2.19e-09,8.13e-09
AND,2019,0,0,0,5.19e-09,2.23e-09,8.27e-09,5.19e-09,2.23e-09,8.27e-09
AND,2020,0,0,0,5.28e-09,2.95e-09,8.19e-09,5.28e-09,2.95e-09,8.19e-09
AND,2021,0,0,0,5.37e-09,3e-09,8.32e-09,5.37e-09,3e-09,8.32e-09
AND,Cumulative,0,0,0,1.11e-07,9.72e-08,1.24e-07,1.11e-07,9.72e-08,1.24e-07
ANT,2000,0,0,0,1.26e-08,5.46e-09,2.01e-08,1.26e-08,5.46e-09,2.01e-08
ANT,2001,0,0,0,1.26e-08,5.41e-09,2.01e-08,1.26e-08,5.41e-09,2.01e-08
ANT,2002,0,0,0,1.27e-08,5.47e-09,2.02e-08,1.27e-08,5.47e-09,2.02e-08
ANT,2003,0,0,0,1.29e-08,5.55e-09,2.05e-08,1.29e-08,5.55e-09,2.05e-08
ANT,2004,0,0,0,1.31e-08,5.61e-09,2.08e-08,1.31e-08,5.61e-09,2.08e-08
ANT,2005,0,0,0,1.33e-08,5.73e-09,2.12e-08,1.33e-08,5.73e-09,2.12e-08
ANT,2006,0,0,0,1.35e-08,5.82e-09,2.16e-08,1.35e-08,5.82e-09,2.16e-08
ANT,2007,0,0,0,1.38e-08,5.93e-09,2.19e-08,1.38e-08,5.93e-09,2.19e-08
ANT,2008,0,0,0,1.4e-08,6.03e-09,2.23e-08,1.4e-08,6.03e-09,2.23e-08
ANT,2009,0,0,0,1.42e-08,6.12e-09,2.27e-08,1.42e-08,6.12e-09,2.27e-08
ANT,Cumulative,0,0,0,1.33e-07,1.09e-07,1.57e-07,1.33e-07,1.09e-07,1.57e-07
ARE,2000,0.0354,0.0167,0.0559,0.00381,0.000719,0.00876,0.0392,0.0201,0.0601
ARE,2001,0.0141,0.000736,0.0282,0.00223,0.000478,0.005,0.0163,0.0031,0.0306
ARE,2002,0.021,0.00537,0.0377,0.00243,0.000578,0.0053,0.0234,0.00761,0.0403
ARE,2003,0.0326,0.0134,0.0535,0.00274,0.000718,0.00583,0.0353,0.0159,0.0564
ARE,2004,0.0172,0.0016,0.0337,0.00178,0.000511,0.0037,0.019,0.00337,0.0356
ARE,2005,0.0183,0.00164,0.036,0.00158,0.000492,0.0032,0.0199,0.0032,0.0376
ARE,2006,0.000759,0,0.0096,0.0011,0.00037,0.00218,0.00186,0.000385,0.0107
ARE,2007,0.00523,0,0.0223,0.000979,0.000351,0.00189,0.00621,0.000442,0.0233
ARE,2008,0.00122,0,0.0132,0.000909,0.000344,0.00172,0.00213,0.000361,0.0141
ARE,2009,0.00584,0,0.0293,5.44e-07,2.34e-07,8.66e-07,0.00584,2.87e-07,0.0293
ARE,2010,0.0092,0,0.0365,0.00496,0.00122,0.0108,0.0142,0.00175,0.0418
ARE,2011,0.00228,0,0.0188,0.00263,0,0.00755,0.0049,0,0.0217
ARE,2012,0.000232,0,0.00347,0.0045,0.00104,0.00998,0.00473,0.00106,0.0112
ARE,2013,0.000369,0,0.00586,0.00207,0,0.00649,0.00244,0,0.00905
ARE,2014,2.47e-05,0,0,0.00195,0,0.00636,0.00197,0,0.00649
ARE,2015,3.08e-05,0,0,0.0015,0,0.00539,0.00153,0,0.00556
ARE,2016,2.58e-05,0,0,0.00407,0.000429,0.00961,0.0041,0.000432,0.00973
ARE,2017,3.41e-05,0,0,0.00383,0.000265,0.00939,0.00387,0.000269,0.00953
ARE,2018,0.000312,0,0.00492,0.00168,0,0.0055,0.00199,0,0.00772
ARE,2019,0.000294,0,0.00463,1.11e-09,0,0,0.000294,0,0.00463
ARE,2020,3.09e-05,0,0,0.00306,0.000434,0.00776,0.00309,0.000436,0.00791
ARE,2021,8.33e-05,0,0,0.000952,0.000472,0.00154,0.00104,0.000474,0.00169
ARE,Cumulative,0.165,0.11,0.219,0.0488,0.0347,0.0629,0.213,0.157,0.269
ARG,2000,4.52,2.8,6.51,0.617,0.231,1.11,5.13,3.36,7.17
ARG,2001,4.46,2.78,6.39,0.521,0.195,0.939,4.98,3.26,6.95
ARG,2002,4.51,2.81,6.47,0.475,0.177,0.857,4.99,3.25,6.97
ARG,2003,4.26,2.68,6.05,0.424,0.159,0.763,4.68,3.07,6.5
ARG,2004,4.59,2.92,6.49,0.445,0.166,0.804,5.03,3.33,6.97
ARG,2005,4.17,2.65,5.89,0.442,0.167,0.792,4.61,3.06,6.36
ARG,2006,3.75,2.39,5.28,0.44,0.169,0.785,4.19,2.79,5.75
ARG,2007,3.98,2.53,5.6,0.503,0.194,0.898,4.48,3,6.15
ARG,2008,3.59,2.31,5,0.466,0.182,0.827,4.05,2.74,5.51
ARG,2009,2.87,1.83,4.01,0.399,0.158,0.703,3.27,2.19,4.44
ARG,2010,2.79,1.8,3.86,0.384,0.153,0.676,3.17,2.15,4.28
ARG,2011,3.78,2.43,5.28,0.523,0.205,0.927,4.3,2.91,5.84
ARG,2012,3.38,2.19,4.69,0.478,0.19,0.844,3.86,2.62,5.21
ARG,2013,3.43,2.21,4.77,0.479,0.19,0.847,3.91,2.64,5.29
ARG,2014,3.59,2.33,4.99,0.472,0.185,0.835,4.07,2.76,5.5
ARG,2015,3.78,2.45,5.25,0.467,0.183,0.829,4.24,2.88,5.75
ARG,2016,4.1,2.66,5.71,0.485,0.188,0.864,4.59,3.11,6.23
ARG,2017,4.08,2.66,5.65,0.46,0.178,0.819,4.54,3.09,6.14
ARG,2018,4.11,2.67,5.72,0.451,0.174,0.805,4.57,3.09,6.19
ARG,2019,4.66,3.05,6.48,0.483,0.184,0.866,5.14,3.49,6.99
ARG,2020,4.46,2.89,6.24,0.382,0.0451,0.792,4.84,3.22,6.66
ARG,2021,4.76,3.03,6.71,0.324,0.0187,0.724,5.08,3.32,7.07
ARG,Cumulative,87.6,80.4,94.9,10.1,8.55,11.7,97.7,90.3,105
ARM,2000,0.556,0.197,1.06,0.0205,0.0013,0.0603,0.577,0.216,1.08
ARM,2001,0.596,0.213,1.14,0.0221,0.00131,0.0625,0.618,0.233,1.16
ARM,2002,0.592,0.191,1.16,0.0244,0.000995,0.0674,0.617,0.214,1.19
ARM,2003,0.659,0.209,1.31,0.0295,0.000982,0.0805,0.689,0.236,1.34
ARM,2004,0.712,0.201,1.47,0.0317,0,0.0953,0.744,0.23,1.5
ARM,2005,0.99,0.176,2.33,0.058,0,0.171,1.05,0.229,2.39
ARM,2006,0.748,0.181,1.61,0.0523,0.00234,0.141,0.801,0.228,1.67
ARM,2007,0.699,0.174,1.49,0.0469,0,0.138,0.746,0.215,1.54
ARM,2008,0.696,0.182,1.47,0.0478,0,0.14,0.744,0.224,1.52
ARM,2009,0.672,0.204,1.36,0.0455,0,0.131,0.717,0.243,1.41
ARM,2010,0.602,0.195,1.19,0.0137,0.00081,0.0319,0.615,0.208,1.2
ARM,2011,0.546,0.215,1.01,0.029,0.00591,0.0599,0.575,0.243,1.04
ARM,2012,0.487,0.185,0.904,0.044,0.0113,0.0871,0.531,0.226,0.95
ARM,2013,0.611,0.233,1.15,0.0457,0.00886,0.0956,0.656,0.276,1.2
ARM,2014,0.584,0.246,1.06,0.057,0.0133,0.115,0.641,0.298,1.12
ARM,2015,0.495,0.231,0.857,0.0722,0.0221,0.137,0.567,0.296,0.933
ARM,2016,0.452,0.232,0.746,0.0384,0.0123,0.0716,0.491,0.268,0.786
ARM,2017,0.359,0.201,0.56,0.0443,0.0177,0.077,0.403,0.242,0.606
ARM,2018,0.31,0.185,0.466,0.0501,0.0224,0.0833,0.361,0.232,0.519
ARM,2019,0.25,0.152,0.369,0.0429,0.0203,0.0696,0.293,0.192,0.414
ARM,2020,0.246,0.149,0.365,0.0272,0.00324,0.0551,0.273,0.173,0.395
ARM,2021,0.261,0.154,0.392,0.0273,0.000806,0.0601,0.288,0.178,0.423
ARM,Cumulative,12.1,9.78,14.5,0.871,0.645,1.1,13,10.6,15.3
ASM,2000,0,0,0,3.96e-09,1.7e-09,6.31e-09,3.96e-09,1.7e-09,6.31e-09
ASM,2001,0,0,0,3.97e-09,1.71e-09,6.32e-09,3.97e-09,1.71e-09,6.32e-09
ASM,2002,0,0,0,3.96e-09,1.7e-09,6.3e-09,3.96e-09,1.7e-09,6.3e-09
ASM,2003,0,0,0,3.94e-09,1.7e-09,6.28e-09,3.94e-09,1.7e-09,6.28e-09
ASM,2004,0,0,0,3.92e-09,1.68e-09,6.24e-09,3.92e-09,1.68e-09,6.24e-09
ASM,2005,0,0,0,3.89e-09,1.67e-09,6.21e-09,3.89e-09,1.67e-09,6.21e-09
ASM,2006,0.00154,0.000438,0.00314,3.87e-09,1.66e-09,6.16e-09,0.00154,0.000438,0.00314
ASM,2007,0.00116,0.000397,0.00222,3.83e-09,1.65e-09,6.11e-09,0.00116,0.000397,0.00222
ASM,2008,0.00117,0.000395,0.00224,3.8e-09,1.64e-09,6.06e-09,0.00117,0.000395,0.00224
ASM,2009,0.00156,0.000423,0.00324,3.77e-09,1.62e-09,6e-09,0.00156,0.000423,0.00324
ASM,2010,0.00157,0.000416,0.00326,3.73e-09,1.6e-09,5.94e-09,0.00157,0.000416,0.00326
ASM,2011,0,0,0,3.69e-09,1.58e-09,5.89e-09,3.69e-09,1.58e-09,5.89e-09
ASM,2012,0,0,0,3.65e-09,1.56e-09,5.82e-09,3.65e-09,1.56e-09,5.82e-09
ASM,2013,0,0,0,3.6e-09,1.55e-09,5.75e-09,3.6e-09,1.55e-09,5.75e-09
ASM,2014,0,0,0,3.55e-09,1.53e-09,5.66e-09,3.55e-09,1.53e-09,5.66e-09
ASM,2015,0,0,0,3.49e-09,1.5e-09,5.57e-09,3.49e-09,1.5e-09,5.57e-09
ASM,2016,0,0,0,3.43e-09,1.48e-09,5.46e-09,3.43e-09,1.48e-09,5.46e-09
ASM,2017,0.00178,0.000326,0.00405,3.37e-09,1.44e-09,5.36e-09,0.00178,0.000326,0.00405
ASM,2018,1.6e-09,7.24e-10,2.74e-09,3.29e-09,1.42e-09,5.25e-09,4.89e-09,2.79e-09,7.11e-09
ASM,2019,0,0,0,3.22e-09,1.39e-09,5.13e-09,3.22e-09,1.39e-09,5.13e-09
ASM,2020,0,0,0,3.14e-09,1.75e-09,4.87e-09,3.14e-09,1.75e-09,4.87e-09
ASM,2021,0,0,0,3.06e-09,1.71e-09,4.75e-09,3.06e-09,1.71e-09,4.75e-09
ASM,Cumulative,0.00877,0.00542,0.0121,8.01e-08,7.04e-08,8.99e-08,0.00877,0.00542,0.0121
ATG,2000,0,0,0,5.1e-09,2.85e-09,7.91e-09,5.1e-09,2.85e-09,7.91e-09
ATG,2001,0,0,0,5.18e-09,2.9e-09,8.03e-09,5.18e-09,2.9e-09,8.03e-09
ATG,2002,0,0,0,5.25e-09,2.93e-09,8.14e-09,5.25e-09,2.93e-09,8.14e-09
ATG,2003,0,0,0,5.31e-09,2.97e-09,8.22e-09,5.31e-09,2.97e-09,8.22e-09
ATG,2004,0,0,0,5.37e-09,3e-09,8.33e-09,5.37e-09,3e-09,8.33e-09
ATG,2005,0.000539,0,0.00196,0.00203,0.000264,0.00459,0.00257,0.000548,0.00539
ATG,2006,3.72e-05,0,0.00052,0.00203,0.000656,0.00383,0.00206,0.000671,0.00391
ATG,2007,5.87e-05,0,0.000467,6.4e-09,3.94e-09,9.46e-09,5.87e-05,4.09e-09,0.000467
ATG,2008,2.1e-07,0,0,6.49e-09,4e-09,9.6e-09,2.17e-07,4e-09,9.69e-09
ATG,2009,0.000192,0,0.000905,6.59e-09,4.06e-09,9.76e-09,0.000192,4.46e-09,0.000905
ATG,2010,3.42e-06,0,0,0.0039,0.00242,0.00551,0.0039,0.00243,0.00551
ATG,2011,0.000141,0,0.00118,0.00268,0.000828,0.00514,0.00282,0.000891,0.0054
ATG,2012,3.42e-05,0,0.000445,0.00101,2.69e-05,0.00251,0.00104,4.4e-05,0.00257
ATG,2013,0.00145,3.65e-05,0.00345,0.00297,0.000555,0.00636,0.00442,0.0015,0.00824
ATG,2014,0.000122,0,0.000802,0.000678,0,0.00221,8e-04,0,0.00241
ATG,2015,0,0,0,6.12e-09,3.41e-09,9.47e-09,6.12e-09,3.41e-09,9.47e-09
ATG,2016,0.000356,0,0.00111,7.06e-09,4.35e-09,1.05e-08,0.000356,5.44e-09,0.00111
ATG,2017,6.36e-08,0,0,7.11e-09,4.37e-09,1.05e-08,7.07e-08,4.37e-09,1.05e-08
ATG,2018,0.00127,0.000393,0.00236,7.15e-09,4.4e-09,1.06e-08,0.00127,0.000393,0.00236
ATG,2019,0,0,0,6.26e-09,3.5e-09,9.7e-09,6.26e-09,3.5e-09,9.7e-09
ATG,2020,6.53e-05,0,0.000498,7.23e-09,4.45e-09,1.07e-08,6.53e-05,4.64e-09,0.000498
ATG,2021,0.000873,9.83e-05,0.00186,7.27e-09,4.47e-09,1.08e-08,0.000873,9.83e-05,0.00186
ATG,Cumulative,0.00514,0.00239,0.00788,0.0153,0.0102,0.0204,0.0204,0.0147,0.0262
AUS,2000,0.417,0.272,0.583,0.0642,0.0087,0.144,0.482,0.322,0.662
AUS,2001,0.362,0.224,0.518,0.0558,0.00738,0.126,0.418,0.269,0.586
AUS,2002,0.4,0.257,0.561,0.0524,0.00689,0.118,0.452,0.299,0.624
AUS,2003,0.388,0.253,0.54,0.0438,0.00557,0.0989,0.432,0.289,0.591
AUS,2004,0.437,0.284,0.61,0.0433,0.00538,0.0983,0.481,0.321,0.659
AUS,2005,0.431,0.281,0.6,0.0354,0.00424,0.0808,0.467,0.312,0.64
AUS,2006,0.491,0.323,0.679,0.0325,0.00372,0.0745,0.523,0.352,0.715
AUS,2007,0.481,0.319,0.664,0.0261,0.00279,0.0601,0.507,0.342,0.692
AUS,2008,0.515,0.339,0.713,0.0268,0.00291,0.0618,0.542,0.363,0.742
AUS,2009,0.56,0.372,0.771,0.0279,0.00298,0.0643,0.588,0.398,0.801
AUS,2010,0.544,0.361,0.748,0.027,0.00289,0.0621,0.571,0.386,0.777
AUS,2011,0.534,0.355,0.736,0.0253,0.00271,0.0583,0.56,0.378,0.763
AUS,2012,0.597,0.405,0.812,0.0104,0.00339,0.0197,0.608,0.415,0.823
AUS,2013,0.547,0.365,0.75,0.0221,0.0106,0.0361,0.569,0.386,0.773
AUS,2014,0.597,0.401,0.816,0.0145,0.00579,0.0255,0.611,0.416,0.831
AUS,2015,0.552,0.369,0.757,0.0183,0.00815,0.031,0.571,0.387,0.776
AUS,2016,0.616,0.414,0.843,0.0175,0.00765,0.0296,0.634,0.431,0.861
AUS,2017,0.645,0.434,0.881,0.0203,0.00943,0.0336,0.665,0.454,0.902
AUS,2018,0.644,0.432,0.883,0.0181,0.00797,0.0306,0.662,0.45,0.901
AUS,2019,0.692,0.468,0.944,0.0151,0.00605,0.0265,0.707,0.483,0.959
AUS,2020,0.752,0.513,1.02,0.0147,0.00589,0.0259,0.766,0.527,1.03
AUS,2021,0.683,0.465,0.928,0.0106,0.00283,0.0206,0.694,0.476,0.938
AUS,Cumulative,11.9,11,12.8,0.622,0.468,0.777,12.5,11.6,13.4
