iso3,year,saved.hivneg,saved.hivneg.lo,saved.hivneg.hi,saved.hivpos,saved.hivpos.lo,saved.hivpos.hi,saved,saved.lo,saved.hi
EGY,2010,6.06,4.05,8.28,0.0276,0,0.072,6.08,4.08,8.31
EGY,2011,5.85,3.86,8.06,0.0313,0,0.0811,5.88,3.89,8.09
EGY,2012,5.94,3.96,8.16,0.033,0,0.0885,5.98,3.99,8.19
EGY,2013,6.21,4.25,8.39,0.033,0,0.0925,6.24,4.28,8.43
EGY,2014,5.77,3.96,7.76,0.0312,0,0.0898,5.8,3.99,7.79
EGY,2015,5.66,3.85,7.64,0.0348,0,0.0962,5.69,3.88,7.68
EGY,2016,5.42,3.69,7.33,0.0372,0,0.1,5.46,3.73,7.37
EGY,2017,5.22,3.55,7.06,0.0404,0,0.105,5.26,3.59,7.1
EGY,2018,5,3.39,6.76,0.0421,0,0.108,5.04,3.43,6.8
EGY,2019,4.77,3.23,6.45,0.0438,0,0.111,4.81,3.27,6.49
EGY,2020,4.42,2.92,6.07,0.0353,0,0.1,4.46,2.96,6.11
EGY,2021,4.21,2.76,5.81,0.0259,0,0.083,4.23,2.78,5.84
EGY,Cumulative,128,118,138,0.544,0.354,0.734,128,119,138
ERI,2000,1.16,0.373,2.3,0.766,0.109,1.78,1.93,0.829,3.39
ERI,2001,0.852,0.00868,2.03,0.508,0,1.41,1.36,0.297,2.79
ERI,2002,0.905,0.0252,2.13,0.439,0,1.25,1.34,0.289,2.76
ERI,2003,1.57,0.0422,3.26,0.637,0,1.31,2.2,0.611,4.02
ERI,2004,1.66,0,8.4,0.509,0,1.07,2.17,0.0421,8.93
ERI,2005,1.34,0,5.85,0.473,0,2.31,1.81,0,6.53
ERI,2006,1.08,0,4.12,0.372,0,1.64,1.45,0,4.64
ERI,2007,1.32,0,5.58,0.455,0,2.19,1.77,0,6.21
ERI,2008,0.827,0,3.02,0.711,0,2.65,1.54,0,4.3
ERI,2009,1.04,0,3.7,0.311,0,1.31,1.36,0,4.12
ERI,2010,1.05,0,3.63,0.284,0,1.2,1.33,0,4
ERI,2011,1.06,0,3.8,0.402,0,1.47,1.46,0,4.32
ERI,2012,1.1,0,3.99,0.417,0,1.55,1.51,0,4.54
ERI,2013,1.12,0,3.82,0.139,0,0.477,1.26,0,3.97
ERI,2014,0.927,0,2.8,0.107,0,0.321,1.03,0.0309,2.92
ERI,2015,0.793,0,2.19,0.0813,0,0.223,0.874,0.0423,2.28
ERI,2016,0.848,0,2.43,0.0969,0,0.275,0.944,0.0409,2.54
ERI,2017,0.792,0,2.16,0.0648,0,0.176,0.857,0.0369,2.22
ERI,2018,0.723,0,1.87,0.0604,0,0.156,0.783,0.0435,1.93
ERI,2019,0.711,0,1.8,0.0526,0,0.134,0.764,0.0413,1.86
ERI,2020,0.626,0,1.68,0.0443,0,0.12,0.67,0.0228,1.72
ERI,2021,0.636,0,1.71,0.0297,0,0.084,0.666,0.016,1.74
ERI,Cumulative,22.1,12.7,31.6,6.96,3.6,10.3,29.1,19.1,39.1
ESP,2000,2.45,1.43,3.7,1.33,0.317,2.71,3.78,2.28,5.59
ESP,2001,2.1,1.22,3.16,1.04,0.24,2.15,3.15,1.9,4.63
ESP,2002,2.34,1.39,3.46,1.01,0.221,2.09,3.34,2.06,4.85
ESP,2003,3.48,2.19,5,1.22,0.256,2.57,4.7,3.02,6.67
ESP,2004,2.02,1.23,2.95,0.657,0.131,1.39,2.68,1.69,3.82
ESP,2005,2.6,1.62,3.73,0.674,0.123,1.45,3.27,2.11,4.61
ESP,2006,2.99,1.93,4.21,0.607,0.101,1.32,3.6,2.39,4.98
ESP,2007,2.84,1.83,4,0.483,0.0723,1.07,3.33,2.2,4.6
ESP,2008,3.12,2.04,4.34,0.48,0.0701,1.07,3.6,2.42,4.93
ESP,2009,2.82,1.82,3.95,0.431,0.062,0.958,3.25,2.16,4.48
ESP,2010,2.66,1.73,3.7,0.438,0.291,0.588,3.1,2.15,4.15
ESP,2011,2.56,1.69,3.53,0.398,0.264,0.534,2.95,2.08,3.94
ESP,2012,2.21,1.44,3.08,0.342,0.226,0.46,2.55,1.77,3.42
ESP,2013,2.1,1.37,2.92,0.241,0.158,0.327,2.34,1.61,3.16
ESP,2014,1.91,1.24,2.65,0.241,0.158,0.327,2.15,1.47,2.9
ESP,2015,1.6,1.03,2.24,0.179,0.0234,0.404,1.78,1.18,2.45
ESP,2016,1.92,1.26,2.68,0.216,0.0287,0.486,2.14,1.43,2.93
ESP,2017,1.76,1.14,2.46,0.205,0.0269,0.462,1.97,1.31,2.7
ESP,2018,1.82,1.19,2.54,0.213,0.0288,0.48,2.04,1.36,2.79
ESP,2019,1.66,1.08,2.32,0.193,0.0256,0.436,1.86,1.24,2.55
ESP,2020,1.18,0.767,1.65,0.14,0.0185,0.315,1.32,0.882,1.82
ESP,2021,1.25,0.809,1.74,0.147,0.0214,0.329,1.39,0.931,1.91
ESP,Cumulative,49.4,45.1,53.7,10.9,8.26,13.5,60.3,55.3,65.3
EST,2000,0.26,0.147,0.388,0.0284,0.00245,0.0668,0.289,0.171,0.42
EST,2001,0.212,0.115,0.323,0.0636,0.0242,0.122,0.276,0.168,0.399
EST,2002,0.171,0.0869,0.267,0.0674,0.0218,0.134,0.238,0.139,0.352
EST,2003,0.143,0.0655,0.234,0.0637,0.0121,0.136,0.207,0.11,0.32
EST,2004,0.149,0.0721,0.234,0.0202,0.00944,0.0333,0.169,0.0914,0.255
EST,2005,0.169,0.101,0.244,0.0222,0.0108,0.036,0.191,0.122,0.267
EST,2006,0.117,0.0601,0.182,0.0288,0.0152,0.0448,0.146,0.087,0.212
EST,2007,0.135,0.074,0.203,0.0363,0.0201,0.0549,0.171,0.108,0.241
EST,2008,0.122,0.0673,0.183,0.0273,0.0148,0.0419,0.149,0.0929,0.211
EST,2009,0.108,0.0597,0.162,0.026,0.0133,0.041,0.134,0.0836,0.19
EST,2010,0.085,0.0464,0.128,0.0203,0.0112,0.0309,0.105,0.0655,0.15
EST,2011,0.0779,0.04,0.121,0.0296,0.0159,0.0457,0.107,0.0668,0.153
EST,2012,0.0711,0.0383,0.108,0.0295,0.0159,0.0455,0.101,0.0646,0.141
EST,2013,0.0869,0.0525,0.126,0.0243,0.0124,0.0385,0.111,0.0744,0.152
EST,2014,0.0762,0.0441,0.112,0.0164,0.0072,0.0278,0.0926,0.0589,0.13
EST,2015,0.0684,0.0407,0.0995,0.0166,0.0074,0.028,0.0849,0.0555,0.118
EST,2016,0.0539,0.0287,0.0824,0.0152,0.00653,0.026,0.0691,0.0421,0.0992
EST,2017,0.054,0.0303,0.0807,0.00969,0.00312,0.0183,0.0637,0.0388,0.0916
EST,2018,0.0521,0.032,0.0747,0.00889,0.00266,0.0172,0.0609,0.0396,0.0847
EST,2019,0.0481,0.0283,0.0706,0.0117,0.00437,0.0211,0.0598,0.0383,0.0838
EST,2020,0.0433,0.0262,0.0625,0.00809,0.0022,0.016,0.0514,0.033,0.0719
EST,2021,0.0376,0.0226,0.0544,0.00895,0.00279,0.0171,0.0466,0.03,0.0649
EST,Cumulative,2.34,2.06,2.62,0.583,0.469,0.698,2.92,2.62,3.22
ETH,2000,30.8,0,150,37.6,0,172,68.5,0,236
ETH,2001,34.2,0,160,31.7,0,144,65.9,0,223
ETH,2002,39,0,166,28,0,122,67,0,216
ETH,2003,41.8,0,167,24.5,0,105,66.3,0,207
ETH,2004,43.8,0,164,22,0,92.3,65.8,0,198
ETH,2005,43.9,0,157,20.7,0,85.2,64.6,0,189
ETH,2006,43.1,0,149,19.7,0,80.8,62.8,0,180
ETH,2007,44.3,0,144,20.4,0,79.3,64.7,0,175
ETH,2008,47.7,0,143,20.7,0,75.3,68.4,0.963,174
ETH,2009,50.2,0,140,20.5,0,70.9,70.7,4.86,170
ETH,2010,52.5,0,137,19.8,0,65.6,72.3,8.64,165
ETH,2011,52.8,7.93,114,19.1,2.05,42,71.9,22.9,137
ETH,2012,53.3,0,130,10.7,0.0446,25.5,64,10.8,142
ETH,2013,47.9,0,117,10.6,0,25.2,58.5,9.38,129
ETH,2014,44.1,0,107,8.31,0,19.6,52.4,7.66,116
ETH,2015,50.7,16.3,94.3,8.13,3.04,14.4,58.8,23.9,103
ETH,2016,47.3,13.1,90.7,6.91,2.26,12.6,54.2,19.6,98
ETH,2017,44.1,12.6,83.3,6.06,2.09,10.8,50.2,18.3,89.7
ETH,2018,44.1,14.6,80.3,3.8,1.5,6.51,47.9,18.3,84.2
ETH,2019,42.3,16,74.3,5.23,2.32,8.62,47.5,21,79.7
ETH,2020,40.8,15.4,71.6,5.77,2.98,9.05,46.5,21,77.5
ETH,2021,40.3,15.4,71.5,4.05,1.84,6.69,44.4,19.3,75.6
ETH,Cumulative,979,662,1300,354,156,553,1330,959,1710
FIN,2000,0.124,0.0466,0.21,0.00847,0.00295,0.0156,0.132,0.0548,0.219
FIN,2001,0.123,0.0555,0.198,0.00736,0.00257,0.0136,0.13,0.0627,0.206
FIN,2002,0.117,0.0514,0.191,0.00698,0.00244,0.0129,0.124,0.0581,0.198
FIN,2003,0.107,0.0488,0.172,0.00584,0.00204,0.0108,0.113,0.0544,0.178
FIN,2004,0.085,0.0382,0.138,0.0044,0.00153,0.00813,0.0894,0.0425,0.142
FIN,2005,0.0861,0.0362,0.142,0.00418,0.00145,0.00773,0.0902,0.0403,0.146
FIN,2006,0.075,0.0337,0.121,0.00304,0.00104,0.00563,0.0781,0.0367,0.124
FIN,2007,0.089,0.0446,0.139,0.0029,0.000989,0.00537,0.0919,0.0475,0.142
FIN,2008,0.1,0.051,0.155,0.00319,0.00109,0.00592,0.103,0.0541,0.158
FIN,2009,0.141,0.0816,0.208,0.00398,0.00136,0.0074,0.145,0.0855,0.212
FIN,2010,0.102,0.056,0.153,0.00315,0.00108,0.00585,0.105,0.0591,0.156
FIN,2011,0.0922,0.0455,0.145,0.00317,0.00109,0.00589,0.0954,0.0486,0.148
FIN,2012,0.0774,0.0388,0.121,0.00255,0.000873,0.00473,0.08,0.0413,0.123
FIN,2013,0.0983,0.059,0.142,0.00241,0.000822,0.00447,0.101,0.0613,0.145
FIN,2014,0.0823,0.0449,0.124,0.00225,0.000769,0.00418,0.0845,0.0471,0.126
FIN,2015,0.0969,0.0573,0.141,0.00241,0.000825,0.00448,0.0993,0.0597,0.144
FIN,2016,0.0835,0.0502,0.121,0.00213,0.000728,0.00396,0.0856,0.0523,0.123
FIN,2017,0.0786,0.044,0.117,0.00233,0.000799,0.00431,0.0809,0.0462,0.12
FIN,2018,0.0811,0.0472,0.119,0.00233,0.000803,0.00432,0.0834,0.0495,0.121
FIN,2019,0.0791,0.0459,0.116,0.0023,0.000796,0.00427,0.0814,0.0482,0.119
FIN,2020,0.0686,0.0417,0.0982,0.00179,0.000614,0.00331,0.0703,0.0435,0.1
FIN,2021,0.0662,0.0403,0.0948,0.00173,0.000594,0.0032,0.0679,0.042,0.0965
FIN,Cumulative,2.05,1.82,2.29,0.0789,0.0646,0.0932,2.13,1.9,2.37
FJI,2000,0.0631,0.0405,0.0873,0.000877,0.000267,0.00147,0.064,0.0413,0.0882
FJI,2001,0.0857,0.0563,0.118,0.000996,0.000268,0.00168,0.0867,0.0573,0.119
FJI,2002,0.065,0.0413,0.0903,0.000776,0.000181,0.00133,0.0658,0.0421,0.0911
FJI,2003,0.0759,0.0462,0.108,0.00461,0,0.0115,0.0805,0.0503,0.113
FJI,2004,0.0428,0.021,0.0661,5.89e-08,2.54e-08,9.39e-08,0.0428,0.021,0.0661
FJI,2005,0.046,0.0246,0.0688,0.000767,0.000342,0.00128,0.0468,0.0253,0.0696
FJI,2006,0.0393,0.021,0.0588,0.000966,0,0.00343,0.0403,0.0218,0.0598
FJI,2007,0.0165,0.00136,0.0323,0.000917,0,0.00302,0.0174,0.00229,0.0333
FJI,2008,0.0368,0.0197,0.0549,6.1e-08,2.62e-08,9.72e-08,0.0368,0.0197,0.0549
FJI,2009,0.0628,0.0395,0.0877,0.000263,0,0.000637,0.0631,0.0398,0.0879
FJI,2010,0.0787,0.0481,0.112,0.00278,0,0.00879,0.0815,0.0505,0.115
FJI,2011,0.0897,0.0546,0.128,0.00309,0,0.00906,0.0928,0.0574,0.132
FJI,2012,0.0823,0.048,0.12,0.00322,0,0.00838,0.0855,0.0509,0.123
FJI,2013,0.107,0.0647,0.154,0.00412,0,0.0106,0.111,0.0685,0.159
FJI,2014,0.171,0.104,0.25,0.0111,0.00286,0.022,0.183,0.115,0.262
FJI,2015,0.166,0.101,0.241,0.00506,0,0.0127,0.171,0.106,0.247
FJI,2016,0.134,0.0808,0.194,0.00733,0.000995,0.0161,0.141,0.0876,0.202
FJI,2017,0.157,0.0948,0.229,0.00735,0.000987,0.0162,0.164,0.102,0.237
FJI,2018,0.165,0.0983,0.242,0.0151,0.00517,0.0277,0.18,0.112,0.258
FJI,2019,0.205,0.121,0.307,0.0214,0.00833,0.0377,0.227,0.141,0.33
FJI,2020,0.196,0.11,0.3,0.0134,0.0022,0.0281,0.209,0.122,0.314
FJI,2021,0.189,0.105,0.29,0.0283,0.0116,0.0497,0.217,0.131,0.32
FJI,Cumulative,2.28,2.03,2.52,0.132,0.0969,0.168,2.41,2.16,2.66
FRA,2000,1.53,0.685,2.49,0.651,0.0764,1.45,2.18,1.13,3.4
FRA,2001,1.45,0.643,2.36,0.593,0.0679,1.32,2.04,1.05,3.18
FRA,2002,1.52,0.728,2.42,0.548,0.0596,1.23,2.06,1.11,3.16
FRA,2003,1.69,0.858,2.64,0.534,0.056,1.2,2.23,1.24,3.36
FRA,2004,1.46,0.742,2.26,0.413,0.0396,0.937,1.87,1.04,2.81
FRA,2005,1.41,0.709,2.2,0.352,0.0307,0.805,1.76,0.972,2.65
FRA,2006,1.57,0.861,2.36,0.302,0.0229,0.698,1.87,1.09,2.74
FRA,2007,1.89,1.1,2.76,0.286,0.0183,0.667,2.17,1.33,3.11
FRA,2008,1.91,1.13,2.78,0.273,0.017,0.639,2.19,1.35,3.11
FRA,2009,1.69,0.978,2.47,0.244,0.0148,0.573,1.93,1.17,2.77
FRA,2010,1.63,0.957,2.38,0.27,0.16,0.39,1.9,1.22,2.65
FRA,2011,1.62,0.951,2.36,0.236,0.14,0.342,1.86,1.18,2.6
FRA,2012,1.69,1.03,2.43,0.235,0.143,0.335,1.93,1.25,2.67
FRA,2013,1.69,1.02,2.43,0.235,0.143,0.335,1.93,1.25,2.67
FRA,2014,1.72,1.07,2.44,0.18,0.106,0.26,1.9,1.24,2.62
FRA,2015,1.7,1.06,2.41,0.185,0.109,0.268,1.89,1.24,2.6
FRA,2016,1.81,1.14,2.54,0.215,0.127,0.311,2.02,1.35,2.76
FRA,2017,1.92,1.22,2.68,0.187,0.111,0.271,2.1,1.4,2.87
FRA,2018,1.87,1.19,2.62,0.203,0.12,0.295,2.07,1.38,2.83
FRA,2019,1.92,1.21,2.69,0.204,0.0121,0.479,2.12,1.38,2.94
FRA,2020,1.67,0.996,2.4,0.152,0.0894,0.221,1.82,1.15,2.55
FRA,2021,1.55,0.925,2.23,0.15,0.0886,0.217,1.7,1.07,2.38
FRA,Cumulative,36.9,33.4,40.5,6.65,5.09,8.21,43.6,39.7,47.4
FSM,2000,0,0,0,7.6e-09,3.25e-09,1.21e-08,7.6e-09,3.25e-09,1.21e-08
FSM,2001,0,0,0,7.61e-09,3.26e-09,1.21e-08,7.61e-09,3.26e-09,1.21e-08
FSM,2002,0,0,0,7.61e-09,3.28e-09,1.21e-08,7.61e-09,3.28e-09,1.21e-08
FSM,2003,0,0,0,7.6e-09,3.26e-09,1.21e-08,7.6e-09,3.26e-09,1.21e-08
FSM,2004,0,0,0,7.58e-09,3.26e-09,1.21e-08,7.58e-09,3.26e-09,1.21e-08
FSM,2005,0,0,0,7.55e-09,3.26e-09,1.2e-08,7.55e-09,3.26e-09,1.2e-08
FSM,2006,0,0,0,7.51e-09,3.23e-09,1.2e-08,7.51e-09,3.23e-09,1.2e-08
FSM,2007,0,0,0,7.45e-09,3.2e-09,1.19e-08,7.45e-09,3.2e-09,1.19e-08
FSM,2008,0,0,0,7.39e-09,3.17e-09,1.18e-08,7.39e-09,3.17e-09,1.18e-08
FSM,2009,0,0,0,7.33e-09,3.15e-09,1.17e-08,7.33e-09,3.15e-09,1.17e-08
FSM,2010,0,0,0,7.32e-09,3.15e-09,1.17e-08,7.32e-09,3.15e-09,1.17e-08
FSM,2011,0.0584,0.0203,0.109,7.34e-09,3.15e-09,1.17e-08,0.0584,0.0203,0.109
FSM,2012,0,0,0,7.36e-09,3.16e-09,1.17e-08,7.36e-09,3.16e-09,1.17e-08
FSM,2013,0,0,0,7.38e-09,3.17e-09,1.18e-08,7.38e-09,3.17e-09,1.18e-08
FSM,2014,0.0748,0.0214,0.149,7.42e-09,3.17e-09,1.18e-08,0.0748,0.0214,0.149
FSM,2015,0.0418,0.0202,0.0682,7.45e-09,3.21e-09,1.19e-08,0.0418,0.0202,0.0682
FSM,2016,0.0595,0.0234,0.107,7.47e-09,3.22e-09,1.19e-08,0.0595,0.0234,0.107
FSM,2017,0.0558,0.0236,0.0971,7.51e-09,3.23e-09,1.2e-08,0.0558,0.0236,0.0971
FSM,2018,0,0,0,7.54e-09,3.23e-09,1.2e-08,7.54e-09,3.23e-09,1.2e-08
FSM,2019,0.0367,0.0191,0.0574,7.58e-09,3.26e-09,1.21e-08,0.0367,0.0191,0.0574
FSM,2020,0.0368,0.0189,0.0579,8.74e-09,5.39e-09,1.29e-08,0.0368,0.0189,0.0579
FSM,2021,0.0288,0.0148,0.0453,8.82e-09,5.43e-09,1.31e-08,0.0288,0.0148,0.0453
FSM,Cumulative,0.393,0.288,0.497,1.67e-07,1.47e-07,1.87e-07,0.393,0.288,0.497
GAB,2000,0.363,0,1.41,1.39,0,3.5,1.76,0,4.04
GAB,2001,0.451,0,1.69,1.32,0,3.57,1.78,0,4.25
GAB,2002,0.46,0,1.86,1.15,0,3.51,1.61,0,4.24
GAB,2003,0.532,0,2.07,1.13,0,3.57,1.66,0,4.43
GAB,2004,0.795,0,2.42,0.701,0,2.09,1.5,0,3.56
GAB,2005,0.644,0,2.31,2.07,0,4.71,2.71,0.218,5.73
GAB,2006,0.742,0,2.39,2.29,0,4.92,3.03,0.489,6.04
GAB,2007,1.08,0,2.73,0.96,0,2.37,2.04,0.336,4.15
GAB,2008,1.12,0,2.59,1.45,0,3.26,2.57,0.674,4.84
GAB,2009,0.793,0,2.55,2.45,0,5.27,3.24,0.483,6.46
GAB,2010,0.953,0,2.77,2.48,0,5.29,3.44,0.678,6.69
GAB,2011,1.08,0,2.94,2.5,0,5.33,3.59,0.813,6.88
GAB,2012,1.75,0,4,0.58,0,1.26,2.34,0.49,4.66
GAB,2013,1.94,0,4.35,0.432,0.0092,0.923,2.37,0.428,4.82
GAB,2014,1.5,0,3.55,2.62,0.174,5.42,4.12,1.26,7.49
GAB,2015,1.61,0,3.74,2.52,0.696,5.11,4.13,1.56,7.38
GAB,2016,1.61,0,3.83,2.45,0.663,5,4.06,1.47,7.33
GAB,2017,1.57,0,3.87,2.36,0.618,4.87,3.93,1.35,7.22
GAB,2018,1.73,0,4.07,2.23,0.539,4.68,3.96,1.36,7.23
GAB,2019,1.68,0,4.08,2.12,0.473,4.51,3.8,1.21,7.07
GAB,2020,1.48,0,3.97,1.05,0,3.52,2.52,0.0118,5.89
GAB,2021,1.48,0,4,1.16,0,3.74,2.64,0.0465,6.11
GAB,Cumulative,25.4,17.5,33.3,37.4,27.9,47,62.8,50.4,75.2
GBR,2000,2.16,1.36,3.05,0.48,0.0907,1.04,2.64,1.73,3.66
GBR,2001,2.1,1.32,2.96,0.438,0.0809,0.949,2.54,1.66,3.52
GBR,2002,2.49,1.6,3.47,0.463,0.0839,1.01,2.95,1.96,4.05
GBR,2003,2.62,1.69,3.64,0.434,0.0775,0.946,3.05,2.04,4.18
GBR,2004,2.68,1.76,3.69,0.382,0.0667,0.836,3.06,2.07,4.15
GBR,2005,3.23,2.15,4.41,0.379,0.0633,0.834,3.61,2.47,4.86
GBR,2006,3.28,2.18,4.48,0.321,0.0509,0.713,3.6,2.45,4.85
GBR,2007,3.27,2.2,4.43,0.261,0.0394,0.583,3.53,2.43,4.72
GBR,2008,3.33,2.23,4.53,0.255,0.0386,0.57,3.59,2.46,4.81
GBR,2009,3.3,2.22,4.47,0.245,0.0367,0.547,3.54,2.43,4.74
GBR,2010,3.2,2.16,4.33,0.235,0.0353,0.524,3.44,2.37,4.6
GBR,2011,3.51,2.39,4.73,0.24,0.0359,0.538,3.75,2.6,4.99
GBR,2012,3.46,2.35,4.65,0.224,0.0334,0.502,3.68,2.55,4.9
GBR,2013,3.04,2.05,4.1,0.192,0.13,0.253,3.23,2.24,4.3
GBR,2014,2.7,1.81,3.66,0.154,0.0223,0.346,2.85,1.95,3.83
GBR,2015,2.36,1.57,3.21,0.133,0.0192,0.299,2.49,1.69,3.35
GBR,2016,2.37,1.59,3.22,0.134,0.0196,0.301,2.51,1.71,3.36
GBR,2017,2.18,1.47,2.94,0.104,0.0685,0.141,2.28,1.57,3.04
GBR,2018,1.96,1.32,2.65,0.0923,0.0601,0.126,2.05,1.41,2.75
GBR,2019,1.99,1.34,2.69,0.113,0.0165,0.255,2.1,1.45,2.81
GBR,2020,1.62,1.02,2.25,0.0962,0.0132,0.217,1.71,1.11,2.35
GBR,2021,1.47,0.929,2.04,0.0904,0.0131,0.204,1.56,1.01,2.14
GBR,Cumulative,58.3,53.9,62.8,5.47,4.15,6.78,63.8,59.1,68.4
GEO,2000,4.32,0.268,12.7,0.00908,0,0.032,4.33,0.277,12.7
GEO,2001,4.03,0.337,11.4,0.0103,0,0.0359,4.04,0.347,11.4
GEO,2002,3.67,0.386,10,0.0126,0,0.0472,3.68,0.399,10
GEO,2003,3.36,0.475,8.66,0.0198,0,0.0666,3.38,0.494,8.68
GEO,2004,3.01,0.531,7.36,0.0277,0,0.0864,3.04,0.558,7.38
GEO,2005,2.75,0.633,6.32,0.0377,0.00146,0.108,2.79,0.671,6.35
GEO,2006,2.49,0.662,5.46,0.046,0.00305,0.127,2.54,0.707,5.5
GEO,2007,2.28,0.684,4.79,0.0809,0.0234,0.169,2.36,0.763,4.88
GEO,2008,2.12,0.994,3.68,0.0467,0.0188,0.0836,2.16,1.04,3.72
GEO,2009,1.96,1.28,2.73,0.0705,0.0179,0.15,2.03,1.35,2.8
GEO,2010,1.86,1.17,2.67,0.0389,0.0228,0.0575,1.9,1.21,2.71
GEO,2011,1.74,1.12,2.46,0.0895,0.0258,0.187,1.83,1.21,2.55
GEO,2012,1.67,0.961,2.55,0.0921,0.0207,0.203,1.76,1.05,2.65
GEO,2013,1.65,0.851,2.72,0.0456,0.0135,0.0866,1.7,0.896,2.77
GEO,2014,1.51,0.839,2.37,0.0468,0.0173,0.0833,1.56,0.885,2.42
GEO,2015,1.41,0.858,2.08,0.059,0.029,0.0946,1.47,0.916,2.14
GEO,2016,1.3,0.818,1.86,0.0426,0.0219,0.0668,1.34,0.86,1.9
GEO,2017,1.21,0.77,1.72,0.0308,0.0136,0.0512,1.24,0.8,1.75
GEO,2018,1.12,0.715,1.57,0.0323,0.0139,0.0538,1.15,0.747,1.61
GEO,2019,1.04,0.668,1.45,0.0261,0.0106,0.0446,1.06,0.694,1.48
GEO,2020,0.957,0.612,1.35,0.0266,0.00989,0.0468,0.983,0.638,1.38
GEO,2021,0.873,0.551,1.25,0.0433,0.022,0.0688,0.917,0.594,1.29
GEO,Cumulative,46.3,33.9,58.7,0.935,0.724,1.15,47.2,34.8,59.7
GHA,2000,3.6,0,17.3,5.94,0,23.9,9.54,0,30.7
GHA,2001,4.15,0,18.8,5.29,0,21.3,9.43,0,29.7
GHA,2002,4.44,0,19.8,4.67,0,19.2,9.11,0,28.9
GHA,2003,4.71,0,20.5,4.28,0,17.9,8.99,0,28.6
GHA,2004,4.85,0,20.8,4,0,17,8.85,0,28.2
GHA,2005,4.96,0,20.9,3.96,0,17,8.92,0,28.3
GHA,2006,5.02,0,20.7,4,0,17.3,9.03,0,28.4
GHA,2007,5.03,0,20.5,4.14,0,17.7,9.18,0,28.4
GHA,2008,5.32,0,20.7,4.22,0,17.5,9.54,0,28.7
GHA,2009,5.78,0,21.6,2.92,0,10.8,8.7,0,25.6
GHA,2010,5.43,0,20.1,3.37,0,12.4,8.8,0,25.3
GHA,2011,5.81,0,20.9,3.03,0,10.8,8.85,0,25.3
GHA,2012,5.59,0,20.2,3.04,0,10.9,8.63,0,24.7
GHA,2013,5.61,0,19.9,3.09,0,10.9,8.7,0,24.4
GHA,2014,5.53,0,19.8,3.07,0,10.8,8.6,0,24.2
GHA,2015,5.58,0,19.7,2.77,0,9.66,8.36,0,23.6
GHA,2016,5.42,0,19,2.83,0,9.77,8.25,0,23
GHA,2017,5.48,0,19,2.61,0,8.91,8.09,0,22.6
GHA,2018,5.54,0,19.1,2.33,0,7.88,7.87,0,22.2
GHA,2019,5.57,0,18.5,2.6,0,8.46,8.17,0,22
GHA,2020,5.22,0,18.7,2.12,0,7.3,7.34,0,21.5
GHA,2021,5.67,0,20.1,1.65,0,5.78,7.31,0,22.1
GHA,Cumulative,114,60.7,168,75.9,37.7,114,190,124,256
GIN,2000,1.81,0,6.32,1.57,0,5.79,3.38,0,9.24
GIN,2001,2.19,0,6.94,0.766,0,2.45,2.95,0,7.91
GIN,2002,2.16,0,6.82,1.21,0,4.55,3.37,0,8.86
GIN,2003,2.37,0,7.09,1.15,0,4.3,3.52,0,8.97
GIN,2004,2.59,0,7.32,1.14,0,4.21,3.73,0,9.14
GIN,2005,2.44,0,7.1,1.08,0,4.19,3.53,0,8.9
GIN,2006,2.94,0,7.49,1.29,0,4.52,4.24,0.178,9.58
GIN,2007,3.07,0,7.48,1.44,0,4.76,4.51,0.412,9.82
GIN,2008,3.24,0,7.57,1.52,0,4.82,4.76,0.667,10
GIN,2009,2.63,0,6.59,1.38,0,3.31,4.01,0.637,8.33
GIN,2010,3.7,0.309,7.85,1.33,0.0809,2.83,5.03,1.45,9.39
GIN,2011,3.66,0.303,7.79,1.71,0,4.92,5.37,1.3,10.4
GIN,2012,3.49,0.451,7.2,1.99,0.356,3.9,5.48,2.01,9.58
GIN,2013,3.53,0.414,7.3,1.89,0.337,3.7,5.42,1.93,9.54
GIN,2014,3.6,0.486,7.39,2.06,0.388,4.03,5.67,2.1,9.87
GIN,2015,3.75,0.551,7.63,2.12,0.434,4.1,5.87,2.23,10.2
GIN,2016,3.88,0.639,7.84,2.23,0.495,4.28,6.11,2.39,10.5
GIN,2017,4.18,0.939,8.18,2.5,0.707,4.63,6.68,2.9,11.1
GIN,2018,4.35,1.02,8.49,2.52,0.734,4.64,6.87,3.02,11.4
GIN,2019,5.06,1.71,9.29,2.75,1.07,4.8,7.82,3.97,12.4
GIN,2020,4.39,1.08,8.53,3.21,0.965,5.88,7.6,3.49,12.4
GIN,2021,5.99,2.34,10.7,2.61,1.06,4.49,8.6,4.55,13.6
GIN,Cumulative,75,57.4,92.7,39.5,29.1,49.9,115,94.1,135
GMB,2000,0.461,0.0422,0.983,0.383,0,0.925,0.844,0.255,1.57
GMB,2001,0.534,0.11,1.06,0.365,0,0.872,0.9,0.319,1.61
GMB,2002,0.601,0.181,1.12,0.359,0,0.844,0.96,0.39,1.65
GMB,2003,0.638,0.207,1.17,0.354,0,0.84,0.992,0.414,1.69
GMB,2004,0.707,0.299,1.2,0.377,0.0188,0.854,1.08,0.526,1.75
GMB,2005,0.661,0.204,1.23,0.371,0,0.904,1.03,0.412,1.78
GMB,2006,0.578,0,1.32,0.351,0,0.994,0.929,0.192,1.88
GMB,2007,0.601,0.0242,1.34,0.386,0,1.07,0.987,0.23,1.96
