country,iso2,iso3,year,case.type,sex,age.group,area.type,area.type.description,prev,prev.lo,prev.hi
Philippines,PH,PHL,1997,b,f,10plus,a,All areas,580,,
Philippines,PH,PHL,1997,b,m,10plus,a,All areas,1390,,
Philippines,PH,PHL,1997,s,a,10_29,a,All areas,150,,
Philippines,PH,PHL,1997,s,a,10plus,a,All areas,360,280,450
Philippines,PH,PHL,1997,s,a,30_49,a,All areas,530,,
Philippines,PH,PHL,1997,s,a,50plus,a,All areas,710,,
Philippines,PH,PHL,1997,s,f,10plus,a,All areas,190,,
Philippines,PH,PHL,1997,s,m,10plus,a,All areas,540,,
Philippines,PH,PHL,2007,a,a,all,a,All areas,576,515,640
Philippines,PH,PHL,2007,b,f,10plus,a,All areas,370,260,510
Philippines,PH,PHL,2007,b,m,10plus,a,All areas,970,780,1180
Philippines,PH,PHL,2007,s,f,10plus,a,All areas,190,120,290
Philippines,PH,PHL,2007,s,m,10plus,a,All areas,350,240,480
Philippines,PH,PHL,2007,b,a,10_19,a,All areas,180,90,310
Philippines,PH,PHL,2007,b,a,20_29,a,All areas,500,300,770
Philippines,PH,PHL,2007,b,a,30_39,a,All areas,600,370,920
Philippines,PH,PHL,2007,b,a,40_49,a,All areas,1100,750,1560
Philippines,PH,PHL,2007,b,a,50plus,a,All areas,1320,990,1720
Philippines,PH,PHL,2007,s,a,10_19,a,All areas,20,0,90
Philippines,PH,PHL,2007,s,a,20_29,a,All areas,220,100,420
Philippines,PH,PHL,2007,s,a,30_39,a,All areas,240,100,470
Philippines,PH,PHL,2007,s,a,40_49,a,All areas,460,250,790
Philippines,PH,PHL,2007,s,a,50plus,a,All areas,590,380,870
Philippines,PH,PHL,2007,b,a,10plus,a,All areas,660,530,800
Philippines,PH,PHL,2007,s,a,10plus,a,All areas,280,190,370
Philippines,PH,PHL,2007,b,a,15_24,a,All areas,336,185,487
Philippines,PH,PHL,2007,b,a,15plus,a,All areas,555,466,662
Philippines,PH,PHL,2007,b,a,25_34,a,All areas,359,177,540
Philippines,PH,PHL,2007,b,a,35_44,a,All areas,585,329,842
Philippines,PH,PHL,2007,b,a,45_54,a,All areas,1221,798,1645
Philippines,PH,PHL,2007,b,a,55_64,a,All areas,1134,624,1644
Philippines,PH,PHL,2007,b,a,65plus,a,All areas,1406,790,2023
Philippines,PH,PHL,2007,s,a,15_24,a,All areas,54,0,114
Philippines,PH,PHL,2007,s,a,15plus,a,All areas,233,170,296
Philippines,PH,PHL,2007,s,a,25_34,a,All areas,169,44,294
Philippines,PH,PHL,2007,s,a,35_44,a,All areas,326,133,519
Philippines,PH,PHL,2007,s,a,45_54,a,All areas,422,173,671
Philippines,PH,PHL,2007,s,a,55_64,a,All areas,661,270,1051
Philippines,PH,PHL,2007,s,a,65plus,a,All areas,638,221,1055
Philippines,PH,PHL,2007,b,a,15plus,n01,Metro Manila,640,160,1120
Philippines,PH,PHL,2007,b,a,15plus,n02,Other urban,680,500,860
Philippines,PH,PHL,2007,b,a,15plus,r,Rural areas,650,460,850
Philippines,PH,PHL,2007,s,a,15plus,n01,Metro Manila,430,0,870
Philippines,PH,PHL,2007,s,a,15plus,n02,Other urban,250,150,360
Philippines,PH,PHL,2007,s,a,15plus,r,Rural areas,260,150,360
Philippines,PH,PHL,2016,a,a,all,a,All areas,982,862,1100
Philippines,PH,PHL,2016,b,a,15_24,a,All areas,799,586,1011
Philippines,PH,PHL,2016,b,a,15plus,a,All areas,1159,1016,1301
Philippines,PH,PHL,2016,b,a,25_34,a,All areas,900,677,1123
Philippines,PH,PHL,2016,b,a,35_44,a,All areas,1126,821,1430
Philippines,PH,PHL,2016,b,a,45_54,a,All areas,1714,1364,2064
Philippines,PH,PHL,2016,b,a,55_64,a,All areas,1504,1104,1903
Philippines,PH,PHL,2016,b,a,65plus,a,All areas,1659,1261,2058
Philippines,PH,PHL,2016,b,f,15plus,a,All areas,627,516,739
Philippines,PH,PHL,2016,b,m,15plus,a,All areas,1713,1482,1943
Philippines,PH,PHL,2016,s,a,15_24,a,All areas,330,197,463
Philippines,PH,PHL,2016,s,a,15plus,a,All areas,434,350,518
Philippines,PH,PHL,2016,s,a,25_34,a,All areas,326,195,458
Philippines,PH,PHL,2016,s,a,35_44,a,All areas,470,298,641
Philippines,PH,PHL,2016,s,a,45_54,a,All areas,665,438,891
Philippines,PH,PHL,2016,s,a,55_64,a,All areas,488,285,691
Philippines,PH,PHL,2016,s,a,65plus,a,All areas,503,310,696
Philippines,PH,PHL,2016,s,f,15plus,a,All areas,205,141,270
Philippines,PH,PHL,2016,s,m,15plus,a,All areas,673,528,819
Philippines,PH,PHL,2016,b,a,15plus,n03,NCR regions 3 and 4-A,1358,1103,1612
Philippines,PH,PHL,2016,b,a,15plus,n04,Rest of Luzon,1038,787,1288
Philippines,PH,PHL,2016,b,a,15plus,n05,Visayas,1234,873,1594
Philippines,PH,PHL,2016,b,a,15plus,n06,Mindanao,856,686,1026
Philippines,PH,PHL,2016,s,a,15plus,n03,NCR regions 3 and 4-A,599,451,747
Philippines,PH,PHL,2016,s,a,15plus,n04,Rest of Luzon,258,138,378
Philippines,PH,PHL,2016,s,a,15plus,n05,Visayas,471,261,680
Philippines,PH,PHL,2016,s,a,15plus,n06,Mindanao,268,173,364
Democratic People's Republic of Korea,KP,PRK,2016,a,a,all,a,All areas,600,527,676
Democratic People's Republic of Korea,KP,PRK,2016,b,a,15_24,a,All areas,155,70,240
Democratic People's Republic of Korea,KP,PRK,2016,b,a,15plus,a,All areas,587,520,655
Democratic People's Republic of Korea,KP,PRK,2016,b,a,25_34,a,All areas,579,410,748
Democratic People's Republic of Korea,KP,PRK,2016,b,a,35_44,a,All areas,764,611,916
Democratic People's Republic of Korea,KP,PRK,2016,b,a,45_54,a,All areas,877,705,1049
Democratic People's Republic of Korea,KP,PRK,2016,b,a,55_64,a,All areas,595,410,781
Democratic People's Republic of Korea,KP,PRK,2016,b,a,65plus,a,All areas,444,264,624
Democratic People's Republic of Korea,KP,PRK,2016,b,f,15plus,a,All areas,319,256,382
Democratic People's Republic of Korea,KP,PRK,2016,b,m,15plus,a,All areas,917,783,1052
Democratic People's Republic of Korea,KP,PRK,2016,s,a,15_24,a,All areas,42,0,84
Democratic People's Republic of Korea,KP,PRK,2016,s,a,15plus,a,All areas,330,283,377
Democratic People's Republic of Korea,KP,PRK,2016,s,a,25_34,a,All areas,333,218,448
Democratic People's Republic of Korea,KP,PRK,2016,s,a,35_44,a,All areas,417,302,531
Democratic People's Republic of Korea,KP,PRK,2016,s,a,45_54,a,All areas,525,400,651
Democratic People's Republic of Korea,KP,PRK,2016,s,a,55_64,a,All areas,341,207,474
Democratic People's Republic of Korea,KP,PRK,2016,s,a,65plus,a,All areas,265,137,393
Democratic People's Republic of Korea,KP,PRK,2016,s,f,15plus,a,All areas,164,118,210
Democratic People's Republic of Korea,KP,PRK,2016,s,m,15plus,a,All areas,535,443,627
Democratic People's Republic of Korea,KP,PRK,2016,b,a,15plus,con,Construction unit,102,0,219
Democratic People's Republic of Korea,KP,PRK,2016,b,a,15plus,r,Rural areas,659,555,764
Democratic People's Republic of Korea,KP,PRK,2016,b,a,15plus,u,Urban areas,577,489,665
Democratic People's Republic of Korea,KP,PRK,2016,s,a,15plus,con,Construction unit,66,0,138
Democratic People's Republic of Korea,KP,PRK,2016,s,a,15plus,r,Rural areas,361,288,434
Democratic People's Republic of Korea,KP,PRK,2016,s,a,15plus,u,Urban areas,330,267,394
Rwanda,RW,RWA,2012,a,a,all,a,All areas,95,66,124
Rwanda,RW,RWA,2012,b,a,15_34,a,All areas,86,46,125
Rwanda,RW,RWA,2012,b,a,15plus,a,All areas,119,79,160
Rwanda,RW,RWA,2012,b,a,35_54,a,All areas,114,35,193
Rwanda,RW,RWA,2012,b,a,55plus,a,All areas,262,104,421
Rwanda,RW,RWA,2012,s,a,15_34,a,All areas,57,27,86
Rwanda,RW,RWA,2012,s,a,15plus,a,All areas,74,48,99
Rwanda,RW,RWA,2012,s,a,35_54,a,All areas,66,21,110
Rwanda,RW,RWA,2012,s,a,55plus,a,All areas,159,54,263
Rwanda,RW,RWA,2012,s,f,15plus,a,All areas,24,5,43
Rwanda,RW,RWA,2012,s,m,15plus,a,All areas,142,88,196
Rwanda,RW,RWA,2012,b,f,15plus,a,All areas,53,20,86
Rwanda,RW,RWA,2012,b,m,15plus,a,All areas,208,139,278
Sudan,SD,SDN,2013,b,a,15_24,a,All areas,49,21,112
Sudan,SD,SDN,2013,b,a,15plus,a,All areas,183,128,238
Sudan,SD,SDN,2013,b,a,25_34,a,All areas,250,154,408
Sudan,SD,SDN,2013,b,a,35_44,a,All areas,249,154,403
Sudan,SD,SDN,2013,b,a,45_54,a,All areas,227,132,391
Sudan,SD,SDN,2013,b,a,55_64,a,All areas,256,134,487
Sudan,SD,SDN,2013,b,a,65plus,a,All areas,283,163,490
Sudan,SD,SDN,2013,b,f,15plus,a,All areas,143,99,208
Sudan,SD,SDN,2013,b,m,15plus,a,All areas,234,163,334
Sudan,SD,SDN,2013,s,a,15_24,a,All areas,28,9,82
Sudan,SD,SDN,2013,s,a,15plus,a,All areas,87,53,121
Sudan,SD,SDN,2013,s,a,25_34,a,All areas,123,68,220
Sudan,SD,SDN,2013,s,a,35_44,a,All areas,157,88,279
Sudan,SD,SDN,2013,s,a,45_54,a,All areas,68,27,169
Sudan,SD,SDN,2013,s,a,55_64,a,All areas,88,31,246
Sudan,SD,SDN,2013,s,a,65plus,a,All areas,114,51,253
Sudan,SD,SDN,2013,s,f,15plus,a,All areas,58,32,105
Sudan,SD,SDN,2013,s,m,15plus,a,All areas,124,79,194
Sudan,SD,SDN,2013,a,a,all,a,All areas,172,122,222
Sudan,SD,SDN,2013,b,a,15plus,r,Rural areas,137,89,210
Sudan,SD,SDN,2013,b,a,15plus,u,Urban areas,275,178,425
Sudan,SD,SDN,2013,s,a,15plus,r,Rural areas,55,29,108
Sudan,SD,SDN,2013,s,a,15plus,u,Urban areas,150,93,243
Eswatini,SZ,SWZ,2018,b,a,15_24,a,All areas,163,48,278
Eswatini,SZ,SWZ,2018,b,a,15plus,a,All areas,352,264,440
Eswatini,SZ,SWZ,2018,b,a,25_34,a,All areas,336,164,509
Eswatini,SZ,SWZ,2018,b,a,35_44,a,All areas,419,149,688
Eswatini,SZ,SWZ,2018,b,a,45_54,a,All areas,703,245,1161
Eswatini,SZ,SWZ,2018,b,a,55_64,a,All areas,305,63,548
Eswatini,SZ,SWZ,2018,b,a,65plus,a,All areas,608,255,961
Eswatini,SZ,SWZ,2018,b,f,15plus,a,All areas,293,181,404
Eswatini,SZ,SWZ,2018,b,m,15plus,a,All areas,425,277,574
Eswatini,SZ,SWZ,2018,a,a,all,a,All areas,354,249,458
Eswatini,SZ,SWZ,2018,b,a,15plus,r,Rural areas,344,251,437
Eswatini,SZ,SWZ,2018,b,a,15plus,u,Urban areas,385,116,654
Thailand,TH,THA,1991,b,a,10plus,a,All areas,240,,
Thailand,TH,THA,1991,s,a,10plus,a,All areas,170,,
Thailand,TH,THA,2012,b,a,15_24,a,All areas,218,86,555
Thailand,TH,THA,2012,b,a,15plus,a,All areas,242,176,322
Thailand,TH,THA,2012,b,a,25_34,a,All areas,186,91,380
Thailand,TH,THA,2012,b,a,35_44,a,All areas,134,69,259
Thailand,TH,THA,2012,b,a,45_54,a,All areas,265,146,482
Thailand,TH,THA,2012,b,a,55_64,a,All areas,295,187,463
Thailand,TH,THA,2012,b,a,65plus,a,All areas,465,290,743
Thailand,TH,THA,2012,b,f,15plus,a,All areas,115,71,184
Thailand,TH,THA,2012,b,m,15plus,a,All areas,376,264,535
Thailand,TH,THA,2012,s,a,15_24,a,All areas,22,2,215
Thailand,TH,THA,2012,s,a,15plus,a,All areas,104,55,195
Thailand,TH,THA,2012,s,a,25_34,a,All areas,126,44,362
Thailand,TH,THA,2012,s,a,35_44,a,All areas,49,18,132
Thailand,TH,THA,2012,s,a,45_54,a,All areas,109,27,439
Thailand,TH,THA,2012,s,a,55_64,a,All areas,164,92,293
Thailand,TH,THA,2012,s,a,65plus,a,All areas,204,108,384
Thailand,TH,THA,2012,s,f,15plus,a,All areas,51,23,117
Thailand,TH,THA,2012,s,m,15plus,a,All areas,159,82,306
Thailand,TH,THA,2012,a,a,all,a,All areas,243,156,330
Thailand,TH,THA,2012,b,a,15plus,r,Rural areas,220,220,284
Thailand,TH,THA,2012,b,a,15plus,u,Urban areas,286,286,518
Thailand,TH,THA,2012,s,a,15plus,r,Rural areas,82,55,122
Thailand,TH,THA,2012,s,a,15plus,u,Urban areas,147,48,445
United Republic of Tanzania,TZ,TZA,2012,a,a,all,a,All areas,443,258,629
United Republic of Tanzania,TZ,TZA,2012,b,a,15plus,a,All areas,590,330,860
United Republic of Tanzania,TZ,TZA,2012,s,a,15_24,a,All areas,51,13,88
United Republic of Tanzania,TZ,TZA,2012,s,a,15plus,a,All areas,275,232,326
United Republic of Tanzania,TZ,TZA,2012,s,a,25_34,a,All areas,280,178,381
United Republic of Tanzania,TZ,TZA,2012,s,a,35_44,a,All areas,316,199,433
United Republic of Tanzania,TZ,TZA,2012,s,a,45_54,a,All areas,241,123,359
United Republic of Tanzania,TZ,TZA,2012,s,a,55_64,a,All areas,462,264,660
United Republic of Tanzania,TZ,TZA,2012,s,a,65plus,a,All areas,662,436,888
United Republic of Tanzania,TZ,TZA,2012,s,f,15plus,a,All areas,179,130,228
United Republic of Tanzania,TZ,TZA,2012,s,m,15plus,a,All areas,407,319,494
United Republic of Tanzania,TZ,TZA,2012,s,a,15plus,r,Rural areas,268,210,327
United Republic of Tanzania,TZ,TZA,2012,s,a,15plus,su,Semi-urban,302,201,404
United Republic of Tanzania,TZ,TZA,2012,s,a,15plus,u,Urban areas,328,184,471
Uganda,UG,UGA,2015,a,a,all,a,All areas,253,191,315
Uganda,UG,UGA,2015,b,a,15_24,a,All areas,228,117,338
Uganda,UG,UGA,2015,b,a,15plus,a,All areas,401,292,509
Uganda,UG,UGA,2015,b,a,25_34,a,All areas,442,291,592
Uganda,UG,UGA,2015,b,a,35_44,a,All areas,624,379,869
Uganda,UG,UGA,2015,b,a,45_54,a,All areas,565,280,850
Uganda,UG,UGA,2015,b,a,55_64,a,All areas,636,277,995
Uganda,UG,UGA,2015,b,a,65plus,a,All areas,570,261,879
Uganda,UG,UGA,2015,b,f,15plus,a,All areas,178,109,248
Uganda,UG,UGA,2015,b,m,15plus,a,All areas,734,554,914
Uganda,UG,UGA,2015,s,a,15_24,a,All areas,124,50,198
Uganda,UG,UGA,2015,s,a,15plus,a,All areas,174,111,238
Uganda,UG,UGA,2015,s,a,25_34,a,All areas,191,98,284
Uganda,UG,UGA,2015,s,a,35_44,a,All areas,294,162,425
Uganda,UG,UGA,2015,s,a,45_54,a,All areas,164,25,303
Uganda,UG,UGA,2015,s,a,55_64,a,All areas,254,26,481
Uganda,UG,UGA,2015,s,a,65plus,a,All areas,85,2,205
Uganda,UG,UGA,2015,s,f,15plus,a,All areas,70,25,114
Uganda,UG,UGA,2015,s,m,15plus,a,All areas,314,216,413
Uganda,UG,UGA,2015,b,a,15plus,r,Rural areas,370,237,504
Uganda,UG,UGA,2015,b,a,15plus,u,Urban areas,504,355,652
Uganda,UG,UGA,2015,s,a,15plus,r,Rural areas,169,91,248
Uganda,UG,UGA,2015,s,a,15plus,u,Urban areas,191,113,270
Viet Nam,VN,VNM,2007,a,a,all,a,All areas,266,117,477
Viet Nam,VN,VNM,2007,b,a,15_24,a,All areas,55,22,88
Viet Nam,VN,VNM,2007,b,a,15plus,a,All areas,307,249,366
Viet Nam,VN,VNM,2007,b,a,25_34,a,All areas,136,63,210
Viet Nam,VN,VNM,2007,b,a,35_44,a,All areas,321,222,420
Viet Nam,VN,VNM,2007,b,a,45_54,a,All areas,344,228,460
Viet Nam,VN,VNM,2007,b,a,55_64,a,All areas,599,288,910
Viet Nam,VN,VNM,2007,b,a,65plus,a,All areas,764,492,1037
Viet Nam,VN,VNM,2007,b,f,15plus,a,All areas,118,75,161
Viet Nam,VN,VNM,2007,b,m,15plus,a,All areas,536,431,642
Viet Nam,VN,VNM,2007,s,a,15_24,a,All areas,42,12,73
Viet Nam,VN,VNM,2007,s,a,15plus,a,All areas,197,150,244
Viet Nam,VN,VNM,2007,s,a,25_34,a,All areas,84,24,143
Viet Nam,VN,VNM,2007,s,a,35_44,a,All areas,247,157,337
Viet Nam,VN,VNM,2007,s,a,45_54,a,All areas,234,145,322
Viet Nam,VN,VNM,2007,s,a,55_64,a,All areas,329,187,470
Viet Nam,VN,VNM,2007,s,a,65plus,a,All areas,429,239,620
Viet Nam,VN,VNM,2007,s,f,15plus,a,All areas,69,39,99
Viet Nam,VN,VNM,2007,s,m,15plus,a,All areas,351,262,440
Viet Nam,VN,VNM,2007,b,a,15plus,r,Rural areas,344,259,430
Viet Nam,VN,VNM,2007,b,a,15plus,rem,Remote areas,232,131,333
Viet Nam,VN,VNM,2007,b,a,15plus,u,Urban areas,282,188,376
Viet Nam,VN,VNM,2007,s,a,15plus,r,Rural areas,219,145,294
Viet Nam,VN,VNM,2007,s,a,15plus,rem,Remote areas,134,92,177
Viet Nam,VN,VNM,2007,s,a,15plus,u,Urban areas,203,132,274
Viet Nam,VN,VNM,2018,b,a,15_24,a,All areas,63,18,226
Viet Nam,VN,VNM,2018,b,a,15plus,a,All areas,322,260,399
Viet Nam,VN,VNM,2018,b,a,25_34,a,All areas,203,114,360
Viet Nam,VN,VNM,2018,b,a,35_44,a,All areas,287,180,454
Viet Nam,VN,VNM,2018,b,a,45_54,a,All areas,423,300,597
Viet Nam,VN,VNM,2018,b,a,55_64,a,All areas,618,463,823
Viet Nam,VN,VNM,2018,b,a,65plus,a,All areas,689,511,930
Viet Nam,VN,VNM,2018,b,f,15plus,a,All areas,133,89,198
Viet Nam,VN,VNM,2018,b,m,15plus,a,All areas,522,420,648
Viet Nam,VN,VNM,2018,a,a,all,a,All areas,289,224,353
Viet Nam,VN,VNM,2018,b,a,15plus,r,Rural areas,309,181,526
Viet Nam,VN,VNM,2018,b,a,15plus,rem,Remote areas,241,182,572
Viet Nam,VN,VNM,2018,b,a,15plus,u,Urban areas,445,327,604
Viet Nam,VN,VNM,2018,s,a,15plus,r,Rural areas,76,44,133
Viet Nam,VN,VNM,2018,s,a,15plus,rem,Remote areas,37,15,93
Viet Nam,VN,VNM,2018,s,a,15plus,u,Urban areas,140,86,228
South Africa,ZA,ZAF,2018,b,a,15_24,a,All areas,432,232,632
South Africa,ZA,ZAF,2018,b,a,15plus,a,All areas,852,679,1026
South Africa,ZA,ZAF,2018,b,a,25_34,a,All areas,902,583,1221
South Africa,ZA,ZAF,2018,b,a,35_44,a,All areas,1107,703,1511
South Africa,ZA,ZAF,2018,b,a,45_54,a,All areas,1063,682,1443
South Africa,ZA,ZAF,2018,b,a,55_64,a,All areas,845,505,1186
South Africa,ZA,ZAF,2018,b,a,65plus,a,All areas,1104,680,1528
South Africa,ZA,ZAF,2018,b,f,15plus,a,All areas,675,494,855
South Africa,ZA,ZAF,2018,b,m,15plus,a,All areas,1094,835,1352
South Africa,ZA,ZAF,2018,a,a,all,a,All areas,737,584,891
South Africa,ZA,ZAF,2018,b,a,15plus,n12,Stratum 1: low case notification rate: Gautang; Limpopo,338,220,457
South Africa,ZA,ZAF,2018,b,a,15plus,n13,Stratum 2: medium case notification rate: Mpumalanga; North West; Western Cape,933,548,1318
South Africa,ZA,ZAF,2018,b,a,15plus,n14,Stratum 3: high case notification rate: Eastern Cape; Free State; KwaZulu Natal; Northern Cape,1236,945,1526
Zambia,ZM,ZMB,2014,b,a,15_24,a,All areas,285,157,412
Zambia,ZM,ZMB,2014,b,a,15plus,a,All areas,638,502,774
Zambia,ZM,ZMB,2014,b,a,25_34,a,All areas,664,337,891
Zambia,ZM,ZMB,2014,b,a,35_44,a,All areas,947,660,1237
Zambia,ZM,ZMB,2014,b,a,45_54,a,All areas,926,611,1240
Zambia,ZM,ZMB,2014,b,a,55_64,a,All areas,708,401,1013
Zambia,ZM,ZMB,2014,b,a,65plus,a,All areas,876,535,1218
Zambia,ZM,ZMB,2014,b,f,15plus,a,All areas,487,353,621
Zambia,ZM,ZMB,2014,b,m,15plus,a,All areas,833,641,1024
Zambia,ZM,ZMB,2014,s,a,15_24,a,All areas,154,71,236
Zambia,ZM,ZMB,2014,s,a,15plus,a,All areas,319,232,406
Zambia,ZM,ZMB,2014,s,a,25_34,a,All areas,422,245,599
Zambia,ZM,ZMB,2014,s,a,35_44,a,All areas,496,315,676
Zambia,ZM,ZMB,2014,s,a,45_54,a,All areas,323,139,507
Zambia,ZM,ZMB,2014,s,a,55_64,a,All areas,333,149,517
Zambia,ZM,ZMB,2014,s,a,65plus,a,All areas,288,91,485
Zambia,ZM,ZMB,2014,s,f,15plus,a,All areas,221,139,303
Zambia,ZM,ZMB,2014,s,m,15plus,a,All areas,445,309,580
Zambia,ZM,ZMB,2014,a,a,all,a,All areas,455,366,544
Zambia,ZM,ZMB,2014,b,a,15plus,r,Rural areas,460,344,577
Zambia,ZM,ZMB,2014,b,a,15plus,u,Urban areas,993,714,1273
Zambia,ZM,ZMB,2014,s,a,15plus,r,Rural areas,187,130,243
Zambia,ZM,ZMB,2014,s,a,15plus,u,Urban areas,583,391,775
Zimbabwe,ZW,ZWE,2014,a,a,all,a,All areas,275,217,334
Zimbabwe,ZW,ZWE,2014,b,a,15_24,a,All areas,129,68,245
Zimbabwe,ZW,ZWE,2014,b,a,15plus,a,All areas,344,268,420
Zimbabwe,ZW,ZWE,2014,b,a,25_34,a,All areas,373,255,546
Zimbabwe,ZW,ZWE,2014,b,a,35_44,a,All areas,546,371,804
Zimbabwe,ZW,ZWE,2014,b,a,45_54,a,All areas,310,168,570
Zimbabwe,ZW,ZWE,2014,b,a,55_64,a,All areas,490,276,869
Zimbabwe,ZW,ZWE,2014,s,a,15_24,a,All areas,52,21,131
Zimbabwe,ZW,ZWE,2014,s,a,15plus,a,All areas,82,47,118
Zimbabwe,ZW,ZWE,2014,s,a,35_44,a,All areas,85,34,215
Zimbabwe,ZW,ZWE,2014,s,a,45_54,a,All areas,75,23,248
Zimbabwe,ZW,ZWE,2014,s,a,55_64,a,All areas,35,5,277
Zimbabwe,ZW,ZWE,2014,s,a,65plus,a,All areas,47,7,341
Zimbabwe,ZW,ZWE,2014,b,a,65plus,a,All areas,547,310,962
Zimbabwe,ZW,ZWE,2014,b,f,15plus,a,All areas,288,189,386
Zimbabwe,ZW,ZWE,2014,b,m,15plus,a,All areas,413,303,523
Zimbabwe,ZW,ZWE,2014,s,a,25_34,a,All areas,138,70,274
Zimbabwe,ZW,ZWE,2014,s,f,15plus,a,All areas,65,27,104
Zimbabwe,ZW,ZWE,2014,s,m,15plus,a,All areas,103,43,163
Zimbabwe,ZW,ZWE,2014,b,a,15plus,r,Rural areas,337,243,431
Zimbabwe,ZW,ZWE,2014,b,a,15plus,u,Urban areas,355,228,482
Zimbabwe,ZW,ZWE,2014,s,a,15plus,r,Rural areas,64,36,114
Zimbabwe,ZW,ZWE,2014,s,a,15plus,u,Urban areas,116,38,193
