iso3,sex,diabetes,alcohol,undernutrition,smoking,diabetes.sd,alcohol.sd,undernutrition.sd,smoking.sd,inc.15plus,inc.15plus.sd,pop,adults,inc,inc.lo,inc.hi,inc.sd,hiv,hiv.sd,irr,irr.sd,sex,paf.hiv,paf.hiv.sd,sex,paf.dia,paf.dia.sd,sex,paf.alc,paf.alc.sd,sex,paf.smk,paf.smk.sd,sex,paf.und,paf.und.sd,inc.at.hiv,inc.at.hiv.sd,inc.at.dia,inc.at.dia.sd,inc.at.alc,inc.at.alc.sd,inc.at.smk,inc.at.smk.sd,inc.at.und,inc.at.und.sd,inc.at.hiv.num,inc.at.dia.num,inc.at.alc.num,inc.at.smk.num,inc.at.und.num,inc.at.hiv.lo.num,inc.at.hiv.hi.num,inc.at.dia.lo.num,inc.at.dia.hi.num,inc.at.alc.lo.num,inc.at.alc.hi.num,inc.at.smk.lo.num,inc.at.smk.hi.num,inc.at.und.lo.num,inc.at.und.hi.num
ARM,m,0.11,0.0989999961853027,,0.464000015258789,0.029846939505363,,,,44,7.65049199402718,1065275,965624,36.5539262855665,20.2075435141287,35.788756956509,5.88782571751752,,,,,m,,,m,0.0517885350821023,0.018302856495523,m,0.184251214030472,0.0510576084905003,m,0.203295602845474,0.0686109182368571,m,,,,,2.2786955436125,0.908370684398618,8.10705341734079,2.68076601674432,8.94500652520084,3.4363003408286,,,,22,78,86,,,,7,44,32,143,30,171,,
ATG,a,0.115,0.065,,,0.0267857142857143,,,,3.00531810638826,0.229876558640596,92664,74979,4.93461633358006,4.22217886298704,5.70177672695316,0.377649209202556,,,22.6235856167369,5.65589640418423,a,,,a,0.054054176803782,0.0175760269036131,a,0.129854408331702,0.0382184583112573,a,,,a,,,,,0.162449996274318,0.0544136077954065,0.390253804553598,0.11899891009617,,,,,,0,0,,,,,0,0,0,0,,,,
ATG,f,0.13,0.0370000004768372,,,0.0413265301256764,,,,0,0,42314,39718,0,4.22217886298704,5.70177672695316,0,,,,,f,,,f,0.0604696243503953,0.0233354598040289,f,0.0787210304125041,0.0244170254170112,f,,,f,,,,,0,0,0,0,,,,,,0,0,,,,,,,,,,,,
ATG,m,0.0989999961853027,0.0980000019073486,,,0.0344387742937828,,,,6,0.482970485623551,37939,35261,4.86576826249762,4.22217886298704,5.70177672695316,0.372182252836393,,,,,m,,,m,0.0467816889775027,0.0194350003065083,m,0.182756091622191,0.0507305712594521,m,,,m,,,,,0.280690133865016,0.11914905055891,1.09653654973314,0.317868587925239,,,,,,0,0,,,,,0,0,0,0,,,,
AUS,a,0.0590000009536743,0.0440000009536743,0.025,0.118000001907349,0.0107142852277172,,,,9.00204092907535,0.688565434836758,25670051,20910377,6.51284365406098,5.57254833560758,7.52536267342553,0.498431912300586,0.00113988266465194,3.78755249911731e-05,24.8865545434097,10.6292453523552,a,0.0263699748722758,0.011521528546837,a,0.0285805514278898,0.00856615719226139,a,0.0921124495930293,0.02819108819334,a,0.0623903007575704,0.0243296316891096,a,0.0521313159091489,0.00114598689956952,0.171743523504649,0.0763964810576522,0.257283293729407,0.079802728610301,0.829200041313839,0.262302351229509,0.561640040996969,0.223817670925397,0.339523109996748,0.02704063139538,44,53,173,117,87,14,90,21,100,67,328,33,253,74,101
AUS,f,0.05,0.0270000004768372,,0.0980000019073486,0.0127551020408163,,,,8.4060113535196,0.907897343477607,11372463,10616083,6.83320591507754,5.57254833560758,7.52536267342553,0.73802535314645,,,,,f,,,f,0.0243176668582052,0.00853298035884776,f,0.0588190667005917,0.0186017643411184,f,0.0524553384014515,0.0206405443594136,f,,,,,0.20441458370118,0.0754480354331477,0.4944337424886,0.166094812722108,0.440940170155314,0.180895228395988,,,,21,52,46,,,,8,41,22,95,15,94,,
AUS,m,0.0680000019073486,0.0609999990463257,,0.136999998092651,0.017091836856336,,,,9,1.03811335997115,11094580,10294294,7.70094256507127,5.57254833560758,7.52536267342553,0.831745878403367,,,,,m,,,m,0.0327532355668509,0.0113094423116599,m,0.122930964118733,0.0364469504052348,m,0.0716086061689411,0.0276884241141168,m,,,,,0.294779120101658,0.107954287184677,1.10637867706859,0.354000392026904,0.64447745552047,0.261631177212561,,,,30,113,66,,,,11,57,50,202,22,134,,
AUT,a,0.0430000019073486,0.12,0.025,0.221000003814697,0.00943877563184621,,,,5.51996658182394,0.435686431588921,8907777,7624763,4.9881854930273,4.2680139361174,5.76367400385529,0.381748889772498,0.000894410071550564,5.64488438156867e-05,24.8865545434097,10.6292453523552,a,0.0208309521774844,0.00922181195612327,a,0.0210005749347666,0.00685900094475312,a,0.214345074055155,0.0573253261855855,a,0.109992322508051,0.0409977479038183,a,0.0521313159091489,0.00114598689956952,0.103908653457673,0.046814962314507,0.115922471839001,0.0390657984332742,1.18317764576303,0.330870630417932,0.607153944501643,0.232013115842076,0.26004067375044,0.0207104135172397,9,8,90,46,23,2,19,3,16,42,156,15,94,19,26
AUT,f,0.0320000004768372,0.0609999990463257,,0.212000007629395,0.0104591831260798,,,,3.62127092896519,0.383885614658149,4112791,3901597,3.32405677699192,4.2680139361174,5.76367400385529,0.343555912734655,,,,,f,,,f,0.0157073153205098,0.0064436698352649,f,0.122930964118733,0.0364469504052348,f,0.106053898244092,0.0396830010730461,f,,,,,0.0568804443422518,0.0242273780744909,0.445166326632829,0.140863915105645,0.384049898614761,0.15013361579565,,,,2,17,14,,,,0,4,7,30,5,29,,
AUT,m,0.0540000009536743,0.181000003814697,,0.23,0.0160714296662078,,,,7,0.79537269141769,3946418,3723166,6.47567589726402,4.2680139361174,5.76367400385529,0.669289633936887,,,,,m,,,m,0.0261901901438405,0.0100241021718633,m,0.289730234600129,0.0703522598277171,m,0.11389135026175,0.0422877373774592,m,,,,,0.183331331006883,0.0736284229126885,2.0281116422009,0.546587505071157,0.797239451832249,0.311386416363133,,,,6,75,29,,,,2,13,39,123,10,58,,
AZE,a,0.123000001907349,0.06,0.025,0.191000003814697,0.0232142842545801,,,,74.6372320931674,9.57271325228689,10284951,7793511,62.506,49.3678538377496,77.1697043210124,7.10045918367347,0.000982062237612518,0.000115876226819915,20.4194612131798,8.72131426707541,a,0.018640118602799,0.00857905433695263,a,0.0576345897678777,0.0170250106057986,a,0.121181313000082,0.0359944087460579,a,0.0967072674683601,0.03651593618981,a,0.0521313159091489,0.00114598689956952,1.16511925338656,0.555683333646726,4.30168625309958,1.3948594811195,9.04463778374187,2.9464910128585,7.21796276713201,2.89952989588807,3.25852003221726,0.377111246021312,119,335,704,562,335,35,255,115,669,241,1411,137,1279,263,415
AZE,f,0.13,0.0209999990463257,,0.00100000001490116,0.0334183658872332,,,,51.2037754077407,8.89764178539085,4399122,4046861,39.9652446022531,49.3678538377496,77.1697043210124,6.94473068645278,,,,,f,,,f,0.060591958697255,0.0205966680931539,f,0.0464162069068523,0.0148540673971298,f,0.000569620306435232,0.000234426571661711,f,,,,,3.10253704464935,1.19853230726187,2.37668503373769,0.875511913757027,0.029166710238398,0.0131955600492506,,,,125,96,1,,,,44,248,36,185,0,2,,
AZE,m,0.116000003814697,0.1,,0.38,0.0316326545209301,,,,99,17.2203984678777,4146227,3746650,74.2401454475941,49.3678538377496,77.1697043210124,12.9006545909532,,,,,m,,,m,0.0544388275535942,0.0192434570989075,m,0.185740469387786,0.0513818965405167,m,0.173620153959011,0.0605774597907992,m,,,,,5.38944392780583,2.14896611572458,18.3883064693908,6.07363773306045,17.1883952419421,6.78182740768524,,,,201,688,643,,,,66,410,287,1263,216,1300,,
BDI,a,0.0419999980926514,0.0680000019073486,,0.075,0.0109693870252492,,,,189.041417902959,37.7852064303462,12220227,6510895,100.151210599028,63.7676740328498,144.605901933045,20.699308404913,0.0063443270383508,0.000390147947058959,20.4194612131798,8.72131426707541,a,0.10748827803981,0.0444227237441724,a,0.020514955701435,0.00731783759682154,a,0.134969511332371,0.0395075068866991,a,0.0407240968357876,0.0161929637175803,a,,,10.7650811708919,5.05859184440392,3.87817631401566,1.60967579345406,25.5148277959409,9.1660375300409,7.6985410086547,3.48033866660766,,,1315,252,1661,501,,396,2775,21,757,232,4466,30,1611,,
BDI,f,0.0409999990463257,0.0229999995231628,,0.0179999995231628,0.0150510200432369,,,,139.11725731662,38.156545288259,4330975,3313319,77.1056760728476,63.7676740328498,144.605901933045,21.1482477286012,,,,,f,,,f,0.0200111873169517,0.00885151941874032,f,0.0505903651923443,0.0161258856747827,f,0.0101384931249482,0.00413919161887485,f,,,,,2.78390149518346,1.487761686604,7.03799285220514,3.02285677090587,1.41043935686621,0.711463721113566,,,,92,233,46,,,,11,254,51,551,6,123,,
BDI,m,0.0419999980926514,0.116000003814697,,0.131999998092651,0.0155612248547223,,,,241,66.1047529060738,4230661,3197576,130.294699994793,63.7676740328498,144.605901933045,35.7367282612284,,,,,m,,,m,0.0204863405142244,0.00911743924105274,m,0.208797834492434,0.0562152700129788,m,0.0692030426877687,0.026817919268308,m,,,,,4.93720806392809,2.65054193621256,50.3202781126766,19.6942692628868,16.6779332877523,8.11431546637323,,,,157,1609,533,,,,18,441,412,3605,84,1386,,
BEL,a,0.0459999990463257,0.0810000038146973,0.025,0.202999992370605,0.00943877502363555,,,,9.88370322595468,0.799339531006705,11561717,9620096,8.09160361881696,6.92337327859764,9.34956379554303,0.619255378991094,0.00175301571668372,0.000154318925847567,24.8865545434097,10.6292453523552,a,0.0398715753605445,0.0175587064183519,a,0.0224324545121197,0.00710067199352298,a,0.156401537410021,0.0447249289021209,a,0.102075404948967,0.0383429573135826,a,0.0521313159091489,0.00114598689956952,0.322624983475315,0.144616885426609,0.221715723027519,0.0726574490263424,1.5458263798437,0.460775370165645,1.00888300918474,0.388864164509701,0.421825944464159,0.0335954741854615,37,21,148,97,48,12,76,8,40,63,269,29,202,41,56
BEL,f,0.035,0.0430000019073486,,0.186000003814697,0.0102040822408637,,,,6.37276178759534,0.689255928187058,5201995,4906041,5.73380871944584,6.92337327859764,9.34956379554303,0.588283341977481,,,,,f,,,f,0.0171568706692974,0.00654075939764341,f,0.0902255464038129,0.0276661103330717,f,0.0944487726327352,0.0357407968114739,f,,,,,0.109336649796014,0.0435616097746751,0.574985914387129,0.187925749127721,0.601899529119175,0.23816562004104,,,,5,28,29,,,,1,10,12,50,10,58,,
BEL,m,0.0569999980926514,0.121000003814697,,0.22,0.0158163260440437,,,,13,1.46171306894128,5023458,4714055,11.6887185723856,6.92337327859764,9.34956379554303,1.19925145076375,,,,,m,,,m,0.0276079977089812,0.0101206125821283,m,0.215718892118094,0.05759706409505,m,0.10955667548241,0.0408528965883402,m,,,,,0.358903970216756,0.138410615009322,2.80434559753522,0.816797681845405,1.42423678127134,0.557911247543996,,,,16,132,67,,,,6,33,64,223,23,132,,
BEN,a,0.0719999980926514,0.0640000009536743,0.0759999990463257,0.0379999995231628,0.0150510206514475,,,,93.0928925196452,18.6072269770981,12643123,7242914,52.8858619146429,33.3842280105572,76.798559668734,11.1180190114005,0.00529010967619574,0.000418265776493289,20.4194612131798,8.72131426707541,a,0.0915239982434338,0.0386669069312999,a,0.0346281985985547,0.0109180693241935,a,0.12813472042187,0.0377813079504989,a,0.0211262056027411,0.00854487398172111,a,0.143239343623722,0.00284624153664019,4.84032553297826,2.32422092394439,3.22363917028418,1.22044963683549,11.9284317562679,4.30688651928244,1.96669958752391,0.901429616314914,7.57533614762822,1.59994872025746,611,233,863,142,957,178,1308,34,618,144,2211,11,436,603,1393
BEN,f,0.07,0.0209999990463257,,0.0110000002384186,0.0204081644817274,,,,70.2157316032346,19.3159381911694,4682145,3648918,41.2244595954927,33.3842280105572,76.798559668734,11.3406083697947,,,,,f,,,f,0.0336562466965427,0.0126300808543888,f,0.0464162069068523,0.0148540673971298,f,0.00622439117237462,0.00254957776420325,f,,,,,2.36319798481669,1.1263294703801,3.25914792621174,1.40498829804835,0.437050179952999,0.221198745489646,,,,86,118,15,,,,15,216,26,278,2,41,,
BEN,m,0.0740000009536743,0.108000001907349,,0.065,0.0221938764562412,,,,116,32.0622785189143,4656489,3593996,66.897667709214,33.3842280105572,76.798559668734,18.4031581684046,,,,,m,,,m,0.0354957934054135,0.0135288037353277,m,0.197447114439761,0.0538799753748604,m,0.0355176830058642,0.0141876243363368,m,,,,,4.11751203502797,1.98650455976916,22.9038652750123,9.06224714786158,4.12005122868025,2.05238354383846,,,,147,823,148,,,,25,376,214,1832,23,385,,
BFA,a,0.0630000019073486,0.0179999995231628,0.143999996185303,0.0910000038146973,0.0140306110284766,,,,82.6039202627611,16.5107140220447,21522626,11958497,44.8536410447642,28.6838336101238,64.5782002687216,9.19046383338954,0.00399639232868957,0.000299346900048945,20.4194612131798,8.72131426707541,a,0.0710208046332339,0.0305206375796696,a,0.0304389871974003,0.00991706825629936,a,0.0400784387679179,0.0129026612426207,a,0.04892025688377,0.0193106990665549,a,0.240559586916579,0.00423721301919124,3.1855416777294,1.54232666030829,2.51437967133326,0.97491346224131,3.31063616024104,1.27248288146215,4.04100499886073,1.81618210016311,10.789973361433,2.21934976574324,685,300,395,483,2322,197,1472,37,829,51,1084,36,1494,1482,3347
BFA,f,0.055,0.00300000011920929,,0.0170000004768372,0.0178571440735642,,,,58.1033783217268,15.7919144462046,7832865,6096967,32.7985851566561,28.6838336101238,64.5782002687216,8.91432590859848,,,,,f,,,f,0.026648690944743,0.0107735939854772,f,0.006936143595818,0.00230190322845624,f,0.00958154074025224,0.00391364442109228,f,,,,,1.54837897174118,0.773240582677884,0.403013375441636,0.176657759550642,0.556719886535914,0.280042193844929,,,,94,24,33,,,,15,244,5,58,5,88,,
BFA,m,0.0740000009536743,0.0340000009536743,,0.163999996185303,0.0227040818759373,,,,107,29.3181416900993,7656764,5861530,59.1234948188635,28.6838336101238,64.5782002687216,16.0691718607175,,,,,m,,,m,0.0354906579921423,0.0137200278801033,m,0.0728481245137389,0.022726550300609,m,0.0843554551831999,0.0322300763892261,m,,,,,3.79750040515923,1.84380963819599,7.79474932297006,3.30436683591014,9.02603370460239,4.34767747992631,,,,222,456,529,,,,36,572,102,1069,89,1352,,
BGD,a,0.0980000019073486,0.00800000011920929,0.0969999980926514,0.162999992370605,0.0181122446546749,,,,311.809643451622,45.0900908369593,167420951,122247129,221.178623062036,160.943479211458,290.816479673833,33.1968478304117,8.56950948920096e-05,2.28014866139633e-06,20.4194612131798,8.72131426707541,a,0.00166083002948361,0.000746460596387195,a,0.0465153566215099,0.0137851948335215,a,0.0182622525923386,0.00599899540194155,a,0.0838905196416676,0.0320665323867475,a,0.175855745443902,0.00336135901594546,0.367340099061267,0.175818744203136,14.5039367631781,4.8229903942426,5.69434646944057,2.061593847993,26.1578730184397,10.787583514415,38.8955316348302,5.88606430914398,615,17730,6961,31977,65119,180,1311,5606,36708,1923,15177,6912,75870,47253,85805
BGD,f,0.0930000019073486,0.00300000011920929,,0.00300000011920929,0.0239795932964403,,,,276.837746274874,56.2232992441417,69351356,62195064,222.454684487212,160.943479211458,290.816479673833,41.8386270557449,,,,,f,,,f,0.0441952455681763,0.0152972511960775,f,0.006936143595818,0.00230190322845624,f,0.00170658776283521,0.000701680210331075,f,,,,,12.2349121791585,4.9847728165789,1.92018636090516,0.75823532992434,0.472447910083579,0.220219065671463,,,,7609,1194,293,,,,2414,15731,396,2424,74,660,,
