year,ghiv,hincome,iso3,g.whoregion,newinc,c.newinc,newrel.hivpos,newrel.hivtest,newrel.art,hivtest.f,hivtest.p,hivtest.pos.f,hivtest.pos.p,hiv.art.f,hiv.art.p,newrel.tbhiv.flg,c.notified,tbhiv.surv.prev,tbhiv.surv.yr,tbhiv.sentin.prev,tbhiv.sentin.yr,hivtest.coverage,tbhiv.surv,tbhiv.surv.lo,tbhiv.surv.hi,tbhiv.sentin,tbhiv.sentin.lo,tbhiv.sentin.hi,tbhiv.routine,tbhiv.routine.ok,tbhiv.routine.sd,tbhiv.surv.sd,tbhiv.sentin.sd,tbhiv,tbhiv.sd,itbhiv,inc,inc.sd,source.inc,pop,inc.hat,newinc.hat,mort.hat,mort.nh.hat,mort.h.hat,g.income,g.gbd,g.mdr,g.hbc,g.hbmdr,g.hbtbhiv,imp.newinc,inc.md,inc.md.lo,inc.md.hi,inc.lo,inc.hi,inc.rmd,inc.rmd.lo,inc.rmd.hi,hiv.num,hiv.lo.num,hiv.hi.num,mort.hiv.num,mort.hiv.lo.num,mort.hiv.hi.num,hiv,hiv.lo,hiv.hi,hiv.sd,mort.hiv,mort.hiv.lo,mort.hiv.hi,mort.hiv.sd,inc.h,inc.h.sd,inc.nh,inc.nh.sd,otbhiv,otbhiv.sd,inc.h.md,inc.h.md.lo,inc.h.md.hi,inc.h.lo,inc.h.hi,inc.h.rmd,inc.h.rmd.lo,inc.h.rmd.hi,fi.h,fi.h.sd,fi.nh,fi.nh.sd,irr,irr.sd,e.irr,e.tbhiv,e.tbhiv.sd,inc.nh.lo,inc.nh.hi,tbhiv.lo,tbhiv.hi
2017,FALSE,FALSE,TJK,EUR,66.0465350777685,5895,219,5937,117,,,,,,,0,6279,,,,,0.945532728141424,,,,,,,0.0368873168266801,0.0368873168266801,0.00249679634227056,,,0.0368873168266801,0.00249679634227056,0.0368873168266801,84.5468474900206,10.7728985544035,"Case notifications,
Expert opinion",8925525,,,,,,LMC,ASIA_CENT,EEU,FALSE,TRUE,FALSE,66.0465350777685,,,,64.7598720790807,106.928881176944,,,,10561,9788.86532892652,11361.9932911915,171,147.358098746758,196.374992034153,0.00118323572002767,0.00109672712013316,0.00127297758856666,4.49618541922201e-05,1.91585368927878,1.65097401829873,2.20015060216797,0.140096067313581,3.1187063500614,0.450775580059284,81.4281411399592,10.3776973098212,0.0368873168266801,0.00249679634227056,,,,2.29843134315181,4.06221390714313,,,,0.0263954974329003,0.00393913965249639,0.000815246041286281,0.000103899917665537,25.3060328048184,10.8084078536454,23.0049201379454,0.0297822492363433,0.0124614493502336,62.36735859798,102.989384030439,0.0321496047814821,0.041932870177317
2018,FALSE,FALSE,TJK,EUR,62.729154223449,5726,227,5545,178,,,,,,,0,5975,,,,,0.928033472803347,,,,,,,0.0409377817853922,0.0409377817853922,0.0026618734747461,,,0.0409377817853922,0.0026618734747461,0.0409377817853922,83.7403649659989,10.5683559362526,"Case notifications,
Expert opinion",9128132,,,,,,LMC,ASIA_CENT,EEU,FALSE,TRUE,FALSE,62.729154223449,,,,64.3164195054757,105.685888760707,,,,11268,10420.3837623801,12148.2454613892,156,132.349988131834,181.565391523823,0.00123442561961199,0.00114156804068786,0.00133085777696786,4.82881980306132e-05,1.70900245526686,1.44991317097336,1.98907499939553,0.137541282760759,3.42814478760717,0.487504180532795,80.3122201783917,10.1382007168156,0.0409377817853922,0.0026618734747461,,,,2.53990673148083,4.44751119398859,,,,0.0278136691907023,0.00409593065574822,0.000804114823600592,0.000101507317837665,25.3066041947972,10.8086518988493,23.0054395706408,0.0293497393584686,0.0122907225103557,61.6792222039834,101.364837145146,0.0358794989262081,0.0463099109985152
2019,FALSE,FALSE,TJK,EUR,61.636480142504,5755,167,5660,127,,,,,,,1,5976,,,,,0.947121820615797,,,,,,,0.0295053003533569,0.0295053003533569,0.00227760126890061,,,0.0295053003533569,0.00227760126890061,0.0295053003533569,82.9415753847758,10.367696923097,"Case notifications,
Expert opinion",9337003,,,,,,LMC,ASIA_CENT,EEU,FALSE,TRUE,FALSE,61.636480142504,,,,63.8741301101528,104.459198446571,,,,11998,11041.0414182316,12994.110208075,146,121.921813559069,172.215712862778,0.00128499476759298,0.0011825037882318,0.00139167891539448,5.33610018272157e-05,1.5636709123902,1.30579173594642,1.84444315657581,0.137411076691172,2.4472160935084,0.36030515981035,80.4943592912674,10.0635958089877,0.0295053003533569,0.00227760126890061,,,,1.79253256659711,3.2022284443295,,,,0.0190774017520358,0.00291333767137421,0.000805979274360912,0.000100765450356275,23.6849258903392,10.116020198844,21.531222723961,0.0288318845919549,0.0120855841888085,61.9864430008103,101.38106772701,0.0252050718531483,0.0341283818833238
2020,FALSE,FALSE,TJK,EUR,43.4654723511708,4148,118,4043,116,,,,,,,1,4316,,,,,0.936746987951807,,,,,,,0.0291862478357655,0.0291862478357655,0.00267675767200947,,,0.0291862478357655,0.00267675767200947,0.0291862478357655,80.1336,9.62895408163265,Regional model,9543207,82.1504095760937,59.1776969039067,8.19436142484056,7.56398401314351,0.63107599618803,LMC,ASIA_CENT,EEU,FALSE,TRUE,FALSE,43.4654723511708,,,,62.3789180595589,100.076032754118,80.1336,62.1081,99.8536,12722,11667.1441777209,13821.7932195743,144,119.084939211543,171.246411892404,0.00133309483908292,0.00122256010769973,0.00144833840653087,5.75965048038623e-05,1.50892671614479,1.24785032129705,1.79443254130822,0.139434239798768,2.44561545797146,0.385393220227077,77.7948008904279,9.3504171888178,0.0291862478357655,0.00267675767200947,,,,1.74931395714085,3.25675260522423,,,,0.0183796423979193,0.00299765311954801,0.000778986474340564,9.36289989879484e-05,21.7393734056114,9.28505926088114,19.762582025494,0.0282265783627042,0.0118451709010465,60.5540285396502,97.1606540255592,0.0241692752070134,0.0346541423290668
2021,FALSE,FALSE,TJK,EUR,42.6458739142635,4158,118,4103,118,,,,,,,1,4299,,,,,0.954408001860898,,,,,,,0.0287594443090422,0.0287594443090422,0.00265996388509211,,,0.0287594443090422,0.00265996388509211,0.0287594443090422,88.1401,11.3883163265306,Regional model,9750064,81.3667722048979,57.0595440064755,7.86694089775561,7.27720556968178,0.591393426571044,LMC,ASIA_CENT,EEU,FALSE,TRUE,FALSE,42.6458739142635,,,,67.2428069886146,111.818996705448,88.1401,65.6016,110.2438,13436,12266.8821267868,14657.4958970859,157,132.721770927004,183.287321322442,0.0013780422364407,0.0012581334980762,0.00150332304455498,6.25483536935668e-05,1.61024584043756,1.3612399972657,1.87985762270321,0.132300414652427,2.53486029734341,0.403924035979468,85.6052397026566,11.0633206177428,,,,,,1.80578744952927,3.38563128997974,,,,0.0184325452240017,0.00304773638364447,0.000857233704636436,0.0001107858868018,20.4194612131798,8.72131426707541,18.5626912796712,0.0275255630673828,0.0115662133036882,65.3046617499668,108.608723877673,0.023776014754258,0.0341949699981587
2000,FALSE,TRUE,TKL,WPR,0,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,0,"Case notifications,
Standard adjustment",1666,,,,,,,OCEANIA,WPR,FALSE,FALSE,FALSE,0,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147.933100955862,36.9832752389655,147.933100955862,,,0,,,
2001,FALSE,TRUE,TKL,WPR,0,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,0,"Case notifications,
Standard adjustment",1679,,,,,,,OCEANIA,WPR,FALSE,FALSE,FALSE,0,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.819661667558,32.2049154168895,128.819661667558,,,0,,,
2002,FALSE,TRUE,TKL,WPR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.64034670863022,0.137034662503163,"Case notifications,
Standard adjustment",1652,,,,,,,OCEANIA,WPR,FALSE,FALSE,FALSE,2.72697005857933,,,,5.37493067387882,5.91206886380383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.008679578931,27.7521698947327,111.008679578931,,,0,,,
2003,FALSE,TRUE,TKL,WPR,0,0,,,,,,,,0,,,0,,,,,,,,,,,,,,,,,,,,0,0,"Case notifications,
Standard adjustment",1585,,,,,,,OCEANIA,WPR,FALSE,FALSE,FALSE,0,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.8417665302396,23.7104416325599,94.8417665302396,,,0,,,
2004,FALSE,TRUE,TKL,WPR,,,,,,1,,0,,0,,,,,,,,,,,,,,,0,,,,,,,,8.46052006294534,0.308327990632117,"Case notifications,
Standard adjustment",1508,,,,,,,OCEANIA,WPR,FALSE,FALSE,FALSE,4.09045508786899,,,,7.86691942052765,9.07540213361242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.1925799573324,19.5481449893331,78.1925799573324,,,0,,,
2005,FALSE,TRUE,TKL,WPR,0,0,,,,0,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,0,0,"Case notifications,
Standard adjustment",1429,,,,,,,OCEANIA,WPR,FALSE,FALSE,FALSE,0,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.541714879291,16.1354287198227,64.541714879291,,,0,,,
2006,FALSE,TRUE,TKL,WPR,0,0,,,,0,0,0,,0,,,0,,,,,,,,,,,,,,,,,,,,0,0,"Case notifications,
Standard adjustment",1365,,,,,,,OCEANIA,WPR,FALSE,FALSE,FALSE,0,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.8416624065535,12.9604156016384,51.8416624065535,,,0,,,
2007,FALSE,TRUE,TKL,WPR,0,0,,,,0,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,0,0,"Case notifications,
Standard adjustment",1343,,,,,,,OCEANIA,WPR,FALSE,FALSE,FALSE,0,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.4874461522155,10.1218615380539,40.4874461522155,,,0,,,
2008,FALSE,TRUE,TKL,WPR,0,0,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,0,0,"Case notifications,
Standard adjustment",1347,,,,,,,OCEANIA,WPR,FALSE,FALSE,FALSE,0,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.9442074205411,9.73605185513528,38.9442074205411,,,0,,,
2009,FALSE,TRUE,TKL,WPR,0,0,,,,0,,0,,0,,,0,,,,,,,,,,,,,,,,,,,,0,0,"Case notifications,
Standard adjustment",1355,,,,,,,OCEANIA,WPR,FALSE,FALSE,FALSE,0,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.7179368315657,9.42948420789142,37.7179368315657,,,0,,,
2010,FALSE,TRUE,TKL,WPR,0,0,,,,0,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,0,0,"Case notifications,
Standard adjustment",1367,,,,,,,OCEANIA,WPR,FALSE,FALSE,FALSE,0,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.9656776339263,9.99141940848158,39.9656776339263,,,0,,,
2011,FALSE,TRUE,TKL,WPR,0,0,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,0,0,"Case notifications,
Standard adjustment",1382,,,,,,,OCEANIA,WPR,FALSE,FALSE,FALSE,0,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.7459902361169,9.18649755902922,36.7459902361169,,,0,,,
2012,FALSE,TRUE,TKL,WPR,0,0,,,,0,,0,,0,,,0,,,,,,,,,,,,,,,,,,,,0,0,"Case notifications,
Standard adjustment",1440,,,,,,,OCEANIA,WPR,FALSE,FALSE,FALSE,0,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.0158965814892,9.25397414537229,37.0158965814892,,,0,,,
2013,FALSE,TRUE,TKL,WPR,0,0,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,0,0,"Case notifications,
Standard adjustment",1502,,,,,,,OCEANIA,WPR,FALSE,FALSE,FALSE,0,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.6451684179086,7.16129210447715,28.6451684179086,,,0,,,
2014,FALSE,TRUE,TKL,WPR,0,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,0,"Case notifications,
Standard adjustment",1494,,,,,,,OCEANIA,WPR,FALSE,FALSE,FALSE,0,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.9239609120302,6.98099022800755,27.9239609120302,,,0,,,
2015,FALSE,TRUE,TKL,WPR,137.551581843191,2,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,200.481154771451,173.1274545212,"Case notifications,
Standard adjustment",1454,,,,,,,OCEANIA,WPR,FALSE,FALSE,FALSE,137.551581843191,,,,11.1967729239277,653.725432130958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.0176338182233,6.50440845455581,26.0176338182233,,,0,,,
2016,FALSE,TRUE,TKL,WPR,0,0,0,0,0,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,0,0,"Case notifications,
Standard adjustment",1427,,,,,,,OCEANIA,WPR,FALSE,FALSE,FALSE,0,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.730666543041,6.43266663576025,25.730666543041,,,0,,,
2017,FALSE,TRUE,TKL,WPR,0,0,0,0,0,,,,,,,1,2,,,,,0,,,,,,,,,,,,,,,0,0,"Case notifications,
Standard adjustment",1486,,,,,,,OCEANIA,WPR,FALSE,FALSE,FALSE,0,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.2897868424317,6.32244671060792,25.2897868424317,,,0,,,
2018,FALSE,TRUE,TKL,WPR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.2017335431512,3.42586656257911,"Case notifications,
Standard adjustment",1621,,,,,,,OCEANIA,WPR,FALSE,FALSE,FALSE,13.6348502928966,,,,21.8894689565119,35.3012820020413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0696002652665,6.26740006631663,25.0696002652665,,,0,,,
2019,FALSE,TRUE,TKL,WPR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.6118202203088,3.77701788524347,"Case notifications,
Standard adjustment",1752,,,,,,,OCEANIA,WPR,FALSE,FALSE,FALSE,14.3165928075415,,,,22.6751682045349,37.4597392573679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0966489422687,5.77416223556718,23.0966489422687,,,0,,,
2020,FALSE,TRUE,TKL,WPR,0,0,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,19.27118458782,2.45805925865051,Current trends,1827,19.27118458782,7.34856018886367,2.1198303046602,2.1198303046602,0,,OCEANIA,WPR,FALSE,FALSE,FALSE,0,,,,14.7568853043913,24.3785908387216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.5614784273067,7.14036960682669,28.5614784273067,,,0,,,
2021,FALSE,TRUE,TKL,WPR,0,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,19.27118458782,2.45805925865051,Current trends,1849,19.27118458782,7.34856018886367,2.1198303046602,2.1198303046602,0,,OCEANIA,WPR,FALSE,FALSE,FALSE,0,,,,14.7568853043913,24.3785908387216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.6235856167369,5.65589640418423,22.6235856167369,,,0,,,
2000,FALSE,FALSE,TKM,EUR,88.3756477160213,4038,,,,,,,,,,,5932,,,,,,,,,,,,,,,,,0.0401461916640208,0.0120109147729043,,111.766096975108,35.7777276803231,"Case notifications,
Standard adjustment",4569132,,,,,,UMC,ASIA_CENT,EEU,FALSE,FALSE,FALSE,88.3756477160213,,,,53.0144093194022,192.026116468877,,,,3691,2499.62759704498,5110.65906062941,116,83.1670013258637,154.210227561098,0.000807812074590973,0.000547068370326131,0.00111851858528697,0.000145778116061437,2.53877541730027,1.82019257324725,3.37504426576204,0.396645839927241,4.48698315070221,2.01241300307207,107.279113824406,34.3703022415348,0.0401461916640208,0.0120109147729043,,,,1.45086176933052,9.206240568852,,,,0.0573537614029651,0.0268528618747952,0.00107365847535948,0.000343980930001234,59.3361707340465,25.3429503831593,53.9406504194654,0.0429913752960548,0.0192742151496749,50.8485384944507,184.38986719194,0.0200440079312299,0.0667560796745779
2001,FALSE,FALSE,TKM,EUR,85.1762661124025,3948,,,,,,,,,,,3948,,,,,,,,,,,,,,,,,0.0417954937840981,0.0126560691450301,,108.126773218828,33.4856759010052,"Case notifications,
Standard adjustment",4635094,,,,,,UMC,ASIA_CENT,EEU,FALSE,FALSE,FALSE,85.1762661124025,,,,52.7801627987554,182.958724338508,,,,5058,3425.15935294778,7003.66786986067,161,115.572498763868,213.839781079184,0.00109124000505707,0.000738962220172401,0.00151100881014725,0.00019695066070787,3.47350021380365,2.49342297618706,4.61349394595199,0.540834431062482,4.5192118779621,2.00275502184916,103.607561340866,32.1180905218389,0.0417954937840981,0.0126560691450301,,,,1.48653522483482,9.20767786820902,,,,0.0427625614928132,0.0198166812201203,0.00103720749599861,0.000321531838586601,47.3374159651725,20.2181868029442,43.0329590661143,0.0487961803675838,0.022102698049465,50.5319098747934,175.391852773246,0.020653954225254,0.0698654125601274
2002,FALSE,FALSE,TKM,EUR,78.123536912786,3671,,,,,,,,,,,3671,,,,,,,,,,,,,,,,,0.0481457784557087,0.0144609725189585,,99.5386568989535,28.3776309783972,"Case notifications,
Standard adjustment",4698968,,,,,,UMC,ASIA_CENT,EEU,FALSE,FALSE,FALSE,78.123536912786,,,,51.9193364260631,162.377425723649,,,,6812,4613.00708117115,9432.08625044405,222,158.801891612798,295.618951276546,0.00144968001484581,0.000981706426000591,0.00200726760651361,0.000261622750130873,4.72444162207532,3.37950570450359,6.29114629587914,0.742765456983558,4.79236612283581,2.0265792719346,94.7462907761177,27.0528065347944,0.0481457784557087,0.0144609725189585,,,,1.68081730604619,9.50502575014656,,,,0.0341347708857228,0.0151993113214444,0.000948838484989102,0.000270920927894691,41.4047923522472,17.6843160794993,37.6397971479076,0.0571658045119205,0.0257875158447052,49.3625254852284,154.661592368322,0.0239288597650903,0.0801639666805949
2003,FALSE,FALSE,TKM,EUR,90.964717708891,4329,,,,,,,,,,,4759,,,,,,,,,,,,,,,,,0.0588638218733028,0.0173335803622985,,116.2271959503,38.6908351979632,"Case notifications,
Standard adjustment",4758988,,,,,,UMC,ASIA_CENT,EEU,FALSE,FALSE,FALSE,90.964717708891,,,,53.2007970729862,203.425144062672,,,,8986,6085.12661010528,12442.1005972217,302,215.653908589807,402.657082318637,0.00188821657041371,0.00127865979281841,0.0026144425237512,0.000340760900748162,6.34588698269464,4.53150771949428,8.46098124892597,1.00241671669176,6.8415769592519,3.11375704416284,109.385618991048,36.4751997577438,0.0588638218733028,0.0173335803622985,,,,2.16531045645638,14.1591977926035,,,,0.0374130596011602,0.0177395662498978,0.00109592566240359,0.000365442222814282,36.3297796176753,15.5167377822305,33.0262623612281,0.0680357099636573,0.0302972228916062,49.9903723212627,191.607636100944,0.0296841829938738,0.0971071938170051
2004,FALSE,FALSE,TKM,EUR,70.1690031437041,3382,,,,,,,,,,,4182,,,,,,,,,,,,,,,,,0.0730262067250689,0.0210246129361475,,89.8818640828882,23.138581202733,"Case notifications,
Standard adjustment",4819792,,,,,,UMC,ASIA_CENT,EEU,FALSE,FALSE,FALSE,70.1690031437041,,,,50.400931903893,140.582135761214,,,,11592,7850.65718778782,16048.8037645088,405,288.844933841497,540.477191985142,0.00240508304092791,0.00162883734148441,0.0033297710283989,0.000433911654825126,8.40285223926676,5.99289209661947,11.2137036615925,1.3318396849421,6.56373158735154,2.58126141134366,83.3181324955367,21.5374388787191,0.0730262067250689,0.0210246129361475,,,,2.52105434609654,12.5066488149355,,,,0.0281793881823389,0.0118080464368456,0.000835190184331775,0.000215893936526564,35.9710415838393,15.3635179151648,32.7001448744417,0.0810816151171821,0.0354883170534559,46.5928359850491,130.529746913503,0.0374151240528398,0.119216761085613
2005,FALSE,FALSE,TKM,EUR,65.3120538706756,3191,,,,,,,,,,,3291,,,,,,,,,,,,,,,,,0.0919947101906065,0.025921939525257,,83.8915235016148,20.1571323287106,"Case notifications,
Standard adjustment",4885775,,,,,,UMC,ASIA_CENT,EEU,FALSE,FALSE,FALSE,65.3120538706756,,,,49.1463945405529,127.765282151497,,,,14629,9907.86158732564,20252.2318464236,535,380.945241797113,714.802832460236,0.00299420255742436,0.00202789968578693,0.00414514214150745,0.000540112871357276,10.9501563211568,7.7970279392136,14.6302855219537,1.74317795478065,7.71757639197951,2.90527984487846,76.1739471096353,18.4389234039026,0.0919947101906065,0.025921939525257,,,,3.11673112921651,14.3678781666984,,,,0.0266137641054705,0.0107594645415507,0.000764027347286357,0.000184943453966334,35.049927385837,14.9701027161654,31.8627888682117,0.096605102334143,0.041503971338953,44.4242712957782,116.336301425774,0.0477961620079509,0.148672615957645
2006,FALSE,FALSE,TKM,EUR,65.0581577136509,3223,,,,0,,0,,0,,,3369,,,,,0,,,,,,,,,,,,0.113061597213312,0.0313200463744332,,83.7558111928324,20.0919682174885,"Case notifications,
Standard adjustment",4954029,,,,,,UMC,ASIA_CENT,EEU,FALSE,FALSE,FALSE,65.0581577136509,,,,49.1150856165311,127.481072982417,,,,18104,12262.157862609,25061.007829306,693,492.779291982821,926.817133912367,0.00365439927784032,0.00247518895481011,0.00505871237921822,0.000659062098063292,13.9886141159044,9.94704092331355,18.7083509990024,2.23502808053286,9.46956578935824,3.52670732081376,74.2862454034742,18.023368584675,0.113061597213312,0.0313200463744332,,,,3.86988435240587,17.5310364279504,,,,0.0267556034982986,0.0107225699240494,0.00074558745332894,0.000180895419796156,37.1627223954881,15.872494266496,33.7834644968159,0.115155783819255,0.0485448775181343,43.2623750898856,113.552105456785,0.0593255149577788,0.181221962718116
2007,FALSE,FALSE,TKM,EUR,68.2203445485616,3428,,,,,0,0,0,0,0,,3698,,,,,,,,,,,,,,,,,0.134614416568701,0.0366721340379649,,87.9851141917423,22.1723123534614,"Case notifications,
Standard adjustment",5024894,,,,,,UMC,ASIA_CENT,EEU,FALSE,FALSE,FALSE,68.2203445485616,,,,50.030380342108,136.466153452781,,,,21990,14895.5821346832,30437.1926757176,885,628.52249836415,1184.66899226089,0.00437621171710289,0.00296435748389582,0.00605728054675733,0.000789010985423855,17.6123118219011,12.5081742692313,23.5759996581199,2.82342484410422,11.8440648136519,4.46996781377405,76.1410493780904,19.4739845518785,0.134614416568701,0.0366721340379649,,,,4.76971554412515,22.079321743445,,,,0.0279444277902013,0.0113199613591224,0.000764757713631369,0.000195596753140483,36.8913512949491,15.7565895114148,33.5367695468885,0.134885939907062,0.0558220215148445,42.8803900272214,118.784664604143,0.0713008933566813,0.21403874402258
2008,FALSE,FALSE,TKM,EUR,73.6654677972888,3757,,,,,,,0,,0,,3909,,,,,,,,,,,,,,,,,0.1530695595881,0.0409020773546788,,95.1473581096345,25.92901698086,"Case notifications,
Standard adjustment",5100083,,,,,,UMC,ASIA_CENT,EEU,FALSE,FALSE,FALSE,73.6654677972888,,,,51.3037189292268,152.29126487245,,,,26064,17656.5175846203,36072.9071965884,1110,786.991872914978,1487.66776173758,0.00511050506432935,0.00346200592904475,0.00707300394848248,0.000921172964142278,21.7643516781982,15.4309620630679,29.1694813934906,3.50472431898537,14.564164201813,5.65886899259651,80.5831939078215,22.3274523424079,0.1530695595881,0.0409020773546788,,,,5.67361966556698,27.5716031497497,,,,0.0294244094569164,0.012206519508476,0.000809971995904738,0.000224422683353164,37.1959982418111,15.8867066450821,33.8137145242733,0.154424143586614,0.0626314198871457,42.9342547367733,129.875933225895,0.082024235986282,0.241245505497598
2009,FALSE,FALSE,TKM,EUR,60.9346883210959,3157,,,,,,,,,,,3157,,,,,,,,,,,,,,,,,0.171224992277817,0.0446344546637786,,78.7996612588018,17.7844846604803,"Case notifications,
Standard adjustment",5180957,,,,,,UMC,ASIA_CENT,EEU,FALSE,FALSE,FALSE,60.9346883210959,,,,47.8816335198367,117.287128449628,,,,30304,20536.1620142406,41928.998752239,1365,965.628412461039,1832.38802042163,0.00584911243231704,0.00396377773724828,0.00809290614692209,0.00105334908410046,26.3464838638885,18.6380317856535,35.3677519504916,4.26778575633626,13.4924713905329,4.71949171316604,65.3071898682688,15.1739484655541,0.171224992277817,0.0446344546637786,,,,5.88820888772128,24.1947960703127,,,,0.0238156648364867,0.00907532505512189,0.000656915001549054,0.000152633834841003,36.5742615090902,15.621157942262,33.2485131751171,0.173474381712635,0.0688375853962452,39.0301993344553,98.2322983992569,0.0931782700822657,0.266960509620906
2010,FALSE,FALSE,TKM,EUR,61.3139406640509,3230,,,,,3230,,0,,,,3230,,,,,,,,,,,,,,,,,0.187594895339211,0.0478157305519088,,79.3656878002505,18.0408980645533,"Case notifications,
Standard adjustment",5267970,,,,,,UMC,ASIA_CENT,EEU,FALSE,FALSE,FALSE,61.3139406640509,,,,48.0314682063577,118.433176662478,,,,34739,23556.5072867695,48042.2409955326,1654,1168.76208070802,2222.14036700708,0.00659438075767326,0.00447164795675934,0.00911968765872483,0.00118572441376671,31.3972934545945,22.1861946956422,42.182099879215,5.10099622029918,14.8885978964125,5.15748555749406,64.477089903838,15.164403621761,0.187594895339211,0.0478157305519088,,,,6.56056499815531,26.5700574883313,,,,0.023307664668855,0.00881188702178008,0.000649051913070462,0.00015265263868239,36.1435994961895,15.4372187717723,32.8570118564537,0.190655301245874,0.0742286366522991,38.2603624367393,97.4184450413496,0.103489108897699,0.289685707691225
2011,FALSE,FALSE,TKM,EUR,50.9437844385859,2731,,,,,,,,,,,3022,,,,,,,,,,,,,,,,,0.203718169874591,0.0509607220644198,,65.9779639881594,12.4678165397235,"Case notifications,
Standard adjustment",5360811,,,,,,UMC,ASIA_CENT,EEU,FALSE,FALSE,FALSE,50.9437844385859,,,,43.8418335053323,92.5627274187387,,,,39282,26656.6723300555,54295.0420714002,1972,1393.24698095839,2649.67154420116,0.00732762263023263,0.00497250739301489,0.0101281395802613,0.0013152122926649,36.785478913545,25.9894814601446,49.4266920471764,5.97888025179383,13.4409100757195,4.26143749132491,52.5370539124399,10.5010364461718,0.203718169874591,0.0509607220644198,,,,6.43071480606373,22.9910062769577,,,,0.0189337211596318,0.00668282545934917,0.000529249602733842,0.000105787844850377,37.1064073628199,15.8484416682059,33.732270268187,0.204127158162489,0.0782795730193827,34.0081975573475,75.0283618901244,0.113600826574494,0.312062193793236
2012,FALSE,FALSE,TKM,EUR,53.804196690703,2937,,,,,,,,,,,3422,,,,,,,,,,,,,,,,,0.217013349667363,0.0534970031458334,,69.6908790703555,13.9105553749817,"Case notifications,
Standard adjustment",5458682,,,,,,UMC,ASIA_CENT,EEU,FALSE,FALSE,FALSE,53.804196690703,,,,45.1417280713719,99.4809892450437,,,,43913,29823.7789507514,60658.8038318474,2315,1635.11452027553,3111.17682991145,0.00804461589812339,0.00546354943386543,0.01111235346405,0.00144102143627157,42.4095047119433,29.9543831326964,56.9950187593168,6.89812133332154,15.123851108321,4.85455199721975,54.5670279620345,11.5362263523789,0.217013349667363,0.0534970031458334,,,,7.15762665662844,26.0187964300397,,,,0.0194032028292896,0.00691060325006286,0.000550096748227527,0.000116300580465514,36.4381190942554,15.5630104342324,33.1247503789168,0.214471978456074,0.081274619851948,34.3456121741141,79.3910346196878,0.122005927122156,0.330356032381356
