year,ghiv,hincome,iso3,g.whoregion,newinc,c.newinc,newrel.hivpos,newrel.hivtest,newrel.art,hivtest.f,hivtest.p,hivtest.pos.f,hivtest.pos.p,hiv.art.f,hiv.art.p,newrel.tbhiv.flg,c.notified,tbhiv.surv.prev,tbhiv.surv.yr,tbhiv.sentin.prev,tbhiv.sentin.yr,hivtest.coverage,tbhiv.surv,tbhiv.surv.lo,tbhiv.surv.hi,tbhiv.sentin,tbhiv.sentin.lo,tbhiv.sentin.hi,tbhiv.routine,tbhiv.routine.ok,tbhiv.routine.sd,tbhiv.surv.sd,tbhiv.sentin.sd,tbhiv,tbhiv.sd,itbhiv,inc,inc.sd,source.inc,pop,inc.hat,newinc.hat,mort.hat,mort.nh.hat,mort.h.hat,g.income,g.gbd,g.mdr,g.hbc,g.hbmdr,g.hbtbhiv,imp.newinc,inc.md,inc.md.lo,inc.md.hi,inc.lo,inc.hi,inc.rmd,inc.rmd.lo,inc.rmd.hi,hiv.num,hiv.lo.num,hiv.hi.num,mort.hiv.num,mort.hiv.lo.num,mort.hiv.hi.num,hiv,hiv.lo,hiv.hi,hiv.sd,mort.hiv,mort.hiv.lo,mort.hiv.hi,mort.hiv.sd,inc.h,inc.h.sd,inc.nh,inc.nh.sd,otbhiv,otbhiv.sd,inc.h.md,inc.h.md.lo,inc.h.md.hi,inc.h.lo,inc.h.hi,inc.h.rmd,inc.h.rmd.lo,inc.h.rmd.hi,fi.h,fi.h.sd,fi.nh,fi.nh.sd,irr,irr.sd,e.irr,e.tbhiv,e.tbhiv.sd,inc.nh.lo,inc.nh.hi,tbhiv.lo,tbhiv.hi
2003,FALSE,FALSE,BGD,SEA,64.5816333427363,88156,,,,,,,,0,,,88156,,,,,,,,,,,,,,,,,0.000583083719470036,0.000146904146978942,,221.178623062036,33.1968478304117,Prevalence survey,136503206,,,,,,LMC,ASIA_SOUTH,SEA,TRUE,TRUE,FALSE,64.5816333427363,,,,160.943479211458,290.816479673833,,,,2362,2218.1398693212,2510.31608933225,77,70.5632090339718,83.7137233685307,1.73036228907327e-05,1.62497272724949e-05,1.83901621280034e-05,5.46029299874615e-07,0.056408931523557,0.0516934444997371,0.0613272946633434,0.00245761483765468,0.128965654202273,0.0381338720770965,221.049657407834,33.1775075577085,0.000583083719470036,0.000146904146978942,,,,0.0653982058142972,0.213754384818202,,,,0.0746052285029284,0.0221632256629805,0.00221053482433999,0.000331780816589413,36.3297796176753,15.5167377822305,33.0262623612281,0.000682353216483595,0.000292235024713101,160.849614460431,290.646951620686,0.000331612925968322,0.000904300744372018
2004,FALSE,FALSE,BGD,SEA,70.8525072731429,98336,,,,0,,,,,,,99428,,,,,0,,,,,,,,,,,,0.000726663663995376,0.000183011410722532,,221.178623062036,33.1968478304117,Prevalence survey,138789725,,,,,,LMC,ASIA_SOUTH,SEA,TRUE,TRUE,FALSE,70.8525072731429,,,,160.943479211458,290.816479673833,,,,3041,2858.1807351867,3229.40638085948,104,95.5467710871092,112.806415784147,2.19108439043308e-05,2.05936047152388e-05,2.32683390709181e-05,6.82330192775324e-07,0.074933501021059,0.0688428275847575,0.0812786506956092,0.00317240385480909,0.160722468631711,0.0475111831511851,221.017900593404,33.1727501399402,0.000726663663995376,0.000183011410722532,,,,0.0815195579128342,0.266358012674411,,,,0.0734240698169624,0.0218038556980844,0.00221022743388337,0.000331734769991593,35.9710415838393,15.3635179151648,32.7001448744417,0.000814122400766676,0.000348588811899991,160.826492685138,290.605217728394,0.000413361611651208,0.00112681178825596
2005,FALSE,FALSE,BGD,SEA,87.3718948746879,123118,,,,,0,,,,,,123118,,,,,,,,,,,,,,,,,0.000912611477355942,0.000229790115246045,,221.178623062036,33.1968478304117,Prevalence survey,140912590,,,,,,LMC,ASIA_SOUTH,SEA,TRUE,TRUE,FALSE,87.3718948746879,,,,160.943479211458,290.816479673833,,,,3788,3560.82958418462,4022.09539354106,135,124.125180226902,146.324947440217,2.68819131065578e-05,2.52697759950663e-05,2.85431940009126e-05,8.35055613736311e-07,0.0958040725814493,0.0880866501899526,0.103840932481772,0.00401894956423974,0.201850149952198,0.0596588152939674,220.976772912084,33.1665918253382,0.000912611477355942,0.000229790115246045,,,,0.102393607096214,0.334492037967498,,,,0.0751601744208417,0.0223151591129456,0.00220982713350336,0.000331674834312591,35.049927385837,14.9701027161654,31.8627888682117,0.000964073423161281,0.000412711373507478,160.796543204199,290.551175453382,0.00051920505207233,0.00141501881445398
2006,FALSE,FALSE,BGD,SEA,101.79288365618,145186,,,,,,,,,,,145186,,,,,,,,,,,,,,,,,0.00110385764984841,0.000277911970197221,,221.178623062036,33.1968478304117,Prevalence survey,142628831,,,,,,LMC,ASIA_SOUTH,SEA,TRUE,TRUE,FALSE,101.79288365618,,,,160.943479211458,290.816479673833,,,,4494,4226.85899821847,4769.21059922231,167,153.155671053252,181.434791902784,3.15083561191075e-05,2.96353757412375e-05,3.34379141004269e-05,9.70035295711572e-07,0.117087126655339,0.107380583560453,0.12720765544435,0.00505792650099417,0.244149715049966,0.0721545543460428,220.934473346986,33.1602614903008,0.00110385764984841,0.000277911970197221,,,,0.123859742149927,0.404572333347467,,,,0.0775607343306533,0.0230240534014779,0.00220941434848605,0.000331613063492432,37.1627223954881,15.872494266496,33.7834644968159,0.00113478816172847,0.000485707162971591,160.765734596163,290.495601013157,0.000628045543329825,0.00171145848063252
2007,FALSE,FALSE,BGD,SEA,102.224334980894,147342,,,,,,,,,,,147342,,,,,,,,,,,,,,,,,0.00129042257210857,0.000324840702184149,,221.178623062036,33.1968478304117,Prevalence survey,144135934,,,,,,LMC,ASIA_SOUTH,SEA,TRUE,TRUE,FALSE,102.224334980894,,,,160.943479211458,290.816479673833,,,,5158,4852.37998022256,5472.82114348559,202,185.243451252622,219.471695562526,3.57856632753356e-05,3.36653036169493e-05,3.79698593654348e-05,1.0981009562463e-06,0.140145482388868,0.128519964530581,0.15226716161046,0.00605795843874458,0.285413887667144,0.0843414963602219,220.893209174369,33.1540894727556,0.00129042257210857,0.000324840702184149,,,,0.144804432870055,0.472929991619739,,,,0.0798315881846767,0.0236952429182905,0.00220901114267528,0.000331552759571842,36.8913512949491,15.7565895114148,33.5367695468885,0.00130964052861632,0.000560453140900629,160.735674502196,290.441394412213,0.000734240206143832,0.00200060151887564
2008,FALSE,FALSE,BGD,SEA,103.878854955778,151062,,,,37,,37,,22,,,153915,,,,,0.000240392424390085,,,,,,,1,,,,,0.00143164573270627,0.000360322842461571,,221.178623062036,33.1968478304117,Prevalence survey,145421318,,,,,,LMC,ASIA_SOUTH,SEA,TRUE,TRUE,FALSE,103.878854955778,,,,160.943479211458,290.816479673833,,,,5796,5454.81114622743,6147.39193280255,239,219.267028409706,259.571031156471,3.98566047929782e-05,3.7510395458164e-05,4.22729763238877e-05,1.2149440983989e-06,0.164350043918595,0.15078052614659,0.17849585929105,0.00707023804705615,0.316649431872612,0.0935586355335615,220.861973630164,33.149419662779,0.00143164573270627,0.000360322842461571,,,,0.160669680724477,0.524654729568024,,,,0.0795209893218525,0.0235984057008315,0.00220870776789751,0.000331507409398454,37.1959982418111,15.8867066450821,33.8137145242733,0.00147044299417056,0.000629152215281602,160.712916403278,290.400366791697,0.000814683473431738,0.00221937107827894
2009,FALSE,FALSE,BGD,SEA,109.657486247571,160875,,,,1446,662,1,36,1,36,,160875,,,,,0.00898834498834499,,,,,,,0.000691562932226833,,,,,0.00156618971771516,0.000394077700264196,,221.178623062036,33.1968478304117,Prevalence survey,146706810,,,,,,LMC,ASIA_SOUTH,SEA,TRUE,TRUE,FALSE,109.657486247571,,,,160.943479211458,290.816479673833,,,,6451,6077.68332261559,6835.2857858889,248,226.764332652773,270.172527142026,4.39720555576118e-05,4.1427411056212e-05,4.65914689705877e-05,1.31736171285095e-06,0.169044640804336,0.154569738550496,0.184158136314208,0.00754806065400821,0.346407685218158,0.102330381030989,220.832215376818,33.1449724552925,0.00156618971771516,0.000394077700264196,,,,0.175797492451133,0.573909764791544,,,,0.0788497598137219,0.0233910581077346,0.00220841926250652,0.000331464299732296,36.5742615090902,15.621157942262,33.2485131751171,0.00162366515231735,0.000694564857069293,160.691231749378,290.361283468647,0.000891391736427727,0.00242767387005895
2010,FALSE,FALSE,BGD,SEA,103.707000995524,153892,,,,1778,1778,4,4,4,0,,158698,,,,,0.0112036698635143,,,,,,,0.00224971878515186,,,,,0.0016823625425152,0.000423183594713269,,221.178623062036,33.1968478304117,Prevalence survey,148391139,,,,,,LMC,ASIA_SOUTH,SEA,TRUE,TRUE,FALSE,103.707000995524,,,,160.943479211458,290.816479673833,,,,7071,6668.92012516625,7484.68257929516,277,250.969819672736,304.296094511563,4.76510932367734e-05,4.49414983273782e-05,5.04388781549494e-05,1.40239281315591e-06,0.186668827981703,0.169127227787325,0.205063521017628,0.00916742174242429,0.372102630644657,0.109896705129082,220.806520431391,33.1411338490519,0.0016823625425152,0.000423183594713269,,,,0.188870189541487,0.616420335591342,,,,0.0781566386870065,0.0231770118039412,0.00220817042605311,0.000331427131370125,36.1435994961895,15.4372187717723,32.8570118564537,0.00175757731850701,0.000751701123050018,160.67250573345,290.327539773947,0.000957682572865487,0.00260743671705465
2011,FALSE,FALSE,BGD,SEA,102.760779744467,154358,,,,1900,1900,53,81,53,81,,159023,,,,,0.0119479572137364,,,,,,,0.0278947368421053,,,,,0.00180572471150599,0.00045407738113327,,221.178623062036,33.1968478304117,Prevalence survey,150211005,,,,,,LMC,ASIA_SOUTH,SEA,TRUE,TRUE,FALSE,102.760779744467,,,,160.943479211458,290.816479673833,,,,7651,7221.18273605991,8093.06650780102,322,292.552856113053,352.838933985032,5.09350163791262e-05,4.80735931169617e-05,5.38779865549866e-05,1.48071261174103e-06,0.214365119253413,0.194761266734786,0.234895528450151,0.0102383320702461,0.399387705319987,0.117928706004622,220.779235356716,33.1370590864418,0.00180572471150599,0.00045407738113327,,,,0.20275539019393,0.661555340166625,,,,0.0784774908721015,0.023264716215743,0.00220790481323983,0.000331387470106763,37.1064073628199,15.8484416682059,33.732270268187,0.00185974839339025,0.000795253804785106,160.652618535283,290.29171096708,0.0010280936452153,0.00279829056040267
2012,FALSE,FALSE,BGD,SEA,110.909514233186,168683,,,,2086,2086,63,63,63,63,,173619,,,,,0.0120148140468497,,,,,,,0.0302013422818792,,,,,0.00190616765764728,0.000479184390671664,,221.178623062036,33.1968478304117,Prevalence survey,152090649,,,,,,LMC,ASIA_SOUTH,SEA,TRUE,TRUE,FALSE,110.909514233186,,,,160.943479211458,290.816479673833,,,,8321,7864.85561094144,8789.82037332922,347,313.658442072226,382.001390833909,5.47107929035138e-05,5.17116316003191e-05,5.77932991352362e-05,1.55144579972377e-06,0.2281534086951,0.206231247045455,0.251166914827163,0.0114631805565581,0.421603537843812,0.124459390928622,220.757019524192,33.1337424001116,0.00190616765764728,0.000479184390671664,,,,0.214073257621223,0.698282422214008,,,,0.0771223629256121,0.022853313824174,0.00220769097977122,0.000331355552743843,36.4381190942554,15.5630104342324,33.1247503789168,0.00193433652125094,0.00082701170385845,160.636424419573,290.262541032709,0.00108549057656415,0.00295357183630922
2013,FALSE,FALSE,BGD,SEA,119.785647924397,184506,,,,2067,2067,68,68,68,68,,190891,,,,,0.0108281689550581,,,,,,,0.0328979196903725,,,,,0.00193864442254169,0.000487168449343321,,221.178623062036,33.1968478304117,Prevalence survey,154030139,,,,,,LMC,ASIA_SOUTH,SEA,TRUE,TRUE,FALSE,119.785647924397,,,,160.943479211458,290.816479673833,,,,9018,8534.9572232919,9514.15058935953,383,345.312817804968,422.610943371011,5.85469834575687e-05,5.54109557954233e-05,6.1768110131742e-05,1.62172304497927e-06,0.24865263544299,0.224185227674805,0.274368994350522,0.0128019812948258,0.428786703984668,0.126545201640527,220.749836358051,33.1326701037019,0.00193864442254169,0.000487168449343321,,,,0.217767921354947,0.710093933018683,,,,0.0732942452149025,0.021709292580997,0.00220762761352369,0.000331346100371019,33.9229402477302,14.4887575472715,30.8382802339029,0.0019650305577791,0.000840020282588393,160.631188111585,290.253109595064,0.00110424397450369,0.00300345825983174
2014,FALSE,FALSE,BGD,SEA,122.572715940254,191166,,,,,1110,,45,,45,,196797,,,,,0.00564032988307749,,,,,,,0.0405405405405405,,,,,0.00192490631822328,0.000483514563471441,,221.178623062036,33.1968478304117,Prevalence survey,155961299,,,,,,LMC,ASIA_SOUTH,SEA,TRUE,TRUE,FALSE,122.572715940254,,,,160.943479211458,290.816479673833,,,,9776,9264.61061596407,10300.9328102066,406,364.901847607106,449.259591262251,6.26822170800206e-05,5.94032665498899e-05,6.60480059877326e-05,1.69508659128642e-06,0.260320991555732,0.23396948470345,0.288058379958897,0.013798187565165,0.425748128988039,0.125609626611389,220.752874933048,33.1331234856688,0.00192490631822328,0.000483514563471441,,,,0.216277700521565,0.704966082431907,,,,0.0679713478698703,0.0201231195922414,0.00220766713080716,0.000331352004756113,31.0166074828749,13.2474397111945,28.1962243389519,0.00196368463473007,0.00083933843692678,160.633403495593,290.257098742051,0.00109671404020878,0.00298169232456535
2015,FALSE,FALSE,BGD,SEA,131.099917632896,206915,92,581,82,,,,,,,,209438,,,,,0.00277409066167553,,,,,,,0.158347676419966,,,,,0.00189766882499407,0.000476467000091591,,221.178623062036,33.1968478304117,Prevalence survey,157830000,,,,,,LMC,ASIA_SOUTH,SEA,TRUE,TRUE,FALSE,131.099917632896,,,,160.943479211458,290.816479673833,,,,10579,10037.3452025841,11134.6873404443,438,394.022407773968,484.270679540957,6.70278147373757e-05,6.35959272798842e-05,7.05486114201626e-05,1.77364391333632e-06,0.277513780650067,0.249649881374877,0.306830564240611,0.0145869088943201,0.419723777739941,0.123792618045663,220.758899284296,33.1340225728531,0.00189766882499407,0.000476467000091591,,,,0.213271456312661,0.694892990945096,,,,0.0626631899617471,0.0185430249411658,0.0022077369726347,0.000331362436251657,28.394080140347,12.1273374279168,25.8121670455881,0.00194649313049641,0.000831898817302904,160.637795433479,290.265008169095,0.00108149829652134,0.00293901051138424
