iso3,scenario,hiv,measure,date,best,lo,hi,year
AGO,Baseline,a,inc,2019-01-01,29.2923,18.9508,41.6897,2019
AGO,Baseline,a,inc,2019-02-01,29.1669,18.9248,41.6035,2019
AGO,Baseline,a,inc,2019-03-01,29.0445,18.8992,41.5189,2019
AGO,Baseline,a,inc,2019-04-01,28.9248,18.874,41.4357,2019
AGO,Baseline,a,inc,2019-05-01,28.8078,18.8494,41.354,2019
AGO,Baseline,a,inc,2019-06-01,28.6936,18.8252,41.2737,2019
AGO,Baseline,a,inc,2019-07-01,28.6693,18.8014,41.1949,2019
AGO,Baseline,a,inc,2019-08-01,28.6794,18.778,41.1175,2019
AGO,Baseline,a,inc,2019-09-01,28.6893,18.7551,41.0416,2019
AGO,Baseline,a,inc,2019-10-01,28.6989,18.7326,40.9669,2019
AGO,Baseline,a,inc,2019-11-01,28.7083,18.7105,40.8937,2019
AGO,Baseline,a,inc,2019-12-01,28.7176,18.6888,40.8218,2019
AGO,COVID,a,inc,2019-01-01,29.2923,18.9508,41.6897,2019
AGO,COVID,a,inc,2019-02-01,29.1669,18.9248,41.6035,2019
AGO,COVID,a,inc,2019-03-01,29.0445,18.8992,41.5189,2019
AGO,COVID,a,inc,2019-04-01,28.9248,18.874,41.4357,2019
AGO,COVID,a,inc,2019-05-01,28.8078,18.8494,41.354,2019
AGO,COVID,a,inc,2019-06-01,28.6936,18.8252,41.2737,2019
AGO,COVID,a,inc,2019-07-01,28.6693,18.8014,41.1949,2019
AGO,COVID,a,inc,2019-08-01,28.6794,18.778,41.1175,2019
AGO,COVID,a,inc,2019-09-01,28.6893,18.7551,41.0416,2019
AGO,COVID,a,inc,2019-10-01,28.6989,18.7326,40.9669,2019
AGO,COVID,a,inc,2019-11-01,28.7083,18.7105,40.8937,2019
AGO,COVID,a,inc,2019-12-01,28.7176,18.6888,40.8217,2019
AGO,Baseline,a,mort,2019-01-01,5.1446,3.2523,7.4347,2019
AGO,Baseline,a,mort,2019-02-01,5.1424,3.235,7.4253,2019
AGO,Baseline,a,mort,2019-03-01,5.1284,3.2179,7.4161,2019
AGO,Baseline,a,mort,2019-04-01,5.1145,3.2011,7.407,2019
AGO,Baseline,a,mort,2019-05-01,5.1008,3.1847,7.3981,2019
AGO,Baseline,a,mort,2019-06-01,5.0873,3.1685,7.3893,2019
AGO,Baseline,a,mort,2019-07-01,5.0739,3.1526,7.3806,2019
AGO,Baseline,a,mort,2019-08-01,5.0607,3.137,7.3721,2019
AGO,Baseline,a,mort,2019-09-01,5.0477,3.1217,7.3637,2019
AGO,Baseline,a,mort,2019-10-01,5.0348,3.1066,7.3555,2019
AGO,Baseline,a,mort,2019-11-01,5.0221,3.0918,7.3474,2019
AGO,Baseline,a,mort,2019-12-01,5.0096,3.0773,7.3394,2019
AGO,COVID,a,mort,2019-01-01,5.1446,3.2523,7.4347,2019
AGO,COVID,a,mort,2019-02-01,5.1424,3.235,7.4253,2019
AGO,COVID,a,mort,2019-03-01,5.1284,3.2179,7.4161,2019
AGO,COVID,a,mort,2019-04-01,5.1145,3.2011,7.407,2019
AGO,COVID,a,mort,2019-05-01,5.1008,3.1847,7.3981,2019
AGO,COVID,a,mort,2019-06-01,5.0873,3.1685,7.3893,2019
AGO,COVID,a,mort,2019-07-01,5.0739,3.1526,7.3806,2019
AGO,COVID,a,mort,2019-08-01,5.0607,3.137,7.3721,2019
AGO,COVID,a,mort,2019-09-01,5.0477,3.1217,7.3637,2019
AGO,COVID,a,mort,2019-10-01,5.0348,3.1066,7.3555,2019
AGO,COVID,a,mort,2019-11-01,5.0221,3.0918,7.3474,2019
AGO,COVID,a,mort,2019-12-01,5.0096,3.0773,7.3394,2019
AGO,Baseline,a,inc,2020-01-01,28.7266,18.6675,40.7511,2020
AGO,Baseline,a,inc,2020-02-01,28.6807,18.6466,40.6818,2020
AGO,Baseline,a,inc,2020-03-01,28.6176,18.626,40.6138,2020
AGO,Baseline,a,inc,2020-04-01,28.5557,18.6058,40.547,2020
AGO,Baseline,a,inc,2020-05-01,28.4948,18.586,40.4815,2020
AGO,Baseline,a,inc,2020-06-01,28.4351,18.5665,40.4172,2020
AGO,Baseline,a,inc,2020-07-01,28.3764,18.5474,40.3542,2020
AGO,Baseline,a,inc,2020-08-01,28.3187,18.5287,40.2923,2020
AGO,Baseline,a,inc,2020-09-01,28.2621,18.5102,40.2316,2020
AGO,Baseline,a,inc,2020-10-01,28.2065,18.4921,40.172,2020
AGO,Baseline,a,inc,2020-11-01,28.1519,18.4744,40.1136,2020
AGO,Baseline,a,inc,2020-12-01,28.0984,18.4569,40.0564,2020
AGO,COVID,a,inc,2020-01-01,28.7266,18.6675,40.7511,2020
AGO,COVID,a,inc,2020-02-01,28.6807,18.6466,40.6818,2020
AGO,COVID,a,inc,2020-03-01,28.6177,18.626,40.6138,2020
AGO,COVID,a,inc,2020-04-01,28.5558,18.606,40.5473,2020
AGO,COVID,a,inc,2020-05-01,28.0641,18.4165,39.7669,2020
AGO,COVID,a,inc,2020-06-01,27.1076,18.0733,38.3452,2020
AGO,COVID,a,inc,2020-07-01,26.4663,17.7971,37.2902,2020
AGO,COVID,a,inc,2020-08-01,26.3868,17.7947,37.317,2020
AGO,COVID,a,inc,2020-09-01,26.4959,17.8354,37.4674,2020
AGO,COVID,a,inc,2020-10-01,26.6027,17.8757,37.607,2020
AGO,COVID,a,inc,2020-11-01,26.6989,17.9205,37.7432,2020
AGO,COVID,a,inc,2020-12-01,26.7894,17.9736,37.8819,2020
AGO,Baseline,a,mort,2020-01-01,4.9973,3.063,7.3316,2020
AGO,Baseline,a,mort,2020-02-01,4.9851,3.049,7.3239,2020
AGO,Baseline,a,mort,2020-03-01,4.973,3.0352,7.3163,2020
AGO,Baseline,a,mort,2020-04-01,4.9612,3.0217,7.3089,2020
AGO,Baseline,a,mort,2020-05-01,4.9495,3.0084,7.3017,2020
AGO,Baseline,a,mort,2020-06-01,4.9379,2.9953,7.2945,2020
AGO,Baseline,a,mort,2020-07-01,4.9265,2.9825,7.2875,2020
AGO,Baseline,a,mort,2020-08-01,4.9153,2.9699,7.2806,2020
AGO,Baseline,a,mort,2020-09-01,4.9042,2.9575,7.2739,2020
AGO,Baseline,a,mort,2020-10-01,4.8932,2.9453,7.2673,2020
AGO,Baseline,a,mort,2020-11-01,4.8824,2.9333,7.2608,2020
AGO,Baseline,a,mort,2020-12-01,4.8721,2.9216,7.2545,2020
AGO,COVID,a,mort,2020-01-01,4.9973,3.063,7.3316,2020
AGO,COVID,a,mort,2020-02-01,4.9851,3.049,7.3239,2020
AGO,COVID,a,mort,2020-03-01,4.973,3.0352,7.3163,2020
AGO,COVID,a,mort,2020-04-01,4.9629,3.0229,7.3116,2020
AGO,COVID,a,mort,2020-05-01,4.9582,3.0146,7.3149,2020
AGO,COVID,a,mort,2020-06-01,4.9481,3.0039,7.3099,2020
AGO,COVID,a,mort,2020-07-01,4.9403,2.9907,7.2964,2020
AGO,COVID,a,mort,2020-08-01,4.9386,2.9809,7.2893,2020
AGO,COVID,a,mort,2020-09-01,4.9389,2.9727,7.2867,2020
AGO,COVID,a,mort,2020-10-01,4.9435,2.9674,7.2913,2020
AGO,COVID,a,mort,2020-11-01,4.9644,2.9716,7.3178,2020
AGO,COVID,a,mort,2020-12-01,5.0033,2.9778,7.3495,2020
AGO,Baseline,a,inc,2021-01-01,28.0458,18.4397,40.0002,2021
AGO,Baseline,a,inc,2021-02-01,27.9941,18.4229,39.9452,2021
AGO,Baseline,a,inc,2021-03-01,27.9435,18.3905,39.8912,2021
AGO,Baseline,a,inc,2021-04-01,27.8938,18.3115,39.8383,2021
AGO,Baseline,a,inc,2021-05-01,27.845,18.234,39.7865,2021
AGO,Baseline,a,inc,2021-06-01,27.7971,18.158,39.7357,2021
AGO,Baseline,a,inc,2021-07-01,27.7501,18.0835,39.6859,2021
AGO,Baseline,a,inc,2021-08-01,27.7041,18.0105,39.6372,2021
AGO,Baseline,a,inc,2021-09-01,27.6589,17.9389,39.5894,2021
AGO,Baseline,a,inc,2021-10-01,27.6146,17.8687,39.5426,2021
AGO,Baseline,a,inc,2021-11-01,27.5712,17.7999,39.4968,2021
AGO,Baseline,a,inc,2021-12-01,27.5286,17.7325,39.452,2021
AGO,COVID,a,inc,2021-01-01,26.8743,18.0322,38.0216,2021
AGO,COVID,a,inc,2021-02-01,26.9413,18.076,38.1405,2021
AGO,COVID,a,inc,2021-03-01,26.9801,18.0899,38.2206,2021
AGO,COVID,a,inc,2021-04-01,26.9948,18.0298,38.2678,2021
AGO,COVID,a,inc,2021-05-01,27.0016,17.9667,38.3076,2021
AGO,COVID,a,inc,2021-06-01,27.0146,17.9167,38.3619,2021
AGO,COVID,a,inc,2021-07-01,27.0346,17.8793,38.4314,2021
AGO,COVID,a,inc,2021-08-01,27.0642,17.8561,38.5199,2021
AGO,COVID,a,inc,2021-09-01,27.0904,17.8483,38.6306,2021
AGO,COVID,a,inc,2021-10-01,27.1077,17.8539,38.7616,2021
AGO,COVID,a,inc,2021-11-01,27.1301,17.871,38.9106,2021
AGO,COVID,a,inc,2021-12-01,27.1572,17.8976,39.0753,2021
AGO,Baseline,a,mort,2021-01-01,4.8631,2.91,7.2483,2021
AGO,Baseline,a,mort,2021-02-01,4.8542,2.8987,7.2422,2021
AGO,Baseline,a,mort,2021-03-01,4.8456,2.8875,7.2363,2021
AGO,Baseline,a,mort,2021-04-01,4.8371,2.8766,7.2305,2021
AGO,Baseline,a,mort,2021-05-01,4.8289,2.8658,7.2248,2021
AGO,Baseline,a,mort,2021-06-01,4.8208,2.8552,7.2192,2021
AGO,Baseline,a,mort,2021-07-01,4.8129,2.8448,7.2138,2021
AGO,Baseline,a,mort,2021-08-01,4.8052,2.8346,7.2085,2021
AGO,Baseline,a,mort,2021-09-01,4.7976,2.8246,7.2033,2021
AGO,Baseline,a,mort,2021-10-01,4.7902,2.8147,7.1982,2021
AGO,Baseline,a,mort,2021-11-01,4.783,2.8051,7.1933,2021
AGO,Baseline,a,mort,2021-12-01,4.7761,2.7955,7.1885,2021
AGO,COVID,a,mort,2021-01-01,5.0204,2.9742,7.3598,2021
AGO,COVID,a,mort,2021-02-01,4.9362,2.9344,7.2879,2021
AGO,COVID,a,mort,2021-03-01,4.8597,2.8887,7.2023,2021
AGO,COVID,a,mort,2021-04-01,4.8108,2.8552,7.1444,2021
AGO,COVID,a,mort,2021-05-01,4.8304,2.859,7.1718,2021
AGO,COVID,a,mort,2021-06-01,4.8845,2.871,7.2182,2021
AGO,COVID,a,mort,2021-07-01,4.9476,2.8844,7.2677,2021
AGO,COVID,a,mort,2021-08-01,5.0307,2.9057,7.3361,2021
AGO,COVID,a,mort,2021-09-01,5.1136,2.9279,7.4069,2021
AGO,COVID,a,mort,2021-10-01,5.1545,2.9488,7.4751,2021
AGO,COVID,a,mort,2021-11-01,5.1901,2.9685,7.5412,2021
AGO,COVID,a,mort,2021-12-01,5.2249,2.9871,7.6052,2021
AGO,Baseline,a,inc,2022-01-01,27.4868,17.6663,39.4085,2022
AGO,Baseline,a,inc,2022-02-01,27.4459,17.6015,39.4012,2022
AGO,Baseline,a,inc,2022-03-01,27.4058,17.538,39.3942,2022
AGO,Baseline,a,inc,2022-04-01,27.3665,17.4757,39.3876,2022
AGO,Baseline,a,inc,2022-05-01,27.328,17.4147,39.3814,2022
AGO,Baseline,a,inc,2022-06-01,27.2902,17.3549,39.3755,2022
AGO,Baseline,a,inc,2022-07-01,27.2533,17.2963,39.3699,2022
AGO,Baseline,a,inc,2022-08-01,27.2171,17.2388,39.3647,2022
AGO,Baseline,a,inc,2022-09-01,27.1817,17.1825,39.3599,2022
AGO,Baseline,a,inc,2022-10-01,27.147,17.1274,39.3554,2022
AGO,Baseline,a,inc,2022-11-01,27.1131,17.0733,39.3512,2022
AGO,Baseline,a,inc,2022-12-01,27.077,17.0204,39.3474,2022
AGO,COVID,a,inc,2022-01-01,27.1892,17.9327,39.2543,2022
AGO,COVID,a,inc,2022-02-01,27.2264,17.9767,39.4488,2022
AGO,COVID,a,inc,2022-03-01,27.2691,18.0303,39.6599,2022
AGO,COVID,a,inc,2022-04-01,27.3168,18.0908,39.8839,2022
AGO,COVID,a,inc,2022-05-01,27.3647,18.1432,40.0977,2022
AGO,COVID,a,inc,2022-06-01,27.4079,18.1756,40.2816,2022
AGO,COVID,a,inc,2022-07-01,27.4457,18.1903,40.4375,2022
AGO,COVID,a,inc,2022-08-01,27.5013,18.1903,40.569,2022
AGO,COVID,a,inc,2022-09-01,27.5588,18.1784,40.6795,2022
AGO,COVID,a,inc,2022-10-01,27.6013,18.1567,40.7718,2022
AGO,COVID,a,inc,2022-11-01,27.6314,18.127,40.8483,2022
AGO,COVID,a,inc,2022-12-01,27.6512,18.0908,40.9114,2022
AGO,Baseline,a,mort,2022-01-01,4.7736,2.7862,7.1838,2022
AGO,Baseline,a,mort,2022-02-01,4.7711,2.777,7.1792,2022
AGO,Baseline,a,mort,2022-03-01,4.7686,2.768,7.1748,2022
AGO,Baseline,a,mort,2022-04-01,4.7662,2.7591,7.1705,2022
AGO,Baseline,a,mort,2022-05-01,4.7639,2.7504,7.1663,2022
AGO,Baseline,a,mort,2022-06-01,4.7616,2.7419,7.1622,2022
AGO,Baseline,a,mort,2022-07-01,4.7593,2.7335,7.1582,2022
AGO,Baseline,a,mort,2022-08-01,4.7571,2.7252,7.1544,2022
AGO,Baseline,a,mort,2022-09-01,4.755,2.7171,7.1506,2022
AGO,Baseline,a,mort,2022-10-01,4.7529,2.7091,7.147,2022
AGO,Baseline,a,mort,2022-11-01,4.7508,2.7013,7.1435,2022
AGO,Baseline,a,mort,2022-12-01,4.7488,2.6936,7.1401,2022
AGO,COVID,a,mort,2022-01-01,5.2606,3.0058,7.6704,2022
AGO,COVID,a,mort,2022-02-01,5.3016,3.0283,7.7449,2022
AGO,COVID,a,mort,2022-03-01,5.3433,3.0509,7.8204,2022
AGO,COVID,a,mort,2022-04-01,5.3739,3.0639,7.8742,2022
AGO,COVID,a,mort,2022-05-01,5.3627,3.0432,7.8485,2022
AGO,COVID,a,mort,2022-06-01,5.3423,3.0159,7.8075,2022
AGO,COVID,a,mort,2022-07-01,5.3232,2.9906,7.7709,2022
AGO,COVID,a,mort,2022-08-01,5.3054,2.967,7.7384,2022
AGO,COVID,a,mort,2022-09-01,5.2888,2.945,7.7092,2022
AGO,COVID,a,mort,2022-10-01,5.2719,2.9245,7.683,2022
AGO,COVID,a,mort,2022-11-01,5.2382,2.9053,7.6594,2022
AGO,COVID,a,mort,2022-12-01,5.2083,2.8874,7.6381,2022
AGO,Baseline,a,inc,2023-01-01,27.04,16.9685,39.3438,2023
AGO,Baseline,a,inc,2023-02-01,27.0035,16.9177,39.3407,2023
AGO,Baseline,a,inc,2023-03-01,26.9675,16.8679,39.3378,2023
AGO,Baseline,a,inc,2023-04-01,26.9322,16.8192,39.3352,2023
AGO,Baseline,a,inc,2023-05-01,26.8973,16.7715,39.333,2023
AGO,Baseline,a,inc,2023-06-01,26.863,16.7247,39.3311,2023
AGO,Baseline,a,inc,2023-07-01,26.8292,16.6789,39.3294,2023
AGO,Baseline,a,inc,2023-08-01,26.796,16.6341,39.3165,2023
AGO,Baseline,a,inc,2023-09-01,26.7632,16.5902,39.304,2023
AGO,Baseline,a,inc,2023-10-01,26.731,16.5472,39.2921,2023
AGO,Baseline,a,inc,2023-11-01,26.6993,16.5051,39.2808,2023
AGO,Baseline,a,inc,2023-12-01,26.668,16.4639,39.2701,2023
AGO,COVID,a,inc,2023-01-01,27.6625,18.0495,40.9628,2023
AGO,COVID,a,inc,2023-02-01,27.6667,18.0041,41.0044,2023
AGO,COVID,a,inc,2023-03-01,27.6653,17.9554,41.0376,2023
AGO,COVID,a,inc,2023-04-01,27.6591,17.9043,41.0635,2023
AGO,COVID,a,inc,2023-05-01,27.6492,17.8513,41.0834,2023
AGO,COVID,a,inc,2023-06-01,27.6362,17.797,41.0916,2023
AGO,COVID,a,inc,2023-07-01,27.6208,17.7418,41.0902,2023
AGO,COVID,a,inc,2023-08-01,27.6035,17.686,41.0854,2023
AGO,COVID,a,inc,2023-09-01,27.5847,17.6299,41.0778,2023
AGO,COVID,a,inc,2023-10-01,27.5648,17.5738,41.0679,2023
AGO,COVID,a,inc,2023-11-01,27.5441,17.5178,41.0562,2023
AGO,COVID,a,inc,2023-12-01,27.5228,17.4622,41.0431,2023
AGO,Baseline,a,mort,2023-01-01,4.7469,2.686,7.1368,2023
AGO,Baseline,a,mort,2023-02-01,4.745,2.6786,7.1337,2023
AGO,Baseline,a,mort,2023-03-01,4.7431,2.6713,7.1306,2023
AGO,Baseline,a,mort,2023-04-01,4.7413,2.6642,7.1277,2023
AGO,Baseline,a,mort,2023-05-01,4.7395,2.6571,7.1248,2023
AGO,Baseline,a,mort,2023-06-01,4.7377,2.6502,7.1221,2023
AGO,Baseline,a,mort,2023-07-01,4.736,2.6435,7.1194,2023
AGO,Baseline,a,mort,2023-08-01,4.7344,2.6368,7.1169,2023
AGO,Baseline,a,mort,2023-09-01,4.7328,2.6302,7.1145,2023
AGO,Baseline,a,mort,2023-10-01,4.7312,2.6238,7.1122,2023
AGO,Baseline,a,mort,2023-11-01,4.7297,2.6175,7.11,2023
AGO,Baseline,a,mort,2023-12-01,4.7257,2.6113,7.1079,2023
AGO,COVID,a,mort,2023-01-01,5.1815,2.8706,7.6187,2023
AGO,COVID,a,mort,2023-02-01,5.1574,2.8547,7.6011,2023
AGO,COVID,a,mort,2023-03-01,5.1356,2.8398,7.5851,2023
AGO,COVID,a,mort,2023-04-01,5.1158,2.8257,7.5704,2023
AGO,COVID,a,mort,2023-05-01,5.0977,2.8123,7.5569,2023
AGO,COVID,a,mort,2023-06-01,5.0811,2.7997,7.5444,2023
AGO,COVID,a,mort,2023-07-01,5.0658,2.7876,7.5329,2023
AGO,COVID,a,mort,2023-08-01,5.0516,2.7761,7.5223,2023
AGO,COVID,a,mort,2023-09-01,5.0384,2.765,7.5124,2023
AGO,COVID,a,mort,2023-10-01,5.026,2.7545,7.5032,2023
AGO,COVID,a,mort,2023-11-01,5.0144,2.7443,7.4946,2023
AGO,COVID,a,mort,2023-12-01,5.0034,2.7346,7.4865,2023
AGO,Baseline,a,inc,2024-01-01,26.6373,16.4236,39.2599,2024
AGO,Baseline,a,inc,2024-02-01,26.607,16.3842,39.2504,2024
AGO,Baseline,a,inc,2024-03-01,26.5759,16.3456,39.2414,2024
AGO,Baseline,a,inc,2024-04-01,26.544,16.3078,39.2329,2024
AGO,Baseline,a,inc,2024-05-01,26.5131,16.2709,39.225,2024
AGO,Baseline,a,inc,2024-06-01,26.4829,16.2347,39.2176,2024
AGO,Baseline,a,inc,2024-07-01,26.4536,16.1994,39.2108,2024
AGO,Baseline,a,inc,2024-08-01,26.425,16.1648,39.2045,2024
AGO,Baseline,a,inc,2024-09-01,26.3973,16.1309,39.1987,2024
AGO,Baseline,a,inc,2024-10-01,26.3703,16.0979,39.1934,2024
AGO,Baseline,a,inc,2024-11-01,26.3441,16.0655,39.1886,2024
AGO,Baseline,a,inc,2024-12-01,26.3187,16.0339,39.1843,2024
AGO,COVID,a,inc,2024-01-01,27.5012,17.4071,41.0288,2024
AGO,COVID,a,inc,2024-02-01,27.4793,17.3525,41.0136,2024
AGO,COVID,a,inc,2024-03-01,27.4574,17.2985,40.9978,2024
AGO,COVID,a,inc,2024-04-01,27.4356,17.2453,40.9816,2024
AGO,COVID,a,inc,2024-05-01,27.4139,17.1929,40.9651,2024
AGO,COVID,a,inc,2024-06-01,27.3849,17.1413,40.9484,2024
AGO,COVID,a,inc,2024-07-01,27.3537,17.0916,40.9317,2024
AGO,COVID,a,inc,2024-08-01,27.3228,17.0471,40.9151,2024
AGO,COVID,a,inc,2024-09-01,27.2924,17.0036,40.8986,2024
AGO,COVID,a,inc,2024-10-01,27.2648,16.961,40.8824,2024
AGO,COVID,a,inc,2024-11-01,27.2447,16.9193,40.8664,2024
AGO,COVID,a,inc,2024-12-01,27.2324,16.8784,40.8507,2024
AGO,Baseline,a,mort,2024-01-01,4.7205,2.6052,7.1059,2024
AGO,Baseline,a,mort,2024-02-01,4.7154,2.5992,7.104,2024
AGO,Baseline,a,mort,2024-03-01,4.7105,2.5934,7.1022,2024
AGO,Baseline,a,mort,2024-04-01,4.7056,2.5876,7.1005,2024
AGO,Baseline,a,mort,2024-05-01,4.701,2.5819,7.0989,2024
AGO,Baseline,a,mort,2024-06-01,4.6964,2.5764,7.0974,2024
AGO,Baseline,a,mort,2024-07-01,4.6919,2.5709,7.0959,2024
AGO,Baseline,a,mort,2024-08-01,4.6876,2.5656,7.0946,2024
AGO,Baseline,a,mort,2024-09-01,4.6834,2.5603,7.0934,2024
AGO,Baseline,a,mort,2024-10-01,4.6793,2.5551,7.0923,2024
AGO,Baseline,a,mort,2024-11-01,4.6754,2.5501,7.0912,2024
AGO,Baseline,a,mort,2024-12-01,4.6715,2.5451,7.0903,2024
AGO,COVID,a,mort,2024-01-01,4.993,2.7252,7.479,2024
AGO,COVID,a,mort,2024-02-01,4.9832,2.7161,7.4719,2024
AGO,COVID,a,mort,2024-03-01,4.9738,2.7073,7.4652,2024
AGO,COVID,a,mort,2024-04-01,4.9649,2.6988,7.4589,2024
AGO,COVID,a,mort,2024-05-01,4.9563,2.6906,7.4529,2024
AGO,COVID,a,mort,2024-06-01,4.9481,2.6826,7.4473,2024
AGO,COVID,a,mort,2024-07-01,4.9403,2.6748,7.4419,2024
AGO,COVID,a,mort,2024-08-01,4.9327,2.6672,7.4368,2024
AGO,COVID,a,mort,2024-09-01,4.9254,2.6598,7.432,2024
AGO,COVID,a,mort,2024-10-01,4.9184,2.6526,7.4274,2024
AGO,COVID,a,mort,2024-11-01,4.9116,2.6456,7.423,2024
AGO,COVID,a,mort,2024-12-01,4.905,2.6387,7.4188,2024
AZE,Baseline,a,inc,2019-01-01,5.0343,3.8362,6.3554,2019
AZE,Baseline,a,inc,2019-02-01,5.0213,3.8311,6.3457,2019
AZE,Baseline,a,inc,2019-03-01,5.0086,3.8265,6.3332,2019
AZE,Baseline,a,inc,2019-04-01,5.0041,3.8179,6.3202,2019
AZE,Baseline,a,inc,2019-05-01,5.0011,3.8062,6.3075,2019
AZE,Baseline,a,inc,2019-06-01,4.9981,3.7994,6.2949,2019
AZE,Baseline,a,inc,2019-07-01,4.9952,3.7929,6.2826,2019
AZE,Baseline,a,inc,2019-08-01,4.9811,3.7864,6.2705,2019
AZE,Baseline,a,inc,2019-09-01,4.964,3.7801,6.2587,2019
AZE,Baseline,a,inc,2019-10-01,4.9473,3.7753,6.2471,2019
AZE,Baseline,a,inc,2019-11-01,4.9405,3.775,6.2357,2019
AZE,Baseline,a,inc,2019-12-01,4.9366,3.7747,6.2246,2019
AZE,COVID,a,inc,2019-01-01,5.0343,3.8362,6.3554,2019
AZE,COVID,a,inc,2019-02-01,5.0213,3.8311,6.3457,2019
AZE,COVID,a,inc,2019-03-01,5.0086,3.8265,6.3332,2019
AZE,COVID,a,inc,2019-04-01,5.0041,3.8179,6.3202,2019
AZE,COVID,a,inc,2019-05-01,5.0011,3.8062,6.3075,2019
AZE,COVID,a,inc,2019-06-01,4.9981,3.7994,6.2949,2019
AZE,COVID,a,inc,2019-07-01,4.9952,3.7929,6.2826,2019
AZE,COVID,a,inc,2019-08-01,4.9811,3.7864,6.2705,2019
AZE,COVID,a,inc,2019-09-01,4.964,3.7801,6.2587,2019
AZE,COVID,a,inc,2019-10-01,4.9473,3.7753,6.2471,2019
AZE,COVID,a,inc,2019-11-01,4.9405,3.775,6.2357,2019
AZE,COVID,a,inc,2019-12-01,4.9366,3.7747,6.2246,2019
AZE,Baseline,a,mort,2019-01-01,0.506,0.46396,0.55035,2019
AZE,Baseline,a,mort,2019-02-01,0.50514,0.46287,0.54953,2019
AZE,Baseline,a,mort,2019-03-01,0.50434,0.46205,0.54871,2019
AZE,Baseline,a,mort,2019-04-01,0.50345,0.46153,0.54791,2019
AZE,Baseline,a,mort,2019-05-01,0.50246,0.46109,0.54713,2019
AZE,Baseline,a,mort,2019-06-01,0.50154,0.45986,0.54636,2019
AZE,Baseline,a,mort,2019-07-01,0.50061,0.45855,0.54561,2019
AZE,Baseline,a,mort,2019-08-01,0.50015,0.45733,0.54487,2019
AZE,Baseline,a,mort,2019-09-01,0.49946,0.45695,0.54414,2019
AZE,Baseline,a,mort,2019-10-01,0.49877,0.45659,0.54343,2019
AZE,Baseline,a,mort,2019-11-01,0.49804,0.45624,0.54272,2019
AZE,Baseline,a,mort,2019-12-01,0.49733,0.45586,0.54201,2019
AZE,COVID,a,mort,2019-01-01,0.506,0.46396,0.55035,2019
AZE,COVID,a,mort,2019-02-01,0.50514,0.46287,0.54953,2019
AZE,COVID,a,mort,2019-03-01,0.50434,0.46205,0.54871,2019
AZE,COVID,a,mort,2019-04-01,0.50345,0.46153,0.54791,2019
AZE,COVID,a,mort,2019-05-01,0.50246,0.46109,0.54713,2019
AZE,COVID,a,mort,2019-06-01,0.50154,0.45986,0.54636,2019
AZE,COVID,a,mort,2019-07-01,0.50061,0.45855,0.54561,2019
AZE,COVID,a,mort,2019-08-01,0.50015,0.45733,0.54487,2019
AZE,COVID,a,mort,2019-09-01,0.49946,0.45695,0.54414,2019
AZE,COVID,a,mort,2019-10-01,0.49877,0.45659,0.54343,2019
AZE,COVID,a,mort,2019-11-01,0.49804,0.45624,0.54272,2019
AZE,COVID,a,mort,2019-12-01,0.49733,0.45586,0.54201,2019
AZE,Baseline,a,inc,2020-01-01,4.9248,3.7745,6.2136,2020
AZE,Baseline,a,inc,2020-02-01,4.9133,3.7742,6.2029,2020
AZE,Baseline,a,inc,2020-03-01,4.902,3.774,6.1924,2020
AZE,Baseline,a,inc,2020-04-01,4.8921,3.7738,6.1821,2020
AZE,Baseline,a,inc,2020-05-01,4.8856,3.7735,6.172,2020
AZE,Baseline,a,inc,2020-06-01,4.8817,3.7734,6.162,2020
AZE,Baseline,a,inc,2020-07-01,4.8784,3.7734,6.1523,2020
AZE,Baseline,a,inc,2020-08-01,4.875,3.7734,6.1427,2020
AZE,Baseline,a,inc,2020-09-01,4.8717,3.7735,6.1333,2020
AZE,Baseline,a,inc,2020-10-01,4.8684,3.7735,6.124,2020
AZE,Baseline,a,inc,2020-11-01,4.8652,3.7735,6.115,2020
AZE,Baseline,a,inc,2020-12-01,4.8619,3.7735,6.106,2020
AZE,COVID,a,inc,2020-01-01,4.9248,3.7745,6.2136,2020
AZE,COVID,a,inc,2020-02-01,4.9133,3.7742,6.2029,2020
AZE,COVID,a,inc,2020-03-01,4.902,3.774,6.1924,2020
AZE,COVID,a,inc,2020-04-01,4.8924,3.7745,6.1825,2020
AZE,COVID,a,inc,2020-05-01,4.8564,3.7291,6.1209,2020
AZE,COVID,a,inc,2020-06-01,4.7989,3.7037,6.0107,2020
AZE,COVID,a,inc,2020-07-01,4.7532,3.7065,5.9067,2020
AZE,COVID,a,inc,2020-08-01,4.7689,3.7009,5.9278,2020
AZE,COVID,a,inc,2020-09-01,4.7899,3.7008,5.9638,2020
AZE,COVID,a,inc,2020-10-01,4.8339,3.7392,5.997,2020
AZE,COVID,a,inc,2020-11-01,4.8644,3.807,6.0344,2020
AZE,COVID,a,inc,2020-12-01,4.8992,3.8729,6.0752,2020
AZE,Baseline,a,mort,2020-01-01,0.49632,0.45516,0.54132,2020
AZE,Baseline,a,mort,2020-02-01,0.49587,0.45449,0.54063,2020
AZE,Baseline,a,mort,2020-03-01,0.49467,0.45382,0.53996,2020
AZE,Baseline,a,mort,2020-04-01,0.49362,0.45318,0.5393,2020
AZE,Baseline,a,mort,2020-05-01,0.49293,0.45254,0.53865,2020
