model,H,H.sd,MAPE,MAE,U,C
separate_global_4,179.706629325443,,117.210828038241,4.32874060381359,3.35031942450756,48.2061855670103
together_LerouxInterceptLerouxSlope_2,570.103150910952,,71.4082564879338,3.29054881365757,4.62584372977222,49.875372279496
separate_LerouxInterceptLerouxSlope_2,580.490581151253,,71.9349740149503,3.10696992734428,4.21770071682088,51.190950744559
together_LerouxIntercept_4,644.708353801296,,72.0244675746118,3.58817965574294,5.22383647747183,49.1948453608247
