variable,mean,sd,rhat,ess_bulk
"beta[1,1]",-3.45911461805233,0.183146084911619,1.02981808632414,62.3604820513894
"beta[2,1]",0.180497401636849,0.253819352547043,1.01101318870842,147.664145831036
"beta[3,1]",0.301092523750133,0.328142300968162,1.0008789701516,149.420873092866
"beta[4,1]",0.527286254026685,0.29544861135446,1.02993598494034,63.4152781269903
"beta[5,1]",1.46806119509495,0.35536757593298,1.02523733319501,182.489578452183
"beta[6,1]",-0.59922795736007,0.455019392791172,1.00397242128814,291.76315917679
"beta[7,1]",1.23430971168877,0.287470303287973,1.0335319177851,142.611246788894
"beta[1,2]",-5.33314228351735,0.197935164767559,1.01245956285507,165.540150451431
"beta[2,2]",0.446858053527393,0.307302889587044,1.00467175896874,173.350882962393
"beta[3,2]",-0.0442904351394549,0.362143589438337,1.01166869909134,157.280430045626
"beta[4,2]",-0.0347885114246826,0.301718083488294,1.00403008632329,195.434695777355
"beta[5,2]",0.144458618408127,0.44722526185907,1.00099140984095,379.220870578441
"beta[6,2]",0.596208161385334,0.469592546053073,0.999603109746472,351.097987239986
"beta[7,2]",0.496886119525207,0.30390136226416,1.00458818036316,217.000798921569
"beta[1,3]",-4.39137214040882,0.179639365659761,1.00294561888819,128.726003318586
"beta[2,3]",0.514238311119008,0.26610454968004,1.00342646688208,109.174331397486
"beta[3,3]",0.127878738049732,0.348060988503147,1.01529799330772,148.378278232487
"beta[4,3]",0.654978498590031,0.249881636324352,1.01744034370239,120.12973285881
"beta[5,3]",0.602503904233797,0.354450503581221,1.00098668375284,168.03739437295
"beta[6,3]",-0.79373334904376,0.43246984579585,1.00395520812614,314.494082745459
"beta[7,3]",0.447035544189817,0.255291715762654,1.00337368461019,109.433602676424
"beta[1,4]",-3.00714497080247,0.205312968156263,1.00347786239425,131.513671837238
"beta[2,4]",0.468968287802062,0.307504140909272,1.0047715751929,159.810754685785
"beta[3,4]",0.0107212294670611,0.347835554936353,1.00582183312704,269.375075907654
"beta[4,4]",0.271815007471917,0.319673036987885,1.0092059284684,140.885418330561
"beta[5,4]",0.161663853138523,0.378071862638604,0.999224249870594,332.073209970036
"beta[6,4]",0.326723536671176,0.538857521282318,0.998864613908937,476.698521211942
"beta[7,4]",0.636211395841866,0.34359719998931,1.00603845461508,91.9642796880811
"beta[1,5]",-4.32400925872809,0.214475199721843,1.00350760470076,326.994875387223
"beta[2,5]",0.49396456201908,0.32950362830356,1.00141630239136,274.062248993119
"beta[3,5]",0.559141531788716,0.399653309591177,1.0042528535932,267.917976217041
"beta[4,5]",0.48460457671199,0.33716150640739,1.01056191551323,269.568322879838
"beta[5,5]",1.0467718633723,0.406887357693263,1.00836707376916,400.019512281288
"beta[6,5]",1.76005581354614,0.449755274362809,0.999757901962994,509.700598594639
"beta[7,5]",0.501171841971475,0.33796450818391,1.01630606685296,217.166232134887
"beta[1,6]",-2.32863028460814,0.162348556411463,1.04012549029939,71.3132355392103
"beta[2,6]",0.192041420292503,0.234312851186708,1.00906241245066,161.517459650633
"beta[3,6]",0.345939123827807,0.287984396687981,1.01616467547902,203.050006086202
"beta[4,6]",0.156737519329183,0.246035890267634,1.00751515646163,118.168888062095
"beta[5,6]",-0.367142068254274,0.359340117284577,1.00632974295375,193.995940022219
"beta[6,6]",-0.0193090341640861,0.415362372125264,1.00466909985203,355.756581196361
"beta[7,6]",0.239643073114604,0.258274501743967,1.02406776170015,106.477505508313
"alpha[1,1]",0.0238669837725541,0.0108079255087239,1.00059564615255,100.246716202227
"alpha[2,1]",0.00243376979224331,0.0155481466575046,1.00453953689851,183.603681688974
