variable,mean,sd,rhat,ess_bulk
"beta[1,1]",-2.23274611127807,0.902714479411091,1.83066581605625,2.92132267473255
"beta[2,1]",0.5052645357543,0.21811444167198,1.01362883049652,214.154519508707
"beta[3,1]",-0.00303639954560298,0.273039962724874,1.04710443338004,86.9505782059973
"beta[4,1]",0.154021029462399,0.211444225701352,1.00569090142496,157.21184321008
"beta[5,1]",0.415431964443483,0.293431744078716,1.02934836755866,239.08039268224
"beta[6,1]",-0.113638799492254,0.335070773623828,1.0169902021605,353.845044676998
"beta[7,1]",-0.0645373175883802,0.23058556084977,1.0171121215799,187.981472290259
"beta[1,2]",-2.23257584539399,0.16777158180645,1.00358590592415,81.3455859581707
"beta[2,2]",0.37699832078621,0.226654254947773,1.01264421261972,97.1544313267797
"beta[3,2]",0.514772433577574,0.313263069409447,1.01690724813341,90.3854291205423
"beta[4,2]",0.167188030961383,0.263068078228783,1.02440897036693,88.0833903300248
"beta[5,2]",0.216120540268791,0.331874262979059,1.00562172955054,179.699247470414
"beta[6,2]",0.534590220259575,0.390086902624866,1.00822997451875,252.709765978882
"beta[7,2]",0.192826111436362,0.262040129149847,1.01271012573928,120.301002480869
"alpha[1,1]",0.00915112165897163,0.0104782369555798,1.01854028656709,161.411712954933
"alpha[2,1]",-0.0464945025160519,0.015119373807795,1.00338647141708,194.821784229269
"alpha[3,1]",-0.00180845100882395,0.0185897504258706,1.01857634761512,211.569160388641
"alpha[4,1]",-0.0104497849632432,0.0145605250903444,1.00365547062472,195.510939170683
"alpha[5,1]",-0.0241740673658796,0.0195309531097922,1.0322821669196,153.684007874509
"alpha[6,1]",0.0403177418219101,0.0242574450007359,1.00263895589519,293.514274063201
"alpha[7,1]",-0.00348921751843963,0.0156575072155728,1.00285925074301,225.908749826329
"alpha[1,2]",0.0432975712798486,0.00968319813572419,1.00372138022611,148.421949866389
"alpha[2,2]",-0.0378359149233388,0.0150234965044211,1.01833165743814,212.483958731672
"alpha[3,2]",-0.0464056067219256,0.0189970942595382,1.01062493271114,158.575591010141
"alpha[4,2]",-0.0149466830842065,0.0153820602591939,1.00781974348494,196.964814248104
"alpha[5,2]",-0.0122934860983375,0.0185576469813982,1.00384060928884,293.800972748448
"alpha[6,2]",-0.00120858652806963,0.0229009523325494,1.00095512566778,612.597063258031
"alpha[7,2]",-0.0187720389629079,0.015034626902656,1.00329531264669,227.639272808468
