variable,mean,sd,rhat,ess_bulk
"beta[1,1]",-3.95622605061786,0.155694290506409,1.00550634418341,151.820306220864
"beta[2,1]",0.534276119147765,0.235248352399967,1.03663724660624,118.692499750502
"beta[3,1]",-0.0105611048799611,0.309114002885739,1.02874669968796,166.754617842433
"beta[4,1]",0.432986353264511,0.246307184365876,1.01349017400962,143.804424668522
"beta[5,1]",0.354690382548031,0.322024690181732,1.01436128144655,189.517906665139
"beta[6,1]",-0.256489712457345,0.369893314476476,1.00358939471621,340.777696170614
"beta[7,1]",0.265244901565114,0.257116813629644,1.00044016463325,162.748755718375
"beta[1,2]",-2.2063923301636,0.15795600782377,1.00280362893928,111.332353180597
"beta[2,2]",0.314667942394931,0.21063928453062,1.01298851444562,190.769611940694
"beta[3,2]",0.485369783127068,0.305376063423794,1.00072118363546,186.634600701736
"beta[4,2]",0.243054089060166,0.249628615918496,1.0050988225505,144.975302989157
"beta[5,2]",0.0221738102580725,0.316941647238758,0.999197049882283,294.354263717824
"beta[6,2]",0.398854312212378,0.390067214988559,1.00162904175482,389.50122243468
"beta[7,2]",0.262916724917675,0.256265429512575,1.00635376049741,120.800223847228
"alpha[1,1]",0.00785457814578986,0.00982156956441572,1.01233266532447,331.201836134401
"alpha[2,1]",-0.0488823427805658,0.014447360222143,1.01303566397023,393.06465033744
"alpha[3,1]",0.0017796343590561,0.0187376545983043,1.00426226802684,430.251435414128
"alpha[4,1]",-0.0122053090212929,0.0146405683954421,1.00387880999739,359.628939958759
"alpha[5,1]",-0.0227944016573413,0.0187861903934413,1.00055116052204,479.877926561637
"alpha[6,1]",0.0395546150911638,0.0231153228905838,1.01384207624731,680.633206703135
"alpha[7,1]",-0.00572157618726509,0.0162248584459526,1.00335489504307,268.457106131131
"alpha[1,2]",0.0441272126480974,0.00998221235775144,1.00854499545362,330.905807825646
"alpha[2,2]",-0.0397021023391026,0.0152173201249736,1.00598038544685,449.90419042382
"alpha[3,2]",-0.0501165981369256,0.0180299131257596,1.00119327665879,563.575541897788
"alpha[4,2]",-0.0189902989696936,0.0151092013123205,1.00274188970484,295.470481765983
"alpha[5,2]",-0.012511412240205,0.0189507150664653,1.00626675999845,590.755451813489
"alpha[6,2]",-0.00125482028415087,0.0238745817998698,1.00177754537337,760.609756160599
"alpha[7,2]",-0.0233757310827264,0.0148980773287813,1.00665611659949,395.925669168229
