variable,mean,sd,rhat,ess_bulk
"beta[1,1]",-3.88769861709361,0.1703140747259,1.00147428664444,142.264153898161
"beta[2,1]",0.39403673809091,0.254995382574965,1.01868842029517,117.780653827747
"beta[3,1]",-0.12234512130837,0.320625068361008,1.00320533331021,200.560460272881
"beta[4,1]",0.332373706096131,0.240863134553169,1.04107570512275,126.680653838517
"beta[5,1]",0.20083644728239,0.334962217327128,1.01026019905971,181.904537698705
"beta[6,1]",-0.407691420578835,0.411863484650438,1.00013611076084,341.794921727026
"beta[7,1]",0.165146372914869,0.272588206079339,1.01033915369134,127.115344314099
"beta[1,2]",-2.06578926242033,0.183171827674817,1.10107216610085,14.4958352751502
"beta[2,2]",0.180319004500407,0.245964761993185,1.06987803112409,27.2061938705253
"beta[3,2]",0.290551823301091,0.317251948903613,1.01719082250444,210.937075870651
"beta[4,2]",0.0811698130644219,0.272121123351136,1.05780378748253,35.3427483359752
"beta[5,2]",-0.190400200820391,0.338408305462525,1.0243422853761,211.706370128755
"beta[6,2]",0.179343341742191,0.421041163849004,1.01893438407133,220.211777075331
"beta[7,2]",0.0750346114154171,0.248884135096681,1.05129533109161,87.766375731945
"alpha[1,1]",0.00294201824744292,0.00821726514082653,1.00782596689333,247.49752109289
"alpha[2,1]",-0.0359514370820661,0.0135282300131188,1.00780018937045,250.645379253321
"alpha[3,1]",0.00472789361949564,0.0145232930544038,1.00441545914202,428.778092220759
"alpha[4,1]",-0.00507359740990094,0.0124985943649415,1.00244351296122,367.924119613029
"alpha[5,1]",-0.0135195444687033,0.0159826242162846,1.00625168479132,497.123979283139
"alpha[6,1]",0.0254729469177883,0.0189115521589455,1.00132013493022,576.703472332192
"alpha[7,1]",-0.000661094100348776,0.0129019644179997,0.999156284388921,416.591046956936
"alpha[1,2]",0.03026647515378,0.00949447738780766,1.0127155789254,200.597825006176
"alpha[2,2]",-0.0219529470515299,0.0138712308458352,1.00487090841878,233.539965102487
"alpha[3,2]",-0.0270277165380172,0.0169374728750443,1.00873744754148,299.717095980687
"alpha[4,2]",-0.00451233433519078,0.0127857333525886,1.01429394995206,279.033292280783
"alpha[5,2]",-0.000824882984024517,0.0145227066347854,1.00578344085767,417.199502517578
"alpha[6,2]",0.00536486382007065,0.0174478082934636,1.00224357531137,784.67452305996
"alpha[7,2]",-0.00801844960097731,0.0141022268989049,1.00360021529175,324.939541169341
