variable,mean,sd,rhat,ess_bulk
"beta[1,1]",0.61436814315082,0.743468812290735,1.58997195309929,3.47668473535742
"beta[2,1]",0.529175175244892,0.264871911757438,1.00486271516578,101.864537992613
"beta[3,1]",0.843663942874549,0.367369138236356,1.02800166153843,102.080985962371
"beta[4,1]",0.64655800486569,0.279436994654633,1.01649503240244,102.888125676845
"beta[5,1]",1.60132904208212,0.394846871968628,1.03920489481826,63.3953054236498
"beta[6,1]",0.293785105631444,0.5291819279578,1.05392394493735,56.9066003069339
"beta[7,1]",1.05500899685617,0.30461286720682,1.01743880681208,88.9603772660806
"beta[1,2]",1.06204800134532,1.14255171427551,1.31827561400715,5.19103151086865
"beta[2,2]",0.634875628504583,0.39495498140349,1.06591478158741,39.847930481401
"beta[3,2]",0.433438828742523,0.519092180261093,1.07474220873677,33.1768690947493
"beta[4,2]",0.0120381928859159,0.420362732987675,1.02669909368922,125.28042099099
"beta[5,2]",1.13682777241665,0.692700927170297,1.50915321314801,3.86832862809234
"beta[6,2]",1.96651263274582,1.12643898619658,1.79663077000063,3.0686297663325
"beta[7,2]",0.337750391716068,0.468868037563496,1.0756403660805,30.4049145339934
"beta[1,3]",1.81509278513931,0.816145385074227,1.19250745238286,7.25017938160658
"beta[2,3]",0.704615868492212,0.27140600757947,1.02563078398172,163.533220338024
"beta[3,3]",0.613426312817856,0.382960871216944,1.00506263326934,145.82347430367
"beta[4,3]",0.608083955266477,0.294523799928199,1.01519930858864,145.475463666698
"beta[5,3]",1.32782585016636,0.386276587762476,1.00785696518013,150.95992846382
"beta[6,3]",-0.113763660624873,0.533172903617872,1.03735600273808,92.4301963916367
"beta[7,3]",0.444271150626257,0.32295629283271,1.01187266691916,122.193732842738
"beta[1,4]",-1.86911077594403,0.481381943079138,1.77783074668374,3.13667431248857
"beta[2,4]",0.40057350678626,0.286745088580067,1.14021818084377,11.1658759515967
"beta[3,4]",0.604687107500352,0.373102466069006,1.08240602666626,37.9493422743282
"beta[4,4]",0.282678553907319,0.278141000023952,1.05506327333314,51.7132838057836
"beta[5,4]",-0.00987933833392991,0.370471393837432,1.00627038947836,61.2265001384179
"beta[6,4]",0.465647738966194,0.484493849251213,1.02672122678462,89.8647767798191
"beta[7,4]",0.299639827745536,0.294773928246478,1.0255670679629,62.8461037161573
"beta[1,5]",-1.51510016395632,1.21220603150576,2.04425316555729,2.73057934502234
"beta[2,5]",0.918141601057606,0.419368835790328,1.00715298716199,87.8981754144517
"beta[3,5]",1.15985868726992,0.617237361266522,1.01522074675788,48.7254238292757
"beta[4,5]",0.734127391501061,0.450627986657227,1.03077844802324,65.545314582867
"beta[5,5]",1.36392623693852,0.569611919503875,1.02166408100442,97.3820387195593
"beta[6,5]",1.58572906370473,0.556120136037944,1.00488591018934,170.212767929507
"beta[7,5]",-0.184491862375077,0.496309425160089,1.06297273446516,46.0980916145693
"beta[1,6]",-1.2618194115198,0.549566723025647,1.73905197191656,3.07792032453665
"beta[2,6]",0.390139857048899,0.322122470866892,1.00578643787831,30.1058337803455
"beta[3,6]",0.561481759864177,0.339790487509177,1.06687069823492,61.4325073472051
"beta[4,6]",0.225485695205798,0.286353278133983,1.05496843216146,35.3116821532069
"beta[5,6]",0.269490032382937,0.437531101145413,1.04144669955215,41.2027575530522
"beta[6,6]",0.551075038155625,0.523865636004577,1.02764380707401,71.5166072752735
"beta[7,6]",0.51040091806396,0.342335893018567,1.02010929526248,49.3174804788101
"alpha[1,1]",0.0253798731910073,0.0132958375852684,1.1899278286503,8.83178664693331
"alpha[2,1]",-0.00207600950919233,0.0169706011743153,1.02579429319496,61.277380053622
"alpha[3,1]",-0.0318196681063839,0.0208092375096333,1.00337712370688,97.2980782264547
"alpha[4,1]",-0.00187235702456616,0.0172115657596802,1.03596853427816,50.8553948740478
"alpha[5,1]",-0.0321495385447634,0.0218341263076079,1.0269538678421,75.4179279196256
"alpha[6,1]",0.0391586040508258,0.0307431830809343,1.16882458942772,9.02170941492208
"alpha[7,1]",-0.0294939249487621,0.0191169470812191,1.0350697012241,68.7732805253964
"alpha[1,2]",0.00130973256810466,0.0307027978349028,1.18074662442093,8.05030147455664
"alpha[2,2]",-0.0417046231576028,0.0295487401256138,1.27828635878183,5.68766137867369
"alpha[3,2]",0.00254376090606426,0.0343836815494663,1.0447973202556,68.9899256635252
"alpha[4,2]",0.00564447341458643,0.0325434455368986,1.11648903245348,30.401005847198
"alpha[5,2]",-0.0202148816439392,0.0389623339366871,1.18626657182319,10.2759135638846
"alpha[6,2]",-0.0488333501340182,0.0480179435262566,1.27884063820003,5.84252484862937
"alpha[7,2]",-0.00129794141978318,0.0321714801021936,1.03372702747918,48.4304631497468
"alpha[1,3]",0.0119536839812498,0.0132350290136883,1.17594913156578,10.5715292161078
"alpha[2,3]",-0.0278779852939938,0.0173568388564648,1.10716863944679,16.714343481498
"alpha[3,3]",-0.0106442518605062,0.0201296784519497,1.00216830858541,90.3857692583794
"alpha[4,3]",-0.00490668233457927,0.016556633251736,1.00481845539779,70.135212073814
"alpha[5,3]",-0.0290581843264888,0.0213005279997839,1.00128536385452,90.5132442368564
"alpha[6,3]",0.0818231860503696,0.0296597119306569,1.03179760855486,116.003616616513
"alpha[7,3]",0.00821011799618885,0.0192548898289772,1.05322094054443,39.077862804829
"alpha[1,4]",0.019528751561178,0.0199514571785247,1.08353020424304,27.9209083621152
"alpha[2,4]",-0.00363859028507266,0.0226034151745814,1.01126508489923,97.1842701869191
"alpha[3,4]",-0.0179571062257967,0.0325531989394723,1.06433731031347,30.0762746427124
"alpha[4,4]",0.000292407654983098,0.0211066664722538,1.01397245129288,85.2200141072057
"alpha[5,4]",0.0318305647932667,0.0281910725244034,1.00840210419544,116.132771840571
"alpha[6,4]",0.0356722438539726,0.0365941796306912,1.0071523970063,165.887757068678
"alpha[7,4]",0.000476272876592318,0.0251984705975531,1.08128162861973,89.1429705754739
"alpha[1,5]",-0.0173295508941605,0.0272562447398945,1.04025509364756,30.9683571268709
"alpha[2,5]",-0.0741497219775255,0.0351272132492597,1.05206773251463,60.4330625335426
"alpha[3,5]",-0.0256077878649008,0.0394290842902749,1.02152277175163,77.1271457968479
"alpha[4,5]",-0.0165937876486654,0.0327880839236026,1.02581435175305,75.7133373720307
"alpha[5,5]",-0.0391311931563884,0.0397859760769842,1.01879041709162,155.296202498292
"alpha[6,5]",-0.0128109456686486,0.043465575901648,1.02762976528443,99.8419514248681
"alpha[7,5]",0.0582448335714976,0.0378474652072626,1.00356898828284,91.7806641112464
"alpha[1,6]",0.0292388683607355,0.0250578931027167,1.5977545017642,3.47467852979594
"alpha[2,6]",-0.0272752324910565,0.0265505854552334,1.03083586269797,49.0773227515738
"alpha[3,6]",-0.0334395938325083,0.02896735839904,1.01221293042309,112.053237901417
"alpha[4,6]",-0.00378985895418035,0.030841618091587,1.05188509943355,35.4040331639711
"alpha[5,6]",0.00116659205785968,0.0322144709070802,1.05544087925878,47.3311361584546
"alpha[6,6]",0.0220124033398796,0.0350093462145994,1.02222566869928,75.3489246154247
"alpha[7,6]",-0.0292240293862281,0.030213188103075,1.1405835592147,10.8997950623419
