g.whoregion,mid,lo,hi,M014.mid,M014.lo,M014.hi,F014.mid,F014.lo,F014.hi,M15plus.mid,M15plus.lo,M15plus.hi,F15plus.mid,F15plus.lo,F15plus.hi
Global,1 380 000,1 290 000,1 480 000,99 700,88 900,111 000,88 100,78 600,97 600,751 000,670 000,832 000,440 000,393 000,488 000
