g.whoregion,mid,lo,hi,M014.mid,M014.lo,M014.hi,F014.mid,F014.lo,F014.hi,M15plus.mid,M15plus.lo,M15plus.hi,F15plus.mid,F15plus.lo,F15plus.hi
Global,187 000,161 000,216 000,11 100,8 510,13 600,9 900,7 600,12 200,94 800,72 800,117 000,71 600,55 000,88 200
